	McaM	McoM	Pvalue	OR	CI.upper	CI.lower	Logistic.P	Sens	Spec	AUC
OTX1_63284054	0.0672220788897996	0.0518233717482864	0.834279794158396	3.64914034856575	11.8256762503604	-2.80693375322429	0.349882739442991	0.35	0.944444444444444	0.472222222222222
OTX1_63284039	0.0747643541685217	0.0527945315706835	0.702159769803198	6.13929494358586	17.1525844111857	-1.1468012086475	0.211465466783739	0.45	0.944444444444444	0.558333333333333
OTX1_63284037	0.0776115793436419	0.0733375716396328	0.364940655263155	0.847312819616231	7.30700479300416	-5.17077345414602	0.780011691294476	0.35	1	0.605555555555556
SATB2.AS1_200335527	0.0473524590100928	0.0237969513938293	0.169835401864088	22.8802262383887	50.6175209587026	3.42015514838107	0.103709722359423	0.5	1	0.65
SATB2.AS1_200335523	0.114901110153004	0.0680675121550765	0.0188462573099748	15.7196297576306	31.5834955007289	4.92755815062915	0.0485795276588276	0.65	0.95	0.745
SATB2.AS1_200335521	0.0662507887154841	0.0301571335184363	0.0373180059830686	24.6333570067496	49.7890222561046	6.79514452901414	0.0487645580908688	0.5	1	0.7175
SATB2.AS1_200335513	0.144927132139514	0.0980214384662492	0.0416510013066574	11.0991426475039	22.5369727303173	3.05646741024608	0.0487645580908688	0.5	1	0.71
SATB2.AS1_200335506	0.152570072852255	0.117863299458582	0.104663536071622	8.60150717295024	19.4934839179742	1.12969979457249	0.103709722359423	0.5	0.9	0.6725
SATB2.AS1_200335499	0.18439495790738	0.168809843923953	0.919473274737069	3.04670204710284	10.0183831316949	-2.66614824954473	0.360864811658	0.35	0.85	0.4875
cg01541645_61104309	0.0372063966702363	0.0271507180244104	0.251117403010207	13.2917727774005	30.7446851116162	-1.76730043427671	0.144877901240601	0.8	0.45	0.625
cg01541645_61104316	0.0411003085979955	0.02609827961667	0.0379243023949134	16.4057999469799	35.9623858565658	1.76038456618463	0.0984948379335377	0.75	0.7	0.715
cg01541645_61104320	0.0584733307820865	0.036244498763906	0.0058713734827291	21.7560969078694	41.2825234468415	7.04808849593908	0.0421095854323168	0.75	0.75	0.78
cg01541645_61104329	0.0354333325076907	0.0201560385687185	0.0340526354532255	27.0541009738055	53.5573811282928	6.55736006788511	0.0487645580908688	0.7	0.8	0.7225
