	CHR	START	END	X0	X1	MeanDecreaseAccuracy	MeanDecreaseGini	Symbol	V1	V2	V3	V4	V5	V6	V7
cg12740337	chr6	28058823	28059124	0.00255075757575758	0.000116016575027267	0.00024715734820786	0.222988430676429	ZSCAN12L1	chr6	28058973	28058974	cg12740337	ZSCAN12L1	CpG_Ocean	II
cg02362103	chr1	119532623	119532924	0.00484294871794872	0.000139513309070149	0.000454082464405325	0.219237517998111	TBX15	chr1	119532773	119532774	cg02362103	TBX15	S_Shore	I
cg19942495	chr17	32483877	32484178	0.00497171717171717	-1.32119917330443e-05	0.000290601980437367	0.213317304142831	ACCN1	chr17	32484027	32484028	cg19942495	ACCN1	Island	II
cg05937737	chr3	170303390	170303691	0.00511212121212121	0.000187411329111734	0.000433919147033901	0.20755615584411	SLC7A14	chr3	170303540	170303541	cg05937737	SLC7A14	Island	I
cg10253847	chr6	28226935	28227236	0.000665223665223665	3.36059289547662e-05	6.29561535461586e-05	0.205070742449902	NKAPL	chr6	28227085	28227086	cg10253847	NKAPL	Island	I
cg00463767	chr2	63281893	63282194	0.00567121212121212	-9.83896606538116e-06	0.000328462510600483	0.195418001441082	OTX1	chr2	63282043	63282044	cg00463767	OTX1	N_Shore	II
cg10472919	chr5	135266655	135266956	0.00388095238095238	-3.33333333333333e-05	0.000176653258794655	0.184584949564327	FBXL21	chr5	135266805	135266806	cg10472919	FBXL21	S_Shore	II
cg18336674	chr5	170735114	170735415	0.00238888888888889	4.50292397660819e-05	0.000194612332112332	0.18035944473683	TLX3	chr5	170735264	170735265	cg18336674	TLX3	Island	I
cg13720362	chr6	108492121	108492422	0.00253246753246753	-3.44827586206897e-05	0.000132387706855792	0.178224457546145	NR2E1	chr6	108492271	108492272	cg13720362	NR2E1	S_Shore	II
cg09854734	chr16	66613123	66613424	0.00104273504273504	-4.65509658648804e-05	9.94249899373239e-06	0.177735203264141	CMTM2	chr16	66613273	66613274	cg09854734	CMTM2	Island	I
cg12111714	chr13	26043322	26043623	0.000615384615384615	0.000102803926965777	0.000138699146248906	0.176052212840116	ATP8A2	chr13	26043472	26043473	cg12111714	ATP8A2	Island	II
cg14001023	chr19	46526171	46526472	0.00158333333333333	1.04173283364035e-05	0.000107254623044097	0.172240118251022	PGLYRP1	chr19	46526321	46526322	cg14001023	PGLYRP1	Island	I
cg16961816	chr7	96633380	96633681	0.00362388591800357	-8.87779674248138e-05	0.000177584463953179	0.16886846830484	DLX6AS	chr7	96633530	96633531	cg16961816	DLX6AS	N_Shore	I
cg12268637	chr2	176964352	176964653	0.00344761904761905	3.62950058072009e-05	0.000310454908220271	0.162521035261421	HOXD12	chr2	176964502	176964503	cg12268637	HOXD12	Island	II
cg08301299	chr16	2317699	2318000	0.00325563325563326	-4.50453634971132e-05	0.000155719484344256	0.161626151562525	RNPS1	chr16	2317849	2317850	cg08301299	RNPS1	Island	I
cg14427009	chr13	58206908	58207209	0.00132844932844933	-2.3121387283237e-05	8.44488467525117e-05	0.160232249616941	PCDH17	chr13	58207058	58207059	cg14427009	PCDH17	Island	II
cg13023623	chr14	57276107	57276408	0.00178030303030303	7.4468085106383e-05	0.000216440269749518	0.158845699769882	OTX2	chr14	57276257	57276258	cg13023623	OTX2	Island	I
cg19657174	chr22	19746118	19746419	0.000615384615384615	-2.23463687150838e-05	2.26632154155882e-05	0.154295262639907	TBX1	chr22	19746268	19746269	cg19657174	TBX1	Island	I
cg23497016	chr2	66666534	66666835	0.00191666666666667	6.22417699586832e-05	0.000191325341325341	0.154152953242721	MEIS1	chr2	66666684	66666685	cg23497016	MEIS1	CpG_Ocean	II
cg21838979	chr2	106681795	106682096	0.00133333333333333	4.59770114942529e-05	0.000151005142589995	0.15213433064764	C2orf40	chr2	106681945	106681946	cg21838979	C2orf40	N_Shore	II
cg22694818	chr1	75595820	75596121	0.00408888888888889	-3.59421846235954e-05	0.000239493601146704	0.148726482623722	LHX8	chr1	75595970	75595971	cg22694818	LHX8	Island	I
cg01898698	chr2	105472609	105472910	0.00581601731601732	2.26674372311051e-05	0.000416446123328282	0.142500673939209	POU3F3	chr2	105472759	105472760	cg01898698	POU3F3	Island	I
cg24159514	chr19	11785098	11785399	0.00525291375291375	1.19387819902204e-05	0.000364999475039897	0.134007244332515	ZNF833	chr19	11785248	11785249	cg24159514	ZNF833	Island	I
cg06188545	chr1	156863493	156863794	0.00295454545454545	-2.42065233289454e-05	0.000190761818913317	0.12953737102653	PEAR1	chr1	156863643	156863644	cg06188545	PEAR1	Island	I
cg26844246	chr5	170736127	170736428	0.00316666666666667	-2.07586424385662e-05	0.000126372803786556	0.128636434460158	TLX3	chr5	170736277	170736278	cg26844246	TLX3	Island	I
cg20847580	chr6	41528600	41528901	0.00241919191919192	3.47626511419615e-05	0.000165502942052982	0.127264192530869	FOXP4	chr6	41528750	41528751	cg20847580	FOXP4	Island	I
cg04654530	chr2	63282552	63282853	0.00117460317460317	2.12773502606476e-06	6.74671046188074e-05	0.124980825386862	OTX1	chr2	63282702	63282703	cg04654530	OTX1	Island	I
cg00490606	chr8	102217598	102217899	0.00423869463869464	-2.31417089137231e-05	0.000257696378977802	0.124375523503356	ZNF706	chr8	102217748	102217749	cg00490606	ZNF706	Island	II
cg05371578	chr3	147128007	147128308	0.000222222222222222	-1.14919080647355e-05	-3.60317079029546e-07	0.121902828785384	ZIC1	chr3	147128157	147128158	cg05371578	ZIC1	Island	II
cg15994467	chr12	52401373	52401674	0.00483916083916084	-5.77471510394394e-05	0.000260448868122417	0.119278235719673	GRASP	chr12	52401523	52401524	cg15994467	GRASP	Island	II
cg19404813	chr2	208988782	208989083	0.000828205128205128	6.29372515498311e-05	0.000113116942725817	0.119167889086446	CRYGD	chr2	208988932	208988933	cg19404813	CRYGD	Island	I
cg05603527	chr2	71131479	71131780	0.00155555555555556	2.26936676309868e-05	0.000114654061022776	0.119146258034944	VAX2	chr2	71131629	71131630	cg05603527	VAX2	Island	I
cg13413955	chr9	842764	843065	0.00671888111888112	-1.19047619047619e-05	0.000413164866965264	0.117282569330278	DMRT1	chr9	842914	842915	cg13413955	DMRT1	Island	I
cg20979061	chr19	49939799	49940100	0.00233333333333333	-1.12797660492968e-05	0.000144644158367743	0.115590883481078	SLC17A7	chr19	49939949	49939950	cg20979061	SLC17A7	Island	I
cg15834072	chr4	155411453	155411754	0.00417777777777778	-1.10497237569061e-05	0.000196583658403951	0.115103649981097	DCHS2	chr4	155411603	155411604	cg15834072	DCHS2	Island	I
cg23371746	chr1	119532775	119533076	0.00108888888888889	2.25967540574282e-05	7.42992232353935e-05	0.111556600067668	TBX15	chr1	119532925	119532926	cg23371746	TBX15	S_Shore	I
cg19797376	chr1	47695325	47695626	0.001525	2.7359781121751e-07	8.7203119461184e-05	0.110476838372158	TAL1	chr1	47695475	47695476	cg19797376	TAL1	N_Shore	II
cg16705627	chr13	112721800	112722101	0.000651515151515151	1.15709341096647e-05	4.61489014237796e-05	0.108796566113704	SOX1	chr13	112721950	112721951	cg16705627	SOX1	Island	I
cg12626956	chr9	79634359	79634660	0.000363636363636364	-1.11111111111111e-05	1.04712041884817e-05	0.108060947466888	FOXB2	chr9	79634509	79634510	cg12626956	FOXB2	Island	II
cg05546863	chr16	66613070	66613371	0.00113333333333333	1.06382978723404e-05	7.15950715950716e-05	0.107641237502481	CMTM2	chr16	66613220	66613221	cg05546863	CMTM2	Island	I
cg27259271	chr1	243646245	243646546	0.00211111111111111	-2.50063890851056e-05	8.86899247956306e-05	0.103923651436874	SDCCAG8	chr1	243646395	243646396	cg27259271	SDCCAG8	Island	II
cg04034583	chr2	119602958	119603259	0.00236923076923077	-1.13636363636364e-05	0.000125229596732187	0.103352715072172	EN1	chr2	119603108	119603109	cg04034583	EN1	Island	I
cg17546247	chr3	147125564	147125865	0.00045	0	2.10526315789474e-05	0.10252669295933	ZIC4	chr3	147125714	147125715	cg17546247	ZIC4	N_Shore	II
cg03655683	chr2	63281233	63281534	0.00466037296037296	2.29650588932026e-05	0.000352451083754036	0.102492669688322	OTX1	chr2	63281383	63281384	cg03655683	OTX1	N_Shore	II
cg01658421	chr2	176945749	176946050	0.00233333333333333	-2.24098124098124e-05	7.47098747098747e-05	0.102335715166863	EVX2	chr2	176945899	176945900	cg01658421	EVX2	Island	II
cg23229261	chr2	63283916	63284217	0.00523293373293373	-6.82221491948735e-05	0.00022720598561515	0.0993068108620098	OTX1	chr2	63284066	63284067	cg23229261	OTX1	Island	I
cg16732787	chr1	228785842	228786143	0.00146666666666667	3.42207792207792e-05	0.000147424115845168	0.0992181192399014	DUSP5P	chr1	228785992	228785993	cg16732787	DUSP5P	Island	II
cg23676151	chr6	108491222	108491523	0.00052991452991453	3.27485380116959e-05	6.21761658031088e-05	0.09908746679546	NR2E1	chr6	108491372	108491373	cg23676151	NR2E1	Island	II
cg16310491	chr5	87973447	87973748	0.000714285714285714	-3.72670807453416e-05	2.28571428571429e-05	0.0986754154733171	LOC645323	chr5	87973597	87973598	cg16310491	LOC645323	N_Shore	II
cg11736940	chr1	155264876	155265177	0.001	0	4.3010752688172e-05	0.0980911674464149	PKLR	chr1	155265026	155265027	cg11736940	PKLR	Island	II
cg01525538	chr1	228785837	228786138	-0.000166666666666667	-3.52941176470588e-05	-4.3956043956044e-05	0.0975295259960779	DUSP5P	chr1	228785987	228785988	cg01525538	DUSP5P	Island	II
cg16178603	chr2	66666951	66667252	0.000527272727272727	-1.20351588911427e-05	2.16053763675671e-05	0.0960943023405261	MEIS1	chr2	66667101	66667102	cg16178603	MEIS1	CpG_Ocean	I
cg09937438	chr7	1094855	1095156	0.00354912016088487	-2.20603983722424e-05	0.000219942931559881	0.0909387313407562	C7orf50	chr7	1095005	1095006	cg09937438	C7orf50	N_Shelf	I
cg06346138	chr1	17085921	17086222	0.00512429792429792	2.31431966726084e-05	0.000333466756023147	0.0893960584398749	MST1P9	chr1	17086071	17086072	cg06346138	MST1P9	Island	I
cg01198033	chr7	155302192	155302493	0.000444444444444444	1.14942528735632e-05	3.27868852459016e-05	0.0893317368613218	CNPY1	chr7	155302342	155302343	cg01198033	CNPY1	Island	II
cg01581084	chr8	99961724	99962025	0.00145454545454545	0	8.33333333333333e-05	0.0892265430798399	OSR2	chr8	99961874	99961875	cg01581084	OSR2	S_Shore	II
cg05139788	chr6	50690497	50690798	5e-04	-1.16959064327485e-05	1.11731843575419e-05	0.0886887420508287	TFAP2D	chr6	50690647	50690648	cg05139788	TFAP2D	N_Shore	II
cg27615388	chr5	63256942	63257243	0.00157142857142857	-2.23463687150838e-05	9.32642487046632e-05	0.087176897689769	HTR1A	chr5	63257092	63257093	cg27615388	HTR1A	Island	I
cg18279094	chr1	63789894	63790195	0.00173076923076923	2.13092606239253e-05	0.000133684518256067	0.0860129892141757	FOXD3	chr1	63790044	63790045	cg18279094	FOXD3	Island	I
cg14604681	chr2	63283205	63283506	0.00326068376068376	1.14467821687594e-05	0.000229617627618216	0.0846665125734141	OTX1	chr2	63283355	63283356	cg14604681	OTX1	N_Shore	II
cg10933003	chr4	174448191	174448492	0.000133333333333333	-4.6242774566474e-05	-3.24233042499296e-05	0.0845865568956007	HAND2	chr4	174448341	174448342	cg10933003	HAND2	Island	II
cg12020396	chr19	55593430	55593731	0.0042250626566416	-2.26419300346894e-05	0.000244943676395289	0.0831253913304525	EPS8L1	chr19	55593580	55593581	cg12020396	EPS8L1	Island	I
cg12664119	chr1	119532202	119532503	0.000333333333333333	-3.79746835443038e-05	-1.17647058823529e-05	0.0828849509067331	TBX15	chr1	119532352	119532353	cg12664119	TBX15	S_Shore	II
cg01294808	chr5	3599536	3599837	0	-1.19760479041916e-05	-1.12994350282486e-05	0.0802321146773722	IRX1	chr5	3599686	3599687	cg01294808	IRX1	Island	I
cg26149682	chr6	10417513	10417814	0.00181818181818182	-2.25988700564972e-05	8.51063829787234e-05	0.0792838619236052	TFAP2A	chr6	10417663	10417664	cg26149682	TFAP2A	Island	I
cg01460202	chr16	23706356	23706657	0.000666666666666667	2.25988700564972e-05	5.37634408602151e-05	0.0787124261320849	ERN2	chr16	23706506	23706507	cg01460202	ERN2	CpG_Ocean	II
cg23077820	chr2	223154026	223154327	0.0014	-2.3121387283237e-05	5.46448087431694e-05	0.0780888473753035	PAX3	chr2	223154176	223154177	cg23077820	PAX3	N_Shore	II
cg17780246	chr19	54481317	54481618	0.00326060606060606	-2.24091394137217e-05	0.000149626221966647	0.0759344887446996	CACNG8	chr19	54481467	54481468	cg17780246	CACNG8	Island	I
cg07109115	chr10	28030248	28030549	-0.000125	4.93827160493827e-05	3.56132756132756e-05	0.075295245388375	MKX	chr10	28030398	28030399	cg07109115	MKX	Island	II
cg02547394	chr13	112721639	112721940	0.00298717948717949	-4.64944706579085e-05	0.000165976416450963	0.0717040293040293	SOX1	chr13	112721789	112721790	cg02547394	SOX1	Island	I
cg23238793	chrX	25025369	25025670	0.000285714285714286	6.75658317276814e-05	8.38336920811148e-05	0.0711369150052949	ARX	chrX	25025519	25025520	cg23238793	ARX	Island	I
cg03371669	chr2	176965285	176965586	0.00184615384615385	1.18319053447572e-05	0.000140775558166863	0.0702117179159777	HOXD12	chr2	176965435	176965436	cg03371669	HOXD12	Island	II
cg23189410	chr3	147125562	147125863	0.00329090909090909	-2.38095238095238e-05	0.00016268126692284	0.0685576251047351	ZIC4	chr3	147125712	147125713	cg23189410	ZIC4	N_Shore	I
cg00184452	chr1	50887327	50887628	7e-04	-2.38103674308188e-05	2.2953606995385e-05	0.0668327694058343	DMRTA2	chr1	50887477	50887478	cg00184452	DMRTA2	Island	II
cg22055728	chr7	27205508	27205809	0.000793650793650794	-2.32041969330105e-05	3.2967032967033e-05	0.0667041270970707	HOXA9	chr7	27205658	27205659	cg22055728	HOXA9	Island	I
cg00366850	chr2	45232267	45232568	0.00183333333333333	0	0.000117647058823529	0.0664690486439949	SIX2	chr2	45232417	45232418	cg00366850	SIX2	Island	II
cg05730368	chr6	42145902	42146203	0.0013974358974359	0.000122591176939003	0.000206806353452148	0.0654625839230025	GUCA1A	chr6	42146052	42146053	cg05730368	GUCA1A	Island	II
cg03352106	chr12	21926326	21926627	0.00377777777777778	-3.70123621289511e-05	0.000177170077916511	0.065061942911046	KCNJ8	chr12	21926476	21926477	cg03352106	KCNJ8	CpG_Ocean	I
cg07892597	chr1	119531943	119532244	0.001375	2.40963855421687e-05	0.000142857142857143	0.0641787215597916	TBX15	chr1	119532093	119532094	cg07892597	TBX15	Island	II
cg18569734	chr6	108496310	108496611	0.000555555555555556	-2.40963855421687e-05	3.26086956521739e-05	0.0639225736050694	NR2E1	chr6	108496460	108496461	cg18569734	NR2E1	N_Shore	II
cg26796341	chr6	100905541	100905842	0.000461538461538462	-1.12359550561798e-05	2.09424083769634e-05	0.0637041270970707	SIM1	chr6	100905691	100905692	cg26796341	SIM1	Island	II
cg15472739	chr1	149286453	149286754	0.00216666666666667	-1.10477346955974e-05	0.000118647021084275	0.0616919228498165	LOC388692	chr1	149286603	149286604	cg15472739	LOC388692	N_Shore	I
cg22635491	chr12	115109784	115110085	0.000571428571428571	2.33918128654971e-05	6.48648648648649e-05	0.0614345896543917	TBX3	chr12	115109934	115109935	cg22635491	TBX3	Island	I
cg22731271	chr2	66666909	66667210	0.000842105263157895	-2.70453008789723e-07	8.50030358227079e-05	0.061389568602558	MEIS1	chr2	66667059	66667060	cg22731271	MEIS1	CpG_Ocean	I
cg18849102	chr4	4859785	4860086	0.00177631578947368	1.17647058823529e-05	0.00011696799932094	0.0608409913673072	MSX1	chr4	4859935	4859936	cg18849102	MSX1	Island	II
cg22282405	chr6	50810532	50810833	0.000933333333333333	0	7.14285714285714e-05	0.0605135032652202	TFAP2B	chr6	50810682	50810683	cg22282405	TFAP2B	Island	I
cg23546474	chr2	223162883	223163184	0.00538369963369963	2.31901593063118e-05	0.000412876765634751	0.0597429344151454	PAX3	chr2	223163033	223163034	cg23546474	PAX3	Island	I
cg03714110	chr5	92923473	92923774	0.00216161616161616	3.57273592503111e-05	0.000160811865729899	0.0597428571428571	NR2F1	chr5	92923623	92923624	cg03714110	NR2F1	Island	II
cg16731240	chr19	52391100	52391401	0.00333146853146853	-3.47047839804262e-05	0.000189888343964188	0.0564705950334426	ZNF577	chr19	52391250	52391251	cg16731240	ZNF577	Island	II
cg26492368	chr10	22634583	22634884	0.00287179487179487	-1.17647058823529e-05	0.000183874948580831	0.0559922902494331	SPAG6	chr10	22634733	22634734	cg26492368	SPAG6	Island	I
cg02699218	chr5	132149978	132150279	0.00280519480519481	-1.19047619047619e-05	0.000185395249911379	0.0559047619047619	ANKRD43	chr5	132150128	132150129	cg02699218	ANKRD43	Island	I
cg21774338	chr1	50884092	50884393	0.0025	-4.69900240798074e-05	0.000120398726956104	0.0537754137115839	DMRTA2	chr1	50884242	50884243	cg21774338	DMRTA2	Island	II
cg04692403	chr6	134210662	134210963	0.00125	-1.16959064327485e-05	9.62566844919786e-05	0.0534101564995209	TCF21	chr6	134210812	134210813	cg04692403	TCF21	Island	II
cg14511698	chr14	60976748	60977049	0.000941176470588235	-4.79041916167665e-05	4.34782608695652e-05	0.0512997932932828	SIX6	chr14	60976898	60976899	cg14511698	SIX6	Island	II
cg04455430	chr1	50886770	50887071	0.0033	0	0.000196899037493456	0.0503828209301355	DMRTA2	chr1	50886920	50886921	cg04455430	DMRTA2	Island	II
cg20090283	chr17	36718399	36718700	0.00164475524475524	-1.0989010989011e-05	8.35757665845579e-05	0.0491466666666667	SRCIN1	chr17	36718549	36718550	cg20090283	SRCIN1	Island	I
cg16126286	chr1	243646085	243646386	0.0017025641025641	0	0.000131541218637993	0.0484962406015038	SDCCAG8	chr1	243646235	243646236	cg16126286	SDCCAG8	N_Shore	I
cg10859133	chr2	63281167	63281468	0.00259090909090909	2.48917748917749e-05	0.000198694218213637	0.0482439024390244	OTX1	chr2	63281317	63281318	cg10859133	OTX1	Island	I
cg15786900	chr11	44332981	44333282	0.00294285714285714	-1.31313131313131e-05	0.000133475935828877	0.0480765885168696	ALX4	chr11	44333131	44333132	cg15786900	ALX4	S_Shore	I
cg01610632	chr3	147127429	147127730	0.002175	-3.4964553651318e-05	0.000149681897050318	0.0478558558558558	ZIC1	chr3	147127579	147127580	cg01610632	ZIC1	Island	II
cg01158277	chr11	111783177	111783478	0.00025	0	1.10497237569061e-05	0.0455529411764706	CRYAB	chr11	111783327	111783328	cg01158277	CRYAB	CpG_Ocean	I
cg10591607	chr6	101846766	101847067	0.0026013986013986	-9.46919178447586e-06	0.000167132867132867	0.0436519951406411	GRIK2	chr6	101846916	101846917	cg10591607	GRIK2	Island	II
cg14535980	chr2	106681787	106682088	0.00179545454545455	1.12994350282486e-05	0.000145568584674121	0.0435428571428571	C2orf40	chr2	106681937	106681938	cg14535980	C2orf40	N_Shore	I
cg22455450	chr19	53038822	53039123	0.00212307692307692	-1.29399585921325e-05	0.000147568722088153	0.0430974358974359	ZNF808	chr19	53038972	53038973	cg22455450	ZNF808	N_Shore	II
cg12419052	chr3	147125971	147126272	0.00133333333333333	-1.16279069767442e-05	7.60869565217391e-05	0.0428148148148148	ZIC1	chr3	147126121	147126122	cg12419052	ZIC1	N_Shore	II
cg24753760	chr6	101846617	101846918	0.0014	-1.11111111111111e-05	6.31578947368421e-05	0.0409230769230769	GRIK2	chr6	101846767	101846768	cg24753760	GRIK2	Island	II
cg06890747	chr7	39649140	39649441	0.00297142857142857	-3.44173441734417e-05	0.000164991129509166	0.0408398268398268	LOC646999	chr7	39649290	39649291	cg06890747	LOC646999	Island	II
cg08718490	chr4	52942949	52943250	0.00218181818181818	-1.20448179271709e-05	0.000109331409590537	0.0404287772173253	SPATA18	chr4	52943099	52943100	cg08718490	SPATA18	Island	I
cg13300273	chr1	200842740	200843041	0.00384615384615385	-1.16959064327485e-05	0.000191768061943296	0.0403289312039312	GPR25	chr1	200842890	200842891	cg13300273	GPR25	Island	I
cg18242103	chr14	52734103	52734404	0.0012	-2.3121387283237e-05	7.4468085106383e-05	0.0401860465116279	PTGDR	chr14	52734253	52734254	cg18242103	PTGDR	Island	II
cg12434982	chr1	197890329	197890630	0.000666666666666667	1.15606936416185e-05	5.40540540540541e-05	0.0399085714285714	LHX9	chr1	197890479	197890480	cg12434982	LHX9	Island	II
cg18646365	chr15	78631931	78632232	0.00187878787878788	-3.26133252205659e-05	4.21472937000887e-05	0.0398429339477727	CRABP1	chr15	78632081	78632082	cg18646365	CRABP1	N_Shore	II
cg05128414	chr1	197882686	197882987	0.000909090909090909	-1.16279069767442e-05	4.37158469945355e-05	0.0375790424570912	LHX9	chr1	197882836	197882837	cg05128414	LHX9	S_Shore	II
cg07815521	chr19	40789707	40790008	0.000933333333333333	1.13636363636364e-05	8.37696335078534e-05	0.0375	MIR641	chr19	40789857	40789858	cg07815521	MIR641	N_Shore	II
cg24281267	chr6	35479498	35479799	0.00153846153846154	-4.49438202247191e-05	6.282722513089e-05	0.037304347826087	TULP1	chr6	35479648	35479649	cg24281267	TULP1	Island	I
cg02109484	chr2	74875103	74875404	0.00222222222222222	0	0.000127659574468085	0.0372705409827937	C2orf65	chr2	74875253	74875254	cg02109484	C2orf65	Island	I
