	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35
11	chr15	66797218	66797971	8	chr15	66797003	66797226	14	8	chr15	66797218	66797971	3	753	chr15	66797420	66841822	ZWILCH	NM_001287823	551	chr15	66797395	66797396	cg24009358	ZWILCH	NA	I	0.00000000499326178601604	0.0235309928838282	0.0253799428138979	-0.0018489499300697	0.92714916878941	0	0	1
12	chr15	66797218	66797971	8	chr15	66797003	66797226	14	8	chr15	66797218	66797971	3	753	chr15	66797420	66841822	ZWILCH	NM_001287823	551	chr15	66797427	66797428	cg11136251	ZWILCH	NA	II	0.0000000807408550331759	0.0457218616088061	0.05337868343557	-0.00765682182676385	0.856556562770869	0	0	1
13	chr15	66797218	66797971	8	chr15	66797003	66797226	14	8	chr15	66797218	66797971	3	753	chr15	66797420	66841822	ZWILCH	NM_001287823	551	chr15	66797429	66797430	cg17722664	ZWILCH	NA	I	0.00000326976207465589	0.0324473507332677	0.0342300995112901	-0.0017827487780224	0.947918679656938	0.000684462696783025	0	1
14	chr15	66797218	66797971	8	chr15	66797003	66797226	14	8	chr15	66797218	66797971	3	753	chr15	66797420	66841822	ZWILCH	NM_001287823	551	chr15	66797591	66797592	cg27573093	ZWILCH	NA	I	0.00000000159723412607163	0.0953273995178371	0.100682792692021	-0.00535539317418336	0.946809250806491	0	0.00136892539356605	1
15	chr15	66797218	66797971	8	chr15	66797003	66797226	14	8	chr15	66797218	66797971	3	753	chr15	66797420	66841822	ZWILCH	NM_001287823	551	chr15	66797614	66797615	cg18864581	ZWILCH	NA	II	0.0000000184748510048657	0.0700864958501916	0.0797761099830433	-0.0096896141328517	0.878539902046975	0.00136892539356605	0	1
16	chr15	66797218	66797971	8	chr15	66797003	66797226	14	8	chr15	66797218	66797971	3	753	chr15	66797420	66841822	ZWILCH	NM_001287823	551	chr15	66797798	66797799	cg16035638	RPL4	NA	II	0.0000823763571311254	0.0779535134196994	0.0925552903196953	-0.0146017768999959	0.842237252462178	0	0	1
17	chr15	66797218	66797971	8	chr15	66797003	66797226	14	8	chr15	66797218	66797971	3	753	chr15	66797420	66841822	ZWILCH	NM_001287822	551	chr15	66797229	66797230	cg11846912	ZWILCH	NA	II	0.0828882119272491	0.0876193769656868	0.0958906925543312	-0.0082713155886444	0.91374224788336	0	0	1
18	chr15	66797218	66797971	8	chr15	66797003	66797226	14	8	chr15	66797218	66797971	3	753	chr15	66797420	66841822	ZWILCH	NM_001287822	551	chr15	66797395	66797396	cg24009358	ZWILCH	NA	I	0.00000000499326178601604	0.0235309928838282	0.0253799428138979	-0.0018489499300697	0.92714916878941	0	0	1
19	chr15	66797218	66797971	8	chr15	66797003	66797226	14	8	chr15	66797218	66797971	3	753	chr15	66797420	66841822	ZWILCH	NM_001287822	551	chr15	66797427	66797428	cg11136251	ZWILCH	NA	II	0.0000000807408550331759	0.0457218616088061	0.05337868343557	-0.00765682182676385	0.856556562770869	0	0	1
20	chr15	66797218	66797971	8	chr15	66797003	66797226	14	8	chr15	66797218	66797971	3	753	chr15	66797420	66841822	ZWILCH	NM_001287822	551	chr15	66797429	66797430	cg17722664	ZWILCH	NA	I	0.00000326976207465589	0.0324473507332677	0.0342300995112901	-0.0017827487780224	0.947918679656938	0.000684462696783025	0	1
21	chr15	66797218	66797971	8	chr15	66797003	66797226	14	8	chr15	66797218	66797971	3	753	chr15	66797420	66841822	ZWILCH	NM_001287822	551	chr15	66797591	66797592	cg27573093	ZWILCH	NA	I	0.00000000159723412607163	0.0953273995178371	0.100682792692021	-0.00535539317418336	0.946809250806491	0	0.00136892539356605	1
22	chr15	66797218	66797971	8	chr15	66797003	66797226	14	8	chr15	66797218	66797971	3	753	chr15	66797420	66841822	ZWILCH	NM_001287822	551	chr15	66797614	66797615	cg18864581	ZWILCH	NA	II	0.0000000184748510048657	0.0700864958501916	0.0797761099830433	-0.0096896141328517	0.878539902046975	0.00136892539356605	0	1
23	chr15	66797218	66797971	8	chr15	66797003	66797226	14	8	chr15	66797218	66797971	3	753	chr15	66797420	66841822	ZWILCH	NM_001287822	551	chr15	66797798	66797799	cg16035638	RPL4	NA	II	0.0000823763571311254	0.0779535134196994	0.0925552903196953	-0.0146017768999959	0.842237252462178	0	0	1
24	chr15	66797218	66797971	8	chr15	66797003	66797226	14	8	chr15	66797218	66797971	3	753	chr15	66797420	66841822	ZWILCH	NM_001287821	551	chr15	66797229	66797230	cg11846912	ZWILCH	NA	II	0.0828882119272491	0.0876193769656868	0.0958906925543312	-0.0082713155886444	0.91374224788336	0	0	1
25	chr15	66797218	66797971	8	chr15	66797003	66797226	14	8	chr15	66797218	66797971	3	753	chr15	66797420	66841822	ZWILCH	NM_001287821	551	chr15	66797395	66797396	cg24009358	ZWILCH	NA	I	0.00000000499326178601604	0.0235309928838282	0.0253799428138979	-0.0018489499300697	0.92714916878941	0	0	1
26	chr15	66797218	66797971	8	chr15	66797003	66797226	14	8	chr15	66797218	66797971	3	753	chr15	66797420	66841822	ZWILCH	NM_001287821	551	chr15	66797427	66797428	cg11136251	ZWILCH	NA	II	0.0000000807408550331759	0.0457218616088061	0.05337868343557	-0.00765682182676385	0.856556562770869	0	0	1
27	chr15	66797218	66797971	8	chr15	66797003	66797226	14	8	chr15	66797218	66797971	3	753	chr15	66797420	66841822	ZWILCH	NM_001287821	551	chr15	66797429	66797430	cg17722664	ZWILCH	NA	I	0.00000326976207465589	0.0324473507332677	0.0342300995112901	-0.0017827487780224	0.947918679656938	0.000684462696783025	0	1
28	chr15	66797218	66797971	8	chr15	66797003	66797226	14	8	chr15	66797218	66797971	3	753	chr15	66797420	66841822	ZWILCH	NM_001287821	551	chr15	66797591	66797592	cg27573093	ZWILCH	NA	I	0.00000000159723412607163	0.0953273995178371	0.100682792692021	-0.00535539317418336	0.946809250806491	0	0.00136892539356605	1
29	chr15	66797218	66797971	8	chr15	66797003	66797226	14	8	chr15	66797218	66797971	3	753	chr15	66797420	66841822	ZWILCH	NM_001287821	551	chr15	66797614	66797615	cg18864581	ZWILCH	NA	II	0.0000000184748510048657	0.0700864958501916	0.0797761099830433	-0.0096896141328517	0.878539902046975	0.00136892539356605	0	1
30	chr15	66797218	66797971	8	chr15	66797003	66797226	14	8	chr15	66797218	66797971	3	753	chr15	66797420	66841822	ZWILCH	NM_001287821	551	chr15	66797798	66797799	cg16035638	RPL4	NA	II	0.0000823763571311254	0.0779535134196994	0.0925552903196953	-0.0146017768999959	0.842237252462178	0	0	1
31	chr15	66797218	66797971	8	chr15	66797003	66797226	14	8	chr15	66797218	66797971	3	753	chr15	66797420	66841822	ZWILCH	NM_017975	551	chr15	66797229	66797230	cg11846912	ZWILCH	NA	II	0.0828882119272491	0.0876193769656868	0.0958906925543312	-0.0082713155886444	0.91374224788336	0	0	1
32	chr15	66797218	66797971	8	chr15	66797003	66797226	14	8	chr15	66797218	66797971	3	753	chr15	66797420	66841822	ZWILCH	NM_017975	551	chr15	66797395	66797396	cg24009358	ZWILCH	NA	I	0.00000000499326178601604	0.0235309928838282	0.0253799428138979	-0.0018489499300697	0.92714916878941	0	0	1
33	chr15	66797218	66797971	8	chr15	66797003	66797226	14	8	chr15	66797218	66797971	3	753	chr15	66797420	66841822	ZWILCH	NM_017975	551	chr15	66797427	66797428	cg11136251	ZWILCH	NA	II	0.0000000807408550331759	0.0457218616088061	0.05337868343557	-0.00765682182676385	0.856556562770869	0	0	1
34	chr15	66797218	66797971	8	chr15	66797003	66797226	14	8	chr15	66797218	66797971	3	753	chr15	66797420	66841822	ZWILCH	NM_017975	551	chr15	66797429	66797430	cg17722664	ZWILCH	NA	I	0.00000326976207465589	0.0324473507332677	0.0342300995112901	-0.0017827487780224	0.947918679656938	0.000684462696783025	0	1
35	chr15	66797218	66797971	8	chr15	66797003	66797226	14	8	chr15	66797218	66797971	3	753	chr15	66797420	66841822	ZWILCH	NM_017975	551	chr15	66797591	66797592	cg27573093	ZWILCH	NA	I	0.00000000159723412607163	0.0953273995178371	0.100682792692021	-0.00535539317418336	0.946809250806491	0	0.00136892539356605	1
36	chr15	66797218	66797971	8	chr15	66797003	66797226	14	8	chr15	66797218	66797971	3	753	chr15	66797420	66841822	ZWILCH	NM_017975	551	chr15	66797614	66797615	cg18864581	ZWILCH	NA	II	0.0000000184748510048657	0.0700864958501916	0.0797761099830433	-0.0096896141328517	0.878539902046975	0.00136892539356605	0	1
37	chr15	66797218	66797971	8	chr15	66797003	66797226	14	8	chr15	66797218	66797971	3	753	chr15	66797420	66841822	ZWILCH	NM_017975	551	chr15	66797798	66797799	cg16035638	RPL4	NA	II	0.0000823763571311254	0.0779535134196994	0.0925552903196953	-0.0146017768999959	0.842237252462178	0	0	1
38	chr8	64080846	64080965	6	chr8	64080846	64080965	2	119	chr8	64080777	64080880	1	34	chr8	64080283	64081001	YTHDF3-AS1	NR_102684	119	chr8	64080889	64080890	cg05190994	YTHDF3	Island	II	0.0000220207937055476	0.0385876820729184	0.048915450934774	-0.0103277688618556	0.788864895150879	0	0	1
39	chr16	3185250	3185359	16	chr16	3185187	3185279	15	29	chr16	3185317	3185476	1	42	chr16	3185056	3192805	ZNF213	NR_104432	109	chr16	3185250	3185251	cg03097541	ZNF213	Island	I	0.0000000873036326692511	0.0284304901990965	0.0331642122525002	-0.00473372205340375	0.857264149156841	0	0	1
40	chr16	3185250	3185359	16	chr16	3185187	3185279	15	29	chr16	3185317	3185476	1	42	chr16	3185056	3192805	ZNF213	NM_004220	109	chr16	3185250	3185251	cg03097541	ZNF213	Island	I	0.0000000873036326692511	0.0284304901990965	0.0331642122525002	-0.00473372205340375	0.857264149156841	0	0	1
41	chr16	3185250	3185359	16	chr16	3185187	3185279	15	29	chr16	3185317	3185476	1	42	chr16	3185133	3192805	ZNF213	NM_001134655	109	chr16	3185250	3185251	cg03097541	ZNF213	Island	I	0.0000000873036326692511	0.0284304901990965	0.0331642122525002	-0.00473372205340375	0.857264149156841	0	0	1
42	chr9	131592023	131592100	14	chr9	131591998	131592061	10	38	chr9	131591998	131592061	1	38	chr9	131581929	131592100	C9orf114	NM_016390	77	chr9	131592049	131592050	cg00475955	C9orf114	Island	I	0.0000000376248919347735	0.0213995898991474	0.0230020851319888	-0.0016024952328414	0.930332610124426	0	0	1
43	chr9	131592023	131592100	14	chr9	131591998	131592061	10	38	chr9	131591774	131592039	2	16	chr9	131581929	131592100	C9orf114	NM_016390	77	chr9	131592049	131592050	cg00475955	C9orf114	Island	I	0.0000000376248919347735	0.0213995898991474	0.0230020851319888	-0.0016024952328414	0.930332610124426	0	0	1
44	chr14	45366783	45366926	22	chr14	45366884	45366954	13	42	chr14	45366538	45366822	1	39	chr14	45366506	45376460	C14orf28	NM_001017923	143	chr14	45366798	45366799	cg01147465	C14orf28	Island	I	0.00000000108614325063005	0.0266409852053048	0.0278373562654215	-0.0011963710601167	0.957022820388918	0	0	1
45	chr17	42852244	42852455	9	chr17	42852427	42852510	24	28	chr17	42852244	42852455	1	211	chr17	42836567	42859214	ADAM11	NM_002390	211	chr17	42852270	42852271	cg12834820	ADAM11	N_Shore	II	0.0163091181359525	0.0712887944752475	0.0767146674119232	-0.00542587293667575	0.929272026853206	0.000684462696783025	0.000684462696783025	1
46	chr4	184366132	184366238	6	chr4	184366195	184366280	7	43	chr4	184365646	184366176	1	44	chr4	184365788	184369049	CDKN2AIP	NM_017632	106	chr4	184366236	184366237	cg08276984	CDKN2AIP	Island	II	0.000000774881378978621	0.0539240919451617	0.0604055432355278	-0.00648145129036605	0.892701051208261	0	0	1
47	chr2	112813381	112813819	14	chr2	112813818	112814002	3	1	chr2	112813169	112813421	1	40	chr2	112812799	112876895	TMEM87B	NM_032824	438	chr2	112813613	112813614	cg06723287	TMEM87B	Island	II	0.00000023919770034072	0.0446958868637949	0.050581618434985	-0.00588573157119015	0.883638923520105	0	0	1
48	chr5	133702645	133702765	12	chr5	133702604	133702692	13	47	chr5	133702645	133702765	2	120	chr5	133643691	133702765	CDKL3	NM_016508	120	chr5	133702676	133702677	cg11309039	CDKL3	Island	I	0.00000000000000467280057886311	0.0248355893199503	0.0299301861645355	-0.0050945968445853	0.829783990765085	0	0	1
49	chr5	133702645	133702765	12	chr5	133702604	133702692	13	47	chr5	133702645	133702765	2	120	chr5	133643691	133702765	CDKL3	NM_016508	120	chr5	133702757	133702758	cg04836188	CDKL3	Island	II	0.00677574124672134	0.0590839794813612	0.0677867504837237	-0.00870277100236251	0.871615456704151	0	0	1
50	chr5	133702645	133702765	12	chr5	133702604	133702692	13	47	chr5	133702645	133702765	2	120	chr5	133634114	133706738	CDKL3	NM_001300853	120	chr5	133702676	133702677	cg11309039	CDKL3	Island	I	0.00000000000000467280057886311	0.0248355893199503	0.0299301861645355	-0.0050945968445853	0.829783990765085	0	0	1
51	chr5	133702645	133702765	12	chr5	133702604	133702692	13	47	chr5	133702645	133702765	2	120	chr5	133634114	133706738	CDKL3	NM_001300853	120	chr5	133702757	133702758	cg04836188	CDKL3	Island	II	0.00677574124672134	0.0590839794813612	0.0677867504837237	-0.00870277100236251	0.871615456704151	0	0	1
52	chr5	133702645	133702765	12	chr5	133702604	133702692	13	47	chr5	133702645	133702765	2	120	chr5	133634114	133702765	CDKL3	NM_001113575	120	chr5	133702676	133702677	cg11309039	CDKL3	Island	I	0.00000000000000467280057886311	0.0248355893199503	0.0299301861645355	-0.0050945968445853	0.829783990765085	0	0	1
53	chr5	133702645	133702765	12	chr5	133702604	133702692	13	47	chr5	133702645	133702765	2	120	chr5	133634114	133702765	CDKL3	NM_001113575	120	chr5	133702757	133702758	cg04836188	CDKL3	Island	II	0.00677574124672134	0.0590839794813612	0.0677867504837237	-0.00870277100236251	0.871615456704151	0	0	1
54	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_025259	348	chr6	31707746	31707747	cg21485120	MSH5	Island	I	0.369026884673298	0.304464971398857	0.30165816524643	0.00280680615242701	1.00930459200444	0.216974674880219	0.138261464750171	1
55	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_025259	348	chr6	31707750	31707751	cg03605661	MSH5	Island	I	0.0000011117147858569	0.02569946992913	0.0280058458936489	-0.0023063759645188	0.917646623734303	0	0	1
56	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_025259	348	chr6	31707799	31707800	cg23822086	MSH5	Island	I	0.185944797132316	0.0272631870549409	0.0285780768580298	-0.00131488980308895	0.953989563061886	0	0.000684931506849315	1
57	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_025259	348	chr6	31707803	31707804	cg02563952	MSH5	Island	I	0.000216362425218845	0.0378813436250897	0.040666499055441	-0.0027851554303512	0.931512289106712	0.000684462696783025	0.000684462696783025	1
58	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_025259	348	chr6	31707815	31707816	cg19121857	MSH5	Island	I	0.00974260952756573	0.0280814839432071	0.0303814292309731	-0.002299945287766	0.924297659919789	0	0.000684462696783025	1
59	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_025259	348	chr6	31707853	31707854	cg13709244	MSH5	Island	I	0.00000421171945939241	0.0171321029473988	0.0174465221396115	-0.0003144191922127	0.981978116343381	0	0	1
60	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_025259	348	chr6	31707922	31707923	cg13843771	MSH5	Island	I	0.000000194496037248924	0.016834263950534	0.018219755342698	-0.00138549139216395	0.923956641233428	0	0.000684462696783025	1
61	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_025259	348	chr6	31707950	31707951	cg16728299	MSH5	Island	I	0.000249264299669192	0.0232305048340012	0.0250777634107513	-0.0018472585767501	0.926338782829487	0	0	1
62	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_025259	348	chr6	31707956	31707957	cg05239791	MSH5	Island	I	0.000144124075599926	0.0207910779640007	0.0232011769854443	-0.00241009902144355	0.896121691457482	0	0.000684462696783025	1
63	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_025259	348	chr6	31707961	31707962	cg24536200	MSH5	Island	I	0.00000104914673397778	0.0150139938459594	0.0160959135281526	-0.0010819196821931	0.932782958836057	0.000684462696783025	0.000684462696783025	1
64	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_025259	348	chr6	31708032	31708033	cg02737149	MSH5	Island	I	0.0382683656408883	0.0316551205254244	0.0336036997315488	-0.0019485792061243	0.942012956261037	0	0	1
65	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_025259	348	chr6	31708070	31708071	cg15984741	MSH5	Island	II	0.0000274577186326838	0.0906812597040084	0.0980753365523011	-0.00739407684829275	0.924608192964501	0.00136892539356605	0.000684462696783025	1
66	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_172166	348	chr6	31707746	31707747	cg21485120	MSH5	Island	I	0.369026884673298	0.304464971398857	0.30165816524643	0.00280680615242701	1.00930459200444	0.216974674880219	0.138261464750171	1
67	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_172166	348	chr6	31707750	31707751	cg03605661	MSH5	Island	I	0.0000011117147858569	0.02569946992913	0.0280058458936489	-0.0023063759645188	0.917646623734303	0	0	1
68	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_172166	348	chr6	31707799	31707800	cg23822086	MSH5	Island	I	0.185944797132316	0.0272631870549409	0.0285780768580298	-0.00131488980308895	0.953989563061886	0	0.000684931506849315	1
69	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_172166	348	chr6	31707803	31707804	cg02563952	MSH5	Island	I	0.000216362425218845	0.0378813436250897	0.040666499055441	-0.0027851554303512	0.931512289106712	0.000684462696783025	0.000684462696783025	1
70	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_172166	348	chr6	31707815	31707816	cg19121857	MSH5	Island	I	0.00974260952756573	0.0280814839432071	0.0303814292309731	-0.002299945287766	0.924297659919789	0	0.000684462696783025	1
71	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_172166	348	chr6	31707853	31707854	cg13709244	MSH5	Island	I	0.00000421171945939241	0.0171321029473988	0.0174465221396115	-0.0003144191922127	0.981978116343381	0	0	1
72	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_172166	348	chr6	31707922	31707923	cg13843771	MSH5	Island	I	0.000000194496037248924	0.016834263950534	0.018219755342698	-0.00138549139216395	0.923956641233428	0	0.000684462696783025	1
73	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_172166	348	chr6	31707950	31707951	cg16728299	MSH5	Island	I	0.000249264299669192	0.0232305048340012	0.0250777634107513	-0.0018472585767501	0.926338782829487	0	0	1
74	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_172166	348	chr6	31707956	31707957	cg05239791	MSH5	Island	I	0.000144124075599926	0.0207910779640007	0.0232011769854443	-0.00241009902144355	0.896121691457482	0	0.000684462696783025	1
75	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_172166	348	chr6	31707961	31707962	cg24536200	MSH5	Island	I	0.00000104914673397778	0.0150139938459594	0.0160959135281526	-0.0010819196821931	0.932782958836057	0.000684462696783025	0.000684462696783025	1
76	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_172166	348	chr6	31708032	31708033	cg02737149	MSH5	Island	I	0.0382683656408883	0.0316551205254244	0.0336036997315488	-0.0019485792061243	0.942012956261037	0	0	1
77	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_172166	348	chr6	31708070	31708071	cg15984741	MSH5	Island	II	0.0000274577186326838	0.0906812597040084	0.0980753365523011	-0.00739407684829275	0.924608192964501	0.00136892539356605	0.000684462696783025	1
78	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_002441	348	chr6	31707746	31707747	cg21485120	MSH5	Island	I	0.369026884673298	0.304464971398857	0.30165816524643	0.00280680615242701	1.00930459200444	0.216974674880219	0.138261464750171	1
79	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_002441	348	chr6	31707750	31707751	cg03605661	MSH5	Island	I	0.0000011117147858569	0.02569946992913	0.0280058458936489	-0.0023063759645188	0.917646623734303	0	0	1
80	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_002441	348	chr6	31707799	31707800	cg23822086	MSH5	Island	I	0.185944797132316	0.0272631870549409	0.0285780768580298	-0.00131488980308895	0.953989563061886	0	0.000684931506849315	1
81	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_002441	348	chr6	31707803	31707804	cg02563952	MSH5	Island	I	0.000216362425218845	0.0378813436250897	0.040666499055441	-0.0027851554303512	0.931512289106712	0.000684462696783025	0.000684462696783025	1
82	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_002441	348	chr6	31707815	31707816	cg19121857	MSH5	Island	I	0.00974260952756573	0.0280814839432071	0.0303814292309731	-0.002299945287766	0.924297659919789	0	0.000684462696783025	1
83	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_002441	348	chr6	31707853	31707854	cg13709244	MSH5	Island	I	0.00000421171945939241	0.0171321029473988	0.0174465221396115	-0.0003144191922127	0.981978116343381	0	0	1
84	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_002441	348	chr6	31707922	31707923	cg13843771	MSH5	Island	I	0.000000194496037248924	0.016834263950534	0.018219755342698	-0.00138549139216395	0.923956641233428	0	0.000684462696783025	1
85	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_002441	348	chr6	31707950	31707951	cg16728299	MSH5	Island	I	0.000249264299669192	0.0232305048340012	0.0250777634107513	-0.0018472585767501	0.926338782829487	0	0	1
86	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_002441	348	chr6	31707956	31707957	cg05239791	MSH5	Island	I	0.000144124075599926	0.0207910779640007	0.0232011769854443	-0.00241009902144355	0.896121691457482	0	0.000684462696783025	1
87	chr6	31707746	31708094	2	chr6	31707681	31707793	15	47	chr6	31707681	31707793	1	47	chr6	31707724	31730455	MSH5	NM_002441	348	chr6	31707961	31707962	cg24536200	MSH5	Island	I	0.00000104914673397778	0.0150139938459594	0.0160959135281526	-0.0010819196821931	0.932782958836057	0.000684462696783025	0.000684462696783025	1
