	Colon	Colon	Colon	Colon	Colon	Colon	Colon	Colon	Colon	Colon	Lung	Lung	Lung	Lung	Lung	Lung	Lung	Lung	Lung	Lung	Colon	Colon	Colon	Colon	Colon	Colon	Colon	Colon	Colon	Colon	Colon	Colon	Colon	Colon	Colon	Colon	Colon	Colon	Colon	Colon	Lung	Lung	Lung	Lung	Lung	Lung	Lung	Lung	Lung	Lung	Lung	Lung	Lung	Lung	Lung	Lung	Lung	Lung	Lung	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal
chr20:62680087-62680148	0.0422796827326445	0.0603174603174603	0.0386169114110291	0.00606060606060606	0.00833333333333333	0.0223569023569024	0.0852525252525253	0.32702380952381	0.00303030303030303	0.0401437847866419	0.00512820512820513	0.107058682058682	0.0543670634920635	0.0127272727272727	0.0713582638848597	0.110383063132872	0.164199267194659	0.00606060606060606	0.0284848484848485	0.00512820512820513	1	0.469285714285714	0.473661378181502	1	1	0.556761200138393	1	1	0.787142857142857	0.630483405483406	0.548719612001346	1	0.653871934135092	1	1	0.781500721500721	0.470486775006899	0.284156801803861	0.737688508710918	0.880820586820587	0.654241575418046	0.111111111111111	0.467312171832296	1	0.00606060606060606	0.141135566188198	0.831546486372199	1	0.877431457431458	0.438715728715729	0.360573385542786	0.467312171832296	0.735706137109755	0.580526755852843	1	1	1	0.0375757575757576	0.872097364779149	0.112533231474408	0.0841269841269842	0.00606060606060606	0.0109090909090909	0.00202020202020202	0.0534006734006734	0.00202020202020202	0.0315151515151515	0.0381818181818182	0.108641975308642	0.0755411255411255	0.0810674603174604	0.0626984126984127	0.0714219576719577	0.163753851927227	0.0121212121212121	0.00303030303030303	0.0899470899470899	0.0816468253968254	0.0991919191919192
chr4:151156995-151157078	1	1	0.611111111111111	0.142857142857143	1	0.6	0.525277777777778	0.6	1	1	0.166666666666667	0.586423611111111	0.222222222222222	0.583333333333333	1	0.166666666666667	1	0.736111111111111	0.583333333333333	0.166666666666667	1	1	1	1	1	0.786825396825397	1	1	1	1	1	1	0.896825396825397	1	0.770767195767196	1	0.833333333333333	0.802777777777778	1	1	1	0.166666666666667	0.895833333333333	1	1	1	0.909722222222222	0.583333333333333	0.885416666666667	0.755555555555556	1	1	0.872786935286935	1	0.745	0.533333333333333	1	1	0.878125	0.492800925925926	0.56026455026455	1	0.208333333333333	0.25	0.166666666666667	0.42484126984127	0.826666666666667	0.583333333333333	0.46022126022126	0.25	0.375347111736001	0.603350970017637	0.166666666666667	0.527071314102564	0.785833333333333	0.48531746031746	0.499396825396826	0.166666666666667	0.587074829931973
chr12:9217328-9217429	0.00114942528735632	0.0379918077064797	0.0629881154499151	0.00104166666666667	0.0043010752688172	0.00246913580246914	0.0759259259259258	0.0167003367003367	0.00350877192982456	0.00133333333333333	0.00246913580246914	0.00202020202020202	0.0193638023064135	0.0182066650290674	0.0330893719806763	0.0438162393162394	0.0104938271604938	0.00392156862745098	0.00202020202020202	0.00175438596491228	0.496666666666667	0.463548303548304	0.974093567251462	0.993939393939394	0.994871794871795	0.983333333333333	0.933333333333333	0.992592592592593	0.498245614035088	0.993333333333333	0.641547377571718	0.913358974358975	0.464416635995583	0.994871794871795	0.989177489177489	0.399126984126984	0.986531986531986	1	0.943424912052363	0.98	0.790055885132286	0.916666666666667	0.505396825396825	0.0276190476190476	1	0.910704617020407	0.512814645308925	0.840270935960591	0.5	1	0.938150738150738	0.645766564274663	0.995402298850575	0.0259259259259259	0.973063973063973	0.993333333333333	0.916666666666667	0.0037037037037037	0.228375328375328	0.00333333333333333	0.0152872480897028	0.0313664764151274	0.0394229189260245	0.0381619293712318	0.0798654906408593	0.00404040404040404	0.00225751924835314	0.0451873406536766	0.0221860145573381	0.0448569379932001	0.334829339143065	0.00350877192982456	0.00540540540540541	0.00222222222222222	0.00222222222222222	0.00303030303030303	0.0192592592592592	0.00350877192982456	0.00202020202020202
chr1:50884779-50884824	0.0201923076923077	0.00476190476190476	0.0086036036036036	0.0953968253968255	0.0786427836991746	0.00238095238095238	0.283333333333333	0.00109289617486339	0.00158730158730159	0.00454545454545455	0.19848330218375	0.0969025126919863	0.076933140933141	0.0937777777777779	0.00158730158730159	0.00242424242424242	0.0219169719169719	0.00111111111111111	0.131098503018146	0.00476190476190476	0.746515206870957	0.628367809066734	1	0.656930957309109	1	0.704408314867433	0.904439264439264	1	0.797326599326599	0.820174603174603	0.647445177320954	1	1	1	0.787148003310074	0.895833333333333	0.658012173012173	0.422554237255543	0.304727137245934	0.563109668109668	0.748715695637095	1	0.386494524029194	0.00634920634920635	1	0.0333333333333333	0.0916999666999667	0.758249836883185	0.477659817034817	0.00170940170940171	0.624437474388602	0.5	0.901875161875162	1	0.807181818181818	0.786713697824809	0.999466666666667	0.916666666666667	0.346275946275946	0.0805661375661376	0.0895760233918129	0.277074314574315	0.122444929124861	0.390529100529101	0.0866666666666667	0.00659340659340659	0.0111111111111111	0.034262972865914	0.0244444444444444	0.0278317263834505	0.263219246031746	0.0705608465608467	0.032996632996633	0.0417621676502317	0.00170940170940171	0.0826058201058201	0.137604938271605	0.00317460317460317	0.00735609434273462
chr18:4454800-4454967	0.0710887723387724	0.00725597092419523	0.0749119616100838	0.000574712643678161	0.00105820105820106	0.0207996707454912	0.0789709674415944	0.104612318018896	0.00119047619047619	0.5	0.063251109217191	0.172833994708995	0.00109289617486339	0.00121212121212121	0.0152711694467232	0.0019047619047619	0.00294117647058824	0.0704614367114368	0.00906646875274326	0.00303030303030303	0.682409265986994	0.61088670101828	1	0.54923763719784	0.996296296296296	0.606175880313811	0.191724137931034	0.81905267098788	0.458057354831548	0.497435897435897	0.820604261159366	0.883881299299256	0.479858869440713	0.0791806512814916	0.990476190476191	0.983333333333333	1	0.983333333333333	0.48093624035653	0.782103202981252	0.913391831899723	0.632033152033152	0.220095959626412	0.817408918189903	0.334802974802975	0.435026478460449	0.113245557017235	0.597059693170148	0.820152683499029	1	0.14821072993116	0.666112086813736	0.00299625468164794	0.618085552044362	0.566391069248212	0.675664335664336	0.391556517630124	0.123547495604136	0.624060112064902	0.0159156099033817	0.111805555555556	0.2683402951824	0.0603170889321487	0.00635076252723311	0.004	0.053569313602475	0.00155038759689922	0.0479840600093765	0.0111111111111111	0.0793633724248131	0.318355263157895	0.00256410256410256	0.00640869685474948	0.00310077519379845	0.0727534641918205	0.0018018018018018	0.453750458096089	0.00144993894993895	0.00138315336349044
chr12:65672209-65672557	0.00175438596491228	0.00129252883556483	0.00233918128654971	0.0045701269748958	0.00115575396825397	0.00164609053497942	0.00173709823896391	0.00205128205128205	0.100992050203108	0.00127783930109511	0.00111111111111111	0.00458219672317258	0.00311979340658103	0.0016260162601626	0.00101010101010101	0.00187793427230047	0.00180079097049413	0.0021620823967757	0.00351515151515151	0.0012878068433624	0.524318295739348	0.0799439775910364	0.89530135336587	0.727825816316865	1	0.451446482367535	0.98	0.80952380952381	1	1	0.933697978434821	0.642845079603144	0.480049583051611	0.988888888888889	0.947269841269841	0.594256384147561	0.77851442915784	1	0.258109040717736	0.65952380952381	1	0.633577673162652	0.426080199993243	0.184652847152847	1	0.678654840458246	0.265379424809587	0.781354625380491	0.766123720962431	0.54658361813625	0.996825396825397	0.468339482198501	0.598666556384107	0.985807656395892	0.710076903488668	0.10058429747577	0.0235897435897436	0.051671335200747	0.261263124632169	0.103294616145858	0.000907344443402935	0.00121212121212121	0.0025	0.00885873652321125	0.0368012442497072	0.0212691148160256	0.00242424242424242	0.00128426750480182	0.00238095238095238	0.00065359477124183	0.000701754385964912	0.000757575757575758	0.00087719298245614	0.0423009992970262	0.00235294117647059	0.0018018018018018	0.00118753996528729	0.000520833333333333	0.00344312600611337
chr11:2057575-2057732	0.00123863798446597	0.5	0.00178501810080757	0.0699643493761142	0.0221893908715865	0.0514810529305211	0.00210813492063492	0.0145966961494716	0.076153980337843	0.00214738952595291	0.0333333333333333	0.0016732263523268	0.00428435761769095	0.133333333333333	0.0201542962372544	0.5	0.106156853578271	0.00316510976435479	0.00333252486053844	0.25	0.532836836219713	1	0.222222222222222	1	0.727176743613545	0.75	1	1	1	1	1	0.601364978043568	0.166666666666667	0.640767421293885	1	0.465490927278128	1	1	0.504045992408218	0.63200054783463	0.6	1	0.19047619047619	0.560278082102301	0.666666666666667	1	0.222222222222222	0.497301251958534	0.2	1	1	0.166666666666667	0.583333333333333	0.25	0.166666666666667	0.62012217785459	0.222222222222222	0.166666666666667	0.25	0.159259259259259	0.119444444444444	0.166666666666667	0.0925925925925926	0.0238095238095238	0.0666666666666667	0.00613687801424677	0.000705961452263559	0.101055922206281	0.277777777777778	0.0277777777777778	0.0282775521141857	0.00170245876128229	0.0277777777777778	0.0272058671703929	0.0555555555555556	1	0.00202338937278696	0.166666666666667	0.5
chr8:145149951-145150748	0.00167019502357848	0.00100600600600601	0.00178121102051978	0.00169101320521759	0.0019135531208285	0.00171404272172569	0.000766283524904215	0.00111111111111111	0.00233570265315681	0.000900900900900901	0.00125232255667038	0.00085219547906115	0.00122896224831709	0.00101593165550681	0.00106506753249098	0.00362433862433862	0.00123359487164041	0.000564971751412429	0.00106857398006272	0.00322978773676702	0.850276912028064	0.487377173091459	1	0.909391534391534	1	1	0.612081128747796	1	0.215459297251866	0.222857142857143	0.700727513227513	0.635699010205652	0.494334738814463	0.966212121212121	0.267952351423524	1	0.4094723204637	0.0433199428160484	0.200996480434886	1	0.260776436950617	0.843263691932423	0.395	0.0815496244292468	0.44214604434149	0.819270398217767	0.334409375383291	0.620086716116353	0.397263297287164	0.418783941653	0.030570338890705	0.624576989702033	0.2292496619896	0.75648217595586	0.97	0.0334583559180583	0.00416666666666667	0.343558886703723	0.300641302242739	0.00179624728766538	0.00265784074195289	0.00129471351693574	0.00867567856430895	0.00141843971631206	0.000617283950617284	0.00196078431372549	0.00152810369873729	0.00109275053304904	0.00593765462642256	0.000892619485268636	0.00238095238095238	0.0114046428939228	0.000881587732334001	0.00186246857225073	0.0300141437449741	0.000419154753488955	0.00112994350282486	0.00128577441077441	0.000793650793650794
chr14:85999359-85999556	0.00476190476190476	0.290348484848485	0.206498936344297	0.0447663447663448	0.0829984012079789	0.00666666666666667	0.208089339339339	0.283713365386904	0.208990196078431	0.187462736020334	0.00317460317460317	0.167543859649123	0.00833333333333333	0.196519274376417	0.174579595446862	0.164044410543266	0.0043010752688172	0.172674915376779	0.157174225384752	0.0751958689458689	0.717549019607843	0.926624319419238	0.713276353276353	1	1	0.782616262879421	1	1	1	0.510822510822511	0.818888888888889	1	0.58823169897072	0.433461538461538	0.827977207977208	0.913333333333333	0.590661764705882	0.755311355311355	0.793533844514237	0.729367965367965	0.557830404889228	0.04	0.804900284900285	0.846772486772487	0.90478354978355	0.108333333333333	0.525818181818182	0.841255411255411	0.333333333333333	0.521870384517443	0.636209574738987	0.513885792146662	0.646643296468622	1	0.788871912401324	0.9635	0.962962962962963	0.922111111111111	1	0.158744588744589	0.00317460317460317	0.527777777777778	0.159543856117099	0.0037037037037037	0.00238095238095238	0.053338376976833	0.102545083819594	0.00350877192982456	0.0037037037037037	0.0992048258291195	0.0478070175438597	0.160849206349206	0.00317460317460317	0.0832575757575759	0.29822496947497	0.0602248677248678	0.0890444444444443	0.136920077972709	0.00266666666666667
chr17:72428693-72428844	0.000674862537607636	0.000793650793650794	0.000952380952380952	0.00170960804099565	0.00178434592227696	0.00133333333333333	0.00271836007130125	0.0021505376344086	0.0021505376344086	0.0018996244310396	0.00082106685755649	0.000855832467982001	0.00136852394916911	0.00155038759689922	0.00119486648907072	0.00151515151515152	0.00202020202020202	0.00124223602484472	0.00125786163522013	0.00091324200913242	0.624155474155474	0.991666666666667	0.973469656314055	1	1	0.199848086577626	0.78803593678274	0.991666666666667	0.446957912457912	0.370923728759238	0.83078161948131	0.245138581748489	0.970550544574586	0.417019665675128	0.289345091343217	0.568273516019768	0.0538461538461538	1	0.498924731182796	1	0.150253831417625	0.469660493827161	1	0.860239120528594	0.461154525423945	0.554804237157178	0.478515765280471	0.300454515512812	0.0208333333333333	0.498924731182796	0.539219123917706	0.00416666666666667	0.232491099489683	0.650408489141018	0.00416666666666667	0.681701750494919	0.753090211265167	1	0.464267399267399	0.00216089002995293	0.00322276986620347	0.000667158580827645	0.00144658830339055	0.00107744107744108	0.00522320910251945	0.00228505328630485	0.00277444611027819	0.00220061221808455	0.00227735728967256	0.00403389638683756	0.00141906873614191	0.00122499204996008	0.0037037037037037	0.00196078431372549	0.00187708378326398	0.00100355471844021	0.00114942528735632	0.000784313725490196	0.00233616067405605
chr16:81368106-81368187	0.25	1	0.811203723265854	0.490079883805374	1	0.514507377067277	0.166666666666667	1	0.426762393555431	0.25	1	0.651061795491143	1	0.710043111894964	1	1	1	0.562257932746198	1	1	1	0.813018751759077	1	0.682592592592593	1	0.25	1	1	0.776084536378654	0.815989774114774	1	1	1	1	1	0.884179894179894	1	1	0.5	0.583333333333333	0.944920634920635	0.951528135840794	1	1	1	1	1	0.832696445117	1	1	1	1	1	1	1	1	1	0.874768089053803	1	0.592592592592593	0.713913504795858	0.194444444444444	0.166666666666667	0.222222222222222	0.650077761744428	0.697415600192107	0.166666666666667	0.222222222222222	0.166666666666667	0.933333333333333	1	1	0.46031746031746	0.740779752926812	0.677034754927612	0.166666666666667	1	0.645500147255565	0.705643476080497
chr20:62679952-62679965	0.278475249503556	0.147146819411525	0.20683117872058	0.763888888888889	0.0888888888888889	0.0416666666666667	0.222222222222222	0.444444444444444	0.0555555555555556	0.253294419835118	0.0555555555555556	0.267582787340957	0.0277777777777778	0.0555555555555556	0.0392156862745098	0.351851851851852	0.5	0.0277777777777778	0.273479817838441	0.176647497382792	0.747131356495167	1	1	0.111111111111111	0.715378547378547	1	1	1	0.958333333333333	1	0.589222190459523	1	0.703703703703704	1	1	1	1	1	1	0.0555555555555556	0.111111111111111	1	0.582539682539682	0.683680555555556	0.0555555555555556	0.759259259259259	0.83070391376843	1	1	0.703703703703704	0.68042328042328	0.111111111111111	1	0.0416666666666667	0.540707471540805	0.839513888888889	1	0.0555555555555556	0.831944444444444	0.234596954215375	0.319444444444444	0.111111111111111	0.0555555555555556	0.5	0.0555555555555556	0.0222222222222222	0.332222222222222	0.855555555555556	0.0555555555555556	0.0555555555555556	0.317237339380197	0.302560836242673	0.148148148148148	0.541666666666667	0.222222222222222	0.351851851851852	0.302330706693452	0.396904892521802	0.583333333333333
chr6:7142057-7142098	0.037037037037037	0.125	0.25	0.166666666666667	0.126736111111111	0.0666666666666667	0.211111111111111	0.15	1	0.133333333333333	0.167088293650794	0.111111111111111	0.166666666666667	0.0833333333333333	0.131547619047619	0.2	0.0833333333333333	0.2	0.211111111111111	0.0555555555555556	0.865555555555556	1	1	1	1	1	1	1	0.733630952380952	1	0.928571428571429	0.789186507936508	1	1	0.827777777777778	0.988095238095238	0.881944444444444	0.946304563492063	0.833333333333333	0.862244897959184	1	1	0.851686507936508	0.291666666666667	0.787244897959184	1	1	0.266666666666667	0.798164682539683	0.277777777777778	0.977777777777778	1	0.904761904761905	0.771527777777778	1	1	1	1	1	0.2375	0.0555555555555556	0.5	0.166666666666667	0.222222222222222	0.111111111111111	0.166666666666667	0.116468253968254	0.0952380952380952	0.0833333333333333	0.16304347826087	0.211111111111111	0.194444444444444	0.138888888888889	0.25	0.276851851851852	0.110446400782535	0.0917328042328043	0.316861739083961	0.168957431457431
