region	group	GSI
chr2:1949651-1949791	Ectoderm	0.170578746120816
chr4:158513150-158513240	Ectoderm	0.163036792480621
chr13:26209483-26209584	Mesoderm	0.182970665440233
chr7:68793273-68793335	Mesoderm	0.081913980367456
chr18:21250701-21250848	Mesoderm	0.172191356680205
chr17:57500880-57500942	Endoderm	0.251701206780479
chr10:77158024-77158163	Ectoderm	0.488892506153802
chr20:52271554-52271560	Mesoderm	0.352703841510597
chr20:8045083-8045094	Mesoderm	0.0266066826444806
chr1:218542982-218542990	Endoderm	0.323560034023353
chr4:139546885-139547097	Mesoderm	0.220210149981621
chr2:7018019-7018191	Endoderm	0.213575824332673
chr5:150758472-150758504	Endoderm	0.0691732195860573
chr19:41126100-41126120	Ectoderm	0.185133635037365
chr13:47158772-47158943	Ectoderm	0.218060240305871
chr9:96527421-96527533	Endoderm	0.342063990151808
chr16:73266061-73266090	Mesoderm	0.271952004905764
chr8:129040440-129040472	Endoderm	0.124525539927434
chr8:71356085-71356202	Mesoderm	0.170788874192499
chr5:165703472-165703516	Endoderm	0.284663075450958
chr19:16394450-16394488	Endoderm	0.25629746817059
chr8:129984114-129984218	Endoderm	0.255992020205892
chr2:66673818-66673914	Endoderm	0.138278185098733
chr16:88307760-88307957	Ectoderm	0.384742116945122
chr20:24666550-24666693	Endoderm	0.0647233904906677
chr10:72015102-72015107	Endoderm	0.30346592429613
chr5:176794404-176794561	Endoderm	0.0820244107596994
chr3:65940157-65940166	Ectoderm	0.364498146708694
chr17:8233015-8233259	Mesoderm	0.282228270599231
chr2:54684577-54685001	Ectoderm	0.000458394788515282
chr15:41869625-41869810	Mesoderm	0.0404263037258387
chr6:48972005-48972129	Ectoderm	0.160100297392196
chr6:28886820-28886852	Endoderm	0.0862806665124175
chr22:26812930-26813068	Mesoderm	0.1732503358267
chr8:28204950-28204983	Ectoderm	0.296929425013401
chr3:155565404-155565484	Endoderm	0.235704628606449
chr1:109657113-109657185	Ectoderm	0.132132071785161
chr3:186678313-186678511	Endoderm	0.153172753889149
chr12:2793657-2793870	Endoderm	0.167280646047587
chr12:31515064-31515216	Mesoderm	0.200454404398554
chr19:19952283-19952521	Ectoderm	0.0779032409491297
chr13:80657783-80657870	Endoderm	0.314686166348896
chr19:18268051-18268087	Ectoderm	0.148442532107349
chr3:106773039-106773249	Ectoderm	0.0429375192984685
chr15:96867790-96867968	Mesoderm	0.201709247540635
chr16:57831335-57831383	Ectoderm	0.356944336003434
chr1:152025180-152025357	Endoderm	0.0396629885071428
chr11:74244080-74244217	Mesoderm	0.349854469753626
chr3:72359746-72359892	Ectoderm	0.41577458034714
chr1:153973960-153973966	Mesoderm	0.372432629412919
chr1:109346025-109346085	Endoderm	0.0783438017179435
chr6:164141156-164141258	Ectoderm	0.498018447646716
chr11:4070620-4070638	Endoderm	0.0131279537801008
chr10:116259757-116259910	Mesoderm	0.250791011339007
chr8:141960645-141960766	Endoderm	0.4406082939334
chr1:152161437-152161452	Ectoderm	0.317869774075742
chr13:114524094-114524157	Endoderm	0.213810590213113
chr14:61548357-61548460	Ectoderm	0.0843143508661619
chr15:101719882-101719902	Endoderm	0.256523563201194
chr11:63342685-63342759	Endoderm	0.222191949627649
chr19:38345909-38345917	Endoderm	0.11743957301916
chr15:34186401-34186540	Ectoderm	0.137829701169505
chr12:132423638-132423668	Mesoderm	0.332418469489573
chr8:41416305-41416394	Mesoderm	0.185844250445056
chr6:162698823-162698868	Mesoderm	0.128324697016613
chr21:17644994-17645022	Endoderm	0.178176027497198
chr10:16455267-16455436	Ectoderm	0.224079063612076
chr1:180579459-180579565	Ectoderm	0.048183512564386
chr2:45232105-45232241	Ectoderm	0.230591488163079
chr4:7825343-7825374	Ectoderm	0.166798288897442
chr6:157855764-157855778	Endoderm	0.250675096744148
chr3:9708458-9708518	Endoderm	0.308749613760358
chr3:172468454-172469099	Mesoderm	0.00116731388526764
chr17:1390553-1390577	Ectoderm	0.271224055389042
chr22:24823610-24823662	Mesoderm	0.0551811509991805
chr11:77532132-77532804	Endoderm	0.000533120855057634
chr2:65549030-65549199	Endoderm	0.380319127175942
chr19:56165724-56166242	Endoderm	0.00128178588633659
chr8:128921749-128921816	Ectoderm	0.111852055812054
chr11:69231011-69231023	Mesoderm	0.0263131769799244
chr19:24097611-24097702	Mesoderm	0.0975281191503776
chr2:21592268-21592349	Mesoderm	0.181538266812111
chr1:23041249-23041442	Mesoderm	0.187413695410062
chr11:74481683-74481842	Endoderm	0.155964148367817
chr3:74110086-74110202	Endoderm	0.336496128088454
chr1:9030438-9030669	Mesoderm	0.0837180046946371
chr16:23837093-23837202	Endoderm	0.130837861114713
chr6:165985697-165985740	Ectoderm	0.367800343095317
chr8:38368566-38368582	Mesoderm	0.196471995971185
chr10:71626458-71626556	Endoderm	0.0731040118444343
chr1:10878730-10878863	Ectoderm	0.348060978235257
chr15:96901411-96901459	Mesoderm	0.239847479424952
chr1:210000882-210000888	Ectoderm	0.240744042009933
chr2:238578088-238578273	Mesoderm	0.22789155238371
chr10:16971262-16971427	Mesoderm	0.388836156468616
chr2:26986882-26987349	Mesoderm	0.000819136103218043
chr11:20325209-20325387	Mesoderm	0.0919698506339778
chr18:46416004-46416031	Endoderm	0.235488330665891
chr14:24835459-24835539	Ectoderm	0.258076278587821
chr7:4764684-4764730	Endoderm	0.163739482425066
chr14:72531281-72531464	Ectoderm	0.327796390212821
chr22:38023672-38023698	Endoderm	0.294713320990635
chr16:84982339-84982439	Ectoderm	0.44521589444328
chr7:72277571-72277650	Endoderm	0.00954741973473622
chr17:15686416-15686428	Ectoderm	0.0982517922965677
chr7:65520423-65520639	Ectoderm	0.372249314012613
chr12:1044052-1044136	Mesoderm	0.0187654268552486
chr6:35286647-35286654	Mesoderm	0.275190727240223
chr5:68711679-68711711	Mesoderm	0.558393949970452
chr8:22547490-22547508	Mesoderm	0.350620625902002
chr7:601121-601137	Endoderm	0.173167960015045
chr7:138793125-138793293	Mesoderm	0.0131315629775046
chr8:71898332-71898452	Ectoderm	0.216444757961924
chr3:78022178-78022213	Endoderm	0.231062729841103
chr4:186808246-186808295	Mesoderm	0.0874063417035617
chr1:236681906-236681990	Ectoderm	0.120192806196187
chr1:151964885-151964904	Ectoderm	0.531666720109307
chr15:93962010-93962128	Endoderm	0.251025284864016
chr4:2808864-2808953	Ectoderm	0.274807110360073
chr9:117693070-117693109	Ectoderm	0.0438109437065528
chr11:88153397-88153414	Ectoderm	0.286908056425055
chr18:60050875-60051138	Ectoderm	0.351455731911033
chr11:19695580-19695601	Endoderm	0.134745296091513
chr8:145133269-145134009	Ectoderm	0.000149173562039639
chr8:108179586-108179614	Mesoderm	0.0195416163541585
chr5:138608441-138608518	Ectoderm	0.45567155077179
chr5:159902401-159902469	Mesoderm	0.054881009006454
chr4:14157651-14157840	Ectoderm	0.248970934008295
chr12:43745982-43746199	Endoderm	0.177865185316275
chr11:61449817-61449885	Ectoderm	0.452000194345456
chr1:2232468-2232500	Ectoderm	0.342205530645293
chr17:55123602-55123638	Endoderm	0.209605004420161
chr14:93606871-93606998	Mesoderm	0.100612786598718
chr18:61602682-61602878	Ectoderm	0.176290563160693
chr6:63084031-63084261	Ectoderm	0.427627570364014
chr12:56907684-56907801	Ectoderm	0.0247406315333165
chr17:38563429-38563493	Endoderm	0.00550294143804564
chr1:200075405-200075479	Mesoderm	0.426118255857706
chr9:140627976-140628064	Ectoderm	0.0485299675153119
chr4:36258129-36258204	Ectoderm	0.215022979049734
chr9:93800364-93800380	Ectoderm	0.191437984062601
chr4:1329992-1330076	Endoderm	0.260022190826108
chr1:19915327-19915370	Endoderm	0.192012188876448
chr12:24713680-24713741	Endoderm	0.261271181111719
chr15:55488755-55489119	Ectoderm	0.000698695799398685
chr14:36936785-36937043	Ectoderm	0.169999276587361
chr16:68318872-68318932	Ectoderm	0.292936133040091
chr7:20830992-20831126	Endoderm	0.016707524718554
chr14:77089391-77089626	Endoderm	0.164884642562439
chr11:33686709-33686974	Mesoderm	0.187884064086066
chr7:31063591-31063775	Ectoderm	0.254158799226966
chr16:67682150-67682202	Ectoderm	0.140525466612255
chr5:17990799-17990837	Endoderm	0.265071145139545
chr10:135341717-135341726	Ectoderm	0.386566437499489
chr7:75824476-75824633	Mesoderm	0.160597146205191
chr11:19416359-19416489	Mesoderm	0.162237769283764
chr16:57906674-57906746	Ectoderm	0.11897025354747
chr7:150754505-150754937	Ectoderm	0.00270700092639442
chr19:39421146-39421703	Mesoderm	0.000594105501054265
chr9:89972444-89972508	Endoderm	0.496250624654455
chr5:133422875-133422894	Ectoderm	0.240205159394328
chr16:11715905-11716052	Ectoderm	0.329807801856531
chr17:31611108-31611286	Ectoderm	0.364819142646733
chr12:27165653-27165659	Ectoderm	0.29383984199996
chr7:116075513-116075741	Endoderm	0.239663833576157
chr2:128862376-128862466	Ectoderm	0.220184580605317
chr10:5627023-5627153	Ectoderm	0.0541023948765693
chr4:170078744-170079002	Mesoderm	0.252635840638698
chr17:76858268-76858301	Endoderm	0.366073845946789
chr9:140091521-140091612	Mesoderm	0.507591219083041
chr5:134939231-134939436	Mesoderm	0.197804486179757
chr6:41032033-41032257	Ectoderm	0.402125131173611
chr4:106448433-106448516	Endoderm	0.221214844322159
chr5:170816597-170816666	Mesoderm	0.070204233501446
chr5:176478596-176478641	Ectoderm	0.0853712949708987
chr5:37506264-37506354	Endoderm	0.173278657158018
chr18:70411754-70411828	Ectoderm	0.300485188464883
chr14:64651223-64651241	Mesoderm	0.211477403057909
chr8:25241701-25241744	Ectoderm	0.424860723223918
chr14:24615923-24616617	Mesoderm	0.000778092914267114
chr19:941464-941490	Ectoderm	0.169675232109295
chr11:122072954-122073004	Ectoderm	0.0746992320370233
chr7:155752312-155752465	Ectoderm	0.263160006766849
chr21:45858846-45858858	Mesoderm	0.495880079332625
chr16:11117024-11117116	Ectoderm	0.296756140501815
chr19:57874627-57874990	Endoderm	0.042791750275075
chr1:205568466-205568757	Endoderm	0.183562495735489
chr4:151063825-151063861	Ectoderm	0.163424197179431
chr19:12780268-12780729	Endoderm	0.0213608494650097
chr12:43064251-43064481	Mesoderm	0.146641490681319
chr12:31944708-31944717	Mesoderm	0.0363094781406508
chr19:6670255-6670264	Ectoderm	0.0345057306047963
chr2:44302773-44302777	Endoderm	0.421753770775092
chr3:66534224-66534236	Mesoderm	0.106185242601628
chr1:57173188-57173317	Endoderm	0.393709008520762
chr14:30022908-30022942	Endoderm	0.190521509847727
chr8:67454625-67454678	Endoderm	0.186974553659279
chr6:41437795-41437829	Mesoderm	0.221137106858687
chr6:13766813-13766834	Ectoderm	0.162667244139951
chr3:58324283-58324343	Ectoderm	0.193915927892428
chr5:148111220-148111415	Ectoderm	0.335305135329436
chr11:133831954-133832133	Ectoderm	0.184222059197175
chr10:80732608-80732660	Endoderm	0.310773673345351
chr2:109943825-109943979	Ectoderm	0.315479567783041
chr8:52765644-52765833	Endoderm	0.355060879911966
chr7:101526977-101527019	Endoderm	0.133201932495131
chr15:102061942-102062031	Ectoderm	0.430076297642309
chr12:110981581-110981664	Ectoderm	0.143063057329921
chr7:139414637-139414656	Ectoderm	0.277466572104361
chr20:3799831-3799876	Ectoderm	0.0811924789995548
chr18:56160991-56161006	Endoderm	0.526569208456836
chr7:41188712-41188916	Ectoderm	0.493792697154664
chr5:6926019-6926232	Ectoderm	0.0504774644687159
chr1:949816-949830	Endoderm	0.167131700349081
chr7:102794614-102794748	Mesoderm	0.290985492611547
chr4:109662460-109662468	Mesoderm	0.0669436195656418
chr11:131535666-131535715	Mesoderm	0.237637128572695
chr9:100697199-100697260	Endoderm	0.130614863560154
chr5:141215678-141215795	Endoderm	0.432120304662423
chr7:91272434-91272543	Ectoderm	0.19183016443107
chr6:35762476-35762480	Ectoderm	0.21526901626675
chr17:72292850-72292978	Mesoderm	0.0867818768133788
chr2:176778620-176778798	Ectoderm	0.471620789563907
chr7:88335204-88335271	Ectoderm	0.361482305309477
chr15:70552044-70552131	Ectoderm	0.312093157478449
chr2:851047-851066	Ectoderm	0.306317508213761
chr2:219147468-219147620	Endoderm	0.163673789238007
chr8:42037464-42037504	Mesoderm	0.257342454345708
chr10:105396325-105396415	Endoderm	0.199688962676451
chr12:109628295-109628417	Ectoderm	0.0830548570533685
chr8:28231129-28231142	Ectoderm	0.449246358800953
chr10:92618075-92618218	Mesoderm	0.0865617786910394
chr12:77456837-77456901	Endoderm	0.196049995024388
chr12:69238703-69238793	Ectoderm	0.102757817052476
chr2:28519274-28519403	Endoderm	0.21896243130646
chr1:22827140-22827243	Endoderm	0.0717818963195119
chr17:30047629-30047688	Mesoderm	0.197745092324255
chr9:7164669-7164762	Mesoderm	0.173600421515683
chr10:133045438-133045609	Mesoderm	0.139344319428027
chr9:479898-480108	Mesoderm	0.243574772024318
chr9:103180118-103180321	Ectoderm	0.239362401205159
chr3:184474999-184475005	Ectoderm	0.595910301575176
chr19:16477287-16477362	Ectoderm	0.338994385143482
chr19:6358134-6358266	Endoderm	0.222183893971803
chr6:11230906-11231040	Ectoderm	0.371497842762059
chr5:58796389-58796559	Endoderm	0.284274622136294
chr12:29819355-29819400	Mesoderm	0.137868793651031
chr8:22926380-22926861	Mesoderm	0.00124208864819841
chr20:48533181-48533368	Mesoderm	0.341436142399627
chr2:47285880-47285909	Endoderm	0.425476030747081
chr15:101264482-101264506	Mesoderm	0.349650724698855
chr9:80045121-80045301	Endoderm	0.302987429411608
chr16:69860654-69860697	Mesoderm	0.32731376044479
chr1:196492285-196492365	Ectoderm	0.147545474643114
chr21:37572657-37572666	Endoderm	0.232447146407498
chr7:120262155-120262239	Mesoderm	0.132289235842667
chr9:29520311-29520329	Mesoderm	0.285113750001263
chr15:72524035-72524415	Endoderm	0.00236217704914338
chr8:107447333-107447482	Ectoderm	0.398009578448379
chr7:130606367-130606430	Endoderm	0.302198516824641
chr4:174007708-174007795	Ectoderm	0.513260375493087
chr17:7651662-7651696	Ectoderm	0.482712329194345
chr5:122244877-122245050	Ectoderm	0.0910864011143748
chr18:25173882-25173976	Mesoderm	0.106675246757895
chr5:112426232-112426260	Ectoderm	0.23438917816968
chr21:34916651-34916821	Endoderm	0.0314538434321963
chr17:43817475-43817597	Ectoderm	0.047170050280183
chr4:185346661-185346691	Mesoderm	0.106698829590577
chr5:152057615-152057821	Ectoderm	0.458848297169097
chr8:49494195-49494273	Endoderm	0.468393941636934
chr4:111820976-111821245	Ectoderm	0.243533695346578
chr2:11546974-11546997	Endoderm	0.465978912608705
chr6:144973505-144973662	Mesoderm	0.285501793761374
chr14:103475865-103476001	Endoderm	0.527725747504275
chr17:56565349-56565373	Ectoderm	0.45092135152219
chr19:54981313-54981398	Ectoderm	0.0817570470484895
chr21:45232095-45232111	Mesoderm	0.088256525286981
chr2:206896751-206896935	Endoderm	0.277426457093814
chr6:133885027-133885105	Mesoderm	0.0941882394869795
chr1:221339426-221339485	Ectoderm	0.375063152220096
chr10:8633733-8633907	Ectoderm	0.241240194617365
chr15:91445537-91445889	Ectoderm	0.00112536165262916
chr10:112586639-112586682	Ectoderm	0.0880862942747486
chr12:31523873-31523975	Endoderm	0.158353027686976
chr9:138977849-138977930	Endoderm	0.0287977419296075
chr4:170252040-170252085	Ectoderm	0.199534527994966
chr8:2621718-2621933	Ectoderm	0.102283896778481
chr12:102259903-102259955	Endoderm	0.184691272255759
chr15:59646262-59646436	Ectoderm	0.192594744979149
chr11:120095770-120095841	Ectoderm	0.638436015070805
chr1:1099106-1099165	Ectoderm	0.278622063352694
chr8:144512985-144513321	Mesoderm	0.000353188682239824
chr6:149804049-149804178	Ectoderm	0.188812802528811
chr5:163789325-163789419	Endoderm	0.260309443886192
chr12:111473706-111473863	Ectoderm	0.0143432101039817
chr1:185032631-185032842	Ectoderm	0.0463835567904967
chr8:87172531-87172776	Endoderm	0.302736081755814
chr6:108145538-108145600	Ectoderm	0.28136124609877
chr18:57425131-57425194	Endoderm	0.287074370375715
chr17:4113052-4113064	Endoderm	0.136191330389732
chr9:101977186-101977212	Mesoderm	0.0952540907887041
chr3:50284146-50284296	Mesoderm	0.11148754341012
chr9:37888026-37888180	Ectoderm	0.202747805987508
chr2:110908314-110908377	Ectoderm	0.111664700563925
chr14:65597988-65598012	Mesoderm	0.251443650499645
chr15:96980793-96980875	Mesoderm	0.153692330302621
chr19:10449855-10449941	Ectoderm	0.368284017618039
chr6:154747777-154747788	Endoderm	0.245298637073986
chr18:67553509-67553597	Mesoderm	0.498374373600349
chr4:11834886-11835103	Ectoderm	0.377409951978279
chr19:8591610-8591815	Endoderm	0.0980372914878601
chr11:62162691-62162718	Endoderm	0.219022569088701
chr1:153747685-153748235	Ectoderm	0.0802541455522651
chr7:36320659-36320694	Endoderm	0.0321653706706658
chr17:45402019-45402128	Ectoderm	0.395114479101455
chr11:2232549-2232583	Ectoderm	0.262329716062656
chr15:99710093-99710156	Endoderm	0.261672580399855
chr17:65712993-65713194	Mesoderm	0.20200004256375
chr19:49219200-49219369	Ectoderm	0.150238447674564
chr10:26158289-26158488	Ectoderm	0.264404769037016
chr9:7959338-7959513	Ectoderm	0.164468364091408
chr1:163538369-163538560	Ectoderm	0.118630279282618
chr17:1926089-1926154	Mesoderm	0.362396546035004
chr8:143299922-143300018	Mesoderm	0.066211620373543
chr3:179441803-179441839	Mesoderm	0.0677426239474034
chr19:42363466-42363687	Ectoderm	0.0096322166891265
chr11:67193788-67193795	Mesoderm	0.121805318639106
chr22:43010263-43010908	Endoderm	0.000868828019231438
chr11:117756652-117756669	Ectoderm	0.247425049158442
chr4:57909185-57909210	Ectoderm	0.343587449257846
chr12:52644329-52644363	Ectoderm	0.156384489002199
chr16:25104572-25104745	Endoderm	0.208246152974842
chr21:19153026-19153239	Ectoderm	0.396436586290236
chr12:98705611-98705710	Ectoderm	0.174124484969275
chr19:58125430-58125931	Mesoderm	0.000330569013642867
chr14:75742083-75742094	Ectoderm	0.176542866059808
chr3:193973185-193973247	Mesoderm	0.287982685824812
chr18:997247-997254	Ectoderm	0.249855177861765
chr3:127756526-127756556	Mesoderm	0.285749186033685
chr6:747955-748173	Ectoderm	0.315648016150231
chr19:35167997-35168861	Endoderm	0.00124005558058715
chr3:148887138-148887321	Mesoderm	0.205097666535332
chr8:37739568-37739612	Mesoderm	0.389569611711558
chr9:34655014-34655022	Endoderm	0.28184909063745
chr11:65696247-65696272	Ectoderm	0.353661336438252
chr11:76479986-76480205	Ectoderm	0.233611058531366
chr22:20088290-20088368	Ectoderm	0.230504162031618
chr9:37131497-37131619	Ectoderm	0.0819204946342188
chr17:66489605-66489668	Endoderm	0.114035224173126
chr1:1609214-1609254	Ectoderm	0.475906828342968
chr4:88833779-88833820	Ectoderm	0.314088957979875
chr22:24053749-24053837	Endoderm	0.182804344372897
chr1:205290450-205291010	Mesoderm	0.00113844793409495
chr14:69169979-69170129	Mesoderm	0.156231579918956
chr13:73649899-73649922	Ectoderm	0.161590023193081
chr2:47271039-47271130	Endoderm	0.178786352379815
chr1:73813880-73814058	Ectoderm	0.317985496257951
chr10:93944246-93944275	Ectoderm	0.0711235930467847
chr13:67722130-67722301	Endoderm	0.259895365646753
chr13:31331458-31331678	Ectoderm	0.424023399358865
chr5:177718804-177719021	Ectoderm	0.0953124368969385
chr10:52653301-52653575	Endoderm	0.159724481384224
chr20:37274893-37275223	Endoderm	0.000228891097673545
chr12:1553524-1553540	Endoderm	0.224092612000424
chr6:22448787-22448797	Endoderm	0.153583122469289
chr3:169377819-169377857	Endoderm	0.320422979258593
chr17:62079602-62079807	Ectoderm	0.0794678006774012
chr13:97912718-97912839	Endoderm	0.400992581113139
chr4:16261641-16261675	Endoderm	0.187679251809322
chr20:50017040-50017115	Ectoderm	0.194842943554589
chr3:171859978-171860096	Ectoderm	0.54714232896231
chr13:73438441-73438524	Mesoderm	0.175026053007025
chr1:95963243-95963323	Ectoderm	0.262287272578332
chr6:7255118-7255308	Ectoderm	0.163141204374724
chr12:19557333-19557342	Ectoderm	0.142989028842142
chr9:123672382-123672504	Ectoderm	0.148028111736997
chr6:122816735-122816936	Endoderm	0.231564740790388
chr1:116185080-116185655	Mesoderm	0.00255249457741735
chr2:129588495-129588706	Mesoderm	0.0622437216315896
chr19:52922104-52922142	Mesoderm	0.139552741202109
chr13:41373824-41374023	Mesoderm	0.205936826324756
chr6:146018244-146018288	Endoderm	0.0671958009109206
chr2:1746913-1747068	Endoderm	0.0536072362523322
chr9:131418622-131418909	Endoderm	0.0428426065769056
chr2:85829946-85830264	Mesoderm	0.000642908234242567
chr12:12461277-12461409	Mesoderm	0.444349470405255
chr22:22226492-22226546	Ectoderm	0.260885097326819
chr7:56327784-56327994	Endoderm	0.19890959042231
chr22:46558296-46558330	Mesoderm	0.242113692325822
chr2:241536311-241536480	Endoderm	0.507374029177473
chr11:18416171-18416415	Endoderm	0.0383210446474193
chr9:134577401-134577539	Endoderm	0.093078418503664
chr16:27635581-27635760	Ectoderm	0.234744897554642
chr7:9303019-9303239	Ectoderm	0.452099923682873
chr1:9847680-9847894	Mesoderm	0.101472353059987
chr19:42462059-42462268	Endoderm	0.0417183601172238
chr11:25361076-25361165	Endoderm	0.209294919739578
chr10:127615025-127615243	Ectoderm	0.218669133585203
chr6:82956298-82956310	Mesoderm	0.314022007337169
chr17:39805278-39805363	Ectoderm	0.361371752801715
chr13:46385578-46385652	Endoderm	0.17886415496947
chr19:16698727-16698794	Endoderm	0.204269008670383
chr9:122960687-122960713	Ectoderm	0.416749310564825
chr5:137070432-137070611	Endoderm	0.307390988525616
chr17:71356347-71356551	Ectoderm	0.416940693677489
chr2:184897838-184898029	Ectoderm	0.29565042582193
chr1:203651621-203651694	Ectoderm	0.359919392552931
