	CHR	START	END	X0	X1	MeanDecreaseAccuracy	MeanDecreaseGini	Symbol	V1	V2	V3	V4	V5	V6	V7
cg08523865	chr2	124782103	124782404	0.00368669137698661	-1.06060469940164e-05	0.000355285068795093	1.30241606186284	CNTNAP5	chr2	124782253	124782254	cg08523865	CNTNAP5	Island	II
cg10655046	chr2	114256870	114257171	0.00299008021179074	-2.76104561683451e-05	0.00028690075955043	1.28247574212248	FOXD4L1	chr2	114257020	114257021	cg10655046	FOXD4L1	Island	II
cg15157455	chr1	149400142	149400443	0.00622698177458117	0.000218141182189737	0.000874127551153432	1.27674856196094	HIST2H2BF	chr1	149400292	149400293	cg15157455	HIST2H2BF	Island	I
cg05937737	chr3	170303390	170303691	0.00662753871066845	0.000320600112534137	0.00101344572746298	1.23123815039061	SLC7A14	chr3	170303540	170303541	cg05937737	SLC7A14	Island	I
cg02531437	chr10	120355110	120355411	0.00634623932540927	6.46214253307073e-06	0.000690225757381881	1.19949793703753	PRLHR	chr10	120355260	120355261	cg02531437	PRLHR	Island	I
cg04150495	chr20	26190178	26190479	0.00408305247014924	-1.39803115568333e-05	0.000425743845943705	1.19852587337549	MIR663	chr20	26190328	26190329	cg04150495	MIR663	Island	I
cg26595643	chr10	118899141	118899442	0.00469612370072027	-2.69567989877898e-05	0.000450205226449124	1.19707755611679	VAX1	chr10	118899291	118899292	cg26595643	VAX1	Island	I
cg24394172	chr4	46995053	46995354	0.00923828292578293	2.77661596638321e-05	0.00105690364470222	1.16612706593674	GABRA4	chr4	46995203	46995204	cg24394172	GABRA4	Island	II
cg15541630	chr8	87081620	87081921	0.00565044690217104	-2.77669329658524e-05	0.000672259799306166	1.15900235174605	PSKH2	chr8	87081770	87081771	cg15541630	PSKH2	Island	I
cg15842276	chr11	92702498	92702799	0.00346584479761724	7.75723324944901e-06	0.000366815460534905	1.11524778185664	MTNR1B	chr11	92702648	92702649	cg15842276	MTNR1B	N_Shore	II
cg22400015	chr2	220196564	220196865	0.00423263803201884	-2.13014825596422e-05	0.000442827626507747	1.05865441479901	RESP18	chr2	220196714	220196715	cg22400015	RESP18	Island	I
cg00529958	chr13	100624138	100624439	0.00241620093013282	7.11246441328648e-05	0.000327986522711807	1.03133202757231	ZIC5	chr13	100624288	100624289	cg00529958	ZIC5	Island	I
cg15000841	chr11	64815492	64815793	0.00090609197907585	0.000108575478977602	0.000200408448430522	1.0178467939509	NAALADL1	chr11	64815642	64815643	cg15000841	NAALADL1	Island	II
cg03597347	chr6	28058759	28059060	0.00401898729453908	0.000742717925884854	0.00106720637472752	0.997289503275581	ZSCAN12L1	chr6	28058909	28058910	cg03597347	ZSCAN12L1	CpG_Ocean	I
cg02694427	chr2	176964362	176964663	0.00118717948717949	6.78680502622011e-05	0.00019519520960255	0.977788455242985	HOXD12	chr2	176964512	176964513	cg02694427	HOXD12	Island	I
cg14410016	chr2	176986509	176986810	0.000666678479178479	4.61658361539689e-07	7.4889237702869e-05	0.93095545045597	HOXD9	chr2	176986659	176986660	cg14410016	HOXD9	Island	I
cg26422458	chr1	79472302	79472603	0.00608778784176109	7.56220544238978e-06	0.000693783274400342	0.918836226472038	ELTD1	chr1	79472452	79472453	cg26422458	ELTD1	Island	I
cg12597389	chr7	8482085	8482386	0.00378916860093691	3.6210815612705e-05	0.000467756399630286	0.901232171140884	NXPH1	chr7	8482235	8482236	cg12597389	NXPH1	Island	I
cg06346138	chr1	17085921	17086222	0.00141261261261261	-6.94250810924161e-06	0.000122970363869956	0.893537639108054	MST1P9	chr1	17086071	17086072	cg06346138	MST1P9	Island	I
cg00090261	chr8	101118398	101118699	0.00705570225697935	-6.03271361292754e-05	0.000644530036783539	0.825540424953012	RGS22	chr8	101118548	101118549	cg00090261	RGS22	Island	II
cg01722932	chr11	92702503	92702804	0.00424998779111798	0.000168198213056562	0.000570438950471613	0.809835905314392	MTNR1B	chr11	92702653	92702654	cg01722932	MTNR1B	N_Shore	I
cg02655630	chr20	44658791	44659092	0.000620055673870083	0.000267580183690628	0.00029829277139488	0.799449898937343	SLC12A5	chr20	44658941	44658942	cg02655630	SLC12A5	Island	II
cg11084334	chr3	9594114	9594415	0.00556103321871577	-7.98278939532463e-06	0.000535528417539831	0.796378481134434	LHFPL4	chr3	9594264	9594265	cg11084334	LHFPL4	Island	II
cg00336320	chr6	36252949	36253250	0.00553028972592041	-0.00011404283202528	0.000495130394989344	0.782314934823887	PNPLA1	chr6	36253099	36253100	cg00336320	PNPLA1	CpG_Ocean	I
cg19897071	chr5	35991232	35991533	0.006145800901774	3.36231117009831e-05	0.000678474425919912	0.759704365430701	UGT3A1	chr5	35991382	35991383	cg19897071	UGT3A1	CpG_Ocean	I
cg01295392	chr12	108169419	108169720	0.00271556684188263	5.63229432005139e-06	0.000328696830636681	0.753929431388911	ASCL4	chr12	108169569	108169570	cg01295392	ASCL4	Island	II
cg14871932	chr7	44185173	44185474	0.00177844721068405	3.33694908388665e-05	0.000234697397701142	0.746269146249577	GCK	chr7	44185323	44185324	cg14871932	GCK	Island	I
cg27615378	chr9	70918741	70919042	0.000592297188929106	6.22387915736788e-05	0.000116256024623457	0.626093992362045	FOXD4L3	chr9	70918891	70918892	cg27615378	FOXD4L3	Island	I
cg11618529	chr19	58951958	58952259	0.00451127058811779	-8.92227687281246e-05	0.000380630433432994	0.624385659524646	ZNF132	chr19	58952108	58952109	cg11618529	ZNF132	Island	II
cg05860723	chr12	81102336	81102637	0.00369317855499356	-4.78362298324066e-05	0.000351808468206871	0.608529254762304	MYF6	chr12	81102486	81102487	cg05860723	MYF6	Island	I
cg07852825	chr3	172166032	172166333	0.000645977250375801	0.000276710331025253	0.000302491242074164	0.604760030166033	GHSR	chr3	172166182	172166183	cg07852825	GHSR	Island	II
cg14486338	chr8	99440129	99440430	0.000130977130977131	-6.92429263857835e-06	6.11620795107034e-06	0.581234260341224	KCNS2	chr8	99440279	99440280	cg14486338	KCNS2	Island	I
cg00181439	chr6	78172541	78172842	0.000998694450066287	1.35216370511804e-05	0.000120836879101306	0.572141248202659	HTR1B	chr6	78172691	78172692	cg00181439	HTR1B	Island	II
cg00346208	chr1	20669755	20670056	0.00100563121089437	-8.94854586129742e-08	0.000107857483180586	0.533236544446148	VWA5B1	chr1	20669905	20669906	cg00346208	VWA5B1	Island	I
cg10661615	chr10	120355112	120355413	0.00129512521966356	-6.11266960419614e-05	7.96164905989785e-05	0.522553574094677	PRLHR	chr10	120355262	120355263	cg10661615	PRLHR	Island	II
cg26949694	chr11	27741910	27742211	0.000560027552100723	0.000222525573995565	0.000263220070000126	0.510823440865353	BDNF	chr11	27742060	27742061	cg26949694	BDNF	Island	II
cg14427009	chr13	58206908	58207209	0.000508241758241758	8.21538141227997e-05	0.000126393440062086	0.489092254334454	PCDH17	chr13	58207058	58207059	cg14427009	PCDH17	Island	II
cg12877723	chr8	57358162	57358463	0.00162687026029924	-3.41082666165251e-05	0.000150500472726912	0.480912462288726	PENK	chr8	57358312	57358313	cg12877723	PENK	Island	I
cg20785796	chr2	200326571	200326872	0.00211921568627451	6.75248903583589e-05	0.000271815536277368	0.471613028423472	SATB2	chr2	200326721	200326722	cg20785796	SATB2	Island	I
cg10477621	chr7	19184800	19185101	0.00658830095604289	4.1263831686873e-05	0.000671903998760744	0.47049063532324	FERD3L	chr7	19184950	19184951	cg10477621	FERD3L	Island	I
cg11736940	chr1	155264876	155265177	0.00153095238095238	7.97773279352227e-05	0.000258653913624188	0.461626933517198	PKLR	chr1	155265026	155265027	cg11736940	PKLR	Island	II
cg04436469	chr10	134598346	134598647	0.00268355417105417	-6.84215747985353e-06	0.000269290871685105	0.43981771815141	NKX6-2	chr10	134598496	134598497	cg04436469	NKX6-2	Island	II
cg18335796	chr8	91094322	91094623	0.00866635873364626	-6.82192888352508e-05	0.000882822561714204	0.426415845390177	CALB1	chr8	91094472	91094473	cg18335796	CALB1	CpG_Ocean	II
cg16705627	chr13	112721800	112722101	0.00271988143191312	-6.21315109511771e-05	0.000242498229363708	0.425562587820494	SOX1	chr13	112721950	112721951	cg16705627	SOX1	Island	I
cg05803237	chr11	92702478	92702779	0.000719833784349913	8.42124019451513e-05	0.00015708193421683	0.422638092744553	MTNR1B	chr11	92702628	92702629	cg05803237	MTNR1B	N_Shore	II
cg21113740	chr1	79472193	79472494	0.0027640873015873	6.52710137018316e-05	0.000325203662143492	0.395328880803192	ELTD1	chr1	79472343	79472344	cg21113740	ELTD1	Island	I
cg02311725	chr20	30639666	30639967	0.000966666666666667	7.76579352850539e-06	0.000121164668460974	0.379738680817264	HCK	chr20	30639816	30639817	cg02311725	HCK	N_Shore	II
cg00425918	chr8	23562996	23563297	0.0064289944484906	6.51377761607408e-05	0.000753409078558596	0.366769694024098	NKX2-6	chr8	23563146	23563147	cg00425918	NKX2-6	Island	I
cg23016129	chr10	22634074	22634375	0.00449193731546673	6.68911235479058e-08	0.000448875568017455	0.35271162661061	SPAG6	chr10	22634224	22634225	cg23016129	SPAG6	Island	I
cg11668749	chr1	229568210	229568511	0.00275720184470184	-6.07111361742041e-05	0.000215333812222956	0.343232080065822	ACTA1	chr1	229568360	229568361	cg11668749	ACTA1	Island	I
cg05057720	chr14	38724525	38724826	0.000101214574898785	-2.69004148326773e-05	-1.24685930517026e-05	0.332707711555549	CLEC14A	chr14	38724675	38724676	cg05057720	CLEC14A	Island	I
cg06966811	chr14	57276639	57276940	0.0030875	8.55533319775394e-05	0.000426058392293128	0.32935613294974	OTX2	chr14	57276789	57276790	cg06966811	OTX2	Island	I
cg15084543	chr1	79472258	79472559	0.00508486590038314	2.79714011257256e-05	0.00055397908114252	0.323971235682469	ELTD1	chr1	79472408	79472409	cg15084543	ELTD1	Island	I
cg21838979	chr2	106681795	106682096	0.00227088077088077	2.65257568422295e-05	0.00029341402467559	0.298326384559589	C2orf40	chr2	106681945	106681946	cg21838979	C2orf40	N_Shore	II
cg12377139	chr10	22634068	22634369	0.00144439655172414	1.3745704467354e-05	0.000171042138300062	0.291134501875134	SPAG6	chr10	22634218	22634219	cg12377139	SPAG6	Island	I
cg07160932	chr16	29888583	29888884	0.000226470588235294	6.81623227847335e-06	3.07118967988533e-05	0.286454107172982	SEZ6L2	chr16	29888733	29888734	cg07160932	SEZ6L2	S_Shore	I
cg23302649	chr14	29243540	29243841	0.00444209226586997	-5.04697022533935e-05	0.000447144478006541	0.281406873389309	C14orf23	chr14	29243690	29243691	cg23302649	C14orf23	Island	I
cg08065657	chr19	52222949	52223250	0.000521198156682028	-3.31587451530231e-05	2.51973973576451e-05	0.279582377604218	HAS1	chr19	52223099	52223100	cg08065657	HAS1	Island	II
cg11234328	chr10	135043436	135043737	0.000768339768339768	-2.13495114157366e-05	6.73812547394634e-05	0.276666757752366	UTF1	chr10	135043586	135043587	cg11234328	UTF1	Island	II
cg22694818	chr1	75595820	75596121	0.00184941094719968	-9.04000740908553e-05	0.000105754577258312	0.274258236153607	LHX8	chr1	75595970	75595971	cg22694818	LHX8	Island	I
cg16582779	chr14	29237052	29237353	0.00304713726884779	-3.49854818385689e-05	0.000301488638289166	0.273913880630288	FOXG1	chr14	29237202	29237203	cg16582779	FOXG1	Island	II
cg24136205	chr13	100624143	100624444	0.00187527472527473	-3.4079806419212e-05	0.000143688331777522	0.26049989841958	ZIC5	chr13	100624293	100624294	cg24136205	ZIC5	Island	I
cg04058752	chr11	76751219	76751520	0.000634146341463415	1.2938841809764e-05	9.68177490036289e-05	0.256513645836655	B3GNT6	chr11	76751369	76751370	cg04058752	B3GNT6	Island	I
cg00901320	chr12	129338384	129338685	0.00153931788931789	6.28557711213342e-06	0.000148219663889513	0.253551801581871	GLT1D1	chr12	129338534	129338535	cg00901320	GLT1D1	Island	II
cg18568589	chr19	9609245	9609546	0.000928261233369593	-4.65056536750734e-05	6.04014644877264e-05	0.250538134607989	ZNF560	chr19	9609395	9609396	cg18568589	ZNF560	S_Shore	II
cg06641153	chr18	55021519	55021820	0.000516129032258065	0.000100347370186818	0.000136429991668335	0.249353654681031	ST8SIA3	chr18	55021669	55021670	cg06641153	ST8SIA3	S_Shore	II
cg07105285	chr11	92702513	92702814	0.000276923076923077	-1.27635798493668e-05	1.93648604938342e-05	0.247795365587055	MTNR1B	chr11	92702663	92702664	cg07105285	MTNR1B	N_Shore	I
cg26053291	chr2	89064481	89064782	0.00128396572827417	-8.0349021727117e-06	0.000159395942722984	0.243667429990626	FLJ40330	chr2	89064631	89064632	cg26053291	FLJ40330	Island	I
cg18247055	chr10	22634076	22634377	0.00127276507276507	7.2992700729927e-06	0.000160621080493285	0.24183364212945	SPAG6	chr10	22634226	22634227	cg18247055	SPAG6	Island	I
cg19802138	chr13	112722569	112722870	0.000914651493598862	0.000106486351611791	0.00019883264727605	0.2412464141903	SOX1	chr13	112722719	112722720	cg19802138	SOX1	Island	II
cg24854435	chr1	149286932	149287233	0.000718062200956938	0.000263250640141233	0.000314159909565588	0.237963963840646	LOC388692	chr1	149287082	149287083	cg24854435	LOC388692	Island	I
cg02700891	chr3	129693436	129693737	0.00397388632872504	-4.81946599309943e-05	0.000346028451481304	0.228851893934347	TRH	chr3	129693586	129693587	cg02700891	TRH	Island	I
cg03696599	chr2	124782111	124782412	0.00215814134266147	0.000132929646440883	0.000368394914637446	0.226601578441389	CNTNAP5	chr2	124782261	124782262	cg03696599	CNTNAP5	Island	I
cg00058879	chr22	40082023	40082324	0.00124847428073235	3.32978923009569e-05	0.000154449844633894	0.224419271330114	CACNA1I	chr22	40082173	40082174	cg00058879	CACNA1I	Island	II
cg04111071	chr7	19813149	19813450	0.00288432026063605	4.8237743317394e-05	0.000375281375574791	0.214585392046318	TMEM196	chr7	19813299	19813300	cg04111071	TMEM196	S_Shore	I
cg20829347	chr13	112720777	112721078	0.0005625	2.0979020979021e-05	7.54716981132075e-05	0.212972873499253	SOX1	chr13	112720927	112720928	cg20829347	SOX1	Island	II
cg02471153	chr8	99440181	99440482	0.00050883311154958	-3.99732087513714e-05	1.70639063306316e-05	0.212049385808861	KCNS2	chr8	99440331	99440332	cg02471153	KCNS2	Island	I
cg12610471	chr10	22634049	22634350	0.00336666666666667	-3.41117636189298e-05	0.000308367116604042	0.212023713406006	SPAG6	chr10	22634199	22634200	cg12610471	SPAG6	Island	I
cg05353133	chr1	229567764	229568065	0.00883536540400903	-9.06967389496469e-05	0.000866365164580866	0.206623221101875	ACTA1	chr1	229567914	229567915	cg05353133	ACTA1	Island	I
cg10343742	chr3	137483356	137483657	0.002	-6.86730502974512e-06	0.000213096506862053	0.201893815766822	SOX14	chr3	137483506	137483507	cg10343742	SOX14	Island	II
cg14959729	chr6	166580543	166580844	0.00278667706167706	4.87317560488292e-08	0.000305228466911608	0.198290346766435	T	chr6	166580693	166580694	cg14959729	T	Island	II
cg02025583	chr17	10632711	10633012	0.00492125191532472	-5.48537309721511e-05	0.0004755294344774	0.194619811202515	TMEM220	chr17	10632861	10632862	cg02025583	TMEM220	Island	II
cg06122660	chr12	8025367	8025668	4e-04	-1.32013201320132e-05	3.23303703152701e-05	0.189688511695824	SLC2A14	chr12	8025517	8025518	cg06122660	SLC2A14	Island	II
cg12451099	chr20	37356316	37356617	0	6.8259385665529e-06	6.04229607250755e-06	0.185177807389782	SLC32A1	chr20	37356466	37356467	cg12451099	SLC32A1	Island	II
cg24437737	chr1	149400202	149400503	0.00334463552863006	1.97237605331837e-05	0.000371098077293255	0.182244525951565	HIST2H2BF	chr1	149400352	149400353	cg24437737	HIST2H2BF	Island	I
cg11429969	chr5	140180771	140181072	0.00306888322957932	1.43134966410828e-05	0.000296805298355446	0.179481129203738	PCDHA2	chr5	140180921	140180922	cg11429969	PCDHA2	Island	I
cg27137258	chr16	2892632	2892933	0.00223851703851704	7.53275417110933e-06	0.000243295435079806	0.178401805268922	TMPRSS8	chr16	2892782	2892783	cg27137258	TMPRSS8	Island	I
cg13933080	chr10	22633995	22634296	-2e-04	-1.3986013986014e-05	-3.68098159509202e-05	0.176685253465999	SPAG6	chr10	22634145	22634146	cg13933080	SPAG6	Island	I
cg23817893	chr11	86085782	86086083	0.00711580571970809	-3.37286765213046e-05	0.000721775103156024	0.171751693955143	CCDC81	chr11	86085932	86085933	cg23817893	CCDC81	Island	I
cg20794824	chr3	170138055	170138356	0.00281501547987616	0.000172312339718635	0.000455007246550708	0.168985010647345	CLDN11	chr3	170138205	170138206	cg20794824	CLDN11	S_Shore	II
cg23683588	chr14	37136133	37136434	0.00123373154623155	1.06633431479057e-05	0.0001445300136144	0.16734836241802	PAX9	chr14	37136283	37136284	cg23683588	PAX9	Island	I
cg09041678	chr11	31839797	31840098	0.00131315789473684	0.000156961436848729	0.000290316544993843	0.166274563482932	PAX6	chr11	31839947	31839948	cg09041678	PAX6	N_Shore	II
cg20996682	chr7	79083898	79084199	0.00392323232323232	-1.39235975415829e-05	0.000457048290857353	0.163659986301014	MAGI2	chr7	79084048	79084049	cg20996682	MAGI2	S_Shore	II
cg22710065	chr19	54668106	54668407	0.00237037037037037	-6.84039645904053e-05	0.00020955308174349	0.162304249786967	TMC4	chr19	54668256	54668257	cg22710065	TMC4	Island	II
cg09510559	chr19	36334994	36335295	0.00276177147007202	-2.6487529953203e-05	0.000244295789176968	0.160929196166942	NPHS1	chr19	36335144	36335145	cg09510559	NPHS1	Island	I
cg15466862	chr13	112722183	112722484	0.0033007992007992	6.12723471782947e-05	0.000440473663794678	0.160533841214906	SOX1	chr13	112722333	112722334	cg15466862	SOX1	Island	I
cg01237056	chr22	43739842	43740143	0.000574603174603175	2.04985996041733e-05	8.24536865069824e-05	0.158905077414606	SCUBE1	chr22	43739992	43739993	cg01237056	SCUBE1	Island	I
cg19760241	chr17	35299860	35300161	-4.76190476190476e-05	7.11743772241993e-06	0	0.146304266487876	LHX1	chr17	35300010	35300011	cg19760241	LHX1	Island	I
cg14457782	chr17	40937212	40937513	0.00113738191632928	-7.39108321682009e-05	5.31839604201848e-05	0.145097198414143	WNK4	chr17	40937362	40937363	cg14457782	WNK4	Island	I
cg02631126	chr6	28058768	28059069	0.00209621091679915	0.000111119672465712	0.000322692673674476	0.144488727848868	ZSCAN12L1	chr6	28058918	28058919	cg02631126	ZSCAN12L1	CpG_Ocean	I
cg17295225	chr6	137814821	137815122	0.00402539821289821	6.20747576282503e-06	0.000382474843539855	0.143023613813725	OLIG3	chr6	137814971	137814972	cg17295225	OLIG3	Island	I
cg12595013	chr3	147127973	147128274	0.001	-6.94444444444444e-06	9.73965904585701e-05	0.142638225040591	ZIC1	chr3	147128123	147128124	cg12595013	ZIC1	Island	I
cg01867395	chr11	31839478	31839779	0.0024028119028119	-2.78989303379547e-05	0.000233435270132518	0.13952035480859	PAX6	chr11	31839628	31839629	cg01867395	PAX6	Island	I
cg00920572	chr12	54349199	54349500	0.00171052631578947	-1.42857142857143e-05	0.000189037497014569	0.138653471895425	HOXC12	chr12	54349349	54349350	cg00920572	HOXC12	Island	II
cg24576050	chr5	140810412	140810713	0.00209540043290043	-1.4871208120636e-05	0.000198575455126705	0.137706745737819	PCDHGA4	chr5	140810562	140810563	cg24576050	PCDHGA4	Island	I
cg26186239	chr20	62119342	62119643	0.00202752474997581	1.31318920841927e-05	0.00024096385094789	0.137093648581384	EEF1A2	chr20	62119492	62119493	cg26186239	EEF1A2	Island	II
cg15979173	chr1	91181978	91182279	0.00397933723196881	-3.36912293344356e-05	0.00036199456431623	0.136250956277692	BARHL2	chr1	91182128	91182129	cg15979173	BARHL2	Island	I
cg04858155	chr11	44332219	44332520	0.010003187276678	-4.08413803532921e-05	0.000991955891732585	0.13617608201764	ALX4	chr11	44332369	44332370	cg04858155	ALX4	Island	I
cg17777676	chr5	140186745	140187046	0.00211827949012772	5.31060938329661e-05	0.000289535446727153	0.134904332434578	PCDHA2	chr5	140186895	140186896	cg17777676	PCDHA2	Island	I
cg10640845	chr19	1775061	1775362	0.000923239687055476	-3.48584365684241e-05	7.37431172591048e-05	0.133492663495461	ONECUT3	chr19	1775211	1775212	cg10640845	ONECUT3	Island	I
cg14036143	chr1	145415291	145415592	0.00555353535353535	-8.06944879363032e-06	0.000611338458912461	0.133166544892839	HFE2	chr1	145415441	145415442	cg14036143	HFE2	Island	I
cg17138769	chr10	118892061	118892362	0.00326528066528066	-1.36966481794068e-05	0.000342778408103408	0.128920210947583	VAX1	chr10	118892211	118892212	cg17138769	VAX1	Island	I
cg22041640	chr5	140767092	140767393	0.00443637868041392	-1.26301291232729e-05	0.000489870398738189	0.128440198953903	PCDHGA4	chr5	140767242	140767243	cg22041640	PCDHGA4	Island	I
cg13019491	chr14	60977706	60978007	0.00331916690121025	-2.0066889632107e-05	0.000336956564288229	0.124604422213097	SIX6	chr14	60977856	60977857	cg13019491	SIX6	Island	I
cg05936441	chr20	37356694	37356995	0.00238443670150987	-1.996151996152e-05	0.000176675539866709	0.124510954238861	SLC32A1	chr20	37356844	37356845	cg05936441	SLC32A1	Island	II
cg18372607	chr11	31826934	31827235	0.00178282828282828	-7.06713780918728e-06	0.000199736655985566	0.123532175779247	PAX6	chr11	31827084	31827085	cg18372607	PAX6	N_Shore	I
cg02098752	chr5	176023855	176024156	0.0012981684981685	-2.04376268892398e-05	0.000126180068747594	0.123289211108198	GPRIN1	chr5	176024005	176024006	cg02098752	GPRIN1	Island	II
cg04060571	chr16	75267707	75268008	0.000450167067628976	3.00058184211596e-05	7.71526103653971e-05	0.122648497839505	BCAR1	chr16	75267857	75267858	cg04060571	BCAR1	N_Shore	II
cg09937438	chr7	1094855	1095156	0.00363927498927499	-2.83310069496559e-05	0.000378529672343704	0.12142829806112	C7orf50	chr7	1095005	1095006	cg09937438	C7orf50	N_Shelf	I
cg02898293	chr20	25061612	25061913	0.000939393939393939	1.42432887133348e-05	0.000113813946631284	0.114886289256137	VSX1	chr20	25061762	25061763	cg02898293	VSX1	Island	II
cg01484487	chr2	74726742	74727043	0.00140956340956341	-2.13132854466734e-05	0.00014761629029145	0.112400303118682	LBX2	chr2	74726892	74726893	cg01484487	LBX2	Island	II
cg01006802	chr16	2892616	2892917	0.00320015485869144	-3.48030220843168e-05	0.000339031686691189	0.112111915994038	TMPRSS8	chr16	2892766	2892767	cg01006802	TMPRSS8	Island	I
cg14345012	chr20	26189090	26189391	0.00250371517027864	-2.1214427775186e-05	0.00026268001612911	0.112099836630636	MIR663	chr20	26189240	26189241	cg14345012	MIR663	Island	I
cg21185686	chr5	140810283	140810584	0.00218055555555556	-1.3976973363255e-05	0.000191461589160378	0.111960429724483	PCDHGA4	chr5	140810433	140810434	cg21185686	PCDHGA4	N_Shore	II
cg24808280	chr1	169396718	169397019	0.00251707317073171	2.64326510891808e-05	0.000282401499291435	0.111871542866206	C1orf114	chr1	169396868	169396869	cg24808280	C1orf114	Island	I
cg19698137	chr5	35990847	35991148	0.00138809547588135	-1.32579532938132e-05	0.000141096360132116	0.111358097807096	UGT3A1	chr5	35990997	35990998	cg19698137	UGT3A1	CpG_Ocean	II
cg03876032	chr10	26500915	26501216	0.00317119628339141	-4.1114326279242e-05	0.00029945372671282	0.110469882451698	MYO3A	chr10	26501065	26501066	cg03876032	MYO3A	Island	I
cg14319235	chr1	79472132	79472433	0.00323945157010172	-1.29964480716092e-05	0.00034721945080082	0.110371851637047	ELTD1	chr1	79472282	79472283	cg14319235	ELTD1	Island	II
cg19594666	chr7	127881130	127881431	0.00117537758346582	-7.36740303369643e-05	5.17487446386437e-05	0.110199840749841	LEP	chr7	127881280	127881281	cg19594666	LEP	Island	I
cg08499046	chr11	31824177	31824478	0.00263030303030303	-2.13523131672598e-05	0.000242303752015986	0.108579013893509	PAX6	chr11	31824327	31824328	cg08499046	PAX6	N_Shore	I
cg01503065	chr4	155411656	155411957	0.00239752321981424	-3.43541159833926e-05	0.000234185255568355	0.108277666115237	DCHS2	chr4	155411806	155411807	cg01503065	DCHS2	Island	II
cg07416237	chr13	100547928	100548229	4.89454972213593e-05	-6.70161862785373e-08	5.58329590587655e-06	0.10291125187731	CLYBL	chr13	100548078	100548079	cg07416237	CLYBL	Island	I
cg10542584	chr3	62356073	62356374	0.00110644257703081	-5.46518717229606e-05	6.68693009118541e-05	0.100961021088846	FEZF2	chr3	62356223	62356224	cg10542584	FEZF2	Island	I
cg27528510	chr7	101005908	101006209	0.00208918067226891	-1.29032258064516e-05	0.000208996557518023	0.0997842735312026	EMID2	chr7	101006058	101006059	cg27528510	EMID2	Island	I
cg16185834	chr20	25062669	25062970	0.00135416666666667	-1.98146545439332e-05	8.68135595349424e-05	0.0993162345857313	VSX1	chr20	25062819	25062820	cg16185834	VSX1	Island	I
cg18988498	chr11	31824112	31824413	0.00148387096774194	-6.77966101694915e-06	0.000134969325153374	0.0991848587570622	PAX6	chr11	31824262	31824263	cg18988498	PAX6	N_Shore	I
cg11959399	chr20	741573	741874	0.00119382239382239	2.87755822370146e-07	0.000126273011232217	0.0959081219297391	C20orf54	chr20	741723	741724	cg11959399	C20orf54	Island	I
cg12393318	chr5	87980918	87981219	0.000810810810810811	3.50142814931547e-05	0.000120814510445903	0.0954408337940689	LOC645323	chr5	87981068	87981069	cg12393318	LOC645323	Island	I
cg13324546	chr8	23563881	23564182	0.00100292397660819	-1.12994350282484e-07	8.6022223019127e-05	0.0944896480331263	NKX2-6	chr8	23564031	23564032	cg13324546	NKX2-6	Island	I
cg04456238	chr11	32449954	32450255	0.00197766478867048	-7.11073181976468e-06	0.000197172700749325	0.0937183752713879	WT1	chr11	32450104	32450105	cg04456238	WT1	S_Shore	II
