	CHR	START	END	X0	X1	MeanDecreaseAccuracy	MeanDecreaseGini	Symbol	V1	V2	V3	V4	V5	V6	V7
cg04573550	chr14	38680163	38680464	0.00563943978749482	-3.59701235366927e-05	0.000556039280666651	0.57386977758858	SSTR1	chr14	38680313	38680314	cg04573550	SSTR1	Island	II
cg24437737	chr1	149400202	149400503	0.0043264479826705	0.000171009490255406	0.000620289906599319	0.549950310149596	HIST2H2BF	chr1	149400352	149400353	cg24437737	HIST2H2BF	Island	I
cg00425918	chr8	23562996	23563297	0.00290478912285635	-1.91320879208977e-05	0.000308172333260503	0.547675021200605	NKX2-6	chr8	23563146	23563147	cg00425918	NKX2-6	Island	I
cg15000841	chr11	64815492	64815793	0.00136447101526636	1.43851541553982e-05	0.00016707077986072	0.527844623233538	NAALADL1	chr11	64815642	64815643	cg15000841	NAALADL1	Island	II
cg03696599	chr2	124782111	124782412	0.00227050036157588	2.83759985365987e-05	0.000233551019517686	0.527577891324053	CNTNAP5	chr2	124782261	124782262	cg03696599	CNTNAP5	Island	I
cg04111071	chr7	19813149	19813450	0.00741795974203635	1.24374571477066e-05	0.000826286076063058	0.527453847793191	TMEM196	chr7	19813299	19813300	cg04111071	TMEM196	S_Shore	I
cg23200020	chr19	35068405	35068706	0.00204019607843137	-2.83205111159821e-05	0.000222582427642851	0.523584972649775	LOC643719	chr19	35068555	35068556	cg23200020	LOC643719	Island	I
cg07084163	chr5	36066633	36066934	0.00142660993015045	2.03481014265636e-05	0.000149931730259988	0.515704437448399	UGT3A2	chr5	36066783	36066784	cg07084163	UGT3A2	CpG_Ocean	II
cg15084543	chr1	79472258	79472559	0.00138213412546338	0.000120373894576932	0.000286145616630504	0.513491513729812	ELTD1	chr1	79472408	79472409	cg15084543	ELTD1	Island	I
cg21996227	chr1	156130676	156130977	0.00483861688099971	7.90490485777381e-05	0.000595524584102987	0.505241654596663	SEMA4A	chr1	156130826	156130827	cg21996227	SEMA4A	CpG_Ocean	I
cg10477621	chr7	19184800	19185101	0.00412819306793739	-1.36824218875327e-05	0.000418289450389978	0.493987382294234	FERD3L	chr7	19184950	19184951	cg10477621	FERD3L	Island	I
cg02025583	chr17	10632711	10633012	0.00544877682212147	0.000137524580582858	0.000718756252987372	0.470806376888565	TMEM220	chr17	10632861	10632862	cg02025583	TMEM220	Island	II
cg01295392	chr12	108169419	108169720	0.00350744672230775	-2.12960237960238e-05	0.000402805723666326	0.455568289826142	ASCL4	chr12	108169569	108169570	cg01295392	ASCL4	Island	II
cg10661615	chr10	120355112	120355413	0.00262325203633226	5.06109378963413e-05	0.000351621122061715	0.441016931923603	PRLHR	chr10	120355262	120355263	cg10661615	PRLHR	Island	II
cg05057720	chr14	38724525	38724826	0.00171365576102418	-4.25512255299489e-05	0.000164988781458588	0.425995579250947	CLEC14A	chr14	38724675	38724676	cg05057720	CLEC14A	Island	I
cg19760241	chr17	35299860	35300161	0.000204678362573099	8.05520764262384e-06	3.08894958429807e-05	0.417122434215646	LHX1	chr17	35300010	35300011	cg19760241	LHX1	Island	I
cg14486338	chr8	99440129	99440430	0.000702008327316278	-3.81299346537155e-07	7.71177984806827e-05	0.400627086393995	KCNS2	chr8	99440279	99440280	cg14486338	KCNS2	Island	I
cg07160932	chr16	29888583	29888884	0.00225830639948287	-3.45609451210825e-05	0.000199269463762217	0.393758248177207	SEZ6L2	chr16	29888733	29888734	cg07160932	SEZ6L2	S_Shore	I
cg19897071	chr5	35991232	35991533	0.00359336576735958	-4.13800113439481e-05	0.000324570191844733	0.384545082347428	UGT3A1	chr5	35991382	35991383	cg19897071	UGT3A1	CpG_Ocean	I
cg16582779	chr14	29237052	29237353	0.000511196911196911	-6.94444444444444e-06	4.92960342031549e-05	0.375088069321313	FOXG1	chr14	29237202	29237203	cg16582779	FOXG1	Island	II
cg07445246	chr14	96180503	96180804	0.00301061301899195	-3.36150159832902e-05	0.000263705267561992	0.36037571588213	TCL1A	chr14	96180653	96180654	cg07445246	TCL1A	Island	I
cg26980244	chr8	24772363	24772664	0.00109154315605929	-3.34470533146031e-07	0.000119223846488901	0.353164135307736	NEFM	chr8	24772513	24772514	cg26980244	NEFM	Island	II
cg21838979	chr2	106681795	106682096	0.000336692506459948	-3.83261035765408e-05	6.9595908947118e-06	0.349362030386952	C2orf40	chr2	106681945	106681946	cg21838979	C2orf40	N_Shore	II
cg15513743	chr1	119528538	119528839	0.00662387724106462	-3.45547535082618e-06	0.000744597380685404	0.339868236206051	TBX15	chr1	119528688	119528689	cg15513743	TBX15	N_Shore	I
cg10210806	chr1	6514455	6514756	0.00136969250108785	0.000257699038719467	0.000391545025731129	0.33833868293428	ESPN	chr1	6514605	6514606	cg10210806	ESPN	Island	I
cg05860723	chr12	81102336	81102637	0.0027957671957672	-5.63458954294233e-05	0.000215337441962443	0.32880844535761	MYF6	chr12	81102486	81102487	cg05860723	MYF6	Island	I
cg07105285	chr11	92702513	92702814	0.00163940143351908	-1.48766522447823e-07	0.000170945134183534	0.321363783352004	MTNR1B	chr11	92702663	92702664	cg07105285	MTNR1B	N_Shore	I
cg11429969	chr5	140180771	140181072	0.00293681717816154	-6.75631673882945e-05	0.000271789800323398	0.314193517376641	PCDHA2	chr5	140180921	140180922	cg11429969	PCDHA2	Island	I
cg13933080	chr10	22633995	22634296	0.00392006359300477	-2.62832405689549e-05	0.000332768658494457	0.301965043688506	SPAG6	chr10	22634145	22634146	cg13933080	SPAG6	Island	I
cg26053291	chr2	89064481	89064782	0.00344518449030644	-6.03180191280878e-06	0.000322014899944014	0.300366485191562	FLJ40330	chr2	89064631	89064632	cg26053291	FLJ40330	Island	I
cg12377139	chr10	22634068	22634369	0.00133333333333333	-6.43086816720257e-06	0.000111436950146628	0.298866842485384	SPAG6	chr10	22634218	22634219	cg12377139	SPAG6	Island	I
cg18247055	chr10	22634076	22634377	0.00242088879655575	-2.06974233819871e-05	0.000271978254592561	0.282430613625613	SPAG6	chr10	22634226	22634227	cg18247055	SPAG6	Island	I
cg03811478	chr3	137483546	137483847	0.00191036148930886	-1.36720192878298e-05	0.000197760066504921	0.280379763897424	SOX14	chr3	137483696	137483697	cg03811478	SOX14	Island	II
cg05617469	chr13	100624131	100624432	0.0017361600578064	-1.85798482547072e-05	0.000156260867169967	0.276610451228328	ZIC5	chr13	100624281	100624282	cg05617469	ZIC5	Island	II
cg14427009	chr13	58206908	58207209	0.00182679497679498	-7.22159298267585e-06	0.000203872894796734	0.269251194793828	PCDH17	chr13	58207058	58207059	cg14427009	PCDH17	Island	II
cg24854435	chr1	149286932	149287233	0.0015998778998779	0.000109410123721555	0.000284781326410973	0.262333946939173	LOC388692	chr1	149287082	149287083	cg24854435	LOC388692	Island	I
cg16705627	chr13	112721800	112722101	0.00473513074698595	7.48094244450217e-05	0.000610653105783156	0.25739400768638	SOX1	chr13	112721950	112721951	cg16705627	SOX1	Island	I
cg18268547	chr17	79615402	79615703	0.00272083149049093	-4.86637071682179e-05	0.000259459574960973	0.252863153499591	TSPAN10	chr17	79615552	79615553	cg18268547	TSPAN10	Island	II
cg01009664	chr3	129693463	129693764	0.00213333333333333	-2.66259082048556e-05	0.000233290733507168	0.250557851075181	TRH	chr3	129693613	129693614	cg01009664	TRH	Island	II
cg20785796	chr2	200326571	200326872	0.00100877192982456	3.40478501454278e-05	0.000146600238020379	0.243891387141485	SATB2	chr2	200326721	200326722	cg20785796	SATB2	Island	I
cg02700891	chr3	129693436	129693737	0.00289032429558745	-4.16214869322036e-05	0.000304975624666606	0.243349316256929	TRH	chr3	129693586	129693587	cg02700891	TRH	Island	I
cg12451099	chr20	37356316	37356617	-1.96560196560197e-05	-7.14285714285714e-06	2.34395601175883e-07	0.234882749101503	SLC32A1	chr20	37356466	37356467	cg12451099	SLC32A1	Island	II
cg04961235	chr7	4901478	4901779	0.000298583140139117	-2.80957117124143e-05	1.09919043026179e-05	0.234291071429633	PAPOLB	chr7	4901628	4901629	cg04961235	PAPOLB	Island	I
cg24136205	chr13	100624143	100624444	5.88235294117647e-05	-2.05479452054794e-05	-1.24408517350158e-05	0.229365465169068	ZIC5	chr13	100624293	100624294	cg24136205	ZIC5	Island	I
cg04436469	chr10	134598346	134598647	0.00245110336817654	7.04782979529224e-06	0.000268981972746294	0.224348824574121	NKX6-2	chr10	134598496	134598497	cg04436469	NKX6-2	Island	II
cg13738144	chr6	100054573	100054874	0.00164336043360434	6.34706223420277e-06	0.000215942322450195	0.221953682475128	PRDM13	chr6	100054723	100054724	cg13738144	PRDM13	Island	I
cg12426146	chr4	140656960	140657261	0.000103654485049834	8.54572411004504e-05	8.92304580847406e-05	0.221890431802791	MAML3	chr4	140657110	140657111	cg12426146	MAML3	Island	II
cg04598121	chr8	57358355	57358656	0.000176470588235294	1.38423220615001e-05	3.09049079754601e-05	0.220514172690907	PENK	chr8	57358505	57358506	cg04598121	PENK	Island	II
cg00336320	chr6	36252949	36253250	0.00141501204014973	1.92753200051744e-05	0.000185490637473005	0.214279670723419	PNPLA1	chr6	36253099	36253100	cg00336320	PNPLA1	CpG_Ocean	I
cg16404157	chr14	38724498	38724799	0.00238768768768769	-2.75678061376921e-05	0.000239323863186872	0.214242309766093	CLEC14A	chr14	38724648	38724649	cg16404157	CLEC14A	Island	II
cg13413955	chr9	842764	843065	0.00096551724137931	3.34657088037124e-07	8.35729028453487e-05	0.21421148605065	DMRT1	chr9	842914	842915	cg13413955	DMRT1	Island	I
cg13558754	chr19	36247717	36248018	0	-6.47249190938511e-06	-5.79710144927536e-06	0.208521665805358	HSPB6	chr19	36247867	36247868	cg13558754	HSPB6	Island	I
cg10608596	chr19	11784975	11785276	-1e-04	2.72579521708846e-05	1.22699386503067e-05	0.20748791624899	ZNF833	chr19	11785125	11785126	cg10608596	ZNF833	Island	I
cg11959399	chr20	741573	741874	0.00397323037323037	-1.07754095325747e-05	0.000408787082028383	0.206830041484273	C20orf54	chr20	741723	741724	cg11959399	C20orf54	Island	I
cg03696974	chr16	29888520	29888821	0.000285714285714286	-3.38878911050194e-05	-3.63420745586351e-07	0.200944846295006	SEZ6L2	chr16	29888670	29888671	cg03696974	SEZ6L2	S_Shore	II
cg23049458	chr1	62660474	62660775	0.00155058823529412	2.03469740244846e-05	0.000176756577858547	0.198645508821081	L1TD1	chr1	62660624	62660625	cg23049458	L1TD1	Island	I
cg18297437	chr3	147131182	147131483	0	2.13285202226911e-05	1.88304859416235e-05	0.196310353595879	ZIC1	chr3	147131332	147131333	cg18297437	ZIC1	Island	I
cg04858155	chr11	44332219	44332520	0.0100552444139469	-8.17719735199481e-05	0.000923996449686927	0.194803901552064	ALX4	chr11	44332369	44332370	cg04858155	ALX4	Island	I
cg14036143	chr1	145415291	145415592	0.00168986561645071	-3.52230375301752e-05	0.000126445139618163	0.1915003638629	HFE2	chr1	145415441	145415442	cg14036143	HFE2	Island	I
cg02694427	chr2	176964362	176964663	0	2.17391304347826e-05	1.92307692307692e-05	0.185207110914365	HOXD12	chr2	176964512	176964513	cg02694427	HOXD12	Island	I
cg07598952	chr6	142409606	142409907	0.00157624831309042	-6.9204152249135e-06	0.000175849283787532	0.1851233232415	NMBR	chr6	142409756	142409757	cg07598952	NMBR	Island	I
cg17849569	chr6	28058761	28059062	9.14677999346192e-05	7.31740614334471e-05	7.73011377795088e-05	0.174791277561182	ZSCAN12L1	chr6	28058911	28058912	cg17849569	ZSCAN12L1	CpG_Ocean	I
cg24281267	chr6	35479498	35479799	0.000279645191409897	2.04852488527778e-05	4.82532207933658e-05	0.173520184567636	TULP1	chr6	35479648	35479649	cg24281267	TULP1	Island	I
cg15540820	chr3	27765133	27765434	0.00299543484733203	7.28582857206781e-05	0.000401671668232841	0.173262266571563	EOMES	chr3	27765283	27765284	cg15540820	EOMES	Island	II
cg01006802	chr16	2892616	2892917	0.00355378862437686	-1.49575087475546e-05	0.000392565927810161	0.169928671149473	TMPRSS8	chr16	2892766	2892767	cg01006802	TMPRSS8	Island	I
cg16961816	chr7	96633380	96633681	0.00137422663921715	-1.36928586475669e-05	0.000130547993599722	0.16837391311952	DLX6AS	chr7	96633530	96633531	cg16961816	DLX6AS	N_Shore	I
cg25032595	chr13	96204828	96205129	0.00297545219638243	-2.17766645041353e-05	0.000330315839856515	0.167066405255692	CLDN10	chr13	96204978	96204979	cg25032595	CLDN10	Island	I
cg17508991	chr20	30639155	30639456	0.00245128205128205	-2.08510638297872e-05	0.000246822904848098	0.166251117996165	HCK	chr20	30639305	30639306	cg17508991	HCK	N_Shore	I
cg20051292	chr8	101118362	101118663	0.00225060016675292	-7.50528935424403e-05	0.000142876581782986	0.165898929832563	RGS22	chr8	101118512	101118513	cg20051292	RGS22	Island	II
cg20996682	chr7	79083898	79084199	0.00638828195749979	-3.41280631818376e-05	0.000705978511519979	0.162806959844367	MAGI2	chr7	79084048	79084049	cg20996682	MAGI2	S_Shore	II
cg20279283	chr8	11566713	11567014	0.0042124947250189	-0.00010197194015153	0.000351310290813044	0.161133455299267	GATA4	chr8	11566863	11566864	cg20279283	GATA4	Island	II
cg16790847	chr3	147123279	147123580	0.00136302415372183	-7.20729320796144e-06	0.00016382679474519	0.156451789554533	ZIC4	chr3	147123429	147123430	cg16790847	ZIC4	N_Shelf	II
cg05863502	chr9	140771840	140772141	0.00148536585365854	-2.06204914667761e-05	0.00016274062816616	0.155047389209864	CACNA1B	chr9	140771990	140771991	cg05863502	CACNA1B	Island	I
cg14319235	chr1	79472132	79472433	0.00117329036877909	-1.35642566427413e-05	0.000155509300413617	0.153339885339885	ELTD1	chr1	79472282	79472283	cg14319235	ELTD1	Island	II
cg13400168	chr19	54481470	54481771	0.000106612685560054	7.01754385964912e-06	1.875e-05	0.150595147739795	CACNG8	chr19	54481620	54481621	cg13400168	CACNG8	Island	II
cg22041640	chr5	140767092	140767393	0.000650939177101968	-5.59191075986772e-07	7.50703649007013e-05	0.150369454237116	PCDHGA4	chr5	140767242	140767243	cg22041640	PCDHGA4	Island	I
cg27615378	chr9	70918741	70919042	0.000731707317073171	1.37931034482759e-05	0.000102719033232628	0.148760361890226	FOXD4L3	chr9	70918891	70918892	cg27615378	FOXD4L3	Island	I
cg18445088	chr22	40081662	40081963	0.0040645204027557	-5.37900653306939e-05	0.00038363126077199	0.148636212788934	CACNA1I	chr22	40081812	40081813	cg18445088	CACNA1I	Island	I
cg20585869	chr8	24772183	24772484	0.00266935483870968	6.32263897375226e-06	0.00026758744956663	0.13989005142786	NEFM	chr8	24772333	24772334	cg20585869	NEFM	Island	I
cg23302649	chr14	29243540	29243841	0.0015083309245074	-1.41370462981279e-05	0.000173302051303802	0.13985578148757	C14orf23	chr14	29243690	29243691	cg23302649	C14orf23	Island	I
cg08690859	chr2	200333579	200333880	0.00354701114488349	-6.27674323923159e-05	0.00029169339258943	0.139775717973467	FLJ32063	chr2	200333729	200333730	cg08690859	FLJ32063	Island	I
cg07586008	chr19	49636385	49636686	0.00505015092933299	-4.19097092989155e-05	0.000528868042134846	0.138381613394964	PPFIA3	chr19	49636535	49636536	cg07586008	PPFIA3	Island	I
cg16544169	chr8	23564567	23564868	0.00234229390681004	-5.07442255621773e-05	0.000219985934726933	0.133022459980389	NKX2-6	chr8	23564717	23564718	cg16544169	NKX2-6	Island	II
cg21101465	chr13	28493254	28493555	0.00557953151616945	-6.66666666666667e-06	0.000570965455531049	0.13290332500736	PDX1	chr13	28493404	28493405	cg21101465	PDX1	N_Shore	II
cg05372113	chr19	41595825	41596126	0.00163269230769231	6.60007333414816e-06	0.000195009128827947	0.132017526107386	CYP2A13	chr19	41595975	41595976	cg05372113	CYP2A13	Island	I
cg04060571	chr16	75267707	75268008	0.00060303569816474	0.000132151112940707	0.000183819287757729	0.130991361879771	BCAR1	chr16	75267857	75267858	cg04060571	BCAR1	N_Shore	II
cg03876032	chr10	26500915	26501216	0.00188461538461538	-2.55166338757921e-05	0.000185113140488941	0.128973381630126	MYO3A	chr10	26501065	26501066	cg03876032	MYO3A	Island	I
cg05158615	chr7	24323409	24323710	0.00241903858317521	-6.98082889863698e-08	0.000271468533004116	0.128185072483021	NPY	chr7	24323559	24323560	cg05158615	NPY	Island	II
cg11668749	chr1	229568210	229568511	0.00226946844005668	-4.04497494564682e-05	0.000202651898617117	0.127555027069383	ACTA1	chr1	229568360	229568361	cg11668749	ACTA1	Island	I
cg01684881	chr17	42635269	42635570	0.00171599632567375	-1.46261116518264e-05	0.000173281671834177	0.124453739405258	FZD2	chr17	42635419	42635420	cg01684881	FZD2	Island	I
cg15459780	chr12	104609830	104610131	0.00226976744186047	-6.78967019775663e-06	0.000240106914352707	0.124074204701525	TXNRD1	chr12	104609980	104609981	cg15459780	TXNRD1	Island	I
cg09937438	chr7	1094855	1095156	0.00232247626666231	-4.98879749789487e-05	0.000194393443458928	0.123247415404496	C7orf50	chr7	1095005	1095006	cg09937438	C7orf50	N_Shelf	I
cg18653451	chr19	46916868	46917169	0.00258719439475253	-1.34087870762198e-05	0.000263811459700276	0.118803719031466	CCDC8	chr19	46917018	46917019	cg18653451	CCDC8	S_Shore	I
cg17696160	chr14	37136042	37136343	0.00133333333333333	3.42809005294569e-05	0.000157595831438662	0.118678311327872	PAX9	chr14	37136192	37136193	cg17696160	PAX9	Island	II
cg05637536	chr1	154474918	154475219	0.0019437134502924	-2.09411539198773e-05	0.000199649603584256	0.113623027227067	TDRD10	chr1	154475068	154475069	cg05637536	TDRD10	Island	I
cg10966582	chr1	17085710	17086011	0.000540540540540541	5.47506269155754e-05	0.000108152031787924	0.11335328252394	MST1P9	chr1	17085860	17085861	cg10966582	MST1P9	Island	I
cg07836815	chr17	61778365	61778666	1.06060606060606e-05	6.96864111498258e-06	6.63489736070381e-06	0.111698701298701	LIMD2	chr17	61778515	61778516	cg07836815	LIMD2	Island	I
cg04851268	chr3	172167295	172167596	0.000436973180076628	4.25802212061826e-05	8.0209984178904e-05	0.110629565211957	GHSR	chr3	172167445	172167446	cg04851268	GHSR	N_Shore	II
cg04564920	chr3	122296628	122296929	0.00334920634920635	-1.36533084808947e-05	0.000329341764252472	0.109864969660897	PARP15	chr3	122296778	122296779	cg04564920	PARP15	Island	I
cg24932457	chr1	175568409	175568710	0.00122097998619738	1.36518771331058e-05	0.000139655018643393	0.108594377079508	TNR	chr1	175568559	175568560	cg24932457	TNR	Island	I
cg26186239	chr20	62119342	62119643	0.00166126126126126	-2.01312081758955e-05	0.000148623368436776	0.108451807228916	EEF1A2	chr20	62119492	62119493	cg26186239	EEF1A2	Island	II
cg21255438	chr8	70983610	70983911	0.00172454212454212	-2.7973061154135e-05	0.000167317010357754	0.105126492398962	PRDM14	chr8	70983760	70983761	cg21255438	PRDM14	Island	II
cg10659886	chr19	58629569	58629870	0.00294027777777778	-2.03311383823978e-05	0.000318131963957126	0.104214083875374	ZSCAN18	chr19	58629719	58629720	cg10659886	ZSCAN18	Island	I
