	CHR	START	END	X0	X1	MeanDecreaseAccuracy	MeanDecreaseGini	Symbol	V1	V2	V3	V4	V5	V6	V7
cg04034583	chr2	119602958	119603259	0.0053	-7.22298780148464e-05	0.000311993650754404	0.347266423120121	EN1	chr2	119603108	119603109	cg04034583	EN1	Island	I
cg20779964	chr20	54579920	54580221	0.00698894634776988	5.06555917276918e-05	0.000554900183068829	0.346560693379817	CBLN4	chr20	54580070	54580071	cg20779964	CBLN4	Island	I
cg20945085	chr2	74875077	74875378	0.00190705128205128	3.72301017452604e-05	0.000187123747636538	0.333429292423469	C2orf65	chr2	74875227	74875228	cg20945085	C2orf65	Island	I
cg00490606	chr8	102217598	102217899	0.0058	-4.56955227964565e-05	0.000335891175444716	0.323465456274441	ZNF706	chr8	102217748	102217749	cg00490606	ZNF706	Island	II
cg17019053	chr2	74875113	74875414	0.00575384615384615	8.34238373670839e-05	0.000476918314039375	0.308331311448651	C2orf65	chr2	74875263	74875264	cg17019053	C2orf65	Island	I
cg18105139	chr6	28058706	28059007	0.00211111111111111	0.000237625263940129	0.000336764598700083	0.301730624315678	ZSCAN12L1	chr6	28058856	28058857	cg18105139	ZSCAN12L1	CpG_Ocean	I
cg16529477	chr2	223164704	223165005	0.00283516483516484	1.00432240020341e-05	0.000172642792191272	0.282818431710296	PAX3	chr2	223164854	223164855	cg16529477	PAX3	S_Shore	I
cg20979061	chr19	49939799	49940100	0.00530478345184227	1.37985412970629e-06	0.000358587625979843	0.277320796245085	SLC17A7	chr19	49939949	49939950	cg20979061	SLC17A7	Island	I
cg10659886	chr19	58629569	58629870	0.003	1.19047619047619e-05	0.00023046397466658	0.270833257443695	ZSCAN18	chr19	58629719	58629720	cg10659886	ZSCAN18	Island	I
cg11878182	chr8	102217572	102217873	0.00146153846153846	7.74633468466862e-05	0.000168957537790023	0.261713954591329	ZNF706	chr8	102217722	102217723	cg11878182	ZNF706	Island	I
cg00366850	chr2	45232267	45232568	0.00617142857142857	-9.44396427252842e-05	0.000360659318168685	0.257748189265363	SIX2	chr2	45232417	45232418	cg00366850	SIX2	Island	II
cg05787556	chr5	170735036	170735337	8.84615384615384e-05	2.2663071391885e-05	1.06913756236636e-05	0.256504494918089	TLX3	chr5	170735186	170735187	cg05787556	TLX3	Island	II
cg11312408	chr13	58206863	58207164	-0.00032051282051282	3.25709880508801e-05	9.18292412886491e-06	0.256495807194974	PCDH17	chr13	58207013	58207014	cg11312408	PCDH17	Island	II
cg26708319	chr4	111551890	111552191	0.00431082251082251	-3.4069769566727e-05	0.000263331269222604	0.252414578375824	PITX2	chr4	111552040	111552041	cg26708319	PITX2	N_Shore	I
cg27259271	chr1	243646245	243646546	0.00514285714285714	4.62387697300574e-05	0.000383785542854818	0.252406234376464	SDCCAG8	chr1	243646395	243646396	cg27259271	SDCCAG8	Island	II
cg07973435	chr6	100905308	100905609	0.003425	-2.20909816440543e-05	0.000210590203182383	0.243135987327546	SIM1	chr6	100905458	100905459	cg07973435	SIM1	Island	I
cg08206318	chr5	134363487	134363788	0.00163636363636364	9.08571073845144e-05	0.000179581175904705	0.202999838428421	PITX1	chr5	134363637	134363638	cg08206318	PITX1	Island	II
cg15540820	chr3	27765133	27765434	0.00293333333333333	-1.31901262483512e-05	0.000113989637305699	0.202615712440809	EOMES	chr3	27765283	27765284	cg15540820	EOMES	Island	II
cg20438306	chr4	41746942	41747243	0.000907692307692308	0	5.40915796476816e-05	0.198878794857842	PHOX2B	chr4	41747092	41747093	cg20438306	PHOX2B	N_Shore	I
cg05021643	chr2	177029458	177029759	0.00235384615384615	0.000315943754533915	0.000434986868073467	0.193870530379008	HOXD3	chr2	177029608	177029609	cg05021643	HOXD3	Island	I
cg07109115	chr10	28030248	28030549	0.000694444444444444	-2.25403684319083e-05	1.07599160945843e-05	0.190198907746547	MKX	chr10	28030398	28030399	cg07109115	MKX	Island	II
cg27364741	chr2	63280919	63281220	0.00338095238095238	-2.40382885314333e-05	0.000223893065998329	0.188516085687173	OTX1	chr2	63281069	63281070	cg27364741	OTX1	Island	I
cg21647227	chr1	119526961	119527262	0.00742582417582418	-4.64116861092554e-05	0.000422338471103654	0.187639459624881	TBX15	chr1	119527111	119527112	cg21647227	TBX15	Island	II
cg23229261	chr2	63283916	63284217	0.00248076923076923	5.66255778120185e-05	0.00019429347826087	0.183775585329116	OTX1	chr2	63284066	63284067	cg23229261	OTX1	Island	I
cg26709285	chr20	48098996	48099297	0.00919047619047619	8.69049970373297e-06	0.000487628688202088	0.182684468569689	KCNB1	chr20	48099146	48099147	cg26709285	KCNB1	Island	I
cg19797376	chr1	47695325	47695626	0.00171428571428571	-5.89539153736725e-05	7.99374924870778e-06	0.181659349545143	TAL1	chr1	47695475	47695476	cg19797376	TAL1	N_Shore	II
cg00014998	chr2	177014812	177015113	0.002	-3.37749401436552e-05	8.40985442329227e-05	0.175426064682223	HOXD4	chr2	177014962	177014963	cg00014998	HOXD4	Island	II
cg08363794	chr2	176986310	176986611	0.0015	-2.39422527158376e-05	7.34104765459749e-05	0.172840365640366	HOXD9	chr2	176986460	176986461	cg08363794	HOXD9	Island	II
cg16919569	chr4	174452685	174452986	0.00178571428571429	1.02579852579853e-05	6.24232272473478e-05	0.169859004441106	NBLA00301	chr4	174452835	174452836	cg16919569	NBLA00301	Island	I
cg14565725	chr1	119531894	119532195	0.00170833333333333	1.12359550561798e-05	0.000106445257528849	0.167538181536449	TBX15	chr1	119532044	119532045	cg14565725	TBX15	Island	I
cg16961816	chr7	96633380	96633681	0.00183333333333333	-4.53873352619736e-05	7.61904761904762e-05	0.165608300627382	DLX6AS	chr7	96633530	96633531	cg16961816	DLX6AS	N_Shore	I
cg11071207	chr1	110611068	110611369	0.00246753246753247	-2.33918128654971e-05	0.000132596685082873	0.163984435647316	ALX3	chr1	110611218	110611219	cg11071207	ALX3	Island	II
cg11668749	chr1	229568210	229568511	0.00565769230769231	8.83248168443145e-05	0.000344910253940606	0.162483396797176	ACTA1	chr1	229568360	229568361	cg11668749	ACTA1	Island	I
cg10703826	chr1	119531966	119532267	0.00116666666666667	-1.19760479041916e-05	6.70391061452514e-05	0.161353321085817	TBX15	chr1	119532116	119532117	cg10703826	TBX15	Island	I
cg05546863	chr16	66613070	66613371	0.00103296703296703	5.69920129958034e-05	0.000128853984874927	0.155495872687375	CMTM2	chr16	66613220	66613221	cg05546863	CMTM2	Island	I
cg06215569	chr1	110611315	110611616	0.00841243201243201	-4.63881151965753e-05	0.000540966104866119	0.154777297561651	ALX3	chr1	110611465	110611466	cg06215569	ALX3	Island	II
cg14640592	chr1	203044576	203044877	0.00151428571428571	2.32558139534884e-05	0.000138426711941143	0.151561778696376	PPFIA4	chr1	203044726	203044727	cg14640592	PPFIA4	Island	II
cg12265623	chr7	8481844	8482145	0.002275	0	0.000151525759962658	0.150046431461839	NXPH1	chr7	8481994	8481995	cg12265623	NXPH1	Island	II
cg24541426	chr2	177029309	177029610	0.00104201680672269	9.48992367251173e-06	9.61322688531665e-05	0.148469658173654	HOXD3	chr2	177029459	177029460	cg24541426	HOXD3	Island	I
cg14754787	chr17	35299450	35299751	0.00580586080586081	-2.3965711379899e-06	0.000392043321377758	0.141973046030472	LHX1	chr17	35299600	35299601	cg14754787	LHX1	Island	I
cg21299542	chr4	111550257	111550558	0.00296103896103896	5.05241884552228e-07	0.000189008929555727	0.137943653295701	PITX2	chr4	111550407	111550408	cg21299542	PITX2	S_Shore	II
cg05323533	chr4	41750212	41750513	0	1.05816628327309e-05	9.68959495239705e-06	0.136760081978717	PHOX2B	chr4	41750362	41750363	cg05323533	PHOX2B	N_Shore	II
cg02036261	chr14	57275907	57276208	0.00266666666666667	-2.13903743315508e-05	0.000104686318972033	0.136634347996624	OTX2	chr14	57276057	57276058	cg02036261	OTX2	Island	I
cg17546247	chr3	147125564	147125865	0.0024	0	0.000146666666666667	0.132910515493326	ZIC4	chr3	147125714	147125715	cg17546247	ZIC4	N_Shore	II
cg08065657	chr19	52222949	52223250	0.00209411764705882	-1.33992404346835e-07	0.000154281675001484	0.131867768704717	HAS1	chr19	52223099	52223100	cg08065657	HAS1	Island	II
cg06365535	chr17	59533952	59534253	0.00273473748473748	0.000116951556278972	0.000261381252406663	0.12945513994021	TBX4	chr17	59534102	59534103	cg06365535	TBX4	Island	I
cg03544320	chr4	5894541	5894842	0.00215909090909091	3.36059289547662e-05	0.00013943425459471	0.127874226528382	CRMP1	chr4	5894691	5894692	cg03544320	CRMP1	Island	I
cg18497508	chr6	41528195	41528496	0.000685714285714286	5.55555555555556e-05	8.42662211083264e-05	0.123069620280709	FOXP4	chr6	41528345	41528346	cg18497508	FOXP4	Island	II
cg06329574	chr11	69634184	69634485	-0.00025	-1.13636363636364e-05	-2.17391304347826e-05	0.119747401366276	FGF3	chr11	69634334	69634335	cg06329574	FGF3	Island	I
cg23497016	chr2	66666534	66666835	0.0012	-1.26984126984127e-05	2.19773603082852e-05	0.117738516658116	MEIS1	chr2	66666684	66666685	cg23497016	MEIS1	CpG_Ocean	II
cg03731268	chr1	62660711	62661012	0.000923076923076923	-2.28010913342861e-05	4.1213768115942e-05	0.116195212469575	L1TD1	chr1	62660861	62660862	cg03731268	L1TD1	Island	I
cg02773086	chr2	177027290	177027591	0.00142857142857143	-1.04575163398693e-05	4.30745724863372e-05	0.11540853844783	HOXD3	chr2	177027440	177027441	cg02773086	HOXD3	N_Shore	I
cg27615388	chr5	63256942	63257243	0.0012	-7.93650793650793e-07	6.65964419475656e-05	0.113346752553544	HTR1A	chr5	63257092	63257093	cg27615388	HTR1A	Island	I
cg04761722	chr16	10274165	10274466	0.000998015873015873	8.22109009700607e-05	0.000140092428757683	0.110053987550941	GRIN2A	chr16	10274315	10274316	cg04761722	GRIN2A	Island	I
cg24724664	chr2	172945233	172945534	0.000444444444444444	2.11801242236025e-05	4.16387959866221e-05	0.109591589076497	MAP1D	chr2	172945383	172945384	cg24724664	MAP1D	Island	II
cg03299042	chr2	63283656	63283957	0.000181818181818182	-2.28571428571429e-05	-1.04556525871799e-05	0.107778583451949	OTX1	chr2	63283806	63283807	cg03299042	OTX1	N_Shore	II
cg18297437	chr3	147131182	147131483	0.000909090909090909	2.45398773006135e-05	8.04597701149425e-05	0.107614569095443	ZIC1	chr3	147131332	147131333	cg18297437	ZIC1	Island	I
cg05860723	chr12	81102336	81102637	0.00142857142857143	2.25389488101353e-05	0.000126384511912762	0.105319858645532	MYF6	chr12	81102486	81102487	cg05860723	MYF6	Island	I
cg15541630	chr8	87081620	87081921	0.00166666666666667	-3.42857142857143e-05	7.48663101604278e-05	0.10508174815995	PSKH2	chr8	87081770	87081771	cg15541630	PSKH2	Island	I
cg13023623	chr14	57276107	57276408	0.000166666666666667	-1.20481927710843e-05	0	0.103147433037547	OTX2	chr14	57276257	57276258	cg13023623	OTX2	Island	I
cg15084543	chr1	79472258	79472559	2e-04	0	1.0752688172043e-05	0.100070066667684	ELTD1	chr1	79472408	79472409	cg15084543	ELTD1	Island	I
cg01898698	chr2	105472609	105472910	0.00457264957264957	-1.20481927710843e-05	0.000294092430885039	0.0975496322106078	POU3F3	chr2	105472759	105472760	cg01898698	POU3F3	Island	I
cg12744820	chr6	137814810	137815111	0.00127272727272727	0	7.29166666666667e-05	0.0975435083130955	OLIG3	chr6	137814960	137814961	cg12744820	OLIG3	Island	I
cg05139788	chr6	50690497	50690798	2e-04	1.11111111111111e-05	2.10526315789474e-05	0.0972013614666307	TFAP2D	chr6	50690647	50690648	cg05139788	TFAP2D	N_Shore	II
cg18569734	chr6	108496310	108496611	0.000769230769230769	-2.32558139534884e-05	3.24324324324324e-05	0.0953003373518225	NR2E1	chr6	108496460	108496461	cg18569734	NR2E1	N_Shore	II
cg12626956	chr9	79634359	79634660	0.000833333333333333	-1.17647058823529e-05	4.3956043956044e-05	0.0921545479464891	FOXB2	chr9	79634509	79634510	cg12626956	FOXB2	Island	II
cg09523275	chr6	28226943	28227244	0.000909090909090909	0	5.58659217877095e-05	0.0918209561683033	NKAPL	chr6	28227093	28227094	cg09523275	NKAPL	Island	II
cg26375057	chr3	147127748	147128049	0.000833333333333333	-2.48447204968944e-05	3.46820809248555e-05	0.0905617568111968	ZIC1	chr3	147127898	147127899	cg26375057	ZIC1	Island	I
cg27177554	chr10	16561952	16562253	0.000977056277056277	0.000160429690547031	0.000215039343559597	0.0895875965432306	C1QL3	chr10	16562102	16562103	cg27177554	C1QL3	Island	I
cg07160746	chr20	43726615	43726916	0.00274285714285714	-2.23230941425196e-05	0.00018417970829341	0.0888343447247951	KCNS1	chr20	43726765	43726766	cg07160746	KCNS1	Island	I
cg09363735	chr6	50808549	50808850	0.000893939393939394	7.89012273524255e-05	0.000127670527670528	0.088467401778607	TFAP2B	chr6	50808699	50808700	cg09363735	TFAP2B	N_Shore	I
cg12640000	chr1	62660591	62660892	0	-2.25988700564972e-05	-2.13903743315508e-05	0.0866602122581243	L1TD1	chr1	62660741	62660742	cg12640000	L1TD1	Island	II
cg06666025	chr16	66613128	66613429	0.00157142857142857	-2.1978021978022e-05	9.18367346938776e-05	0.0860699095996556	CMTM2	chr16	66613278	66613279	cg06666025	CMTM2	Island	I
cg20801476	chr7	27281315	27281616	0.0012	0	7.14245030472176e-05	0.0859326241849733	EVX1	chr7	27281465	27281466	cg20801476	EVX1	N_Shore	II
cg10601940	chr2	223159155	223159456	0	0	0	0.0854330092296393	PAX3	chr2	223159305	223159306	cg10601940	PAX3	N_Shore	I
cg26485937	chr5	140802282	140802583	0	1.19760479041916e-05	1.10497237569061e-05	0.0835477366684038	PCDHGA4	chr5	140802432	140802433	cg26485937	PCDHGA4	Island	I
cg02561482	chr6	50813401	50813702	0.00127272727272727	0	7.25388601036269e-05	0.0834215577435559	TFAP2B	chr6	50813551	50813552	cg02561482	TFAP2B	Island	I
cg19942495	chr17	32483877	32484178	0.000307692307692308	-1.14285714285714e-05	1.06382978723404e-05	0.0821622099498086	ACCN1	chr17	32484027	32484028	cg19942495	ACCN1	Island	II
cg15416877	chr6	108492619	108492920	0.000444444444444444	1.0989010989011e-05	3.1413612565445e-05	0.0809811987650378	NR2E1	chr6	108492769	108492770	cg15416877	NR2E1	S_Shore	II
cg26094789	chr14	37135436	37135737	0.00183333333333333	2.85996055226824e-05	0.000147921599579058	0.0805835027643211	PAX9	chr14	37135586	37135587	cg26094789	PAX9	Island	I
cg12111714	chr13	26043322	26043623	0.000615384615384615	1.16959064327485e-05	5.40540540540541e-05	0.0796095451005336	ATP8A2	chr13	26043472	26043473	cg12111714	ATP8A2	Island	II
cg07974511	chr2	63282863	63283164	0.00112820512820513	1.13636363636364e-05	9.69728510712117e-05	0.078152105075639	OTX1	chr2	63283013	63283014	cg07974511	OTX1	Island	I
cg19029181	chr3	147130386	147130687	0.000833333333333333	-1.94817845314631e-07	5.38215634989829e-05	0.0770880665790551	ZIC1	chr3	147130536	147130537	cg19029181	ZIC1	Island	I
cg05937737	chr3	170303390	170303691	0.000769230769230769	0	5.43478260869565e-05	0.0762099852033722	SLC7A14	chr3	170303540	170303541	cg05937737	SLC7A14	Island	I
cg08032924	chr16	66612946	66613247	0.00258608058608059	1.21905347284581e-05	0.000194995125121872	0.0761867673760102	CMTM2	chr16	66613096	66613097	cg08032924	CMTM2	Island	I
cg27615378	chr9	70918741	70919042	0	6.87707641196013e-05	6.46924026088489e-05	0.0761016276017994	FOXD4L3	chr9	70918891	70918892	cg27615378	FOXD4L3	Island	I
cg12597389	chr7	8482085	8482386	0.002	-2.40963855421687e-05	0.000150131484580445	0.0750425859643534	NXPH1	chr7	8482235	8482236	cg12597389	NXPH1	Island	I
cg01294808	chr5	3599536	3599837	0.000833333333333333	4.67836257309941e-05	9.0147767323051e-05	0.0745992287961508	IRX1	chr5	3599686	3599687	cg01294808	IRX1	Island	I
cg26149682	chr6	10417513	10417814	0.00436666666666667	1.13636363636364e-06	0.000286735583509777	0.0742626825152249	TFAP2A	chr6	10417663	10417664	cg26149682	TFAP2A	Island	I
cg02245378	chr2	223161621	223161922	0.00142857142857143	0	0.000108108108108108	0.0724714521452146	PAX3	chr2	223161771	223161772	cg02245378	PAX3	Island	II
cg06792262	chr3	44622446	44622747	0.001	-3.40909090909091e-05	5.20833333333333e-05	0.0719026874115983	ZNF167	chr3	44622596	44622597	cg06792262	ZNF167	Island	I
cg15472739	chr1	149286453	149286754	0.000222222222222222	9.01601019431817e-05	0.000104847319666949	0.0715270222618908	LOC388692	chr1	149286603	149286604	cg15472739	LOC388692	N_Shore	I
cg18940047	chr7	153749586	153749887	0.00271960784313726	1.19047619047619e-05	0.000187341607599585	0.0712924024413865	DPP6	chr7	153749736	153749737	cg18940047	DPP6	Island	I
cg01525538	chr1	228785837	228786138	0.000222222222222222	-1.12994350282486e-05	0	0.0704267433194932	DUSP5P	chr1	228785987	228785988	cg01525538	DUSP5P	Island	II
cg06122660	chr12	8025367	8025668	0.00153571428571429	-2.53164556962025e-05	9.22649140546006e-05	0.0683047327735195	SLC2A14	chr12	8025517	8025518	cg06122660	SLC2A14	Island	II
cg06645921	chr12	8025244	8025545	0.00233939393939394	-1.12994350282486e-05	0.00014738475177305	0.0682954248366013	SLC2A14	chr12	8025394	8025395	cg06645921	SLC2A14	Island	I
cg14118515	chr2	176948578	176948879	0.00204395604395604	0	0.000153664302600473	0.0672167832167832	EVX2	chr2	176948728	176948729	cg14118515	EVX2	N_Shore	I
cg02994956	chr22	29876384	29876685	0.0032	-2.22222222222222e-05	0.000174274980483997	0.0637053331053331	NEFH	chr22	29876534	29876535	cg02994956	NEFH	Island	I
cg10745499	chr6	100906535	100906836	0.000615384615384615	-2.51572327044025e-05	2.32558139534884e-05	0.0622591339901651	SIM1	chr6	100906685	100906686	cg10745499	SIM1	Island	II
cg23035602	chr19	53934967	53935268	0.00122222222222222	0	7.77917943172944e-05	0.0611950686464274	ZNF761	chr19	53935117	53935118	cg23035602	ZNF761	Island	I
cg12180703	chr20	37352887	37353188	0.00157142857142857	4.0574809805579e-07	0.000127943238062541	0.0607621212121212	SLC32A1	chr20	37353037	37353038	cg12180703	SLC32A1	Island	I
cg00463767	chr2	63281893	63282194	0.000933333333333333	0	7.65027322404372e-05	0.0607118617744127	OTX1	chr2	63282043	63282044	cg00463767	OTX1	N_Shore	II
cg17804348	chr1	3649323	3649624	0.00230769230769231	-1.12987257548177e-05	0.000146051483420593	0.0605585321733138	TP73	chr1	3649473	3649474	cg17804348	TP73	Island	I
cg10472919	chr5	135266655	135266956	0.0028974358974359	-3.63636363636364e-05	0.00016330657151353	0.0599263455668875	FBXL21	chr5	135266805	135266806	cg10472919	FBXL21	S_Shore	II
cg09656389	chr11	31839640	31839941	0.00283916083916084	-3.4280283745715e-05	0.000152823920265781	0.0597903525046382	PAX6	chr11	31839790	31839791	cg09656389	PAX6	Island	I
cg16076997	chr1	47904917	47905218	0.00305357142857143	-2.48447204968944e-05	0.000180473560591633	0.0580436312456017	FOXD2	chr1	47905067	47905068	cg16076997	FOXD2	Island	II
cg22541254	chr6	101846629	101846930	0.00325274725274725	-3.31491712707182e-05	0.000132417406179835	0.0580146011396011	GRIK2	chr6	101846779	101846780	cg22541254	GRIK2	Island	II
cg16310491	chr5	87973447	87973748	0.000666666666666667	1.25e-05	6.85714285714286e-05	0.0559032772578169	LOC645323	chr5	87973597	87973598	cg16310491	LOC645323	N_Shore	II
cg16178603	chr2	66666951	66667252	0.000705882352941177	0	6.03015075376884e-05	0.0559032772578169	MEIS1	chr2	66667101	66667102	cg16178603	MEIS1	CpG_Ocean	I
cg12740337	chr6	28058823	28059124	0.00148717948717949	7.14817341331447e-05	0.000159288131289355	0.0557994507901515	ZSCAN12L1	chr6	28058973	28058974	cg12740337	ZSCAN12L1	CpG_Ocean	II
cg19657174	chr22	19746118	19746419	0.000941176470588235	0	8.60215053763441e-05	0.0534101564995209	TBX1	chr22	19746268	19746269	cg19657174	TBX1	Island	I
cg06410537	chr5	170736422	170736723	0.00325	-2.17938486094911e-05	0.000126998348125542	0.0532307692307692	TLX3	chr5	170736572	170736573	cg06410537	TLX3	Island	I
cg23097402	chr1	50883244	50883545	0.00283333333333333	-1.03829108013109e-05	0.000118693327133225	0.0529156146179402	DMRTA2	chr1	50883394	50883395	cg23097402	DMRTA2	Island	I
cg18115040	chr2	176981178	176981479	0.00253846153846154	1.10497237569061e-05	0.000177231849089713	0.0518241235888295	HOXD10	chr2	176981328	176981329	cg18115040	HOXD10	Island	I
cg06082548	chr10	134598758	134599059	0.00232307692307692	-1.13636363636364e-05	0.000131931859369337	0.0513761904761905	NKX6-2	chr10	134598908	134598909	cg06082548	NKX6-2	Island	I
cg13826890	chr14	57275132	57275433	0.00304895104895105	-2.33918128654971e-05	0.000180824327720533	0.0506793791574279	OTX2	chr14	57275282	57275283	cg13826890	OTX2	Island	I
cg03352106	chr12	21926326	21926627	0.00455	1.03787310858389e-05	0.000294828598806838	0.0501140976140976	KCNJ8	chr12	21926476	21926477	cg03352106	KCNJ8	CpG_Ocean	I
cg14001023	chr19	46526171	46526472	0.00282539682539683	-2.15014064903014e-05	0.000158541055718475	0.050029566453447	PGLYRP1	chr19	46526321	46526322	cg14001023	PGLYRP1	Island	I
cg19866866	chr1	182025894	182026195	0.00185714285714286	-2.54777070063694e-05	0.000128654970760234	0.0473335360291882	ZNF648	chr1	182026044	182026045	cg19866866	ZNF648	Island	I
cg00413617	chr11	17757265	17757566	0.00241025641025641	-1.20481927710843e-05	0.000149717675240974	0.0466293202293202	KCNC1	chr11	17757415	17757416	cg00413617	KCNC1	Island	I
cg05255275	chr14	60951947	60952248	0.0027030303030303	-5.50506873134083e-05	0.000129156735898309	0.0465182186234818	C14orf39	chr14	60952097	60952098	cg05255275	C14orf39	Island	II
cg17384889	chr6	28226918	28227219	0.00175	3.2967032967033e-05	0.000105263157894737	0.046188679245283	NKAPL	chr6	28227068	28227069	cg17384889	NKAPL	Island	I
cg12610471	chr10	22634049	22634350	0.00440606060606061	-1.15606936416185e-05	0.000245233112428787	0.0455419211250522	SPAG6	chr10	22634199	22634200	cg12610471	SPAG6	Island	I
cg23189410	chr3	147125562	147125863	0	0	0	0.0454898785425101	ZIC4	chr3	147125712	147125713	cg23189410	ZIC4	N_Shore	I
cg07788369	chr7	96618918	96619219	0.00385714285714286	-3.51461092990748e-05	0.000235436473638721	0.0443356060606061	DLX6AS	chr7	96619068	96619069	cg07788369	DLX6AS	CpG_Ocean	I
cg25622366	chr2	63280989	63281290	0.00298484848484848	-2.34848484848485e-05	0.00016610251450677	0.044309144828421	OTX1	chr2	63281139	63281140	cg25622366	OTX1	Island	I
cg21179088	chr7	54612183	54612484	0.00227777777777778	0	0.00013734452477908	0.0426666666666667	VSTM2A	chr7	54612333	54612334	cg21179088	VSTM2A	Island	II
cg16783744	chr8	105478705	105479006	0.00148076923076923	1.15606936416185e-05	0.00011760752688172	0.0419571428571429	DPYS	chr8	105478855	105478856	cg16783744	DPYS	Island	I
cg12020396	chr19	55593430	55593731	0.00275	-1.20481927710843e-05	0.000189099917423617	0.0414736842105263	EPS8L1	chr19	55593580	55593581	cg12020396	EPS8L1	Island	I
cg02023345	chr10	63212076	63212377	0.00237362637362637	-4.37778437778438e-05	0.000121633810076021	0.039879246611512	TMEM26	chr10	63212226	63212227	cg02023345	TMEM26	N_Shore	I
cg06120945	chr16	56622810	56623111	0.00292307692307692	2.36335750139431e-05	0.000247084721561161	0.0398390804597701	MT3	chr16	56622960	56622961	cg06120945	MT3	N_Shore	I
cg14604681	chr2	63283205	63283506	0.00227272727272727	0	0.000119565217391304	0.0397979797979798	OTX1	chr2	63283355	63283356	cg14604681	OTX1	N_Shore	II
cg03521696	chr6	29795445	29795746	0.0012	-2.4390243902439e-05	4.59770114942529e-05	0.0395213675213675	HLA-G	chr6	29795595	29795596	cg03521696	HLA-G	Island	I
cg06796779	chr3	128204777	128205078	0.00194805194805195	-2.21690002456399e-05	7.41338977386655e-05	0.039017745017745	GATA2	chr3	128204927	128204928	cg06796779	GATA2	N_Shore	I
cg12325536	chr5	87968508	87968809	0.000727272727272727	0	4.3010752688172e-05	0.03825	LOC645323	chr5	87968658	87968659	cg12325536	LOC645323	Island	I
cg04228935	chr21	36399108	36399409	0.002	0	9.375e-05	0.0376170212765957	RUNX1	chr21	36399258	36399259	cg04228935	RUNX1	Island	II
cg08438435	chr15	29407995	29408296	0.00181818181818182	-3.42857142857143e-05	7.52688172043011e-05	0.0375790424570912	APBA2	chr15	29408145	29408146	cg08438435	APBA2	Island	I
cg27072996	chr19	822485	822786	0.00128571428571429	0	9.47368421052632e-05	0.0375	LPPR3	chr19	822635	822636	cg27072996	LPPR3	Island	I
