BN190003	0.004	0.004	0.009	NA	0.022	0.009	0	0	0.022	0.018	0.004	0	0	0.017	0.009	0.009	0.013	0.013	0.004	NA	T
BN190005	0.011	0.021	0.005	NA	0.026	0.042	0.037	0.032	0.011	0.032	0.027	0.011	0.043	0.016	0.032	0.037	0.021	0.043	0.021	NA	N
BN190006	0.008	0.003	0.008	NA	0.013	0.016	0.004	0.011	0.003	0.012	0.013	0.004	0.004	0.004	0.004	0.003	0.003	0.008	0.003	NA	T
BN190007	0.004	0	0.024	NA	0.011	0.04	0.015	0.015	0.013	0.017	0.006	0.002	0.013	0.004	0.006	0.015	0.013	0.015	0.009	NA	N
BN190008	0	0.03	0.108	NA	0.076	0.091	0.061	0.061	0.061	0.045	0.046	0.121	0.062	0.045	0.045	0.031	0.061	0.061	0.045	NA	T
BN190010	0.083	0.054	0.111	NA	0.061	0.166	0.131	0.127	0.096	0.086	0.093	0.125	0.092	0.124	0.071	0.118	0.137	0.131	0.097	NA	N
BN190011	0	0.01	0.189	NA	0.189	0.333	0.015	0.031	0.087	0.107	0	0	0.015	0.015	0.02	0.01	0.005	0.108	0.072	NA	T
BN190012	0	0	0.016	NA	0.016	0.02	0.008	0.012	0.016	0.008	0.004	0.02	0.032	0.004	0.012	0.012	0.008	0.024	0.004	NA	N
BN190014	0.017	0.004	0.183	NA	0.243	0.283	0.243	0.248	0.243	0.215	0.2	0.17	0.226	0.226	0.17	0.083	0.196	0.223	0.083	NA	T
BN190015	0.009	0	0.052	NA	0.052	0.052	0.043	0.043	0.043	0.026	0.043	0.043	0.061	0.034	0.034	0.009	0.034	0.043	0.018	NA	N
BN190017	0.011	0.019	0.026	NA	0.015	0.045	0.03	0.034	0.023	0.03	0.022	0.026	0.022	0.019	0.019	0.026	0.034	0.03	0.041	NA	N
BN190018	0	0.021	0.036	NA	0.01	0.01	0.015	0.005	0.015	0.005	0.01	0	0.021	0.01	0.005	0.005	0.015	0.015	0.01	NA	T
BN190019	0.008	0.012	0.132	NA	0.037	0.235	0.218	0.227	0.23	0.214	0.136	0.211	0.218	0.21	0.139	0.207	0.132	0.206	0.107	NA	T
BN190023	0.024	0.015	0.059	NA	0.073	0.098	0.083	0.079	0.063	0.064	0.063	0.074	0.064	0.063	0.073	0.063	0.068	0.073	0.068	NA	N
BN190024	0.014	0.011	0.036	NA	0.036	0.243	0.065	0.082	0.052	0.066	0.044	0.025	0.063	0.03	0.03	0.066	0.104	0.095	0.064	NA	T
BN190026	0.009	0.009	0.015	NA	0.009	0.032	0.018	0.012	0.015	0.012	0.009	0.003	0.015	0.015	0.006	0.015	0.024	0.041	0.006	NA	N
BN190028	0.012	0	0.009	NA	0.012	0.065	0.009	0.024	0.006	0.033	0.021	0.003	0.03	0.015	0.018	0.012	0.027	0.027	0.015	NA	T
BN190029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190031	0	0	0.071	NA	0	0	0	0	0.071	0	0	0.071	0	0	0	0	0	0	0.071	NA	T
BN190032	0.004	0.004	0.009	NA	0.004	0.009	0.009	0.009	0.004	0	0.004	0	0.013	0.004	0.009	0.004	0.004	0.009	0.014	NA	N
BN190033	0.006	0.006	0.006	NA	0.006	0.028	0.017	0.011	0	0.011	0	0.011	0.017	0	0.022	0.011	0	0.006	0.017	NA	T
BN190034	0.026	0.028	0.253	NA	0.334	0.375	0.385	0.321	0.321	0.258	0.174	0.163	0.179	0.148	0.115	0.077	0.133	0.199	0.061	NA	T
BN190036	0.005	0.026	0.046	NA	0.067	0.108	0.072	0.082	0.072	0.056	0.068	0.067	0.072	0.072	0.036	0.052	0.052	0.051	0.046	NA	T
BN190037	0.018	0.021	0.125	NA	0.121	0.172	0.133	0.109	0.13	0.146	0.112	0.139	0.133	0.133	0.095	0.073	0.133	0.13	0.08	NA	N
BN190038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190039	0.363	0.276	0.53	NA	0.528	0.531	0.499	0.509	0.512	0.516	0.516	0.516	0.512	0.515	0.509	0.515	0.515	0.511	0.508	NA	T
BN190040	0.109	0.078	0.133	NA	0.126	0.126	0.134	0.123	0.122	0.124	0.128	0.12	0.124	0.115	0.132	0.128	0.119	0.115	0.129	NA	N
BN190041	0.006	0.006	0.006	NA	0.023	0.032	0.013	0.009	0.019	0.004	0.013	0.006	0.008	0.011	0.011	0.008	0.021	0.028	0.008	NA	T
BN190042	0	0.004	0.022	NA	0.026	0.061	0.022	0.031	0.029	0.026	0.02	0.013	0.013	0.013	0.018	0.009	0.029	0.022	0.029	NA	N
BN190044	0.781	0.562	0.941	NA	0.924	0.947	0.932	0.938	0.932	0.947	0.94	0.939	0.945	0.928	0.945	0.926	0.942	0.94	0.881	NA	T
BN190046	0.009	0.018	0.132	NA	0.149	0.43	0.412	0.412	0.372	0.421	0.237	0.307	0.412	0.149	0.316	0.149	0.395	0.351	0.205	NA	T
BN190047	0.003	0	0.03	NA	0.013	0.102	0.03	0.033	0.033	0.043	0.04	0.033	0.023	0.023	0.02	0.02	0.059	0.053	0.013	NA	N
BN190048	0.022	0.005	0.104	NA	0.099	0.17	0.247	0.236	0.159	0.154	0.127	0.183	0.214	0.137	0.121	0.078	0.155	0.16	0.028	NA	T
BN190049	0.024	0.039	0.368	NA	0.139	0.654	0.603	0.605	0.548	0.487	0.541	0.581	0.549	0.507	0.247	0.372	0.542	0.629	0.163	NA	T
BN190050	0.018	0.007	0.042	NA	0.025	0.099	0.057	0.046	0.053	0.05	0.042	0.022	0.042	0.025	0.036	0.046	0.064	0.06	0.032	NA	N
BN190051	0.003	0.026	0.094	NA	0.1	0.194	0.149	0.198	0.152	0.183	0.1	0.1	0.112	0.048	0.014	0.02	0.049	0.04	0.011	NA	T
BN190052	0.012	0.007	0.054	NA	0.089	0.176	0.172	0.167	0.154	0.143	0.069	0.053	0.066	0.034	0.031	0.009	0.034	0.037	0.032	0	N
BN190054	0.222	0.137	0.677	NA	0.689	0.922	0.722	0.869	0.718	0.856	0.495	0.869	0.778	0.736	0.336	0.191	0.838	0.891	0.424	NA	T
BN190055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190056	0	0	0.025	NA	0.043	0.049	0.024	0.024	0	0.024	0.006	0.031	0.018	0.043	0.006	0.018	0.043	0.037	0.025	NA	N
BN190057	0.003	0.013	0.013	NA	0.022	0.062	0.024	0.017	0.014	0.018	0.006	0.008	0.008	0.006	0.005	0.013	0.014	0.038	0.018	NA	T
BN190059	0.026	0	0.007	NA	0.013	0.071	0.039	0.026	0.038	0.071	0.032	0.019	0.033	0.02	0.019	0.052	0.077	0.083	0.02	NA	N
BN190062	0.006	0.006	0.025	NA	0.025	0.044	0.013	0.019	0.019	0.019	0.013	0.019	0.038	0.006	0.013	0.006	0.031	0.019	0.006	NA	N
BN190068	0.021	0.01	0.034	NA	0.036	0.044	0.044	0.034	0.039	0.034	0.029	0.047	0.034	0.028	0.029	0.018	0.028	0.049	0.031	NA	N
BN190071	0.02	0.013	0.031	NA	0.05	0.096	0.043	0.078	0.048	0.071	0.04	0.033	0.065	0.043	0.043	0.04	0.055	0.083	0.06	NA	N
BN190072	0.019	0.019	0.155	NA	0.115	0.212	0.144	0.106	0.077	0.067	0.087	0.048	0.067	0.038	0.029	0.058	0.038	0.077	0.049	NA	N
BN190073	0	0	0.091	NA	0.136	0.273	0.273	0.182	0.227	0.136	0.091	0.091	0.227	0.045	0.045	0	0	0.091	0	NA	T
BN190075	0.031	0.005	0.01	NA	0.016	0.083	0.042	0.062	0.031	0.052	0.042	0.031	0.016	0.021	0.021	0.047	0.042	0.042	0.016	NA	N
BN190077	0.247	0.167	0.557	NA	0.549	0.556	0.556	0.556	0.564	0.556	0.545	0.544	0.543	0.547	0.516	0.518	0.498	0.541	0.453	NA	T
BN190080	0.022	0.011	0.022	NA	0.022	0.022	0.011	0.022	0.011	0.022	0.032	0.032	0.032	0.043	0.032	0.032	0.022	0.043	0.022	NA	N
BN190083	0.006	0.003	0.081	NA	0.06	0.149	0.116	0.095	0.095	0.092	0.064	0.058	0.066	0.037	0.029	0.052	0.086	0.086	0.046	NA	T
BN190085	0.007	0	0.028	NA	0.021	0.09	0.049	0.056	0.035	0.083	0.042	0.042	0.056	0.021	0.056	0.042	0.042	0.069	0.035	NA	N
BN190087	0.036	0.012	0.097	NA	0.092	0.113	0.1	0.072	0.081	0.076	0.081	0.081	0.085	0.076	0.068	0.073	0.08	0.076	0.06	NA	T
BN190089	0.087	0.01	0.277	NA	0.301	0.296	0.286	0.286	0.302	0.291	0.291	0.296	0.291	0.282	0.278	0.272	0.282	0.291	0.27	NA	N
BN190090	0.048	0.034	0.162	NA	0.577	0.459	0.427	0.313	0.154	0.276	0.241	0.447	0.543	0.218	0.038	0.281	0.344	0.537	0.082	NA	T
BN190092	0.026	0.036	0.129	NA	0.237	0.195	0.13	0.113	0.036	0.144	0.067	0.149	0.221	0.092	0.056	0.128	0.164	0.218	0.031	NA	N
BN190094	0.01	0.005	0.01	NA	0	0.025	0.005	0.005	0.015	0	0.005	0.005	0.005	0.01	0.005	0.005	0.01	0.02	0.025	NA	T
BN190096	0	0.008	0	NA	0	0.008	0	0	0	0	0.004	0	0.008	0.008	0.004	0.008	0.004	0.004	0	NA	N
BN190098	0.007	0.004	0.026	NA	0.022	0.048	0.028	0.028	0.044	0.024	0.015	0.013	0.015	0.026	0.022	0.028	0.022	0.028	0.02	NA	N
BN190099	0.011	0	0.015	NA	0.004	0.015	0	0.007	0.018	0.022	0	0.011	0.004	0.011	0.007	0	0.018	0.025	0.018	NA	T
BN190101	0.003	0.003	0.008	NA	0.019	0.031	0.011	0.017	0.017	0.008	0.014	0	0.017	0.011	0.014	0.014	0.014	0.011	0.003	NA	N
BN190106	0	0	0.018	NA	0.018	0	0	0	0.009	0	0	0	0	0	0.009	0	0	0	0	NA	T
BN190109	0.006	0.006	0.006	NA	0	0.006	0.006	0.023	0.011	0	0	0	0.006	0.011	0.011	0	0	0	0	NA	N
BN190111	0	0.034	0.014	NA	0.027	0.121	0.074	0.061	0.068	0.107	0.047	0.034	0.04	0.02	0.007	0.054	0.087	0.107	0.047	NA	T
BN190114	0.01	0	0.101	NA	0.124	0.111	0.114	0.114	0.111	0.122	0.091	0.075	0.089	0.071	0.049	0.02	0.088	0.068	0.062	NA	T
BN190117	0.015	0.01	0.145	NA	0.211	0.325	0.28	0.285	0.276	0.16	0.172	0.115	0.206	0.225	0.136	0.09	0.235	0.255	0.106	NA	N
BN190119	0.041	0.041	0.692	NA	0.65	0.901	0.909	0.858	0.908	0.9	0.818	0.893	0.835	0.752	0.65	0.256	0.653	0.675	0.248	NA	T
BN190120	0.013	0.004	0.034	NA	0.037	0.037	0.033	0.021	0.025	0.021	0.025	0.025	0.025	0.021	0.029	0.033	0.021	0.042	0.025	NA	N
BN190121	0.012	0.008	0.082	NA	0.078	0.156	0.058	0.07	0.039	0.067	0.071	0.105	0.113	0.066	0.043	0.039	0.098	0.121	0.043	NA	T
BN190122	0.006	0.004	0.047	NA	0.045	0.096	0.062	0.034	0.036	0.013	0.009	0.043	0.03	0.022	0.009	0.022	0.022	0.065	0.03	NA	N
BN190125	0.016	0.005	0.025	NA	0.009	0.055	0.03	0.021	0.03	0.014	0.014	0.019	0.014	0.005	0.019	0.018	0.023	0.023	0.014	NA	T
BN190128	0.007	0.014	0.025	NA	0.007	0.042	0.021	0.018	0.021	0.018	0.025	0.004	0.011	0.018	0.011	0.021	0.014	0.018	0.007	NA	N
BN190131	0.017	0	0.017	NA	0.017	0.085	0.068	0.034	0.034	0.034	0.017	0.034	0.034	0.017	0.018	0.068	0.051	0.051	0.035	NA	T
BN190133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190135	0.026	0.018	0.16	NA	0.15	0.15	0.142	0.142	0.142	0.112	0.125	0.108	0.116	0.107	0.134	0.113	0.129	0.146	0.082	NA	T
BN190137	0.003	0.003	0.049	NA	0.054	0.046	0.046	0.052	0.049	0.04	0.046	0.049	0.043	0.054	0.014	0.009	0.032	0.049	0.029	NA	N
BN190141	0	0.013	0	NA	0.013	0.013	0	0.013	0.013	0.027	0	0.013	0.027	0.027	0	0	0	0	0	NA	T
BN190142	0.021	0	0.01	NA	0.021	0.052	0.01	0.005	0.026	0	0	0.005	0.01	0.005	0.021	0.01	0.01	0	0.036	NA	N
BN190147	0.004	0.018	0.1	NA	0.013	0.238	0.185	0.126	0.158	0.023	0.027	0.014	0.023	0.022	0.004	0.014	0.041	0.045	0.036	NA	T
BN190149	0	0	0.119	NA	0.058	0.216	0.164	0.14	0.099	0.065	0.023	0.082	0.076	0.053	0.035	0.012	0.035	0.082	0.024	NA	N
BN190150	0.003	0.003	0.003	NA	0.017	0.017	0	0.003	0.007	0.01	0	0.007	0	0.01	0.017	0.004	0.007	0.014	0.018	NA	T
BN190151	0.011	0.011	0.006	NA	0.008	0.036	0.025	0.022	0.011	0.006	0.006	0.011	0.008	0.011	0.006	0.006	0.011	0.017	0.017	NA	T
BN190155	0.004	0.012	0.008	NA	0.004	0.039	0.004	0.016	0.008	0	0.012	0.012	0.008	0.004	0.012	0.008	0.04	0.024	0.004	NA	N
BN190158	0	0	0.036	NA	0.196	0.17	0.031	0.01	0.021	0.005	0.016	0	0	0.005	0.01	0	0.005	0.005	0.021	NA	T
BN190159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190163	0	0	0.245	NA	0.229	0.306	0.245	0.245	0.265	0.204	0.271	0.245	0.25	0.143	0.062	0.122	0.184	0.245	0.102	NA	N
BN190164	0.043	0.088	0.504	NA	0.557	0.53	0.539	0.53	0.478	0.539	0.513	0.513	0.53	0.539	0.478	0.409	0.513	0.487	0.33	NA	T
BN190166	0.048	0.043	0.332	NA	0.332	0.339	0.336	0.327	0.339	0.338	0.319	0.325	0.323	0.332	0.314	0.296	0.313	0.322	0.297	NA	N
BN190168	0.01	0.014	0.029	NA	0.043	0.106	0.048	0.043	0.058	0.034	0.019	0.005	0.048	0.019	0.019	0.024	0.044	0.087	0.024	NA	T
BN190170	0.114	0.096	0.172	NA	0.184	0.253	0.222	0.21	0.222	0.203	0.146	0.177	0.209	0.196	0.19	0.203	0.21	0.203	0.172	NA	T
BN190171	0.02	0.028	0.051	NA	0.028	0.051	0.063	0.047	0.048	0.055	0.043	0.047	0.055	0.043	0.059	0.043	0.043	0.051	0.036	NA	N
BN190172	0.014	0.015	0.224	NA	0.099	0.252	0.026	0.041	0.032	0.015	0.012	0.009	0.017	0.012	0.015	0.012	0.032	0.035	0.006	NA	T
BN190175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190179	0	0.092	0.421	NA	0.25	0.382	0.013	0.092	0.263	0.184	0.224	0.224	0.368	0.333	0.276	0.263	0.276	0.276	0.118	NA	T
BN190180	0.01	0.013	0.074	NA	0.065	0.071	0.032	0.016	0.01	0.006	0.052	0.049	0.071	0.061	0.055	0.052	0.078	0.058	0.042	NA	N
BN190181	0.002	0.008	0.023	NA	0.034	0.7	0.146	0.057	0.062	0.019	0.017	0.026	0.006	0.022	0.012	0.008	0.023	0.031	0.009	NA	T
BN190184	0.013	0.005	0.013	NA	0.005	0.054	0.018	0.018	0.023	0.01	0.018	0.003	0.021	0.01	0.005	0.008	0.018	0.036	0.013	NA	N
BN190186	0.008	0.008	0.017	NA	0.021	0.033	0.013	0.021	0.013	0.021	0.013	0.008	0.017	0.008	0.017	0.017	0.029	0.013	0.017	NA	T
BN190189	0.007	0.016	0.035	NA	0.042	0.084	0.053	0.049	0.044	0.051	0.032	0.046	0.039	0.028	0.044	0.049	0.06	0.095	0.052	NA	N
BN190191	0.385	0.274	0.656	NA	0.675	0.737	0.748	0.761	0.761	0.756	0.743	0.731	0.759	0.757	0.706	0.722	0.768	0.751	0.743	NA	T
BN190192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190193	0.01	0.031	0.01	NA	0.01	0.01	0	0	0.051	0.01	0	0	0	0.02	0.01	0	0	0	0.01	NA	T
BN190195	0	0	0.006	NA	0.018	0.006	0.006	0	0	0	0	0	0.006	0.018	0	0.012	0.012	0.012	0.006	NA	N
BN190198	0.044	0.033	0.167	NA	0.276	0.21	0.055	0.121	0.055	0.049	0.05	0.106	0.154	0.027	0.115	0.066	0.148	0.171	0.034	NA	T
BN190199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190200	0.006	0	0.011	NA	0.006	0.011	0.006	0.033	0.006	0.006	0.006	0.006	0.011	0.017	0.006	0.006	0.011	0.022	0	NA	T
BN190201	0.011	0	0.011	NA	0.015	0.011	0.026	0.015	0.026	0.011	0	0.004	0	0.015	0.007	0	0.018	0.004	0.015	NA	N
BN190202	0.011	0.005	0.057	NA	0.149	0.563	0.144	0.038	0.025	0.014	0.011	0	0.009	0.018	0.011	0.014	0.09	0.084	0.014	NA	T
BN190203	0.013	0.027	0.04	NA	0.013	0.013	0.027	0.013	0.013	0.013	0.013	0.013	0.013	0.013	0.027	0.014	0.013	0.027	0.027	NA	T
BN190206	0.019	0.009	0.028	NA	0.021	0.088	0.035	0.028	0.028	0.03	0.014	0.016	0.018	0.018	0.016	0.019	0.025	0.037	0.009	NA	N
BN190209	0	0	0.033	NA	0.016	0.115	0.033	0.016	0.016	0	0.017	0.016	0.05	0	0.033	0.016	0.016	0.016	0.017	NA	N
BN190210	0.021	0.042	0.536	NA	0.515	0.467	0.289	0.324	0.113	0.092	0.293	0.137	0.265	0.119	0.027	0.069	0.226	0.206	0.071	NA	T
BN190211	0.187	0.225	0.711	NA	0.506	0.715	0.676	0.702	0.609	0.568	0.535	0.537	0.574	0.527	0.482	0.561	0.66	0.628	0.542	NA	T
BN190213	0.024	0.005	0.049	NA	0.024	0.039	0.034	0.044	0.039	0.03	0.034	0.02	0.029	0.024	0.03	0.024	0.029	0.044	0.025	NA	N
BN190215	0.243	0.198	0.47	NA	0.301	0.438	0.418	0.434	0.381	0.414	0.362	0.309	0.373	0.383	0.361	0.412	0.456	0.437	0.288	NA	T
BN190218	0.079	0.043	0.142	NA	0.066	0.177	0.161	0.161	0.132	0.177	0.109	0.092	0.125	0.111	0.121	0.171	0.151	0.144	0.05	NA	N
BN190219	0.021	0.005	0.011	NA	0.016	0.005	0.026	0.005	0.005	0.016	0.005	0.011	0.011	0.005	0	0.016	0	0.011	0	NA	T
BN190221	0.011	0.003	0.029	NA	0.003	0.074	0.034	0.02	0.024	0.031	0.02	0.017	0.03	0.003	0.013	0.027	0.036	0.03	0.023	NA	N
BN190223	0.033	0.018	0.12	NA	0.133	0.153	0.149	0.159	0.148	0.155	0.152	0.156	0.153	0.143	0.143	0.14	0.154	0.163	0.085	NA	T
BN190225	0	0.016	0.032	NA	0	0.065	0	0	0.016	0.016	0	0	0.016	0.016	0	0	0.048	0	0	NA	N
BN190227	0	0.011	0.011	NA	0.027	0.044	0.038	0.016	0.039	0.027	0.016	0.006	0.027	0.027	0.011	0.022	0.038	0.033	0.022	NA	T
BN190229	0.003	0.003	0.002	NA	0.015	0.022	0.005	0.003	0.003	0.018	0.01	0.008	0.01	0.01	0.012	0.007	0.003	0.017	0.008	NA	N
BN190231	0.029	0	0.065	NA	0.072	0.167	0.09	0.088	0.058	0.076	0.062	0.033	0.087	0.065	0.062	0.069	0.088	0.083	0.069	NA	T
BN190233	0.003	0.009	0.015	NA	0.033	0.076	0.04	0.03	0.024	0.043	0.024	0.028	0.021	0.015	0.034	0.033	0.046	0.064	0.03	NA	N
BN190235	0.01	0.01	0.029	NA	0.029	0.152	0.124	0.067	0.106	0.057	0.029	0.01	0.095	0.038	0.048	0.038	0.058	0.133	0.01	NA	T
BN190238	0.011	0.011	0.021	NA	0.054	0.08	0.035	0.043	0.045	0.021	0.022	0.011	0.024	0.007	0.013	0.039	0.022	0.085	0.03	NA	N
BN190240	0.003	0.013	0.023	NA	0.025	0.06	0.05	0.033	0.028	0.025	0.005	0.003	0.008	0.01	0.018	0.018	0.018	0.018	0.013	NA	T
BN190241	0.006	0.019	0.087	NA	0.082	0.17	0.052	0.066	0.095	0.063	0.019	0.025	0.027	0.011	0.022	0.025	0.032	0.036	0.014	NA	N
BN190242	0.02	0.01	0.026	0	0.079	0.426	0.082	0.095	0.082	0.065	0.034	0.035	0.043	0.024	0.026	0.057	0.062	0.089	0.048	0	T
BN190244	0.02	0.007	0.075	NA	0.088	0.075	0.034	0.054	0.088	0.075	0.061	0.075	0.061	0.102	0.082	0.082	0.068	0.068	0.048	NA	T
BN190245	0.014	0	0.073	NA	0.071	0.086	0.036	0.071	0.057	0.087	0.065	0.108	0.071	0.079	0.064	0.079	0.079	0.072	0.043	NA	N
BN190247	0	0.006	0.017	NA	0.029	0.029	0.006	0.006	0.006	0	0.012	0	0.006	0	0.006	0.006	0.04	0.04	0	NA	T
BN190248	0.053	0.046	0.653	NA	0.684	0.697	0.698	0.701	0.703	0.703	0.706	0.7	0.706	0.702	0.692	0.577	0.696	0.689	0.639	NA	T
BN190249	0.284	0.079	0.279	NA	0.29	0.275	0.267	0.277	0.263	0.271	0.262	0.253	0.276	0.26	0.264	0.262	0.261	0.271	0.264	NA	T
BN190251	0.028	0.017	0.047	NA	0.045	0.077	0.052	0.057	0.055	0.057	0.052	0.044	0.044	0.048	0.045	0.056	0.046	0.06	0.048	NA	T
BN190252	0.005	0.005	0.005	NA	0.008	0.005	0.004	0.005	0.004	0.005	0.004	0.006	0.004	0.004	0.01	0.004	0.002	0.007	0.007	NA	T
BN190255	0.005	0.002	0.012	NA	0.019	0.023	0.02	0.01	0.013	0.018	0.005	0.013	0.013	0.007	0.006	0.013	0.024	0.022	0.02	NA	N
BN190256	0.184	0.014	0.05	NA	0	0.191	0.177	0.214	0.064	0.184	0.028	0.149	0.121	0.214	0.171	0.057	0.191	0.163	0.029	NA	T
BN190257	0.008	0.005	0.016	0	0.017	0.068	0.026	0.032	0.017	0.026	0.021	0.021	0.02	0.019	0.02	0.02	0.037	0.036	0.027	0	N
BN190258	0.022	0.02	0.242	NA	0.307	0.302	0.301	0.285	0.288	0.296	0.288	0.295	0.295	0.303	0.193	0.155	0.267	0.284	0.223	NA	T
BN190260	0.01	0.006	0.016	NA	0.029	0.054	0.029	0.029	0.028	0.025	0.013	0.022	0.028	0.023	0.021	0.019	0.031	0.05	0.015	NA	N
BN190262	0.005	0.002	0.019	NA	0.015	0.023	0.01	0.008	0.008	0.013	0.003	0.002	0.013	0.017	0.005	0.01	0.007	0.01	0.007	NA	N
BN190264	0.007	0.006	0.036	NA	0.034	0.092	0.053	0.051	0.046	0.046	0.041	0.03	0.045	0.021	0.019	0.042	0.043	0.046	0.02	0	N
BN190265	0.02	0.023	0.18	NA	0.183	0.507	0.057	0.162	0.173	0.05	0.164	0.148	0.168	0.032	0.024	0.04	0.139	0.1	0.018	NA	T
