BN190150	0.365	0.164	0.133	0.239	0.185	0.189	0.368	0.231	0.208	0.181	0.221	0.251	0.153	0.158	0.108	0.15	0.103	0.101	0.068	0.075	0.107	0.093	0.075	0.16	T
BN190151	0.371	0.215	0.188	0.329	0.278	0.265	0.45	0.288	0.267	0.228	0.325	0.355	0.169	0.216	0.124	0.148	0.097	0.122	0.085	0.071	0.108	0.105	0.086	0.168	T
BN190155	0.373	0.113	0.088	0.167	0.131	0.114	0.249	0.184	0.161	0.157	0.165	0.195	0.105	0.127	0.096	0.112	0.063	0.072	0.044	0.046	0.077	0.068	0.056	0.122	N
BN190158	0.367	0.229	0.196	0.369	0.365	0.242	0.505	0.425	0.282	0.265	0.412	0.445	0.388	0.372	0.221	0.14	0.177	0.077	0.061	0.041	0.088	0.119	0.067	0.147	T
BN190159	0.4	0.2	0.08	0.2	0.16	0.2	0.36	0.375	0.4	0.36	0.44	0.36	0.32	0.36	0.24	0.08	0.04	0.2	0.04	0.2	0.12	0.16	0.04	0.24	N
BN190162	0.349	0.279	0.333	0.326	0.279	0.233	0.395	0.357	0.262	0.256	0.349	0.419	0.381	0.419	0.233	0.372	0.209	0.209	0.093	0.07	0.093	0.07	0.186	0.326	T
BN190163	0.362	0.226	0.198	0.249	0.235	0.22	0.345	0.274	0.267	0.24	0.271	0.321	0.276	0.288	0.175	0.282	0.116	0.141	0.062	0.093	0.121	0.106	0.155	0.225	N
BN190164	0.372	0.721	0.705	0.745	0.731	0.697	0.767	0.73	0.75	0.747	0.758	0.77	0.744	0.748	0.707	0.733	0.693	0.713	0.565	0.53	0.711	0.665	0.645	0.726	T
BN190166	0.376	0.483	0.462	0.522	0.489	0.48	0.583	0.522	0.526	0.51	0.527	0.564	0.507	0.515	0.498	0.521	0.498	0.51	0.479	0.406	0.485	0.496	0.486	0.532	N
BN190168	0.365	0.082	0.048	0.12	0.09	0.079	0.225	0.162	0.149	0.134	0.151	0.189	0.12	0.136	0.052	0.084	0.034	0.032	0.021	0.029	0.041	0.036	0.028	0.082	T
BN190170	0.376	0.18	0.148	0.226	0.204	0.198	0.304	0.235	0.252	0.219	0.252	0.277	0.182	0.178	0.049	0.127	0.03	0.034	0.027	0.03	0.045	0.032	0.041	0.073	T
BN190171	0.36	0.067	0.063	0.092	0.071	0.081	0.136	0.093	0.085	0.065	0.077	0.102	0.065	0.058	0.026	0.07	0.008	0.011	0.016	0.014	0.028	0.019	0.02	0.041	N
BN190172	0.376	0.044	0.032	0.068	0.062	0.052	0.174	0.105	0.079	0.069	0.087	0.335	0.111	0.102	0.043	0.045	0.025	0.028	0.022	0.021	0.033	0.016	0.034	0.063	T
BN190175	0.412	0.062	0.176	0.059	0	0	0.059	0.059	0	0.059	0.059	0.176	0.059	0	0	0	0.059	0	0	0	0	0	0	0	N
BN190179	0.367	0.304	0.193	0.306	0.169	0.198	0.585	0.532	0.367	0.364	0.383	0.498	0.366	0.424	0.333	0.303	0.171	0.328	0.294	0.127	0.213	0.048	0.055	0.143	T
BN190180	0.362	0.062	0.041	0.097	0.077	0.055	0.155	0.146	0.112	0.113	0.113	0.147	0.084	0.099	0.069	0.081	0.033	0.07	0.063	0.025	0.056	0.026	0.025	0.049	N
BN190181	0.382	0.041	0.031	0.047	0.046	0.044	0.1	0.064	0.046	0.041	0.066	0.071	0.051	0.058	0.033	0.048	0.032	0.037	0.023	0.026	0.022	0.019	0.021	0.051	T
BN190184	0.389	0.046	0.041	0.061	0.043	0.06	0.135	0.078	0.068	0.071	0.09	0.113	0.05	0.066	0.046	0.063	0.03	0.028	0.013	0.02	0.033	0.04	0.036	0.08	N
BN190186	0.382	0.196	0.192	0.248	0.203	0.213	0.401	0.266	0.253	0.22	0.283	0.315	0.21	0.188	0.183	0.229	0.159	0.194	0.142	0.13	0.17	0.143	0.13	0.242	T
BN190189	0.369	0.048	0.04	0.088	0.07	0.074	0.186	0.095	0.092	0.074	0.1	0.119	0.068	0.075	0.036	0.061	0.026	0.032	0.029	0.019	0.033	0.028	0.029	0.075	N
BN190191	0.38	0.587	0.574	0.604	0.593	0.58	0.648	0.605	0.604	0.589	0.611	0.621	0.597	0.601	0.575	0.587	0.516	0.547	0.215	0.426	0.498	0.469	0.557	0.606	T
BN190192	0.316	0.481	0.468	0.506	0.481	0.494	0.582	0.513	0.563	0.494	0.538	0.532	0.513	0.49	0.424	0.475	0.424	0.437	0.318	0.386	0.437	0.38	0.399	0.487	N
BN190193	0.376	0.032	0.023	0.051	0.04	0.038	0.099	0.059	0.049	0.04	0.051	0.061	0.029	0.037	0.022	0.046	0.016	0.022	0.02	0.018	0.024	0.019	0.021	0.057	T
BN190195	0.364	0.014	0.009	0.03	0.024	0.022	0.065	0.029	0.015	0.025	0.026	0.036	0.011	0.02	0.012	0.024	0.007	0.012	0.01	0.008	0.014	0.007	0.015	0.028	N
BN190198	0.389	0.049	0.035	0.083	0.06	0.062	0.146	0.085	0.078	0.105	0.144	0.173	0.06	0.103	0.035	0.052	0.031	0.033	0.031	0.036	0.041	0.032	0.025	0.056	T
BN190199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190200	0.365	0.385	0.283	0.482	0.506	0.186	0.488	0.347	0.379	0.522	0.559	0.464	0.202	0.177	0.044	0.122	0.033	0.035	0.026	0.023	0.038	0.026	0.049	0.063	T
BN190201	0.374	0.085	0.052	0.112	0.092	0.076	0.204	0.112	0.106	0.092	0.108	0.145	0.077	0.078	0.051	0.072	0.039	0.048	0.037	0.023	0.046	0.025	0.043	0.069	N
BN190202	0.364	0.288	0.268	0.299	0.29	0.283	0.353	0.312	0.308	0.302	0.31	0.331	0.3	0.3	0.307	0.313	0.289	0.291	0.284	0.281	0.307	0.298	0.297	0.317	T
BN190203	0.357	0.159	0.145	0.219	0.176	0.177	0.328	0.243	0.207	0.172	0.228	0.272	0.157	0.185	0.156	0.179	0.126	0.121	0.095	0.092	0.139	0.108	0.104	0.202	T
