93	0.11	0.045	0.219	0.619	0.641	0.651	0.448	0.494	0.529	0.529	0.458	T
94	0.038	0.011	0.077	0.473	0.391	0.369	0.297	0.286	0.258	0.341	0.308	N
BN190001	0.085	0.044	0.028	0.398	0.364	0.373	0.138	0.156	0.26	0.301	0.22	T
BN190002	0.018	0.006	0.018	0.296	0.239	0.211	0.091	0.119	0.149	0.192	0.152	N
BN190003	0.076	0.046	0.025	0.652	0.629	0.6	0.267	0.416	0.516	0.535	0.276	T
BN190005	0.029	0.01	0.005	0.49	0.447	0.302	0.154	0.13	0.269	0.312	0.188	N
BN190006	0.05	0.031	0.047	0.548	0.44	0.377	0.213	0.212	0.39	0.374	0.298	T
BN190007	0.022	0.019	0.027	0.527	0.475	0.381	0.183	0.238	0.301	0.328	0.303	N
BN190008	0.062	0.057	0.087	0.4	0.35	0.305	0.163	0.208	0.2	0.269	0.231	T
BN190010	0.13	0.065	0.148	0.539	0.489	0.462	0.305	0.348	0.397	0.445	0.419	N
BN190011	0.121	0.055	0.022	0.757	0.774	0.76	0.542	0.464	0.685	0.593	0.61	T
BN190012	0.026	0.026	0.024	0.41	0.339	0.247	0.132	0.156	0.177	0.177	0.205	N
BN190014	0.063	0.008	0.045	0.484	0.467	0.427	0.27	0.293	0.388	0.377	0.351	T
BN190015	0.044	0.02	0.005	0.393	0.371	0.286	0.132	0.184	0.204	0.228	0.146	N
BN190017	0.063	0.043	0.063	0.381	0.314	0.358	0.127	0.212	0.256	0.298	0.192	N
BN190018	0.036	0.024	0.046	0.515	0.445	0.452	0.345	0.322	0.429	0.422	0.396	T
BN190019	0.089	0.053	0.074	0.579	0.414	0.517	0.358	0.395	0.442	0.458	0.358	T
BN190023	0.048	0.045	0.05	0.353	0.325	0.223	0.093	0.168	0.201	0.218	0.22	N
BN190024	0.061	0.026	0.111	0.806	0.675	0.548	0.314	0.43	0.365	0.466	0.383	T
BN190026	0.014	0.018	0.027	0.251	0.208	0.195	0.085	0.08	0.16	0.179	0.147	N
BN190028	0.023	0.011	0.02	0.443	0.371	0.252	0.106	0.183	0.201	0.227	0.217	T
BN190029	0.016	0.016	0.008	0.456	0.415	0.378	0.16	0.208	0.304	0.264	0.288	N
BN190030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190031	0	0	0.077	0.462	0.462	0.455	0.308	0.308	0.462	0.462	0.538	T
BN190032	0.078	0.016	0.031	0.326	0.287	0.281	0.093	0.124	0.264	0.202	0.133	N
BN190033	0.057	0.045	0.029	0.303	0.297	0.253	0.086	0.11	0.217	0.214	0.178	T
BN190034	0.11	0.037	0.085	0.671	0.61	0.55	0.244	0.256	0.383	0.329	0.451	T
BN190036	0.05	0.032	0.034	0.501	0.427	0.39	0.165	0.186	0.259	0.265	0.246	T
BN190037	0.014	0.017	0.022	0.352	0.296	0.243	0.145	0.126	0.167	0.169	0.162	N
BN190038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190039	0.1	0.074	0.205	0.631	0.601	0.56	0.334	0.471	0.486	0.498	0.458	T
BN190040	0.061	0.03	0.07	0.409	0.354	0.316	0.171	0.183	0.259	0.297	0.247	N
BN190041	0.048	0.041	0.039	0.357	0.26	0.292	0.1	0.125	0.196	0.211	0.184	T
BN190042	0.039	0.018	0.01	0.361	0.319	0.241	0.088	0.127	0.182	0.229	0.169	N
BN190044	0.132	0.05	0.075	0.89	0.903	0.899	0.526	0.694	0.722	0.612	0.597	T
BN190046	0.169	0.079	0.287	0.621	0.454	0.567	0.305	0.494	0.545	0.455	0.455	T
BN190047	0.024	0.019	0.032	0.556	0.519	0.44	0.214	0.321	0.338	0.393	0.341	N
BN190048	0.081	0.05	0.068	0.511	0.486	0.463	0.23	0.285	0.41	0.399	0.348	T
BN190049	0.276	0.19	0.629	0.867	0.833	0.808	0.641	0.752	0.714	0.819	0.743	T
BN190050	0.069	0.051	0.118	0.35	0.322	0.311	0.151	0.196	0.235	0.251	0.206	N
BN190051	0.078	0.048	0.043	0.512	0.454	0.386	0.118	0.14	0.272	0.296	0.291	T
BN190052	0.073	0.03	0.052	0.428	0.393	0.382	0.15	0.143	0.266	0.339	0.282	N
BN190054	0.12	0.082	0.323	0.927	0.845	0.889	0.699	0.826	0.832	0.853	0.79	T
BN190055	0.143	0.071	0.143	0.357	0.429	0.357	0.143	0.214	0.286	0.214	0.143	T
BN190056	0.037	0.012	0.025	0.452	0.423	0.364	0.18	0.229	0.266	0.322	0.331	N
BN190057	0.03	0.026	0.034	0.39	0.306	0.306	0.112	0.124	0.2	0.22	0.192	T
BN190059	0.017	0	0.013	0.552	0.478	0.314	0.1	0.156	0.169	0.2	0.179	N
BN190062	0.028	0.03	0.025	0.215	0.152	0.154	0.071	0.063	0.142	0.187	0.121	N
BN190068	0.021	0.012	0.012	0.245	0.204	0.174	0.075	0.062	0.1	0.179	0.133	N
BN190071	0.031	0.015	0.015	0.571	0.502	0.384	0.157	0.278	0.258	0.267	0.248	N
BN190072	0.014	0.028	0.021	0.585	0.523	0.435	0.217	0.324	0.275	0.356	0.313	N
BN190073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190075	0.007	0.021	0.028	0.329	0.315	0.232	0.161	0.215	0.215	0.285	0.215	N
BN190077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190080	0.027	0.02	0.037	0.157	0.135	0.102	0.067	0.084	0.12	0.161	0.11	N
BN190083	0.094	0.039	0.045	0.398	0.521	0.523	0.21	0.183	0.273	0.264	0.225	T
BN190085	0.033	0.016	0.066	0.344	0.367	0.23	0.115	0.098	0.164	0.148	0.131	N
BN190087	0.058	0.035	0.065	0.531	0.445	0.434	0.22	0.221	0.329	0.377	0.302	T
BN190089	0.049	0.035	0.044	0.491	0.468	0.4	0.258	0.31	0.354	0.447	0.354	N
BN190090	0.143	0.107	0.5	0.714	0.727	0.642	0.618	0.5	0.589	0.679	0.643	T
BN190092	0.101	0.054	0.116	0.447	0.418	0.343	0.264	0.181	0.261	0.302	0.315	N
BN190094	0.036	0.018	0.042	0.629	0.611	0.579	0.202	0.339	0.405	0.232	0.327	T
BN190096	0.017	0.02	0.025	0.378	0.346	0.316	0.11	0.172	0.229	0.192	0.147	N
BN190098	0.056	0.024	0.02	0.128	0.274	0.23	0.106	0.118	0.205	0.246	0.187	N
BN190099	0.086	0.039	0.025	0.367	0.358	0.357	0.142	0.159	0.238	0.228	0.204	T
BN190101	0.016	0.013	0.016	0.266	0.193	0.2	0.051	0.082	0.145	0.133	0.167	N
BN190106	0.013	0.003	0.016	0.395	0.317	0.256	0.133	0.181	0.21	0.254	0.223	T
BN190109	0.035	0.018	0.018	0.281	0.263	0.214	0.053	0.123	0.193	0.175	0.228	N
BN190111	0.026	0.004	0.018	0.71	0.689	0.561	0.28	0.429	0.465	0.491	0.454	T
BN190114	0.084	0.054	0.141	0.446	0.412	0.383	0.203	0.228	0.326	0.331	0.245	T
BN190117	0.087	0.054	0.103	0.514	0.522	0.467	0.35	0.389	0.4	0.405	0.4	N
BN190119	0.042	0.021	0.017	0.771	0.801	0.749	0.51	0.604	0.692	0.604	0.629	T
BN190120	0.074	0.048	0.028	0.416	0.363	0.396	0.19	0.206	0.291	0.314	0.19	N
BN190121	0.091	0.037	0.104	0.449	0.407	0.37	0.191	0.215	0.323	0.332	0.276	T
BN190122	0.044	0.038	0.038	0.247	0.248	0.228	0.123	0.138	0.178	0.199	0.172	N
BN190125	0.018	0.01	0.014	0.339	0.284	0.294	0.115	0.145	0.19	0.24	0.186	T
BN190128	0.019	0.005	0.028	0.319	0.282	0.283	0.119	0.143	0.2	0.251	0.251	N
BN190131	0.042	0.022	0.025	0.441	0.395	0.412	0.19	0.162	0.279	0.327	0.249	T
BN190133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190135	0.123	0.037	0.089	0.509	0.453	0.487	0.283	0.3	0.348	0.378	0.3	T
BN190137	0.045	0.032	0.09	0.323	0.247	0.252	0.097	0.116	0.2	0.206	0.232	N
BN190141	0.093	0.053	0.037	0.337	0.362	0.328	0.161	0.181	0.262	0.305	0.218	T
BN190142	0.068	0.024	0.144	0.529	0.531	0.474	0.329	0.338	0.433	0.485	0.386	N
BN190147	0.045	0.023	0.01	0.574	0.513	0.458	0.235	0.103	0.235	0.329	0.377	T
BN190149	0.012	0.016	0.012	0.345	0.356	0.261	0.119	0.099	0.171	0.175	0.222	N
BN190150	0.032	0.022	0.054	0.376	0.398	0.38	0.065	0.14	0.258	0.204	0.161	T
BN190151	0.08	0.04	0.026	0.509	0.473	0.422	0.139	0.182	0.298	0.332	0.269	T
BN190155	0.067	0.024	0.043	0.309	0.232	0.24	0.053	0.101	0.139	0.169	0.12	N
BN190158	0.076	0.048	0.048	0.43	0.4	0.417	0.214	0.216	0.271	0.247	0.223	T
BN190159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190163	0.048	0.048	0.01	0.356	0.269	0.231	0.135	0.096	0.221	0.269	0.183	N
BN190164	0.011	0	0.011	0.774	0.717	0.582	0.215	0.172	0.269	0.258	0.333	T
BN190166	0.039	0.026	0.023	0.558	0.515	0.512	0.174	0.094	0.157	0.165	0.164	N
BN190168	0.025	0.023	0.042	0.431	0.404	0.333	0.157	0.228	0.211	0.266	0.231	T
BN190170	0.03	0.022	0.089	0.537	0.481	0.515	0.209	0.326	0.385	0.356	0.348	T
BN190171	0.025	0.008	0.037	0.182	0.162	0.109	0.054	0.07	0.095	0.136	0.112	N
BN190172	0.063	0.026	0.037	0.607	0.596	0.563	0.307	0.304	0.365	0.395	0.523	T
BN190175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190180	0.02	0.04	0.012	0.211	0.129	0.163	0.052	0.044	0.081	0.138	0.093	N
BN190181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190184	0.033	0.02	0.031	0.297	0.283	0.17	0.051	0.087	0.133	0.144	0.127	N
BN190186	0.09	0.047	0.047	0.282	0.265	0.287	0.139	0.197	0.238	0.268	0.189	T
BN190189	0.015	0.008	0.022	0.499	0.452	0.375	0.17	0.205	0.281	0.391	0.258	N
BN190191	0.203	0.125	0.212	0.786	0.757	0.749	0.534	0.537	0.698	0.71	0.649	T
BN190192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190193	0.011	0.017	0.007	0.188	0.138	0.166	0.063	0.071	0.144	0.159	0.117	T
BN190195	0.017	0	0.004	0.087	0.091	0.113	0.025	0.029	0.046	0.138	0.096	N
BN190198	0.057	0.023	0.068	0.534	0.4	0.477	0.379	0.341	0.318	0.375	0.375	T
BN190199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190200	0.033	0.008	0.012	0.607	0.568	0.502	0.214	0.21	0.288	0.172	0.156	T
BN190201	0.023	0.023	0.023	0.321	0.29	0.25	0.073	0.073	0.164	0.172	0.136	N
BN190202	0.166	0.089	0.065	0.73	0.697	0.665	0.288	0.297	0.492	0.46	0.512	T
BN190203	0.095	0.047	0.034	0.375	0.35	0.32	0.12	0.144	0.263	0.29	0.205	T
BN190206	0	0	0	0.423	0.44	0.348	0.16	0.269	0.231	0.423	0.346	N
BN190209	0.015	0.015	0.03	0.351	0.309	0.276	0.113	0.125	0.177	0.198	0.177	N
BN190210	0.034	0.029	0.078	0.643	0.584	0.529	0.292	0.477	0.417	0.477	0.49	T
BN190211	0.126	0.058	0.068	0.772	0.716	0.714	0.515	0.436	0.608	0.652	0.649	T
BN190213	0.031	0.013	0	0.201	0.165	0.044	0.025	0.019	0.088	0.17	0.119	N
BN190215	0.031	0.019	0.025	0.666	0.643	0.555	0.258	0.254	0.333	0.423	0.426	T
BN190218	0.04	0.022	0.022	0.494	0.424	0.426	0.185	0.125	0.262	0.324	0.243	N
BN190219	0.038	0.017	0.024	0.373	0.336	0.171	0.034	0.082	0.147	0.13	0.11	T
BN190221	0.03	0.031	0.016	0.502	0.438	0.344	0.104	0.18	0.199	0.24	0.211	N
BN190223	0.067	0.036	0.025	0.437	0.382	0.389	0.215	0.209	0.338	0.328	0.281	T
BN190225	0.028	0.028	0.021	0.482	0.483	0.418	0.197	0.271	0.339	0.334	0.34	N
BN190227	0.046	0.027	0.02	0.607	0.498	0.313	0.089	0.087	0.175	0.193	0.152	T
BN190229	0.056	0.024	0.029	0.425	0.305	0.229	0.058	0.079	0.168	0.207	0.167	N
BN190231	0.082	0.032	0.032	0.45	0.401	0.367	0.192	0.188	0.249	0.27	0.217	T
BN190233	0.009	0	0.052	0.443	0.393	0.327	0.211	0.226	0.296	0.289	0.252	N
BN190235	0.051	0.027	0.029	0.575	0.518	0.478	0.243	0.299	0.358	0.382	0.355	T
BN190238	0.019	0.011	0.019	0.343	0.316	0.286	0.14	0.133	0.186	0.281	0.221	N
BN190240	0.095	0.058	0.04	0.32	0.314	0.344	0.119	0.169	0.245	0.265	0.197	T
BN190241	0.038	0.024	0.016	0.331	0.251	0.245	0.097	0.132	0.17	0.197	0.189	N
BN190242	0.04	0.035	0.08	0.622	0.505	0.461	0.219	0.386	0.425	0.343	0.343	T
BN190244	0.11	0.081	0.077	0.362	0.32	0.332	0.146	0.168	0.277	0.293	0.209	T
BN190245	0.035	0.04	0.067	0.175	0.172	0.165	0.071	0.091	0.122	0.154	0.125	N
BN190247	0.023	0.019	0.047	0.493	0.437	0.405	0.224	0.335	0.367	0.4	0.377	T
BN190248	0.062	0.053	0.029	0.787	0.722	0.749	0.51	0.293	0.692	0.609	0.686	T
BN190249	0.03	0.025	0.171	0.667	0.555	0.659	0.508	0.581	0.637	0.567	0.479	T
BN190251	0.065	0.046	0.038	0.385	0.329	0.344	0.138	0.174	0.267	0.275	0.233	T
BN190252	0.054	0.043	0.228	0.554	0.493	0.56	0.468	0.445	0.506	0.542	0.36	T
BN190255	0.012	0.019	0.018	0.398	0.381	0.348	0.177	0.179	0.262	0.315	0.26	N
BN190256	0.041	0.025	0.019	0.71	0.683	0.69	0.599	0.438	0.641	0.565	0.356	T
BN190257	0	0.007	0.026	0.507	0.399	0.32	0.17	0.242	0.281	0.294	0.209	N
BN190258	0.091	0.061	0.066	0.686	0.552	0.496	0.209	0.296	0.314	0.263	0.266	T
BN190260	0.05	0.009	0.044	0.635	0.578	0.497	0.244	0.299	0.388	0.379	0.324	N
BN190262	0.023	0	0.017	0.177	0.111	0.107	0.034	0.052	0.111	0.168	0.097	N
BN190264	0.038	0.03	0.023	0.564	0.545	0.496	0.203	0.241	0.263	0.301	0.278	N
BN190265	0.016	0.009	0.009	0.759	0.57	0.488	0.403	0.322	0.5	0.479	0.477	T
BN190266	0.034	0.02	0.017	0.495	0.41	0.348	0.154	0.155	0.281	0.251	0.219	N
BN190267	0.116	0.057	0.061	0.381	0.368	0.41	0.182	0.22	0.291	0.289	0.24	T
BN190269	0.019	0.012	0.015	0.312	0.258	0.255	0.081	0.104	0.147	0.212	0.158	N
BN190270	0.111	0.066	0.158	0.506	0.448	0.438	0.257	0.301	0.386	0.416	0.327	T
BN190271	0.025	0.025	0.062	0.175	0.127	0.139	0.113	0.138	0.188	0.15	0.15	N
BN190274	0.084	0.056	0.075	0.451	0.45	0.455	0.208	0.223	0.355	0.397	0.305	T
BN190278	0.142	0.07	0.168	0.779	0.759	0.764	0.619	0.605	0.697	0.613	0.636	T
BN190279	0.014	0.012	0.016	0.246	0.224	0.143	0.043	0.047	0.084	0.137	0.113	N
BN190280	0.033	0.028	0.024	0.559	0.432	0.264	0.034	0.057	0.076	0.178	0.074	T
BN190283	0.038	0.019	0.027	0.335	0.281	0.212	0.076	0.122	0.13	0.198	0.195	N
BN190284	0.1	0.08	0.07	0.58	0.505	0.495	0.263	0.37	0.36	0.35	0.35	T
BN190285	0.035	0.024	0.024	0.413	0.367	0.348	0.142	0.167	0.201	0.233	0.191	N
BN190286	0.069	0.04	0.053	0.467	0.462	0.407	0.255	0.248	0.351	0.34	0.35	T
BN190287	0.038	0.013	0.089	0.405	0.462	0.392	0.231	0.177	0.329	0.304	0.316	N
BN190288	0.07	0.045	0.105	0.571	0.47	0.466	0.302	0.332	0.47	0.475	0.36	T
BN190290	0.163	0.099	0.078	0.461	0.468	0.402	0.266	0.344	0.411	0.406	0.365	N
BN190292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190296	0.098	0.075	0.054	0.51	0.464	0.544	0.259	0.259	0.295	0.36	0.264	T
BN190298	0.052	0.026	0.02	0.536	0.542	0.461	0.247	0.35	0.421	0.427	0.33	N
BN190300	0.067	0.044	0.022	0.842	0.835	0.78	0.709	0.757	0.721	0.794	0.706	T
BN190303	0.066	0.056	0.066	0.457	0.38	0.409	0.154	0.205	0.228	0.379	0.341	N
BN190305	0.059	0.032	0.026	0.351	0.341	0.314	0.126	0.134	0.197	0.237	0.174	T
BN190308	0.063	0.031	0.078	0.347	0.314	0.264	0.159	0.165	0.199	0.23	0.228	N
BN190310	0.014	0.01	0.024	0.406	0.416	0.34	0.192	0.199	0.264	0.323	0.299	N
BN190312	0.352	0.239	0.366	0.563	0.551	0.507	0.543	0.493	0.592	0.676	0.592	T
BN190313	0.078	0.03	0.035	0.27	0.263	0.242	0.083	0.075	0.183	0.168	0.121	T
BN190314	0.018	0.018	0.054	0.214	0.182	0.222	0.127	0.127	0.143	0.143	0.214	N
BN190315	0.073	0.032	0.075	0.427	0.414	0.352	0.202	0.199	0.28	0.356	0.24	N
BN190319	0.143	0.062	0.131	0.475	0.464	0.463	0.268	0.287	0.338	0.375	0.319	T
BN190322	0.068	0.053	0.043	0.461	0.432	0.377	0.186	0.211	0.319	0.309	0.3	T
BN190323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
position	130298745	130298747	130298757	130298815	130298829	130298855	130298865	130298881	130298891	130298908	130298921	
