BN190248	0.516	0.456	0.804	0.709	0.83	0.831	0.735	0.74	0.828	0.79	0.825	0.839	T
BN190249	0.528	0.465	0.539	0.113	0.5	0.534	0.515	0.503	0.213	0.568	0.554	0.576	T
BN190251	0.55	0.428	0.172	0.064	0.111	0.099	0.05	0.051	0.13	0.119	0.105	0.179	T
BN190252	0.518	0.454	0.56	0.32	0.548	0.537	0.41	0.371	0.557	0.399	0.432	0.587	T
BN190255	0.516	0.47	0.146	0.042	0.084	0.095	0.041	0.043	0.107	0.07	0.056	0.12	N
BN190256	0.431	0.462	0.479	0.103	0.422	0.19	0.12	0.077	0.256	0.496	0.462	0.521	T
BN190257	0.499	0.462	0.226	0.057	0.171	0.149	0.116	0.126	0.179	0.114	0.116	0.192	N
BN190258	0.523	0.448	0.194	0.058	0.227	0.084	0.046	0.055	0.234	0.19	0.153	0.206	T
BN190260	0.494	0.467	0.172	0.026	0.072	0.049	0.032	0.055	0.115	0.078	0.064	0.124	N
BN190262	0.502	0.458	0.057	0.027	0.077	0.035	0.052	0.022	0.057	0.054	0.057	0.079	N
BN190264	0.543	0.483	0.349	0.145	0.298	0.238	0.2	0.217	0.31	0.26	0.238	0.365	N
BN190265	0.51	0.513	0.316	0.08	0.468	0.088	0.069	0.049	0.095	0.091	0.073	0.134	T
BN190266	0.526	0.473	0.146	0.028	0.116	0.057	0.023	0.026	0.154	0.068	0.066	0.103	N
BN190267	0.525	0.474	0.367	0.191	0.315	0.307	0.227	0.164	0.252	0.34	0.229	0.361	T
BN190269	0.522	0.452	0.206	0.058	0.152	0.124	0.071	0.055	0.099	0.082	0.105	0.159	N
BN190270	0.55	0.466	0.327	0.151	0.386	0.324	0.223	0.196	0.383	0.307	0.3	0.339	T
BN190271	0.493	0.381	0.104	0.06	0.104	0.104	0.068	0.067	0.136	0.075	0.067	0.082	N
BN190274	0.539	0.454	0.354	0.087	0.213	0.17	0.149	0.101	0.221	0.224	0.121	0.326	T
BN190278	0.516	0.442	0.677	0.588	0.733	0.69	0.678	0.668	0.732	0.666	0.661	0.705	T
BN190279	0.54	0.475	0.087	0.011	0.044	0.022	0.028	0.007	0.077	0.05	0.039	0.064	N
BN190280	0.496	0.354	0.115	0.053	0.062	0.062	0.018	0.018	0.036	0.036	0.027	0.089	T
BN190283	0.495	0.481	0.151	0.044	0.07	0.065	0.059	0.038	0.086	0.091	0.086	0.134	N
BN190284	0.442	0.486	0.5	0.399	0.524	0.466	0.382	0.361	0.495	0.466	0.452	0.452	T
BN190285	0.5	0.475	0.158	0.038	0.089	0.082	0.057	0.064	0.064	0.108	0.096	0.158	N
BN190286	0.5	0.461	0.287	0.05	0.106	0.1	0.033	0.106	0.124	0.078	0.083	0.151	T
BN190287	0.425	0.494	0.31	0.138	0.253	0.092	0.069	0.103	0.195	0.149	0.126	0.163	N
BN190288	0.468	0.393	0.393	0.16	0.308	0.224	0.179	0.139	0.338	0.245	0.229	0.377	T
BN190290	0.467	0.462	0.501	0.294	0.355	0.359	0.299	0.288	0.372	0.379	0.402	0.433	N
BN190292	0.518	0.468	0.45	0.234	0.322	0.106	0.085	0.082	0.107	0.079	0.069	0.118	T
BN190293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190296	0.451	0.458	0.213	0.049	0.119	0.116	0.046	0.038	0.116	0.126	0.126	0.239	T
BN190298	0.535	0.494	0.292	0.088	0.234	0.246	0.212	0.165	0.243	0.111	0.138	0.184	N
BN190300	0.477	0.386	0.581	0.182	0.488	0.727	0.659	0.477	0.75	0.386	0.364	0.636	T
BN190303	0.523	0.479	0.191	0.109	0.207	0.152	0.138	0.128	0.155	0.148	0.115	0.178	N
BN190305	0.546	0.479	0.151	0.061	0.093	0.103	0.054	0.058	0.138	0.122	0.118	0.173	T
BN190308	0.496	0.489	0.176	0.092	0.153	0.13	0.092	0.069	0.169	0.13	0.084	0.16	N
BN190310	0.512	0.456	0.153	0.024	0.175	0.114	0.061	0.034	0.09	0.083	0.039	0.112	N
BN190312	0.514	0.486	0.56	0.565	0.587	0.578	0.532	0.505	0.546	0.519	0.185	0.444	T
BN190313	0.54	0.488	0.156	0.024	0.097	0.045	0.038	0.042	0.208	0.076	0.049	0.125	T
BN190314	0.487	0.436	0.127	0.029	0.054	0.04	0.03	0.052	0.064	0.057	0.081	0.092	N
BN190315	0.472	0.424	0.213	0.07	0.117	0.094	0.072	0.064	0.116	0.072	0.066	0.134	N
BN190319	0.477	0.459	0.319	0.171	0.268	0.201	0.156	0.156	0.227	0.186	0.169	0.259	T
BN190322	0.54	0.464	0.278	0.119	0.277	0.19	0.142	0.074	0.27	0.157	0.14	0.246	T
BN190323	0.516	0.472	0.19	0.026	0.073	0.042	0.028	0.026	0.079	0.05	0.058	0.103	T
position	6926244	6926255	6926269	6926299	6926320	6926326	6926334	6926351	6926376	6926398	6926400	6926414	
