BN190018	0.715	0.024	0.04	0.032	0.06	0.056	0.06	0.065	0.06	0.02	0.033	0.032	0.04	0.06	0.032	0.032	0.044	0.036	0.032	0.024	0.048	0.028	0.04	0.052	0.04	0.04	0.004	0.044	0.036	0.02	0.056	T
BN190019	0.74	0.041	0.027	0.056	0.096	0.068	0.027	0.068	0.081	0.055	0.042	0.054	0.068	0.068	0.068	0.068	0.054	0.041	0.041	0.014	0.054	0	0.068	0.068	0.081	0.054	0.122	0.095	0.095	0.149	0.122	T
BN190023	0.767	0.117	0.117	0.118	0.127	0.125	0.11	0.158	0.142	0.126	0.128	0.134	0.118	0.133	0.117	0.142	0.158	0.133	0.133	0.133	0.142	0.117	0.158	0.167	0.117	0.142	0.033	0.158	0.142	0.125	0.108	N
BN190024	0.68	0.01	0.015	0.005	0.005	0.02	0.031	0.015	0.015	0	0.03	0.005	0.01	0	0.01	0.01	0.02	0.02	0.015	0.02	0.015	0.02	0.025	0.03	0.04	0	0.015	0.035	0.015	0.015	0.025	T
BN190026	0.741	0.003	0.013	0.01	0.013	0.029	0.029	0.019	0.016	0.01	0.013	0.016	0.01	0.019	0.016	0.006	0.013	0.042	0.01	0.016	0.022	0.01	0.003	0.022	0.019	0.045	0.048	0.019	0.029	0.029	0.029	N
BN190028	0.695	0	0.012	0.019	0.023	0.019	0.027	0.051	0.019	0.008	0.024	0.023	0.019	0.019	0.016	0.023	0.019	0.019	0.019	0.008	0.027	0.019	0.015	0.031	0.043	0.047	0.023	0.027	0.042	0.046	0.097	T
BN190029	0.848	0	0	0	0	0	0.03	0.091	0	0.03	0	0	0	0	0	0	0	0	0	0	0.091	0	0.03	0.152	0.03	0	0.062	0.061	0.061	0.03	0.03	N
BN190030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190032	0.762	0.079	0.032	0.079	0.016	0.095	0.143	0.159	0.159	0.048	0.048	0.032	0.095	0.063	0.048	0.032	0.016	0.063	0.098	0.063	0.048	0.079	0.063	0.127	0.032	0.063	0.079	0.063	0.016	0.111	0.127	N
BN190033	0.669	0.043	0.068	0.075	0.062	0.068	0.068	0.112	0.081	0.006	0.063	0.031	0.019	0.043	0.012	0.019	0.031	0.012	0.025	0.025	0.025	0.037	0.075	0.075	0.062	0.043	0.062	0.056	0.037	0.087	0.081	T
BN190034	0.4	0.3	0.3	0.4	0.3	0.4	0.4	0.4	0.4	0.4	0.4	0.3	0.4	0.4	0.4	0.2	0.2	0.4	0.4	0.5	0.5	0.2	0.4	0.5	0.4	0.4	0.3	0.3	0.3	0.3	0.2	T
BN190036	0.692	0.075	0.098	0.083	0.129	0.128	0.18	0.227	0.195	0.129	0.153	0.159	0.136	0.18	0.12	0.12	0.12	0.159	0.15	0.098	0.15	0.09	0.105	0.188	0.129	0.15	0.06	0.144	0.128	0.188	0.173	T
BN190037	0.692	0.038	0.069	0.047	0.077	0.163	0.188	0.225	0.2	0.192	0.219	0.186	0.186	0.233	0.154	0.146	0.146	0.138	0.2	0.169	0.154	0.162	0.2	0.208	0.192	0.123	0.108	0.223	0.223	0.146	0.169	N
BN190038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190039	0.697	0.019	0.019	0.032	0.015	0.024	0.032	0.019	0.017	0.007	0.024	0.012	0.029	0.024	0.005	0.019	0.024	0.017	0.007	0.01	0.022	0.015	0.029	0.036	0.031	0.034	0.019	0.034	0.022	0.039	0.041	T
BN190040	0.696	0.038	0.049	0.037	0.052	0.066	0.064	0.061	0.055	0.013	0.028	0.042	0.026	0.037	0.026	0.02	0.035	0.049	0.024	0.029	0.046	0.038	0.036	0.042	0.051	0.035	0.044	0.053	0.031	0.06	0.06	N
BN190041	0.693	0.029	0.035	0.054	0.086	0.105	0.097	0.113	0.074	0.035	0.065	0.036	0.045	0.077	0.038	0.022	0.016	0.025	0.038	0.038	0.035	0.032	0.058	0.067	0.073	0.067	0.051	0.051	0.064	0.073	0.061	T
BN190042	0.728	0.013	0.03	0.014	0.024	0.027	0.04	0.04	0.014	0.013	0.027	0.02	0.023	0.027	0.023	0.003	0.027	0.037	0.023	0.01	0.04	0.034	0.03	0.04	0.054	0.047	0.034	0.04	0.027	0.037	0.064	N
BN190044	0.689	0.916	0.963	0.968	0.979	0.975	0.974	0.972	0.969	0.939	0.937	0.977	0.973	0.971	0.959	0.958	0.967	0.963	0.956	0.962	0.963	0.952	0.963	0.972	0.963	0.959	0.96	0.881	0.891	0.95	0.952	T
BN190046	0.648	0.423	0.437	0.324	0.479	0.479	0.38	0.493	0.465	0.169	0.437	0.457	0.423	0.514	0.437	0.451	0.408	0.423	0.493	0.437	0.211	0.31	0.521	0.437	0.394	0.479	0.056	0.366	0.423	0.423	0.507	T
BN190047	0.757	0.043	0.056	0.067	0.08	0.067	0.076	0.091	0.083	0.027	0.034	0.034	0.05	0.057	0.037	0.037	0.037	0.037	0.04	0.063	0.056	0.056	0.056	0.076	0.053	0.063	0.023	0.023	0.043	0.1	0.123	N
BN190048	0.65	0.236	0.317	0.327	0.339	0.362	0.396	0.387	0.338	0.063	0.089	0.058	0.08	0.22	0.058	0.067	0.147	0.067	0.138	0.111	0.076	0.044	0.124	0.16	0.218	0.112	0.072	0.053	0.031	0.32	0.28	T
BN190049	0.75	0	0	0	0.3	0	0	0.1	0	0	0.1	0.05	0.15	0.158	0	0	0.05	0	0.1	0	0	0	0	0	0	0.15	0.05	0.1	0	0.15	0.35	T
BN190050	0.68	0.065	0.065	0.049	0.086	0.106	0.12	0.107	0.117	0.041	0.054	0.045	0.057	0.077	0.033	0.065	0.057	0.097	0.065	0.049	0.065	0.032	0.086	0.069	0.069	0.081	0.077	0.077	0.073	0.065	0.113	N
BN190051	0.732	0.067	0.215	0.112	0.137	0.294	0.276	0.303	0.285	0.179	0.191	0.182	0.207	0.229	0.179	0.185	0.168	0.162	0.173	0.059	0.061	0.056	0.034	0.081	0.092	0.098	0.103	0.089	0.098	0.17	0.204	T
BN190052	0.731	0.056	0.16	0.139	0.115	0.19	0.237	0.246	0.245	0.155	0.153	0.153	0.168	0.211	0.184	0.149	0.142	0.133	0.13	0.04	0.08	0.056	0.043	0.056	0.059	0.064	0.08	0.066	0.082	0.202	0.176	N
BN190054	0.712	0.038	0.01	0.02	0	0	0.01	0.039	0.038	0.01	0.029	0.01	0.01	0.01	0	0	0.01	0.029	0.01	0.019	0	0	0.029	0.01	0.029	0.01	0.039	0.01	0	0.048	0	T
BN190055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190056	0.684	0.009	0.053	0.035	0.035	0.088	0.088	0.088	0.079	0.009	0.035	0.045	0.044	0.036	0.035	0.035	0.053	0.035	0.035	0.026	0.035	0.061	0.035	0.07	0.097	0.088	0.088	0.071	0.061	0.114	0.07	N
BN190057	0.672	0.04	0.037	0.054	0.057	0.066	0.066	0.095	0.089	0.034	0.052	0.049	0.034	0.048	0.037	0.037	0.04	0.026	0.034	0.023	0.043	0.043	0.048	0.074	0.06	0.051	0.049	0.034	0.048	0.068	0.066	T
BN190059	0.665	0.019	0.019	0.025	0.032	0.032	0.032	0.019	0.019	0.013	0.019	0.025	0.026	0.025	0.019	0.025	0.013	0.025	0.019	0.006	0.044	0.013	0.025	0.038	0.044	0.019	0.013	0.025	0.025	0.032	0.057	N
BN190062	0.702	0.024	0.019	0.01	0.029	0.043	0.062	0.053	0.057	0.029	0.014	0.01	0.019	0	0.005	0.01	0.005	0.029	0.01	0.005	0.024	0.01	0.019	0.043	0.005	0.043	0.038	0.043	0.014	0.048	0.057	N
BN190068	0.709	0.058	0.058	0.059	0.094	0.14	0.14	0.129	0.14	0.128	0.108	0.106	0.141	0.116	0.116	0.105	0.116	0.151	0.105	0.105	0.093	0.093	0.151	0.151	0.116	0.105	0.082	0.059	0.081	0.081	0.116	N
BN190071	0.703	0.021	0.023	0.028	0.028	0.047	0.064	0.085	0.066	0.064	0.05	0.038	0.056	0.071	0.04	0.03	0.021	0.009	0.016	0.009	0.021	0.021	0.021	0.054	0.056	0.042	0.021	0.03	0.035	0.038	0.061	N
BN190072	0.606	0.01	0.019	0.019	0.039	0.029	0.039	0.048	0.029	0.02	0.039	0.019	0.01	0.029	0.019	0.029	0.01	0.019	0	0.01	0.019	0.01	0.029	0.048	0.038	0.038	0.048	0.038	0.029	0.019	0.029	N
BN190073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190075	0.517	0	0.034	0.069	0.036	0.103	0.036	0.069	0.036	0	0.034	0.034	0.069	0.107	0.069	0	0.034	0.034	0	0.069	0.069	0.069	0.069	0.069	0.069	0.138	0	0	0	0.069	0.069	N
BN190077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190080	0.629	0.048	0.048	0.058	0.057	0.048	0.068	0.078	0.057	0.038	0.048	0.038	0.048	0.067	0.029	0.038	0.048	0.067	0.057	0.039	0.048	0.048	0.048	0.038	0.039	0.067	0.038	0.038	0.038	0.038	0.095	N
BN190083	0.7	0.067	0.051	0.094	0.085	0.111	0.096	0.116	0.098	0.054	0.056	0.047	0.062	0.089	0.058	0.031	0.044	0.042	0.042	0.055	0.06	0.069	0.06	0.1	0.062	0.078	0.035	0.06	0.062	0.086	0.106	T
BN190085	0.709	0.054	0.036	0.107	0.107	0.125	0.107	0.125	0.125	0.071	0.071	0.127	0.125	0.125	0.073	0.089	0.071	0.036	0.071	0	0.089	0.054	0.054	0.125	0.089	0.091	0.125	0.036	0.071	0.107	0.107	N
BN190087	0.668	0.2	0.199	0.195	0.218	0.273	0.26	0.287	0.283	0.176	0.209	0.173	0.205	0.237	0.203	0.202	0.213	0.183	0.193	0.161	0.187	0.168	0.197	0.229	0.218	0.215	0.093	0.17	0.161	0.171	0.17	T
BN190089	0.639	0.512	0.371	0.537	0.572	0.668	0.68	0.682	0.669	0.656	0.656	0.598	0.678	0.672	0.656	0.604	0.643	0.567	0.629	0.627	0.612	0.539	0.576	0.592	0.62	0.637	0.245	0.486	0.416	0.616	0.643	N
BN190090	0.727	0.023	0.023	0.068	0	0.023	0	0.023	0	0	0	0	0.023	0	0	0	0.023	0	0	0	0.023	0	0.023	0.023	0	0	0.068	0.045	0.024	0	0.023	T
BN190092	0.69	0.007	0.014	0.042	0.014	0.028	0.042	0.014	0.007	0.014	0.021	0.007	0.007	0	0.007	0.021	0	0.007	0	0	0	0.007	0	0.014	0	0.007	0.028	0.035	0.014	0.049	0	N
BN190094	0.648	0.032	0.04	0.033	0.056	0.048	0.065	0.056	0.072	0	0.081	0.024	0.048	0.008	0.016	0.016	0.024	0.016	0.024	0.032	0.04	0.008	0.016	0.008	0.024	0.016	0.008	0.072	0.008	0.056	0.024	T
BN190096	0.699	0.027	0.022	0.016	0.031	0.016	0.045	0.018	0.018	0.004	0.022	0.016	0.022	0.029	0.004	0.02	0.018	0.018	0.016	0.022	0.02	0.011	0.004	0.022	0.018	0.047	0.033	0.035	0.027	0.027	0.042	N
BN190098	NA	0.126	0.142	0.171	0.154	0.17	0.157	0.149	0.166	0.098	0.129	0.131	0.129	0.143	0.116	0.1	0.127	0.111	0.139	0.103	0.092	0.092	0.111	0.137	0.145	0.116	0.011	0.089	0.097	0.124	0.148	N
BN190099	0.655	0.055	0.066	0.078	0.096	0.118	0.117	0.146	0.119	0.043	0.051	0.053	0.048	0.068	0.036	0.023	0.03	0.032	0.032	0.027	0.027	0.025	0.046	0.064	0.039	0.066	0.057	0.05	0.057	0.066	0.055	T
BN190101	0.694	0.014	0.041	0.031	0.027	0.066	0.068	0.089	0.062	0.024	0.034	0.028	0.031	0.058	0.031	0.031	0.054	0.031	0.024	0.031	0.037	0.01	0.024	0.065	0.044	0.051	0.044	0.048	0.017	0.037	0.078	N
BN190106	0.677	0.011	0.021	0	0.005	0.021	0.027	0.037	0.005	0.005	0.016	0.005	0	0.016	0.005	0.026	0.005	0.016	0.011	0.011	0.011	0.011	0.005	0.026	0.016	0.021	0.016	0.026	0.005	0.005	0.021	T
BN190109	0.84	0	0	0	0	0	0	0.038	0	0	0	0	0	0	0	0	0	0.038	0	0	0	0.038	0	0	0	0	0	0	0	0.038	0	N
BN190111	0.669	0.016	0.008	0.02	0.028	0.012	0.033	0.021	0.016	0.016	0.008	0.008	0.012	0.02	0.024	0.028	0.057	0.036	0.02	0.008	0.024	0.037	0.036	0.045	0.109	0.061	0.036	0.097	0.049	0.121	0.158	T
BN190114	0.686	0.688	0.674	0.702	0.692	0.713	0.712	0.705	0.703	0.672	0.687	0.68	0.679	0.688	0.687	0.678	0.667	0.674	0.665	0.637	0.653	0.659	0.672	0.674	0.68	0.674	0.096	0.64	0.655	0.634	0.629	T
BN190117	0.694	0.602	0.594	0.726	0.788	0.853	0.857	0.858	0.848	0.828	0.832	0.837	0.834	0.841	0.832	0.797	0.829	0.736	0.821	0.687	0.761	0.687	0.777	0.771	0.789	0.744	0.23	0.785	0.783	0.765	0.777	N
BN190119	0.672	0.597	0.634	0.628	0.685	0.862	0.878	0.889	0.896	0.862	0.878	0.866	0.844	0.886	0.826	0.757	0.821	0.8	0.803	0.522	0.424	0.331	0.662	0.69	0.738	0.576	0.834	0.807	0.782	0.803	0.752	T
BN190120	0.703	0.153	0.171	0.198	0.228	0.26	0.251	0.265	0.254	0.152	0.172	0.17	0.184	0.184	0.176	0.146	0.139	0.151	0.147	0.085	0.136	0.1	0.14	0.151	0.143	0.173	0.16	0.136	0.153	0.158	0.132	N
BN190121	0.687	0.04	0.044	0.048	0.044	0.088	0.084	0.092	0.064	0.02	0.036	0.024	0.06	0.057	0.024	0.028	0.044	0.04	0.04	0.044	0.048	0.036	0.048	0.071	0.06	0.076	0.052	0.056	0.052	0.075	0.04	T
BN190122	0.674	0.009	0.016	0.012	0.022	0.028	0.031	0.035	0.025	0.031	0.02	0.027	0.028	0.034	0.012	0.015	0.016	0.018	0.018	0.012	0.024	0.012	0.039	0.031	0.036	0.025	0.027	0.03	0.042	0.04	0.076	N
BN190125	0.699	0.006	0.017	0.015	0.024	0.034	0.04	0.043	0.019	0.01	0.02	0.014	0.022	0.026	0.007	0.019	0.018	0.022	0.012	0.014	0.018	0.011	0.024	0.042	0.021	0.029	0.049	0.034	0.039	0.047	0.034	T
BN190128	0.66	0	0.005	0.016	0.016	0.011	0.021	0.022	0.016	0.005	0.011	0.005	0.021	0.011	0.005	0.027	0.027	0.027	0.011	0	0.027	0.005	0.021	0.021	0.005	0.021	0.027	0.032	0.037	0.059	0.112	N
BN190131	0.68	0.013	0.026	0.039	0.043	0.057	0.075	0.097	0.083	0.031	0.054	0.026	0.053	0.026	0.017	0.017	0.031	0.035	0.035	0.03	0.022	0.009	0.026	0.052	0.035	0.048	0.052	0.066	0.043	0.052	0.078	T
BN190133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190135	0.676	0.165	0.18	0.196	0.219	0.307	0.303	0.34	0.302	0.115	0.151	0.143	0.162	0.248	0.095	0.133	0.144	0.132	0.144	0.095	0.128	0.072	0.167	0.192	0.189	0.224	0.229	0.15	0.201	0.209	0.197	T
BN190137	0.642	0.018	0.046	0.009	0.028	0.055	0.064	0.083	0.037	0.047	0.019	0.028	0.019	0.073	0.064	0.037	0.028	0.009	0.028	0.037	0.037	0.009	0.037	0.073	0.018	0.037	0.046	0.028	0.046	0.083	0.073	N
BN190141	0.707	0.098	0.097	0.134	0.14	0.17	0.175	0.201	0.176	0.08	0.093	0.088	0.096	0.107	0.086	0.091	0.08	0.096	0.083	0.07	0.08	0.077	0.101	0.126	0.116	0.107	0.095	0.094	0.087	0.091	0.108	T
BN190142	0.702	0.052	0.08	0.088	0.082	0.101	0.095	0.112	0.086	0.036	0.076	0.065	0.088	0.107	0.044	0.044	0.06	0.062	0.046	0.03	0.048	0.058	0.08	0.118	0.084	0.076	0.096	0.07	0.086	0.106	0.12	N
BN190147	0.7	0.038	0.014	0.049	0.042	0.063	0.122	0.094	0.114	0.017	0.038	0.042	0.024	0.128	0.077	0.038	0.062	0.028	0.028	0.035	0.056	0.028	0.059	0.076	0.049	0.031	0.079	0.041	0.038	0.045	0.052	T
BN190149	0.665	0.026	0.02	0.029	0.043	0.031	0.057	0.057	0.028	0.012	0.017	0.014	0.026	0.071	0.029	0.023	0.037	0.011	0.017	0.009	0.014	0.017	0.031	0.026	0.037	0.026	0.048	0.037	0.043	0.037	0.069	N
BN190150	0.688	0.062	0.123	0.145	0.185	0.125	0.185	0.172	0.169	0	0.077	0.046	0.077	0.138	0.108	0.092	0.154	0.094	0.108	0.077	0.123	0.123	0.108	0.156	0.123	0.108	0.2	0.092	0.108	0.138	0.123	T
BN190151	0.699	0.166	0.261	0.372	0.378	0.325	0.33	0.317	0.296	0.078	0.171	0.154	0.3	0.354	0.178	0.243	0.286	0.271	0.253	0.271	0.28	0.243	0.274	0.291	0.275	0.268	0.27	0.242	0.256	0.23	0.233	T
BN190155	0.631	0.067	0.078	0.102	0.118	0.122	0.133	0.157	0.157	0.043	0.059	0.056	0.082	0.157	0.056	0.059	0.082	0.074	0.063	0.039	0.051	0.062	0.078	0.109	0.047	0.066	0.047	0.082	0.067	0.078	0.094	N
