81	0.12	0.12	0.25	0.185	0.176	0.139	0.178	0.167	0.213	0.139	0.168	0.167	0.046	0.12	0.157	0.102	0.121	0.121	0.234	NA	0.14	0.139	0.213	0.148	0.167	T
88	0.011	0.017	0.034	0.028	0.017	0.006	0.04	0.034	0.051	0.034	0.028	0.023	0.028	0.017	0.034	0.023	0.04	0.028	0.062	NA	0.023	0.034	0.051	0.028	0.045	N
89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
93	0.875	0.875	0.833	0.917	0.792	0.75	0.833	0.833	0.708	0.833	0.833	0.792	0.75	0.792	0.667	0.75	0.792	0.875	0.917	NA	0.826	0.792	0.833	0.833	0.75	T
94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190001	0.163	0.143	0.223	0.223	0.105	0.09	0.168	0.122	0.147	0.077	0.087	0.132	0.079	0.083	0.09	0.06	0.075	0.085	0.165	NA	0.069	0.08	0.145	0.103	0.127	T
BN190002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190003	0.08	0.112	0.207	0.143	0.104	0.056	0.124	0.108	0.213	0.068	0.06	0.108	0.044	0.036	0.052	0.076	0.076	0.088	0.159	NA	0.22	0.255	0.44	0.492	0.474	T
BN190005	0.066	0.066	0.132	0.079	0.068	0.039	0.067	0.04	0.079	0.039	0.039	0.013	0.013	0.013	0.013	0.026	0	0.027	0.097	NA	0	0.066	0.105	0.096	0.132	N
BN190006	0.062	0.06	0.1	0.096	0.072	0.071	0.1	0.073	0.092	0.049	0.062	0.062	0.043	0.045	0.045	0.041	0.047	0.041	0.093	NA	0.049	0.038	0.083	0.045	0.115	T
BN190007	0.052	0.042	0.059	0.049	0.021	0.031	0.035	0.028	0.035	0.021	0.01	0.035	0.031	0.017	0.021	0.018	0.024	0.014	0.036	NA	0.035	0.031	0.056	0.049	0.049	N
BN190008	0.214	0.286	0.286	0.143	0.143	0.214	0.143	0.143	0.143	0.143	0.214	0.143	0.231	0.214	0.143	0.143	0.143	0.143	0.308	NA	0.214	0.143	0.214	0.071	0.357	T
BN190010	0.27	0.25	0.256	0.229	0.275	0.241	0.266	0.25	0.279	0.232	0.235	0.189	0.125	0.229	0.242	0.215	0.245	0.219	0.354	NA	0.204	0.2	0.303	0.256	0.293	N
BN190011	0.333	0.407	0.444	0.519	0.37	0.074	0.185	0.185	0.148	0.077	0.074	0.154	0.077	0.074	0.037	0.037	0.074	0	0.148	NA	0.038	0.111	0.231	0.37	0.481	T
BN190012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190014	0.209	0.233	0.31	0.209	0.349	0.326	0.395	0.372	0.395	0.302	0.349	0.333	0.302	0.302	0.302	0.302	0.326	0.372	0.341	NA	0.209	0.233	0.349	0.279	0.279	T
BN190015	0.026	0.026	0	0.103	0.051	0.026	0.103	0.077	0.051	0.026	0.051	0.051	0.026	0.051	0.051	0.051	0.026	0.026	0.054	NA	0.077	0.077	0.077	0.051	0.051	N
BN190017	0.186	0.175	0.235	0.251	0.148	0.153	0.186	0.181	0.191	0.115	0.186	0.132	0.087	0.066	0.087	0.055	0.098	0.082	0.15	NA	0.071	0.082	0.12	0.055	0.142	N
BN190018	0.145	0.127	0.136	0.119	0.119	0.093	0.11	0.085	0.085	0.042	0.034	0.042	0.051	0.068	0.144	0.136	0.153	0.119	0.196	NA	0.051	0.136	0.169	0.102	0.147	T
BN190019	0.087	0.087	0.304	0.261	0.217	0.261	0.304	0.217	0.217	0.174	0.217	0.217	0.174	0.174	0.261	0.174	0.217	0.261	0.261	NA	0.043	0.087	0.261	0.174	0.174	T
BN190023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190024	0.093	0.071	0.098	0.08	0.049	0.04	0.058	0.04	0.067	0.031	0.031	0.058	0.049	0.031	0.17	0.173	0.263	0.107	0.472	NA	0.094	0.2	0.339	0.437	0.742	T
BN190026	0.06	0.119	0.119	0.125	0.036	0.036	0.101	0.054	0.054	0.042	0.042	0.036	0.03	0.024	0.078	0.03	0.048	0.083	0.139	NA	0.071	0.071	0.12	0.109	0.179	N
BN190028	0.046	0.053	0.053	0.033	0.053	0.026	0.059	0.053	0.033	0.02	0.033	0.039	0.053	0.02	0.04	0.033	0.046	0.039	0.079	NA	0.059	0.059	0.079	0.026	0.125	T
BN190029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190032	0.137	0.078	0.183	0.178	0.111	0.078	0.204	0.132	0.098	0.072	0.131	0.105	0.078	0.039	0.098	0.026	0.078	0.086	0.17	NA	0.052	0.078	0.17	0.161	0.19	N
BN190033	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190039	0.395	0.376	0.404	0.367	0.345	0.354	0.362	0.357	0.361	0.339	0.362	0.352	0.346	0.324	0.241	0.343	0.34	0.33	0.384	NA	0.346	0.314	0.326	0.351	0.32	T
BN190040	0.144	0.184	0.184	0.24	0.109	0.109	0.154	0.146	0.168	0.118	0.118	0.128	0.106	0.082	0.093	0.1	0.09	0.1	0.131	NA	0.087	0.087	0.153	0.118	0.125	N
BN190041	0.145	0.124	0.192	0.15	0.106	0.096	0.153	0.135	0.109	0.096	0.109	0.109	0.073	0.07	0.104	0.047	0.085	0.112	0.212	NA	0.186	0.117	0.221	0.086	0.127	T
BN190042	0.014	0.042	0.056	0.07	0.028	0.028	0.014	0.042	0.057	0.042	0.043	0.014	0.028	0.028	0.028	0.042	0.042	0.042	0.056	NA	0	0.014	0.028	0.042	0.029	N
BN190044	0.939	0.976	0.976	0.976	0.976	0.963	0.951	0.951	0.963	0.939	0.963	0.951	0.951	0.963	0.963	0.963	0.951	0.951	0.975	NA	0.951	0.963	0.976	0.963	0.963	T
BN190046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190047	0.057	0.019	0.067	0.086	0.029	0.038	0.067	0.048	0.067	0.038	0.048	0.057	0.038	0.029	0.029	0.076	0.048	0.086	0.109	NA	0.057	0.048	0.095	0.058	0.086	N
BN190048	0.343	0.314	0.257	0.371	0.2	0.229	0.257	0.143	0.314	0.057	0.086	0.2	0.086	0.057	0.057	0	0.057	0.147	0.171	NA	0.086	0.114	0.286	0.086	0.343	T
BN190049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190050	0.133	0.123	0.166	0.182	0.166	0.133	0.166	0.111	0.144	0.11	0.133	0.099	0.066	0.088	0.072	0.066	0.105	0.1	0.15	NA	0.061	0.094	0.11	0.078	0.067	N
BN190051	0.166	0.167	0.379	0.375	0.255	0.248	0.317	0.255	0.324	0.145	0.125	0.234	0.11	0.138	0.076	0.099	0.117	0.167	0.262	NA	0.131	0.2	0.336	0.182	0.366	T
BN190052	0.204	0.186	0.222	0.196	0.148	0.144	0.203	0.184	0.123	0.07	0.074	0.136	0.066	0.078	0.071	0.034	0.074	0.112	0.126	NA	0.088	0.098	0.171	0.114	0.207	N
BN190054	0.296	0.259	0.259	0.37	0.296	0.259	0.296	0.444	0.444	0.444	0.481	0.444	0.444	0.444	0.444	0.444	0.444	0.296	0.375	NA	0.423	0.185	0.444	0.423	0.444	T
BN190055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190056	0	0.077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.077	0	NA	0	0	0	0	0.077	N
BN190057	0.066	0.061	0.1	0.091	0.046	0.047	0.074	0.088	0.056	0.034	0.051	0.037	0.037	0.032	0.044	0.027	0.047	0.027	0.09	NA	0.029	0.047	0.095	0.068	0.088	T
BN190059	0.056	0.045	0.034	0.045	0.034	0.045	0.045	0.045	0.079	0.034	0.045	0.067	0.022	0.034	0.056	0.022	0.023	0.045	0.08	NA	0.079	0.045	0.067	0.034	0.045	N
BN190062	0.025	0.041	0.116	0.05	0.066	0.041	0.066	0.041	0.074	0.041	0.025	0.025	0.033	0.025	0.041	0.05	0.05	0.075	0.116	NA	0.017	0.066	0.066	0.058	0.033	N
BN190068	0.1	0.114	0.138	0.148	0.11	0.107	0.104	0.121	0.1	0.093	0.114	0.069	0.066	0.069	0.083	0.073	0.076	0.069	0.094	NA	0.069	0.059	0.093	0.073	0.084	N
BN190071	0.05	0.073	0.134	0.073	0.089	0.073	0.106	0.078	0.061	0.056	0.067	0.05	0.05	0.056	0.045	0.051	0.034	0.061	0.085	NA	0.045	0.05	0.106	0.078	0.05	N
BN190072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190080	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190083	0.148	0.151	0.202	0.239	0.124	0.096	0.206	0.147	0.188	0.096	0.133	0.096	0.055	0.083	0.064	0.087	0.116	0.064	0.213	NA	0.078	0.078	0.271	0.078	0.151	T
BN190085	0.06	0.051	0.051	0.068	0.068	0.017	0.103	0.051	0.077	0.009	0.034	0.009	0.009	0	0.026	0.034	0.034	0.043	0.077	NA	0.017	0.034	0.103	0.034	0.069	N
BN190087	0.166	0.166	0.284	0.244	0.18	0.199	0.256	0.242	0.242	0.21	0.185	0.156	0.133	0.18	0.133	0.095	0.166	0.123	0.298	NA	0.081	0.125	0.271	0.224	0.219	T
BN190089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190090	0.079	0.132	0.263	0.132	0.211	0.211	0.342	0.263	0.368	0.289	0.395	0.316	0.316	0.211	0.342	0.135	0.237	0.105	0.189	NA	0.474	0.132	0.368	0.105	0.649	T
BN190092	0.046	0.077	0.108	0.046	0.077	0.077	0.138	0.092	0.185	0.125	0.092	0.138	0.062	0.062	0.078	0.076	0.152	0.061	0.108	NA	0.123	0.061	0.078	0.091	0.227	N
BN190094	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190096	0.096	0.064	0.096	0.065	0.053	0.074	0.074	0.032	0.117	0.021	0.021	0.032	0.032	0.011	0.021	0	0.053	0.117	0.138	NA	0.064	0.064	0.117	0.043	0.106	N
BN190098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190099	0.222	0.159	0.222	0.159	0.175	0.19	0.206	0.079	0.111	0.079	0.048	0.063	0.065	0.063	0.032	0.048	0.111	0.079	0.127	NA	0.048	0.063	0.159	0.032	0.111	T
BN190101	0.062	0.035	0.07	0.061	0.035	0.035	0.062	0.079	0.07	0.035	0.061	0.053	0.026	0.035	0.026	0.035	0.044	0.026	0.045	NA	0.044	0.079	0.061	0.026	0.044	N
BN190106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190114	0.222	0.222	0.222	0.296	0.148	0.185	0.333	0.222	0.259	0.222	0.259	0.296	0.074	0.111	0.148	0.222	0.222	0.192	0.269	NA	0.269	0.296	0.259	0.222	0.296	T
BN190117	0.129	0.161	0.226	0.29	0.161	0.226	0.323	0.129	0.226	0.194	0.129	0.355	0.194	0.097	0.258	0.233	0.258	0.333	0.276	NA	0.194	0.3	0.387	0.194	0.29	N
BN190119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190120	0.197	0.246	0.311	0.262	0.23	0.23	0.344	0.164	0.246	0.197	0.18	0.148	0.18	0.18	0.217	0.213	0.197	0.246	0.283	NA	0.2	0.197	0.2	0.148	0.197	N
BN190121	0.162	0.118	0.191	0.176	0.132	0.118	0.162	0.221	0.132	0.074	0.074	0.088	0.015	0.088	0.074	0.044	0.074	0.088	0.179	NA	0.132	0.176	0.206	0.03	0.118	T
BN190122	0.02	0.02	0.082	0.102	0.061	0.082	0.062	0.061	0.02	0.02	0.02	0.122	0.082	0.041	0.061	0	0.061	0.061	0.146	NA	0.102	0.061	0.061	0.02	0.02	N
BN190125	0.072	0.042	0.092	0.059	0.034	0.05	0.076	0.055	0.055	0.021	0.042	0.017	0.029	0.013	0.046	0.034	0.025	0.004	0.109	NA	0.046	0.025	0.051	0.034	0.034	T
BN190128	0	0.037	0.074	0	0.074	0	0.074	0	0	0	0.074	0.037	0.111	0.111	0.037	0.037	0	0.037	0	NA	0	0	0	0.038	0.037	N
BN190131	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190135	0.364	0.35	0.407	0.343	0.207	0.216	0.286	0.271	0.279	0.207	0.214	0.207	0.25	0.279	0.243	0.216	0.216	0.221	0.314	NA	0.229	0.179	0.279	0.259	0.257	T
BN190137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190141	0.114	0.134	0.222	0.171	0.108	0.12	0.215	0.171	0.12	0.076	0.089	0.101	0.057	0.076	0.089	0.082	0.095	0.095	0.181	NA	0.122	0.115	0.165	0.114	0.171	T
BN190142	0.091	0.091	0.273	0.182	0.273	0.091	0.182	0.091	0.182	0	0	0.091	0	0	0.091	0	0	0	0.091	NA	0.273	0	0.273	0.091	0.273	N
BN190147	0.186	0.124	0.175	0.158	0.072	0.042	0.113	0.062	0.113	0.042	0.031	0.093	0.01	0.021	0.052	0.031	0.062	0.031	0.156	NA	0.021	0.082	0.232	0.144	0.165	T
BN190149	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190150	0.092	0.108	0.185	0.169	0.062	0.062	0.077	0.138	0.123	0.015	0.108	0.077	0.077	0.015	0.109	0.108	0.138	0.156	0.238	NA	0.138	0.094	0.141	0.123	0.123	T
BN190151	0.115	0.115	0.198	0.175	0.147	0.156	0.178	0.16	0.139	0.112	0.124	0.124	0.059	0.062	0.059	0.071	0.115	0.091	0.203	NA	0.142	0.091	0.201	0.145	0.145	T
BN190155	0.112	0.112	0.124	0.112	0.09	0.112	0.112	0.09	0.079	0.045	0.079	0.09	0.09	0.022	0.045	0.034	0.112	0.079	0.08	NA	0.022	0.067	0.124	0.079	0.079	N
BN190158	0.115	0.077	0.173	0.154	0.288	0.25	0.212	0.308	0.096	0.077	0.269	0.135	0.135	0.019	0.077	0.038	0	0.077	0.135	NA	0.078	0.192	0.192	0	0.212	T
BN190159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190164	0.789	0.789	0.842	0.789	0.737	0.842	0.737	0.789	0.778	0.789	0.789	0.789	0.789	0.684	0.737	0.789	0.737	0.684	0.778	NA	0.737	0.789	0.789	0.789	0.789	T
BN190166	0.544	0.536	0.575	0.566	0.522	0.522	0.543	0.533	0.523	0.509	0.5	0.507	0.487	0.455	0.487	0.497	0.49	0.493	0.556	NA	0.491	0.504	0.531	0.487	0.527	N
BN190168	0.05	0.065	0.078	0.081	0.065	0.053	0.059	0.05	0.084	0.04	0.062	0.05	0.022	0.025	0.022	0.041	0.034	0.053	0.145	NA	0.05	0.05	0.097	0.065	0.113	T
BN190170	0.045	0.015	0.045	0.104	0.06	0.09	0.09	0.104	0.03	0.045	0.119	0.045	0	0.03	0.104	0	0.03	0.06	0.104	NA	0.015	0.015	0.134	0.045	0.03	T
BN190171	0	0	0.045	0	0	0	0.045	0	0	0	0	0.045	0.045	0.045	0	0.045	0	0.045	0.048	NA	0	0	0.045	0.048	0	N
BN190172	0.06	0.036	0.048	0.06	0.048	0.071	0.036	0.037	0.024	0	0	0	0	0.024	0	0	0.012	0.024	0.12	NA	0.036	0	0.036	0.036	0.012	T
BN190175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190180	0.119	0.134	0.209	0.194	0.09	0.03	0.045	0.104	0.045	0.06	0.045	0.104	0.03	0.015	0	0.075	0.075	0.075	0.123	NA	0.075	0.09	0.149	0.152	0.03	N
BN190181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190184	0.064	0.075	0.138	0.074	0.032	0.032	0.085	0.053	0.074	0.032	0.075	0.032	0	0.032	0.011	0.021	0	0.032	0.044	NA	0.021	0	0.053	0.021	0.043	N
BN190186	0.241	0.25	0.342	0.329	0.237	0.215	0.287	0.212	0.25	0.15	0.175	0.188	0.075	0.1	0.138	0.15	0.138	0.175	0.325	NA	0.212	0.125	0.225	0.212	0.203	T
BN190189	0.038	0	0.077	0.038	0	0	0.038	0.077	0.115	0.038	0	0.077	0	0	0.038	0.077	0.038	0.038	0.077	NA	0.038	0.038	0.077	0.038	0.115	N
BN190191	0.712	0.692	0.654	0.692	0.712	0.692	0.635	0.654	0.731	0.615	0.667	0.692	0.706	0.365	0.706	0.692	0.673	0.712	0.725	NA	0.712	0.667	0.692	0.654	0.673	T
BN190192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190193	0.031	0.031	0.125	0.078	0.078	0.031	0.016	0.031	0.047	0	0	0	0.016	0	0.031	0	0.094	0.078	0.148	NA	0.016	0.016	0.062	0.031	0.016	T
BN190195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190198	0.056	0.077	0.126	0.105	0.042	0.021	0.056	0.049	0.155	0.049	0.049	0.07	0.049	0.035	0.063	0.084	0.05	0.113	0.12	NA	0.035	0.042	0.127	0.042	0.063	T
BN190199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190201	0.12	0.12	0.14	0.08	0.06	0.06	0.12	0.04	0.12	0.04	0.04	0.08	0.1	0.04	0.08	0.08	0.122	0.061	0.102	NA	0.04	0.06	0.1	0.06	0.06	N
BN190202	0.322	0.306	0.339	0.208	0.18	0.053	0.102	0.088	0.085	0.028	0.039	0.057	0.035	0.074	0.064	0.148	0.067	0.139	0.425	NA	0.241	0.245	0.48	0.23	0.297	T
BN190203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190206	0.049	0.033	0.033	0.033	0.016	0	0.016	0.033	0.098	0	0.016	0.033	0	0.049	0.082	0.033	0.033	0.049	0.066	NA	0.066	0.049	0.033	0.016	0.098	N
BN190209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190210	0.219	0.243	0.263	0.257	0.224	0.238	0.225	0.229	0.252	0.233	0.229	0.233	0.082	0.062	0.233	0.229	0.238	0.284	0.288	NA	0.238	0.252	0.257	0.244	0.229	T
BN190211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190213	0	0	0	0.045	0	0	0	0	0	0	0	0.045	0	0.045	0	0	0	0	0	NA	0.045	0	0.045	0	0	N
BN190215	0.518	0.5	0.607	0.482	0.571	0.536	0.464	0.518	0.5	0.518	0.536	0.536	0.518	0.518	0.518	0.393	0.5	0.5	0.527	NA	0.518	0.5	0.5	0.518	0.571	T
BN190218	0.132	0.118	0.147	0.147	0.132	0.176	0.167	0.164	0.118	0.176	0.118	0.132	0.088	0.103	0.09	0.074	0.132	0.088	0.152	NA	0.147	0.03	0.147	0.074	0.075	N
BN190219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
