50	0.635	0.67	0.589	0.019	0.044	0.012	0.016	0.029	0.052	0.052	0.079	0.049	0.043	0.039	0.041	0.167	0.111	0.066	0.149	N
55	0.642	0.67	0.6	0.026	0.056	0.021	0.022	0.035	0.077	0.065	0.063	0.073	0.07	0.073	0.079	0.147	0.122	0.045	0.185	T
56	0.705	0.692	0.613	0.045	0.045	0.006	0.013	0.051	0.077	0.064	0.064	0.019	0.071	0.045	0.083	0.128	0.115	0.032	0.103	N
63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
67	0.633	0.688	0.615	0.01	0.045	0.01	0.004	0.01	0.045	0.07	0.035	0.056	0.054	0.039	0.054	0.097	0.077	0.039	0.149	T
81	0.664	0.699	0.624	0.083	0.125	0.071	0.083	0.104	0.218	0.205	0.214	0.238	0.201	0.21	0.229	0.317	0.342	0.11	0.361	T
88	0.638	0.664	0.59	0.013	0.058	0.006	0.015	0.021	0.05	0.059	0.044	0.043	0.028	0.039	0.028	0.076	0.109	0.061	0.153	N
89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
93	0.628	0.666	0.603	0.006	0.04	0.011	0.009	0.01	0.049	0.039	0.054	0.045	0.042	0.031	0.029	0.116	0.083	0.04	0.216	T
94	0.646	0.671	0.611	0.013	0.034	0.008	0.016	0.027	0.067	0.057	0.067	0.065	0.048	0.062	0.065	0.135	0.137	0.061	0.266	N
BN190001	0.652	0.672	0.613	0.028	0.073	0.025	0.031	0.056	0.187	0.168	0.193	0.21	0.162	0.174	0.175	0.259	0.245	0.183	0.444	T
BN190002	0.669	0.694	0.595	0.018	0.037	0.009	0.021	0.026	0.072	0.066	0.087	0.068	0.053	0.069	0.065	0.096	0.108	0.082	0.215	N
BN190003	0.642	0.667	0.589	0.012	0.046	0.021	0.02	0.036	0.062	0.065	0.058	0.066	0.051	0.051	0.051	0.119	0.109	0.075	0.235	T
BN190005	0.647	0.679	0.615	0.019	0.029	0.014	0.016	0.026	0.071	0.085	0.064	0.048	0.069	0.043	0.056	0.12	0.077	0.076	0.229	N
BN190006	0.641	0.673	0.606	0.028	0.048	0.023	0.027	0.035	0.092	0.076	0.075	0.086	0.074	0.1	0.094	0.19	0.151	0.092	0.31	T
BN190007	0.648	0.679	0.6	0.017	0.043	0.013	0.02	0.019	0.049	0.043	0.046	0.044	0.047	0.043	0.047	0.105	0.101	0.025	0.156	N
BN190008	0.646	0.623	0.604	0.07	0.056	0.028	0.025	0.067	0.144	0.109	0.134	0.126	0.095	0.123	0.105	0.165	0.183	0.067	0.288	T
BN190010	0.661	0.675	0.591	0.031	0.065	0.033	0.033	0.048	0.156	0.128	0.137	0.149	0.135	0.108	0.152	0.211	0.21	0.061	0.345	N
BN190011	0.677	0.673	0.607	0.01	0.058	0.006	0.02	0.03	0.117	0.189	0.132	0.123	0.073	0.188	0.097	0.399	0.478	0.111	0.232	T
BN190012	0.666	0.674	0.624	0.01	0.042	0.01	0.015	0.016	0.043	0.041	0.048	0.058	0.043	0.049	0.051	0.07	0.097	0.043	0.191	N
BN190014	0.645	0.696	0.6	0.049	0.066	0.024	0.055	0.102	0.322	0.28	0.289	0.252	0.226	0.214	0.242	0.481	0.438	0.049	0.337	T
BN190015	0.682	0.663	0.576	0.03	0.062	0.032	0.037	0.074	0.126	0.089	0.135	0.111	0.086	0.057	0.072	0.209	0.172	0.045	0.229	N
BN190017	0.655	0.685	0.634	0.035	0.065	0.029	0.044	0.058	0.162	0.133	0.136	0.185	0.148	0.144	0.158	0.215	0.247	0.146	0.41	N
BN190018	0.632	0.689	0.607	0.018	0.062	0.016	0.019	0.024	0.067	0.062	0.087	0.07	0.085	0.075	0.08	0.212	0.184	0.077	0.16	T
BN190019	0.632	0.665	0.62	0.049	0.109	0.036	0.221	0.206	0.381	0.378	0.38	0.397	0.231	0.254	0.254	0.297	0.304	0.177	0.313	T
BN190023	0.658	0.676	0.606	0.078	0.117	0.082	0.083	0.087	0.138	0.128	0.128	0.113	0.115	0.106	0.112	0.161	0.16	0.12	0.23	N
BN190024	0.622	0.675	0.608	0.022	0.045	0.008	0.006	0.026	0.042	0.038	0.039	0.045	0.038	0.036	0.04	0.128	0.116	0.03	0.207	T
BN190026	0.631	0.673	0.605	0.016	0.042	0.011	0.025	0.045	0.084	0.074	0.077	0.067	0.064	0.054	0.094	0.139	0.13	0.063	0.348	N
BN190028	0.634	0.692	0.621	0.014	0.038	0.007	0.008	0.023	0.033	0.043	0.038	0.036	0.031	0.037	0.037	0.079	0.065	0.031	0.127	T
BN190029	0.619	0.698	0.54	0.016	0.048	0	0	0.032	0.063	0.095	0.063	0.048	0.016	0.016	0.032	0.143	0.079	0.016	0.111	N
BN190030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190031	0.66	0.666	0.607	0.012	0.038	0.013	0.015	0.019	0.049	0.053	0.046	0.044	0.04	0.044	0.062	0.111	0.105	0.022	0.238	T
BN190032	0.654	0.67	0.561	0.031	0.079	0.026	0.048	0.065	0.127	0.105	0.13	0.116	0.103	0.097	0.083	0.174	0.199	0.105	0.411	N
BN190033	0.648	0.684	0.597	0.022	0.058	0.018	0.029	0.037	0.108	0.093	0.087	0.111	0.072	0.094	0.078	0.169	0.184	0.113	0.341	T
BN190034	0.642	0.668	0.599	0.019	0.036	0.016	0.051	0.049	0.312	0.273	0.288	0.262	0.281	0.231	0.266	0.348	0.304	0.061	0.229	T
BN190036	0.64	0.651	0.578	0.048	0.083	0.043	0.037	0.073	0.197	0.177	0.176	0.188	0.171	0.145	0.147	0.252	0.272	0.009	0.324	T
BN190037	0.669	0.698	0.611	0.038	0.053	0.027	0.023	0.038	0.219	0.197	0.197	0.15	0.1	0.099	0.106	0.196	0.223	0.01	0.296	N
BN190038	0.682	0.676	0.662	0.007	0.027	0	0	0.014	0.02	0.034	0.02	0.047	0.034	0.007	0.014	0.061	0.041	0.014	0.231	N
BN190039	0.622	0.678	0.634	0.45	0.478	0.299	0.417	0.463	0.541	0.54	0.542	0.53	0.48	0.462	0.434	0.513	0.536	0.308	0.442	T
BN190040	0.65	0.686	0.62	0.153	0.162	0.111	0.145	0.164	0.236	0.22	0.226	0.217	0.193	0.193	0.198	0.285	0.289	0.202	0.417	N
BN190041	0.675	0.675	0.587	0.027	0.044	0.018	0.029	0.056	0.123	0.094	0.103	0.116	0.09	0.097	0.092	0.149	0.173	0.145	0.291	T
BN190042	0.633	0.69	0.628	0.019	0.038	0.015	0.023	0.033	0.052	0.056	0.045	0.044	0.044	0.049	0.037	0.088	0.101	0.071	0.192	N
BN190044	0.647	0.688	0.594	0.855	0.883	0.822	0.863	0.882	0.901	0.899	0.909	0.906	0.895	0.896	0.899	0.899	0.901	0.342	0.921	T
BN190046	0.651	0.674	0.604	0.009	0.047	0.017	0.013	0.027	0.077	0.054	0.061	0.092	0.065	0.078	0.094	0.155	0.298	0.072	0.433	T
BN190047	0.672	0.693	0.603	0.013	0.044	0.014	0.022	0.019	0.066	0.065	0.054	0.047	0.047	0.04	0.052	0.138	0.107	0.032	0.156	N
BN190048	0.659	0.648	0.569	0.083	0.158	0.085	0.166	0.17	0.337	0.286	0.289	0.315	0.13	0.15	0.131	0.277	0.294	0.133	0.293	T
BN190049	0.648	0.663	0.63	0.017	0.041	0.002	0.128	0.135	0.742	0.61	0.747	0.731	0.705	0.463	0.597	0.341	0.5	0.009	0.109	T
BN190050	0.65	0.697	0.611	0.017	0.059	0.019	0.028	0.078	0.22	0.217	0.218	0.214	0.197	0.164	0.155	0.165	0.177	0.009	0.244	N
BN190051	0.637	0.656	0.604	0.027	0.063	0.025	0.062	0.097	0.302	0.287	0.3	0.3	0.244	0.238	0.266	0.324	0.343	0.153	0.293	T
BN190052	0.664	0.671	0.598	0.034	0.058	0.031	0.064	0.094	0.228	0.215	0.202	0.244	0.16	0.175	0.197	0.228	0.283	0.14	0.267	N
BN190054	0.642	0.651	0.639	0.394	0.356	0.326	0.519	0.521	0.908	0.911	0.927	0.902	0.896	0.832	0.899	0.917	0.924	0.323	0.296	T
BN190055	0.657	0.694	0.626	0.178	0.132	0.083	0.215	0.321	0.408	0.4	0.404	0.409	0.37	0.336	0.275	0.415	0.43	0.143	0.43	T
BN190056	0.64	0.68	0.582	0.03	0.066	0.032	0.036	0.061	0.101	0.083	0.077	0.085	0.082	0.069	0.082	0.147	0.137	0.073	0.182	N
BN190057	0.624	0.644	0.604	0.023	0.046	0.017	0.015	0.029	0.066	0.076	0.078	0.057	0.06	0.049	0.074	0.152	0.131	0.059	0.222	T
BN190059	0.624	0.654	0.614	0.012	0.03	0.007	0.01	0.01	0.035	0.025	0.025	0.032	0.027	0.02	0.027	0.09	0.072	0.037	0.149	N
BN190062	0.648	0.67	0.589	0.018	0.037	0.016	0.024	0.038	0.1	0.087	0.108	0.097	0.084	0.105	0.114	0.148	0.129	0.128	0.35	N
BN190068	0.622	0.679	0.618	0.036	0.071	0.029	0.047	0.066	0.105	0.109	0.1	0.087	0.084	0.077	0.097	0.179	0.162	0.052	0.395	N
BN190071	0.63	0.678	0.601	0.024	0.051	0.011	0.034	0.037	0.126	0.094	0.117	0.101	0.064	0.079	0.116	0.16	0.204	0.064	0.167	N
BN190072	0.647	0.656	0.63	0.012	0.043	0.007	0.012	0.022	0.043	0.049	0.051	0.046	0.063	0.051	0.04	0.081	0.099	0.031	0.117	N
BN190073	0.675	0.691	0.582	0.025	0.041	0.014	0.073	0.092	0.116	0.097	0.102	0.125	0.118	0.104	0.095	0.18	0.215	0.118	0.205	T
BN190075	0.666	0.689	0.604	0.013	0.044	0.015	0.017	0.027	0.055	0.045	0.05	0.04	0.037	0.045	0.036	0.063	0.069	0.058	0.185	N
BN190077	0.662	0.673	0.61	0.479	0.516	0.411	0.474	0.505	0.572	0.555	0.567	0.57	0.566	0.517	0.57	0.606	0.614	0.394	0.607	T
BN190080	0.652	0.68	0.581	0.053	0.079	0.042	0.054	0.063	0.109	0.089	0.084	0.085	0.074	0.08	0.12	0.15	0.162	0.105	0.366	N
BN190083	0.652	0.679	0.609	0.031	0.056	0.021	0.031	0.045	0.16	0.134	0.149	0.18	0.135	0.152	0.166	0.316	0.404	0.384	0.289	T
BN190085	0.669	0.676	0.561	0.012	0.042	0.01	0.029	0.035	0.073	0.065	0.058	0.06	0.054	0.052	0.06	0.134	0.163	0.123	0.138	N
BN190087	0.652	0.663	0.599	0.103	0.155	0.093	0.094	0.145	0.258	0.251	0.242	0.263	0.243	0.233	0.257	0.348	0.318	0.244	0.387	T
BN190089	0.655	0.691	0.619	0.301	0.383	0.313	0.34	0.287	0.542	0.536	0.574	0.557	0.543	0.546	0.549	0.588	0.603	0.316	0.387	N
BN190090	0.636	0.696	0.609	0.269	0.238	0.214	0.094	0.114	0.257	0.206	0.213	0.471	0.453	0.265	0.626	0.544	0.604	0.147	0.371	T
BN190092	0.622	0.662	0.578	0.058	0.083	0.042	0.066	0.102	0.141	0.119	0.152	0.268	0.196	0.185	0.32	0.276	0.371	0.113	0.268	N
BN190094	0.64	0.662	0.581	0.013	0.054	0.014	0.011	0.031	0.053	0.066	0.057	0.059	0.09	0.052	0.1	0.166	0.123	0.098	0.211	T
BN190096	0.651	0.665	0.634	0.015	0.043	0.023	0.023	0.037	0.085	0.073	0.064	0.072	0.072	0.041	0.079	0.184	0.107	0.182	0.304	N
BN190098	0.653	0.67	0.615	0.047	0.078	0.039	0.056	0.08	0.143	0.119	0.122	0.133	0.102	0.101	0.109	0.223	0.19	0.079	0.406	N
BN190099	0.637	0.652	0.591	0.041	0.07	0.04	0.041	0.065	0.16	0.141	0.148	0.2	0.143	0.179	0.155	0.294	0.278	0.198	0.478	T
BN190101	0.633	0.682	0.581	0.023	0.057	0.018	0.021	0.047	0.1	0.082	0.083	0.113	0.092	0.085	0.084	0.154	0.143	0.125	0.347	N
BN190106	0.646	0.656	0.608	0.015	0.038	0.015	0.011	0.013	0.035	0.028	0.018	0.021	0.028	0.021	0.026	0.061	0.063	0.017	0.131	T
BN190109	0.638	0.634	0.604	0.012	0.042	0.006	0.006	0.01	0.059	0.048	0.069	0.038	0.065	0.027	0.038	0.093	0.1	0.034	0.382	N
BN190111	0.658	0.688	0.615	0.006	0.027	0.007	0.01	0.016	0.025	0.024	0.046	0.023	0.026	0.024	0.033	0.043	0.055	0.03	0.075	T
BN190114	0.65	0.69	0.628	0.036	0.067	0.035	0.052	0.1	0.276	0.255	0.263	0.302	0.249	0.163	0.203	0.296	0.276	0.154	0.333	T
BN190117	0.61	0.677	0.581	0.037	0.081	0.027	0.028	0.061	0.191	0.167	0.174	0.147	0.135	0.109	0.127	0.169	0.204	0.111	0.306	N
BN190119	0.627	0.675	0.618	0.187	0.212	0.102	0.415	0.476	0.895	0.886	0.891	0.828	0.871	0.797	0.724	0.812	0.839	0.117	0.284	T
BN190120	0.653	0.661	0.615	0.115	0.162	0.089	0.095	0.137	0.29	0.216	0.25	0.302	0.238	0.233	0.271	0.349	0.356	0.123	0.498	N
BN190121	0.65	0.676	0.611	0.044	0.064	0.033	0.071	0.086	0.25	0.191	0.249	0.238	0.23	0.207	0.24	0.286	0.315	0.179	0.373	T
BN190122	0.588	0.824	0.529	0	0.118	0	0	0	0.176	0.176	0.118	0.235	0.235	0.176	0.059	0.059	0.059	0	0.353	N
BN190125	0.638	0.683	0.61	0.014	0.049	0.015	0.016	0.023	0.058	0.055	0.062	0.057	0.055	0.045	0.057	0.126	0.104	0.085	0.218	T
BN190128	0.664	0.721	0.575	0.014	0.052	0.016	0.004	0.04	0.058	0.074	0.068	0.042	0.05	0.058	0.058	0.13	0.126	0.114	0.276	N
BN190131	0.644	0.675	0.577	0.017	0.05	0.019	0.023	0.026	0.125	0.083	0.083	0.105	0.076	0.067	0.09	0.107	0.16	0.119	0.338	T
BN190133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190135	0.651	0.676	0.601	0.207	0.184	0.143	0.163	0.234	0.405	0.324	0.324	0.409	0.278	0.26	0.3	0.398	0.434	0.283	0.585	T
BN190137	0.649	0.674	0.598	0.064	0.088	0.059	0.057	0.066	0.183	0.145	0.139	0.129	0.113	0.113	0.139	0.205	0.195	0.111	0.446	N
BN190141	0.624	0.703	0.615	0.056	0.1	0.049	0.055	0.073	0.15	0.144	0.165	0.173	0.143	0.148	0.147	0.246	0.254	0.146	0.379	T
BN190142	0.656	0.667	0.606	0.018	0.045	0.009	0.022	0.029	0.111	0.079	0.094	0.083	0.096	0.073	0.082	0.204	0.192	0.138	0.384	N
BN190147	0.646	0.664	0.613	0.033	0.064	0.013	0.036	0.066	0.199	0.127	0.145	0.196	0.235	0.179	0.216	0.281	0.292	0.091	0.288	T
BN190149	0.654	0.677	0.604	0.018	0.047	0.013	0.024	0.039	0.2	0.115	0.156	0.192	0.222	0.143	0.2	0.259	0.299	0.085	0.286	N
BN190150	0.627	0.667	0.609	0.034	0.066	0.036	0.038	0.05	0.17	0.148	0.154	0.156	0.106	0.121	0.138	0.215	0.262	0.221	0.486	T
BN190151	0.63	0.648	0.613	0.039	0.067	0.025	0.041	0.051	0.165	0.13	0.163	0.162	0.125	0.144	0.14	0.227	0.26	0.228	0.451	T
BN190155	0.665	0.689	0.603	0.047	0.091	0.026	0.028	0.045	0.133	0.122	0.126	0.144	0.103	0.096	0.118	0.216	0.234	0.165	0.387	N
BN190158	0.641	0.652	0.612	0.015	0.053	0.022	0.02	0.033	0.094	0.071	0.092	0.104	0.058	0.131	0.068	0.145	0.135	0.062	0.281	T
BN190159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190163	0.658	0.65	0.621	0.123	0.154	0.026	0.105	0.092	0.298	0.36	0.342	0.354	0.329	0.32	0.348	0.404	0.396	0.137	0.407	N
BN190164	0.642	0.66	0.59	0.506	0.486	0.313	0.356	0.466	0.728	0.717	0.731	0.743	0.674	0.699	0.631	0.718	0.735	0.22	0.556	T
BN190166	0.641	0.649	0.595	0.493	0.424	0.348	0.34	0.419	0.625	0.619	0.627	0.64	0.627	0.558	0.509	0.666	0.674	0.266	0.555	N
BN190168	0.631	0.668	0.62	0.016	0.042	0.015	0.014	0.024	0.075	0.072	0.071	0.073	0.056	0.062	0.055	0.096	0.125	0.042	0.154	T
BN190170	0.648	0.642	0.599	0.021	0.054	0.013	0.032	0.033	0.085	0.072	0.078	0.095	0.069	0.077	0.103	0.189	0.205	0.083	0.237	T
BN190171	0.667	0.678	0.599	0.011	0.055	0.009	0.011	0.017	0.046	0.064	0.048	0.03	0.027	0.011	0.032	0.099	0.11	0.038	0.293	N
BN190172	0.66	0.686	0.628	0.018	0.032	0.013	0.016	0.032	0.082	0.089	0.204	0.099	0.056	0.072	0.066	0.123	0.146	0.061	0.205	T
BN190175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190179	0.639	0.693	0.601	0.036	0.07	0.029	0.069	0.064	0.479	0.193	0.292	0.342	0.441	0.277	0.175	0.503	0.503	0.122	0.207	T
BN190180	0.656	0.665	0.62	0.005	0.039	0.003	0.024	0.028	0.109	0.067	0.075	0.078	0.106	0.079	0.055	0.218	0.208	0.061	0.364	N
BN190181	0.645	0.689	0.627	0.012	0.03	0.006	0.008	0.022	0.066	0.059	0.062	0.062	0.044	0.044	0.052	0.064	0.054	0.013	0.068	T
BN190184	0.648	0.675	0.594	0.016	0.05	0.019	0.013	0.024	0.098	0.076	0.067	0.068	0.052	0.078	0.103	0.169	0.163	0.011	0.318	N
BN190186	0.671	0.678	0.621	0.05	0.11	0.037	0.041	0.075	0.206	0.184	0.211	0.222	0.154	0.182	0.175	0.209	0.251	0.066	0.219	T
BN190189	0.66	0.661	0.606	0.014	0.036	0.016	0.005	0.026	0.047	0.056	0.051	0.036	0.029	0.038	0.058	0.1	0.089	0.046	0.127	N
BN190191	0.648	0.69	0.601	0.026	0.066	0.025	0.03	0.058	0.196	0.178	0.186	0.128	0.079	0.095	0.084	0.198	0.181	0.137	0.242	T
BN190192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190193	0.638	0.673	0.615	0.011	0.049	0.013	0.011	0.026	0.051	0.043	0.043	0.031	0.03	0.033	0.051	0.108	0.097	0.007	0.335	T
BN190195	0.655	0.666	0.609	0.005	0.036	0.006	0.008	0.027	0.06	0.052	0.041	0.058	0.045	0.045	0.054	0.125	0.14	0.007	0.312	N
BN190198	0.663	0.669	0.594	0.019	0.062	0.02	0.02	0.04	0.088	0.062	0.083	0.054	0.051	0.051	0.051	0.092	0.097	0.112	0.177	T
BN190199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190200	0.628	0.681	0.626	0.011	0.053	0.014	0.018	0.022	0.05	0.04	0.042	0.057	0.042	0.031	0.044	0.079	0.067	0.019	0.158	T
BN190201	0.663	0.699	0.606	0.02	0.04	0.013	0.019	0.022	0.086	0.062	0.065	0.065	0.046	0.058	0.075	0.125	0.125	0.021	0.284	N
BN190202	0.646	0.646	0.627	0.015	0.053	0.01	0.02	0.026	0.065	0.062	0.067	0.069	0.045	0.062	0.061	0.124	0.132	0.045	0.202	T
BN190203	0.632	0.674	0.603	0.082	0.133	0.06	0.116	0.15	0.318	0.301	0.262	0.294	0.271	0.23	0.27	0.332	0.337	0.115	0.551	T
BN190206	0.637	0.664	0.602	0.019	0.07	0.014	0.023	0.035	0.067	0.052	0.037	0.05	0.057	0.059	0.05	0.099	0.156	0.049	0.126	N
BN190209	0.67	0.676	0.622	0.014	0.041	0.014	0.021	0.019	0.053	0.064	0.041	0.037	0.049	0.038	0.042	0.11	0.124	0.032	0.209	N
BN190210	0.691	0.682	0.609	0.039	0.214	0.046	0.263	0.38	0.623	0.631	0.624	0.613	0.34	0.268	0.24	0.329	0.329	0.049	0.302	T
BN190211	0.626	0.68	0.593	0.018	0.052	0.019	0.015	0.028	0.08	0.068	0.076	0.058	0.052	0.056	0.063	0.167	0.172	0.009	0.124	T
BN190213	0.664	0.677	0.607	0.011	0.026	0	0.014	0.032	0.046	0.031	0.017	0.031	0.057	0.014	0.014	0.083	0.088	0.014	0.211	N
BN190215	0.627	0.68	0.609	0.047	0.087	0.044	0.036	0.084	0.182	0.159	0.178	0.157	0.151	0.167	0.151	0.289	0.292	0.205	0.415	T
BN190218	0.624	0.679	0.618	0.028	0.052	0.022	0.028	0.038	0.187	0.172	0.158	0.152	0.118	0.099	0.116	0.202	0.222	0.173	0.335	N
BN190219	0.646	0.702	0.637	0.027	0.064	0.023	0.028	0.034	0.134	0.087	0.122	0.145	0.122	0.128	0.124	0.175	0.169	0.073	0.311	T
BN190221	0.636	0.678	0.627	0.017	0.049	0.012	0.03	0.024	0.107	0.057	0.073	0.079	0.065	0.059	0.072	0.094	0.117	0.047	0.266	N
BN190223	0.658	0.671	0.605	0.132	0.128	0.11	0.176	0.21	0.307	0.306	0.311	0.317	0.268	0.272	0.294	0.391	0.387	0.132	0.51	T
BN190225	0.651	0.681	0.605	0.024	0.051	0.019	0.031	0.027	0.064	0.069	0.08	0.062	0.065	0.06	0.071	0.134	0.104	0.028	0.162	N
BN190227	0.648	0.667	0.622	0.023	0.054	0.017	0.036	0.047	0.104	0.092	0.104	0.106	0.084	0.078	0.093	0.155	0.163	0.108	0.263	T
BN190229	0.648	0.662	0.605	0.033	0.052	0.017	0.028	0.038	0.088	0.09	0.086	0.071	0.072	0.063	0.071	0.145	0.145	0.116	0.323	N
BN190231	0.648	0.676	0.601	0.241	0.271	0.249	0.252	0.274	0.361	0.366	0.335	0.342	0.339	0.305	0.333	0.402	0.411	0.257	0.546	T
BN190233	0.668	0.679	0.61	0.06	0.089	0.059	0.064	0.077	0.111	0.085	0.108	0.097	0.096	0.101	0.097	0.153	0.142	0.063	0.19	N
BN190235	0.658	0.672	0.604	0.018	0.05	0.018	0.027	0.041	0.088	0.072	0.084	0.091	0.083	0.078	0.084	0.152	0.154	0.049	0.245	T
BN190238	0.657	0.657	0.611	0.013	0.062	0.014	0.014	0.024	0.07	0.08	0.078	0.058	0.043	0.034	0.04	0.122	0.133	0.046	0.184	N
BN190240	0.65	0.682	0.602	0.046	0.077	0.041	0.04	0.059	0.218	0.178	0.196	0.232	0.146	0.171	0.164	0.276	0.333	0.012	0.488	T
BN190241	0.643	0.683	0.609	0.014	0.049	0.013	0.031	0.032	0.131	0.094	0.125	0.105	0.083	0.101	0.111	0.177	0.184	0.017	0.218	N
BN190242	0.662	0.663	0.609	0.017	0.046	0.009	0.018	0.027	0.052	0.046	0.062	0.049	0.054	0.056	0.061	0.089	0.088	0.043	0.138	T
BN190244	0.658	0.674	0.612	0.145	0.196	0.15	0.164	0.183	0.297	0.272	0.279	0.314	0.294	0.275	0.249	0.346	0.362	0.13	0.599	T
BN190245	0.657	0.685	0.6	0.111	0.159	0.136	0.113	0.148	0.204	0.19	0.197	0.188	0.195	0.177	0.197	0.232	0.23	0.086	0.326	N
BN190247	0.66	0.684	0.602	0.009	0.035	0.015	0.012	0.026	0.038	0.061	0.049	0.041	0.044	0.032	0.046	0.099	0.078	0.06	0.147	T
BN190248	0.662	0.678	0.59	0.479	0.608	0.32	0.312	0.384	0.826	0.817	0.822	0.823	0.823	0.749	0.788	0.795	0.822	0.305	0.413	T
BN190249	0.652	0.658	0.609	0.017	0.05	0.01	0.026	0.068	0.312	0.294	0.295	0.224	0.11	0.224	0.093	0.348	0.346	0.037	0.291	T
BN190251	0.637	0.681	0.592	0.032	0.057	0.036	0.041	0.053	0.146	0.136	0.134	0.163	0.118	0.139	0.127	0.225	0.244	0.012	0.393	T
BN190252	0.646	0.672	0.581	0.014	0.048	0.008	0.02	0.026	0.157	0.246	0.299	0.102	0.067	0.214	0.091	0.103	0.157	0.035	0.273	T
BN190255	0.666	0.674	0.597	0.014	0.04	0.011	0.021	0.027	0.071	0.065	0.096	0.057	0.058	0.077	0.06	0.122	0.123	0.056	0.246	N
BN190256	0.66	0.676	0.596	0.011	0.044	0.012	0.019	0.019	0.059	0.051	0.048	0.063	0.041	0.028	0.102	0.087	0.291	0.084	0.439	T
BN190257	0.648	0.681	0.607	0.015	0.045	0.01	0.019	0.029	0.048	0.05	0.049	0.048	0.042	0.043	0.05	0.12	0.088	0.043	0.169	N
BN190258	0.646	0.671	0.606	0.112	0.165	0.075	0.064	0.132	0.508	0.486	0.452	0.499	0.449	0.49	0.426	0.534	0.551	0.144	0.35	T
BN190260	0.633	0.674	0.585	0.026	0.053	0.016	0.034	0.046	0.097	0.091	0.079	0.101	0.076	0.084	0.076	0.18	0.167	0.093	0.234	N
BN190262	0.641	0.673	0.588	0.01	0.053	0.009	0.008	0.016	0.044	0.062	0.065	0.048	0.042	0.036	0.045	0.156	0.095	0.052	0.292	N
