BN190128	0.049	0.044	0.057	0.069	0.112	0.068	0.067	0.076	0.094	0.099	0.097	0.096	0.082	0.149	0.102	0.128	N
BN190131	0.044	0.04	0.055	0.054	0.095	0.057	0.05	0.067	0.082	0.077	0.079	0.088	0.101	0.153	0.12	0.11	T
BN190133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190135	0.142	0.139	0.154	0.15	0.152	0.154	0.151	0.15	0.146	0.154	0.162	0.175	0.176	0.202	0.165	0.179	T
BN190137	0.068	0.051	0.065	0.064	0.091	0.089	0.062	0.074	0.085	0.088	0.087	0.096	0.077	0.136	0.103	0.108	N
BN190141	0.017	0.018	0.033	0.03	0.053	0.033	0.017	0.037	0.038	0.041	0.054	0.068	0.044	0.089	0.065	0.069	T
BN190142	0.07	0.071	0.103	0.091	0.171	0.155	0.113	0.175	0.186	0.183	0.192	0.202	0.19	0.222	0.199	0.226	N
BN190147	0.138	0.15	0.156	0.17	0.201	0.181	0.155	0.187	0.183	0.19	0.18	0.207	0.192	0.241	0.213	0.225	T
BN190149	0.147	0.132	0.161	0.157	0.21	0.181	0.166	0.195	0.195	0.212	0.191	0.211	0.182	0.246	0.24	0.232	N
BN190150	0.043	0.051	0.058	0.049	0.065	0.059	0.044	0.06	0.056	0.073	0.076	0.073	0.067	0.093	0.077	0.089	T
BN190151	0.104	0.094	0.094	0.114	0.122	0.108	0.09	0.098	0.121	0.122	0.117	0.142	0.128	0.148	0.137	0.147	T
BN190155	0.035	0.025	0.035	0.032	0.061	0.043	0.038	0.044	0.058	0.053	0.061	0.083	0.07	0.122	0.089	0.096	N
BN190158	0.235	0.25	0.245	0.246	0.267	0.255	0.245	0.258	0.268	0.269	0.281	0.274	0.28	0.31	0.284	0.306	T
BN190159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190163	0.028	0.019	0.026	0.03	0.08	0.049	0.032	0.043	0.061	0.059	0.069	0.092	0.069	0.208	0.116	0.13	N
BN190164	0.587	0.613	0.668	0.662	0.69	0.685	0.642	0.679	0.691	0.686	0.696	0.706	0.706	0.733	0.724	0.733	T
BN190166	0.362	0.366	0.443	0.416	0.502	0.477	0.405	0.498	0.502	0.503	0.502	0.539	0.513	0.559	0.513	0.542	N
BN190168	0.121	0.079	0.119	0.127	0.18	0.133	0.115	0.139	0.152	0.16	0.153	0.158	0.165	0.261	0.214	0.225	T
BN190170	0.15	0.147	0.159	0.161	0.205	0.164	0.156	0.175	0.18	0.203	0.208	0.216	0.191	0.284	0.252	0.277	T
BN190171	0.077	0.067	0.066	0.073	0.116	0.085	0.068	0.085	0.103	0.1	0.106	0.116	0.087	0.147	0.136	0.138	N
BN190172	0.303	0.142	0.375	0.294	0.407	0.314	0.375	0.33	0.397	0.41	0.398	0.429	0.275	0.465	0.447	0.45	T
BN190175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190179	0.107	0.097	0.267	0.209	0.419	0.331	0.227	0.385	0.436	0.452	0.461	0.493	0.468	0.554	0.471	0.482	T
BN190180	0.052	0.042	0.095	0.074	0.171	0.108	0.064	0.128	0.139	0.173	0.152	0.161	0.12	0.215	0.162	0.181	N
BN190181	0.627	0.452	0.681	0.684	0.759	0.733	0.703	0.748	0.745	0.745	0.749	0.765	0.759	0.776	0.77	0.77	T
BN190184	0.058	0.054	0.078	0.065	0.106	0.082	0.074	0.084	0.08	0.089	0.084	0.099	0.1	0.152	0.128	0.139	N
BN190186	0.024	0.018	0.025	0.02	0.036	0.027	0.014	0.027	0.032	0.02	0.04	0.023	0.021	0.043	0.026	0.041	T
BN190189	0.041	0.039	0.05	0.06	0.115	0.063	0.04	0.072	0.08	0.087	0.096	0.095	0.087	0.204	0.157	0.165	N
BN190191	0.525	0.455	0.551	0.538	0.554	0.553	0.548	0.552	0.557	0.558	0.555	0.58	0.577	0.596	0.586	0.602	T
BN190192	0.308	0.333	0.333	0.333	0.359	0.342	0.316	0.333	0.308	0.342	0.342	0.333	0.359	0.385	0.359	0.385	N
BN190193	0.021	0.005	0.014	0.011	0.029	0.014	0.018	0.012	0.032	0.029	0.023	0.032	0.029	0.071	0.051	0.051	T
BN190195	0.016	0.013	0.022	0.009	0.058	0.02	0.015	0.031	0.046	0.052	0.05	0.054	0.034	0.092	0.059	0.058	N
BN190198	0.146	0.13	0.242	0.192	0.324	0.299	0.224	0.284	0.337	0.341	0.337	0.353	0.362	0.417	0.39	0.411	T
BN190199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190200	0.011	0.004	0.013	0.005	0.014	0.007	0.007	0.006	0.014	0.014	0.012	0.017	0.025	0.036	0.017	0.019	T
BN190201	0.05	0.039	0.049	0.049	0.077	0.052	0.04	0.06	0.078	0.08	0.075	0.076	0.069	0.128	0.095	0.107	N
BN190202	0.562	0.547	0.572	0.548	0.574	0.542	0.555	0.567	0.562	0.561	0.545	0.575	0.576	0.624	0.609	0.615	T
BN190203	0.024	0.023	0.03	0.031	0.033	0.032	0.02	0.034	0.031	0.032	0.039	0.05	0.032	0.05	0.032	0.044	T
BN190206	0.079	0.073	0.116	0.095	0.157	0.109	0.111	0.118	0.145	0.137	0.151	0.173	0.167	0.241	0.183	0.189	N
BN190209	0.054	0.047	0.056	0.055	0.116	0.073	0.057	0.077	0.095	0.091	0.099	0.102	0.1	0.205	0.121	0.138	N
BN190210	0.385	0.411	0.405	0.402	0.42	0.421	0.404	0.412	0.42	0.42	0.42	0.459	0.466	0.485	0.472	0.493	T
BN190211	0.556	0.504	0.589	0.575	0.601	0.603	0.586	0.591	0.595	0.61	0.602	0.613	0.616	0.628	0.618	0.627	T
BN190213	0.04	0.03	0.034	0.036	0.094	0.061	0.04	0.057	0.045	0.054	0.057	0.065	0.056	0.128	0.09	0.075	N
BN190215	0.304	0.315	0.345	0.335	0.349	0.34	0.326	0.353	0.366	0.37	0.376	0.38	0.398	0.432	0.412	0.418	T
BN190218	0.08	0.096	0.094	0.1	0.114	0.114	0.093	0.1	0.112	0.109	0.11	0.101	0.102	0.154	0.131	0.135	N
BN190219	0.083	0.124	0.13	0.136	0.139	0.144	0.126	0.143	0.146	0.156	0.149	0.161	0.148	0.162	0.154	0.169	T
BN190221	0.024	0.027	0.039	0.039	0.081	0.04	0.032	0.052	0.073	0.053	0.066	0.077	0.052	0.116	0.083	0.103	N
BN190223	0.157	0.153	0.153	0.15	0.159	0.154	0.152	0.16	0.17	0.171	0.171	0.191	0.196	0.206	0.201	0.203	T
BN190225	0.053	0.039	0.054	0.053	0.121	0.07	0.051	0.081	0.109	0.102	0.099	0.12	0.093	0.252	0.161	0.168	N
BN190227	0.068	0.065	0.13	0.099	0.184	0.179	0.119	0.169	0.203	0.183	0.193	0.224	0.231	0.279	0.227	0.25	T
BN190229	0.071	0.076	0.084	0.09	0.125	0.118	0.085	0.126	0.12	0.132	0.13	0.137	0.139	0.154	0.142	0.148	N
BN190231	0.183	0.183	0.186	0.193	0.21	0.208	0.184	0.207	0.205	0.208	0.208	0.213	0.216	0.245	0.222	0.24	T
BN190233	0.063	0.044	0.074	0.077	0.112	0.074	0.06	0.084	0.091	0.096	0.102	0.124	0.101	0.215	0.148	0.155	N
BN190235	0.074	0.071	0.085	0.076	0.115	0.093	0.076	0.102	0.113	0.109	0.116	0.128	0.112	0.173	0.143	0.166	T
BN190238	0.086	0.068	0.095	0.088	0.143	0.103	0.078	0.112	0.116	0.115	0.115	0.119	0.089	0.178	0.149	0.146	N
BN190240	0.047	0.043	0.055	0.045	0.055	0.053	0.035	0.043	0.038	0.052	0.055	0.049	0.052	0.063	0.057	0.056	T
BN190241	0.143	0.119	0.143	0.149	0.197	0.155	0.12	0.178	0.161	0.171	0.2	0.218	0.169	0.253	0.212	0.234	N
BN190242	0.456	0.464	0.47	0.45	0.482	0.473	0.471	0.488	0.476	0.475	0.48	0.509	0.505	0.512	0.495	0.521	T
BN190244	0.073	0.075	0.079	0.079	0.079	0.086	0.081	0.073	0.078	0.08	0.08	0.087	0.084	0.1	0.087	0.095	T
BN190245	0.075	0.077	0.086	0.082	0.098	0.082	0.083	0.087	0.09	0.103	0.094	0.114	0.096	0.135	0.113	0.11	N
BN190247	0.027	0.023	0.044	0.028	0.14	0.074	0.025	0.086	0.1	0.08	0.088	0.076	0.056	0.283	0.191	0.179	T
BN190248	0.673	0.679	0.687	0.706	0.729	0.705	0.696	0.722	0.71	0.721	0.726	0.727	0.721	0.749	0.736	0.741	T
BN190249	0.504	0.542	0.547	0.529	0.545	0.556	0.507	0.547	0.545	0.553	0.548	0.565	0.571	0.574	0.573	0.584	T
BN190251	0.024	0.02	0.023	0.028	0.048	0.042	0.03	0.038	0.042	0.05	0.046	0.051	0.043	0.088	0.058	0.071	T
BN190252	0.318	0.35	0.37	0.31	0.392	0.306	0.344	0.32	0.393	0.397	0.399	0.422	0.412	0.444	0.428	0.439	T
BN190255	0.052	0.033	0.064	0.053	0.123	0.071	0.05	0.095	0.122	0.116	0.119	0.118	0.085	0.234	0.176	0.197	N
BN190256	0.284	0.092	0.378	0.346	0.419	0.415	0.401	0.42	0.424	0.43	0.431	0.44	0.267	0.502	0.466	0.486	T
BN190257	0.087	0.084	0.107	0.108	0.168	0.127	0.103	0.141	0.149	0.154	0.155	0.168	0.173	0.268	0.188	0.214	N
BN190258	0.309	0.315	0.32	0.313	0.325	0.323	0.324	0.32	0.333	0.329	0.339	0.349	0.346	0.363	0.361	0.369	T
BN190260	0.068	0.047	0.104	0.081	0.184	0.104	0.067	0.142	0.18	0.17	0.186	0.166	0.148	0.307	0.228	0.255	N
BN190262	0.028	0.015	0.027	0.022	0.046	0.04	0.014	0.029	0.038	0.043	0.051	0.047	0.035	0.118	0.069	0.068	N
BN190264	0.169	0.143	0.205	0.195	0.284	0.235	0.187	0.243	0.268	0.298	0.3	0.291	0.281	0.408	0.316	0.351	N
BN190265	0.508	0.438	0.603	0.526	0.642	0.62	0.583	0.629	0.635	0.634	0.643	0.656	0.661	0.687	0.683	0.693	T
BN190266	0.115	0.085	0.151	0.128	0.192	0.143	0.148	0.175	0.186	0.18	0.175	0.187	0.196	0.26	0.217	0.216	N
BN190267	0.216	0.232	0.236	0.232	0.242	0.243	0.239	0.239	0.253	0.258	0.255	0.285	0.281	0.312	0.301	0.318	T
BN190269	0.076	0.07	0.099	0.081	0.148	0.114	0.096	0.105	0.125	0.128	0.125	0.138	0.123	0.192	0.163	0.183	N
BN190270	0.055	0.023	0.069	0.044	0.137	0.06	0.05	0.084	0.118	0.13	0.135	0.153	0.167	0.353	0.223	0.26	T
BN190271	0.072	0.05	0.072	0.061	0.099	0.059	0.047	0.076	0.078	0.082	0.082	0.089	0.059	0.12	0.094	0.101	N
BN190274	0.068	0.064	0.134	0.099	0.242	0.175	0.148	0.231	0.257	0.252	0.275	0.246	0.248	0.326	0.277	0.303	T
BN190278	0.52	0.519	0.539	0.534	0.55	0.542	0.536	0.536	0.553	0.55	0.561	0.585	0.574	0.602	0.583	0.59	T
BN190279	0.105	0.082	0.104	0.099	0.171	0.121	0.091	0.123	0.139	0.135	0.128	0.143	0.106	0.205	0.169	0.2	N
BN190280	0.648	0.641	0.774	0.678	0.799	0.739	0.701	0.77	0.754	0.787	0.769	0.81	0.744	0.842	0.814	0.848	T
BN190283	0.037	0.035	0.043	0.034	0.065	0.051	0.044	0.056	0.061	0.06	0.07	0.067	0.053	0.095	0.081	0.077	N
BN190284	0.624	0.592	0.643	0.634	0.678	0.665	0.623	0.672	0.675	0.684	0.685	0.717	0.706	0.732	0.726	0.725	T
BN190285	0.073	0.073	0.076	0.067	0.089	0.067	0.054	0.101	0.115	0.089	0.095	0.098	0.089	0.165	0.104	0.13	N
BN190286	0.09	0.103	0.188	0.155	0.265	0.223	0.177	0.249	0.287	0.304	0.306	0.307	0.314	0.352	0.304	0.321	T
BN190287	0.171	0.17	0.188	0.164	0.217	0.198	0.17	0.192	0.207	0.223	0.211	0.219	0.211	0.269	0.237	0.276	N
BN190288	0.258	0.248	0.271	0.273	0.277	0.279	0.257	0.278	0.305	0.305	0.309	0.325	0.329	0.355	0.337	0.345	T
BN190290	0.415	0.404	0.434	0.415	0.459	0.435	0.432	0.442	0.467	0.477	0.463	0.477	0.473	0.514	0.498	0.505	N
BN190292	0.254	0.181	0.303	0.312	0.327	0.288	0.302	0.314	0.33	0.333	0.337	0.346	0.357	0.424	0.389	0.401	T
BN190293	0.2	0.067	0.2	0.2	0.2	0.267	0.2	0.2	0.267	0.133	0.133	0.267	0.133	0.133	0.133	0.133	N
BN190296	0.091	0.097	0.107	0.085	0.115	0.119	0.097	0.122	0.12	0.125	0.135	0.131	0.148	0.155	0.132	0.152	T
BN190298	0.217	0.233	0.244	0.232	0.26	0.257	0.242	0.242	0.266	0.272	0.276	0.289	0.292	0.34	0.304	0.308	N
BN190300	0.688	0.718	0.718	0.703	0.72	0.714	0.697	0.715	0.728	0.732	0.722	0.74	0.731	0.767	0.721	0.738	T
BN190303	0.162	0.172	0.196	0.188	0.26	0.204	0.191	0.231	0.231	0.23	0.237	0.269	0.232	0.315	0.284	0.303	N
BN190305	0.038	0.038	0.043	0.043	0.06	0.053	0.047	0.05	0.063	0.056	0.073	0.061	0.052	0.095	0.074	0.082	T
BN190308	0.119	0.084	0.122	0.125	0.16	0.121	0.104	0.127	0.155	0.178	0.179	0.163	0.157	0.234	0.198	0.221	N
BN190310	0.051	0.045	0.084	0.049	0.121	0.096	0.068	0.119	0.099	0.108	0.123	0.113	0.113	0.244	0.159	0.144	N
BN190312	0.457	0.394	0.465	0.457	0.482	0.469	0.452	0.464	0.484	0.485	0.477	0.519	0.515	0.539	0.549	0.548	T
BN190313	0.014	0.022	0.017	0.021	0.028	0.013	0.006	0.016	0.02	0.021	0.034	0.136	0.199	0.056	0.034	0.046	T
