39	0.582	0.407	0.494	0.582	0.582	0.602	0.565	0.534	0.514	0.311	0.435	0.086	0.26	0.557	0.523	0.506	0.497	0.509	0.61	0.597	0.61	0.625	0.608	0.593	0.61	0.608	0.497	0.616	0.582	0.625	0.591	0.542	T
50	0.66	0.068	0.014	0.093	0.033	0.031	0.012	0.016	0.026	0.012	0.023	0.012	0.014	0.028	0.043	0.019	0.021	0.033	0.035	0.021	0.04	0.029	0.036	0.067	0.026	0.057	0.021	0.017	0.014	0.043	0.017	0.026	N
55	0.681	0.02	0.015	0.054	0.039	0.147	0.067	0.147	0.125	0.056	0.135	0.019	0.021	0.16	0.202	0.206	0.273	0.328	0.211	0.15	0.25	0.252	0.323	0.358	0.334	0.234	0.066	0.136	0.165	0.126	0.11	0.036	T
56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
63	0.689	0.061	0.093	0.106	0.095	0.11	0.08	0.095	0.1	0.083	0.08	0.088	0.077	0.087	0.085	0.089	0.077	0.092	0.08	0.089	0.084	0.088	0.085	0.081	0.088	0.093	0.073	0.068	0.076	0.08	0.084	0.054	T
67	0.705	0.033	0.049	0.033	0.067	0.082	0.016	0.049	0.049	0.016	0	0.016	0	0.049	0.066	0	0.016	0.016	0.033	0.033	0.098	0.033	0.082	0.115	0.115	0.131	0.033	0.066	0.049	0.082	0.05	0.033	T
81	0.667	0.037	0.031	0.061	0.063	0.049	0.047	0.042	0.047	0.035	0.04	0.031	0.03	0.047	0.047	0.045	0.04	0.055	0.042	0.043	0.052	0.064	0.055	0.057	0.052	0.069	0.026	0.038	0.033	0.075	0.048	0.05	T
88	0.707	0.02	0.021	0.02	0.034	0.088	0.007	0.02	0.027	0.007	0.02	0.014	0.007	0.048	0.034	0	0	0.048	0.021	0.034	0.027	0.062	0.049	0.07	0.042	0.048	0.021	0.014	0.014	0.054	0.007	0.007	N
89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
93	0.663	0.455	0.446	0.446	0.439	0.433	0.39	0.406	0.449	0.406	0.396	0.305	0.292	0.409	0.406	0.378	0.414	0.419	0.349	0.392	0.373	0.403	0.426	0.397	0.405	0.419	0.382	0.401	0.297	0.267	0.247	0.225	T
94	0.691	0.165	0.156	0.165	0.155	0.144	0.144	0.144	0.155	0.134	0.155	0.113	0.072	0.155	0.168	0.103	0.135	0.179	0.113	0.165	0.165	0.196	0.156	0.175	0.155	0.175	0.146	0.177	0.094	0.103	0.082	0.082	N
BN190001	0.685	0.004	0.041	0.046	0.045	0.08	0.011	0.017	0.045	0.02	0.063	0.021	0.019	0.032	0.034	0.021	0.017	0.026	0.021	0.017	0.058	0.022	0.032	0.022	0.025	0.013	0.011	0.011	0.015	0.045	0.013	0.03	T
BN190002	0.697	0.032	0	0.026	0.019	0.019	0	0.006	0.026	0	0.013	0.013	0.006	0.039	0.013	0.013	0.019	0.039	0.019	0.019	0.039	0.045	0.02	0.04	0.02	0.039	0.013	0.014	0.02	0.045	0.006	0.013	N
BN190003	0.704	0.309	0.236	0.688	0.685	0.629	0.677	0.601	0.694	0.643	0.643	0.29	0.198	0.639	0.682	0.69	0.686	0.692	0.553	0.691	0.693	0.662	0.693	0.687	0.696	0.696	0.243	0.203	0.324	0.367	0.282	0.193	T
BN190005	0.629	0.113	0.021	0.198	0.167	0.155	0.155	0.155	0.156	0.155	0.134	0.095	0.103	0.113	0.158	0.116	0.113	0.134	0.073	0.115	0.113	0.124	0.138	0.146	0.125	0.156	0.021	0.052	0.031	0.103	0.021	0.062	N
BN190006	0.679	0.014	0	0.014	0.007	0.014	0.011	0.011	0.018	0.011	0.007	0.007	0.014	0.011	0.007	0.011	0.018	0.007	0.014	0.029	0.011	0.025	0.018	0.011	0.011	0.018	0.004	0.018	0.004	0.018	0.014	0.025	T
BN190007	0.689	0.034	0.014	0.028	0.034	0.068	0.014	0.027	0.027	0.007	0.027	0.014	0.041	0.034	0.054	0.007	0.034	0.041	0.014	0.041	0.047	0.041	0.047	0.041	0.035	0.077	0.02	0.021	0	0.048	0	0.014	N
BN190008	0.776	0.06	0.031	0.121	0.179	0.136	0.09	0.045	0.045	0.06	0.075	0.091	0.015	0.104	0.123	0.136	0.119	0.138	0.104	0.104	0.134	0.09	0.092	0.152	0.121	0.136	0.09	0.091	0.06	0.09	0.149	0.09	T
BN190010	0.662	0.029	0.087	0.133	0.109	0.112	0.043	0.034	0.099	0.092	0.132	0.075	0.072	0.106	0.149	0.087	0.133	0.133	0.092	0.133	0.147	0.11	0.102	0.146	0.129	0.171	0.049	0.096	0.081	0.095	0.066	0.084	N
BN190011	0.641	0.065	0.178	0.457	0.609	0.25	0.076	0.337	0.37	0.098	0.25	0.056	0.011	0.293	0.239	0.022	0.055	0.109	0.315	0.304	0.341	0.077	0.1	0.111	0.154	0.385	0.033	0.293	0.337	0.33	0.311	0.289	T
BN190012	0.723	0.018	0.014	0.054	0.04	0.018	0	0.004	0.018	0	0.013	0	0.022	0.018	0.027	0.004	0.005	0.023	0.036	0.027	0.045	0.028	0.027	0.054	0.018	0.045	0.013	0.04	0.04	0.04	0.046	0.023	N
BN190014	0.667	0.246	0.225	0.35	0.272	0.294	0.228	0.267	0.301	0.272	0.294	0.24	0.207	0.25	0.287	0.263	0.306	0.291	0.298	0.281	0.289	0.294	0.285	0.318	0.307	0.291	0.161	0.274	0.268	0.281	0.196	0.253	T
BN190015	0.591	0.068	0.045	0.023	0.023	0.068	0.023	0.023	0.045	0.047	0	0	0	0	0.07	0	0.023	0	0	0	0.045	0.023	0.024	0	0.045	0	0	0.023	0	0.023	0	0.024	N
BN190017	0.655	0.035	0.015	0.043	0.064	0.071	0.035	0.035	0.043	0.035	0.049	0.007	0.014	0.028	0.056	0.035	0.05	0.035	0.057	0.042	0.049	0.05	0.057	0.064	0.057	0.078	0.014	0.064	0.014	0.064	0.028	0.043	N
BN190018	0.676	0.036	0.019	0.036	0.018	0.045	0.027	0.018	0.045	0.027	0.054	0.019	0.027	0.054	0.054	0.08	0.099	0.08	0.054	0.045	0.107	0.054	0.107	0.13	0.063	0.128	0.027	0.055	0.071	0.045	0.009	0	T
BN190019	0.685	0.011	0.011	0.054	0.261	0.25	0.088	0.264	0.264	0.065	0.207	0.022	0.076	0.076	0.283	0.22	0.269	0.28	0.293	0.269	0.269	0.272	0.293	0.301	0.28	0.28	0.207	0.033	0.065	0.217	0.043	0.204	T
BN190023	0.686	0.076	0.041	0.093	0.064	0.064	0.058	0.047	0.064	0.041	0.058	0.052	0.041	0.081	0.106	0.076	0.054	0.07	0.058	0.053	0.065	0.042	0.065	0.07	0.053	0.076	0.053	0.059	0.058	0.07	0.053	0.047	N
BN190024	0.697	0.197	0.18	0.602	0.655	0.657	0.626	0.65	0.651	0.618	0.641	0.663	0.584	0.644	0.664	0.655	0.67	0.681	0.671	0.655	0.633	0.653	0.672	0.66	0.661	0.643	0.46	0.647	0.664	0.456	0.408	0.201	T
BN190026	0.612	0.042	0.019	0.112	0.15	0.15	0.136	0.145	0.15	0.131	0.145	0.15	0.112	0.141	0.147	0.124	0.15	0.136	0.137	0.132	0.15	0.142	0.141	0.137	0.137	0.15	0.07	0.142	0.141	0.145	0.094	0.075	N
BN190028	0.668	0.05	0.018	0.046	0.035	0.025	0.007	0.018	0.007	0.007	0.014	0.014	0.007	0.007	0.018	0.025	0.018	0.028	0.028	0.043	0.043	0.025	0.043	0.051	0.029	0.071	0.011	0.029	0.007	0.061	0.007	0.007	T
BN190029	0.675	0.05	0	0.1	0.075	0.103	0.025	0.05	0.026	0.05	0.05	0.05	0	0.075	0.077	0.05	0.1	0.075	0.125	0.051	0.026	0.075	0.075	0.125	0.1	0.15	0.025	0.026	0.077	0.1	0.025	0.026	N
BN190030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190032	0.661	0.018	0.018	0.073	0.036	0.107	0.054	0	0.056	0.036	0.036	0	0.018	0.018	0.037	0	0	0.054	0.036	0.036	0.018	0.093	0.071	0.073	0.073	0.127	0.054	0.018	0.071	0.107	0.055	0.036	N
BN190033	0.668	0.011	0.011	0.016	0.005	0.026	0.005	0.005	0.026	0.011	0.016	0.005	0.005	0.021	0.059	0.021	0.027	0.08	0.07	0.07	0.053	0.048	0.048	0.048	0.022	0.048	0.027	0.011	0.026	0.027	0.016	0.016	T
BN190034	0.842	0.053	0.105	0.211	0.158	0.211	0.053	0.158	0.105	0	0	0	0	0.053	0.105	0.105	0.158	0.105	0.105	0.105	0.211	0.105	0.105	0.158	0.105	0.158	0.056	0.105	0.053	0.105	0.105	0.111	T
BN190036	0.731	0.018	0.031	0.083	0.071	0.095	0.065	0.066	0.072	0.054	0.065	0.048	0.024	0.06	0.084	0.06	0.06	0.072	0.089	0.089	0.09	0.085	0.108	0.108	0.109	0.096	0.083	0.073	0.079	0.119	0.072	0.072	T
BN190037	0.739	0.038	0.013	0.155	0.172	0.155	0.083	0.102	0.122	0.083	0.121	0.092	0.052	0.116	0.184	0.157	0.116	0.129	0.153	0.16	0.191	0.173	0.168	0.179	0.161	0.166	0.07	0.129	0.16	0.172	0.123	0.159	N
BN190038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190039	0.635	0.58	0.511	0.639	0.628	0.62	0.542	0.599	0.626	0.464	0.427	0.136	0.17	0.559	0.581	0.613	0.607	0.614	0.484	0.603	0.577	0.59	0.594	0.585	0.582	0.595	0.325	0.478	0.41	0.48	0.421	0.419	T
BN190040	0.712	0.139	0.122	0.129	0.123	0.158	0.116	0.136	0.126	0.112	0.119	0.043	0.05	0.144	0.158	0.129	0.137	0.14	0.126	0.127	0.142	0.131	0.141	0.13	0.13	0.144	0.076	0.126	0.113	0.136	0.123	0.127	N
BN190041	0.672	0.022	0.028	0.022	0.028	0.05	0.006	0.022	0.045	0.011	0.011	0.017	0.011	0.022	0.022	0.011	0.011	0.033	0.011	0.011	0.028	0.056	0.045	0.033	0.028	0.067	0	0.011	0.017	0.022	0.028	0	T
BN190042	0.608	0.009	0.009	0.032	0.018	0.036	0.022	0.022	0.027	0.009	0.009	0.004	0.027	0.022	0.022	0.018	0.018	0.04	0.022	0.027	0.062	0.04	0.044	0.041	0.027	0.062	0	0.018	0.027	0.04	0.027	0.027	N
BN190044	0.681	0.935	0.928	0.939	0.943	0.946	0.928	0.939	0.948	0.937	0.939	0.943	0.906	0.95	0.943	0.958	0.95	0.952	0.95	0.954	0.956	0.961	0.958	0.947	0.947	0.956	0.941	0.956	0.937	0.956	0.948	0.876	T
BN190046	0.654	0.353	0.281	0.625	0.596	0.64	0.382	0.652	0.674	0.632	0.559	0.441	0.382	0.6	0.669	0.669	0.676	0.669	0.649	0.672	0.676	0.649	0.664	0.676	0.674	0.681	0.44	0.533	0.481	0.346	0.267	0.25	T
BN190047	0.642	0.028	0.01	0.047	0.042	0.037	0.023	0.009	0.028	0.023	0.033	0.005	0.019	0.06	0.052	0.028	0.057	0.084	0.037	0.028	0.074	0.019	0.038	0.028	0.028	0.075	0.019	0.019	0.024	0.052	0.009	0.028	N
BN190048	0.709	0.024	0.008	0.205	0.281	0.234	0.172	0.173	0.086	0.15	0.141	0.086	0.102	0.148	0.192	0.142	0.18	0.195	0.141	0.063	0.205	0.2	0.219	0.206	0.206	0.205	0.102	0.087	0.141	0.18	0.152	0.12	T
BN190049	0.709	0.091	0.091	0.745	0.727	0.691	0.455	0.273	0.491	0.309	0.473	0.291	0.036	0.473	0.564	0.218	0.145	0.345	0.6	0.745	0.815	0.818	0.8	0.648	0.815	0.815	0.127	0.593	0.582	0.564	0.345	0.418	T
BN190050	0.665	0.024	0.018	0.112	0.13	0.107	0.065	0.018	0.071	0.053	0.041	0.036	0.018	0.071	0.071	0.036	0.012	0.024	0.059	0.126	0.112	0.133	0.167	0.149	0.157	0.149	0.071	0.084	0.048	0.153	0.095	0.095	N
BN190051	0.618	0.018	0.006	0.047	0.101	0.076	0.035	0.047	0.108	0.053	0.1	0.012	0.012	0.118	0.16	0.101	0.138	0.148	0.155	0.095	0.194	0.148	0.188	0.201	0.213	0.219	0.024	0.048	0.036	0.077	0.059	0.083	T
BN190052	0.648	0.014	0.02	0.057	0.119	0.091	0.033	0.081	0.086	0.052	0.087	0.01	0.019	0.072	0.181	0.124	0.159	0.172	0.15	0.091	0.196	0.133	0.172	0.153	0.159	0.203	0.014	0.039	0.038	0.052	0.049	0	N
BN190054	0.537	0.12	0.084	0.231	0.148	0.38	0.056	0.28	0.491	0.194	0.204	0.009	0.037	0.361	0.393	0.121	0.259	0.462	0.194	0.206	0.491	0.406	0.454	0.453	0.417	0.444	0.13	0.287	0.194	0.112	0.048	0.065	T
BN190055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190056	0.628	0.052	0.024	0.047	0.064	0.07	0.029	0.029	0.041	0.041	0.023	0.012	0.017	0.035	0.07	0.035	0.041	0.053	0.035	0.059	0.053	0.058	0.052	0.094	0.035	0.07	0.023	0.041	0.023	0.065	0.03	0.024	N
BN190057	0.739	0.015	0.041	0.101	0.02	0.03	0.04	0.035	0.041	0.015	0.025	0.015	0.01	0.035	0.03	0.02	0.03	0.046	0.041	0.025	0.041	0.075	0.09	0.061	0.036	0.036	0.026	0.031	0.035	0.035	0.02	0.01	T
BN190059	0.725	0.017	0.008	0.042	0.017	0.025	0.017	0.033	0.059	0.042	0.008	0.008	0.008	0.033	0.008	0.017	0.034	0.034	0.051	0.025	0.067	0.025	0.06	0.025	0.033	0.143	0.017	0.033	0	0.025	0.008	0.034	N
BN190062	0.598	0.016	0.008	0.033	0.033	0.041	0.025	0.049	0.058	0.05	0	0.008	0	0.033	0.033	0.05	0.025	0.066	0.033	0.042	0.049	0.049	0.067	0.074	0.058	0.09	0.033	0.058	0.025	0.033	0	0.034	N
BN190068	0.643	0.071	0.055	0.083	0.09	0.089	0.072	0.09	0.09	0.062	0.071	0.065	0.054	0.08	0.099	0.099	0.119	0.089	0.073	0.072	0.071	0.098	0.091	0.107	0.093	0.1	0.054	0.098	0.072	0.126	0.08	0.072	N
BN190071	0.646	0.051	0.027	0.144	0.132	0.086	0.047	0.086	0.101	0.062	0.117	0.055	0.109	0.14	0.173	0.051	0.111	0.16	0.109	0.067	0.137	0.087	0.112	0.162	0.098	0.145	0.024	0.079	0.039	0.09	0.035	0.024	N
BN190072	0.665	0.012	0.012	0.053	0.065	0.053	0.029	0.071	0.036	0.041	0.018	0.012	0.006	0.012	0.024	0.018	0	0.03	0.018	0.059	0.059	0.042	0.024	0.071	0.024	0.112	0.024	0.012	0.024	0.053	0.012	0.03	N
BN190073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190075	0.734	0	0	0.038	0.013	0.051	0.025	0.013	0.063	0.025	0	0.025	0.013	0.025	0.027	0	0	0.051	0.013	0.013	0.026	0	0.026	0.013	0.039	0.063	0.025	0.039	0	0.013	0	0.025	N
BN190077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190080	0.681	0.096	0.088	0.086	0.086	0.096	0.087	0.103	0.095	0.095	0.078	0.062	0.069	0.095	0.086	0.086	0.086	0.095	0.078	0.087	0.095	0.104	0.086	0.105	0.096	0.113	0.071	0.078	0.086	0.086	0.078	0.095	N
BN190083	0.706	0.127	0.088	0.224	0.211	0.211	0.114	0.114	0.128	0.088	0.075	0.013	0.035	0.145	0.177	0.115	0.151	0.156	0.164	0.189	0.219	0.233	0.242	0.236	0.237	0.256	0.101	0.179	0.159	0.132	0.146	0.137	T
BN190085	0.638	0.064	0.065	0.021	0.021	0.043	0	0.021	0	0	0.021	0	0.021	0.064	0.085	0.044	0.021	0.022	0.021	0.064	0.021	0.022	0.106	0.128	0.106	0.106	0	0.021	0.085	0.021	0.043	0.064	N
BN190087	0.706	0.128	0.164	0.179	0.166	0.167	0.098	0.089	0.145	0.111	0.098	0.038	0.047	0.14	0.19	0.137	0.133	0.142	0.15	0.15	0.167	0.139	0.151	0.137	0.146	0.17	0.106	0.112	0.112	0.167	0.081	0.081	T
BN190089	0.741	0.409	0.548	0.649	0.652	0.651	0.572	0.645	0.658	0.437	0.511	0.184	0.191	0.586	0.66	0.572	0.655	0.636	0.622	0.656	0.654	0.652	0.665	0.669	0.667	0.668	0.528	0.591	0.508	0.674	0.579	0.588	N
BN190090	0.579	0.035	0.089	0.123	0.333	0.123	0.053	0.123	0.053	0.123	0.07	0.053	0.054	0.386	0.368	0.404	0.491	0.491	0.579	0.386	0.526	0.4	0.625	0.439	0.351	0.491	0.14	0.463	0.393	0.509	0.589	0.386	T
BN190092	0.663	0.022	0.044	0.12	0.12	0.098	0.043	0.11	0.109	0.011	0.109	0.022	0.033	0.196	0.187	0.187	0.231	0.165	0.319	0.146	0.272	0.176	0.407	0.211	0.163	0.25	0.078	0.239	0.176	0.239	0.308	0.165	N
BN190094	0.723	0.007	0.007	0.036	0.168	0.102	0	0.007	0.059	0	0.022	0.007	0.015	0.029	0.022	0.015	0	0.007	0.029	0.037	0.022	0	0.03	0.015	0.022	0.037	0.007	0.015	0.015	0.036	0.007	0	T
BN190096	0.669	0.024	0	0.012	0.012	0.018	0.018	0.018	0.024	0	0	0.012	0	0.006	0.036	0.006	0.006	0.018	0.012	0.024	0.024	0.018	0.054	0.012	0.006	0.036	0.006	0.018	0.006	0.018	0.006	0	N
BN190098	0.701	0.057	0.062	0.057	0.068	0.076	0.049	0.049	0.046	0.042	0.045	0.054	0.019	0.053	0.057	0.061	0.057	0.057	0.064	0.062	0.053	0.065	0.073	0.072	0.058	0.069	0.034	0.054	0.054	0.103	0.049	0.053	N
BN190099	0.724	0.022	0.011	0.061	0.039	0.022	0.011	0.033	0.028	0.011	0.017	0.017	0	0.022	0.028	0.028	0.028	0.039	0.044	0.04	0.05	0.033	0.017	0.051	0.051	0.039	0.023	0.039	0.017	0.033	0.022	0.044	T
BN190101	0.75	0.054	0.077	0.092	0.092	0.083	0.084	0.061	0.083	0.03	0.045	0.047	0.038	0.083	0.078	0.092	0.076	0.054	0.053	0.068	0.068	0.061	0.069	0.062	0.076	0.085	0.03	0.062	0.053	0.045	0.068	0.046	N
BN190106	0.725	0.069	0.047	0.227	0.289	0.358	0.124	0.165	0.083	0.055	0.037	0.018	0	0.31	0.306	0.327	0.394	0.367	0.302	0.336	0.318	0.292	0.288	0.318	0.252	0.399	0.149	0.318	0.382	0.102	0.051	0.047	T
BN190109	0.567	0.1	0.138	0.133	0.067	0.067	0.067	0.033	0	0.067	0.033	0	0.069	0.167	0.067	0.067	0.067	0.1	0.067	0.167	0.2	0.067	0.067	0.133	0.103	0.2	0	0	0.067	0.133	0.069	0	N
BN190111	0.711	0.061	0.02	0.041	0.025	0.066	0.015	0.046	0.02	0.005	0.026	0.005	0.005	0.02	0.051	0.041	0.056	0.036	0.02	0.01	0.046	0.026	0.041	0.026	0.005	0.056	0.026	0.026	0.031	0.031	0.036	0.021	T
BN190114	0.642	0.204	0.157	0.248	0.241	0.219	0.204	0.248	0.234	0.204	0.197	0.147	0.124	0.212	0.243	0.228	0.224	0.213	0.228	0.248	0.228	0.219	0.23	0.216	0.207	0.252	0.143	0.212	0.213	0.241	0.222	0.199	T
BN190117	0.703	0.386	0.331	0.592	0.551	0.563	0.386	0.437	0.484	0.424	0.519	0.178	0.19	0.481	0.417	0.346	0.369	0.446	0.437	0.459	0.535	0.519	0.533	0.513	0.506	0.535	0.43	0.442	0.418	0.443	0.424	0.399	N
BN190119	0.664	0.563	0.589	0.875	0.914	0.92	0.813	0.822	0.743	0.18	0.367	0.111	0.101	0.416	0.735	0.511	0.569	0.625	0.823	0.831	0.93	0.93	0.929	0.917	0.938	0.935	0.829	0.913	0.939	0.844	0.811	0.816	T
BN190120	0.594	0.135	0.15	0.17	0.188	0.168	0.142	0.142	0.161	0.148	0.155	0.143	0.129	0.161	0.169	0.172	0.164	0.163	0.175	0.161	0.169	0.162	0.183	0.168	0.166	0.187	0.161	0.169	0.174	0.208	0.163	0.143	N
BN190121	0.642	0.029	0.053	0.121	0.182	0.186	0.026	0.127	0.142	0.039	0.121	0.117	0.069	0.163	0.174	0.168	0.158	0.154	0.139	0.163	0.197	0.123	0.199	0.189	0.184	0.218	0.129	0.132	0.118	0.115	0.077	0.096	T
BN190122	0.662	0.048	0.045	0.09	0.101	0.119	0.048	0.074	0.094	0.048	0.06	0.041	0.011	0.097	0.105	0.038	0.034	0.06	0.086	0.064	0.109	0.049	0.075	0.06	0.078	0.12	0.022	0.064	0.019	0.071	0.045	0.053	N
BN190125	0.699	0.02	0.01	0.028	0.015	0.02	0.013	0.015	0.008	0.01	0.013	0.018	0.015	0.028	0.018	0.003	0.005	0.025	0.038	0.015	0.03	0.013	0.028	0.036	0.013	0.043	0.01	0.02	0.038	0.055	0.018	0.036	T
BN190128	0.642	0.021	0.011	0.021	0.011	0.021	0.011	0.011	0.021	0.011	0.021	0.011	0.011	0.032	0.043	0.021	0.021	0.053	0.021	0.021	0.021	0.011	0	0.032	0.021	0.074	0.011	0.042	0.011	0.021	0.011	0	N
BN190131	0.739	0.017	0.011	0.039	0.045	0.017	0	0.006	0.022	0.006	0.006	0.006	0	0.011	0.045	0.011	0.006	0.022	0.039	0.034	0.045	0.017	0.023	0.039	0.011	0.028	0.017	0.022	0.006	0.05	0.006	0.017	T
BN190133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190135	0.67	0.021	0.021	0.085	0.064	0.085	0.021	0.032	0.064	0.064	0.065	0.087	0.053	0.064	0.064	0.022	0.065	0.075	0.064	0.054	0.054	0.032	0.076	0.065	0.054	0.065	0.043	0.064	0.065	0.106	0.054	0.075	T
BN190137	0.652	0.015	0.015	0.03	0.03	0.045	0.03	0.045	0.045	0.03	0.03	0.06	0.015	0.045	0.075	0.015	0.03	0.031	0.045	0.045	0.045	0.03	0.06	0.061	0.046	0.061	0.015	0.03	0.045	0.03	0.03	0.031	N
BN190141	0.678	0.042	0.05	0.066	0.042	0.033	0.01	0.026	0.016	0.013	0.013	0.007	0.01	0.023	0.026	0.01	0.053	0.049	0.026	0.023	0.026	0.03	0.063	0.03	0.023	0.047	0.01	0.037	0.029	0.069	0.02	0.026	T
BN190142	0.689	0.034	0.017	0.026	0.026	0.03	0.013	0.021	0.026	0.038	0.072	0.004	0.004	0.051	0.038	0.068	0.004	0.009	0.055	0.034	0.055	0.017	0.073	0.085	0.03	0.068	0.004	0.009	0.004	0.034	0.013	0.026	N
BN190147	0.644	0.015	0.031	0.107	0.267	0.098	0.015	0.038	0.114	0.023	0.023	0.023	0.008	0.038	0.084	0.061	0.061	0.046	0.046	0.155	0.205	0.185	0.208	0.152	0.162	0.223	0.015	0.092	0.083	0.122	0.031	0.046	T
