BN190071	0.068	0.035	0.085	0.025	0.05	0.05	0.11	0.072	0.098	0.168	0.05	0.247	0.231	N
BN190072	0.025	0.036	0.036	0.011	0.025	0.007	0.033	0.029	0.033	0.036	0.011	0.105	0.164	N
BN190073	0.033	0.066	0.058	0.017	0.074	0.058	0.117	0.041	0.116	0.124	0.017	0.14	0.25	T
BN190075	0.029	0.014	0.02	0.014	0.013	0.009	0.027	0.018	0.041	0.048	0.013	0.082	0.112	N
BN190077	0.509	0.498	0.556	0.413	0.424	0.47	0.6	0.609	0.625	0.637	0.562	0.599	0.606	T
BN190080	0.042	0.052	0.033	0.033	0.028	0.033	0.047	0.051	0.038	0.042	0.042	0.061	0.075	N
BN190083	0.051	0.091	0.117	0.051	0.127	0.085	0.159	0.127	0.173	0.291	0.056	0.252	0.263	T
BN190085	0.028	0.028	0.07	0.031	0.028	0.031	0.077	0.063	0.087	0.119	0.014	0.13	0.139	N
BN190087	0.12	0.173	0.208	0.162	0.158	0.166	0.217	0.193	0.247	0.302	0.06	0.261	0.259	T
BN190089	0.204	0.322	0.475	0.338	0.299	0.319	0.4	0.418	0.495	0.572	0.058	0.524	0.533	N
BN190090	0.136	0.161	0.141	0.051	0.248	0.285	0.414	0.389	0.427	0.616	0.582	0.476	0.582	T
BN190092	0.041	0.112	0.047	0.029	0.065	0.07	0.176	0.099	0.164	0.212	0.218	0.275	0.176	N
BN190094	0.014	0.046	0.035	0.032	0.039	0.018	0.06	0.032	0.053	0.099	0.021	0.176	0.346	T
BN190096	0.017	0.025	0.017	0.012	0.02	0.027	0.029	0.02	0.052	0.056	0.005	0.115	0.198	N
BN190098	0.075	0.095	0.094	0.069	0.088	0.069	0.128	0.093	0.146	0.219	0.053	0.165	0.13	N
BN190099	0.061	0.067	0.097	0.048	0.087	0.056	0.146	0.102	0.15	0.23	0.048	0.181	0.179	T
BN190101	0.042	0.052	0.068	0.046	0.045	0.043	0.079	0.053	0.105	0.122	0.042	0.114	0.105	N
BN190106	0.005	0.014	0.016	0.014	0.011	0.014	0.034	0.007	0.018	0.109	0.023	0.387	0.279	T
BN190109	0.01	0.02	0.007	0.013	0.033	0.01	0.026	0.023	0.033	0.039	0	0.117	0.117	N
BN190111	0.022	0.015	0.035	0.017	0.035	0.02	0.037	0.039	0.037	0.059	0.024	0.114	0.221	T
BN190114	0.177	0.196	0.213	0.134	0.118	0.121	0.245	0.198	0.265	0.327	0.192	0.288	0.284	T
BN190117	0.248	0.299	0.357	0.112	0.172	0.133	0.329	0.329	0.406	0.486	0.326	0.446	0.442	N
BN190119	0.653	0.673	0.805	0.336	0.435	0.512	0.839	0.868	0.861	0.873	0.841	0.898	0.89	T
BN190120	0.152	0.155	0.179	0.105	0.155	0.12	0.257	0.225	0.245	0.363	0.118	0.283	0.274	N
BN190121	0.096	0.159	0.173	0.089	0.084	0.126	0.217	0.154	0.241	0.317	0.092	0.26	0.291	T
BN190122	0.051	0.086	0.066	0.048	0.038	0.036	0.091	0.076	0.085	0.12	0.04	0.153	0.16	N
BN190125	0.012	0.032	0.02	0.016	0.029	0.025	0.042	0.027	0.06	0.069	0.015	0.078	0.116	T
BN190128	0.006	0.025	0.028	0.011	0.028	0.014	0.034	0.023	0.028	0.056	0.011	0.062	0.085	N
BN190131	0.025	0.035	0.032	0.032	0.032	0.028	0.028	0.035	0.044	0.079	0.019	0.15	0.121	T
BN190133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190135	0.201	0.182	0.22	0.089	0.134	0.16	0.328	0.249	0.307	0.418	0.073	0.349	0.371	T
BN190137	0.093	0.052	0.1	0.041	0.057	0.073	0.078	0.098	0.13	0.119	0.01	0.093	0.099	N
BN190141	0.103	0.11	0.134	0.087	0.117	0.106	0.187	0.132	0.182	0.285	0.051	0.208	0.23	T
BN190142	0.307	0.35	0.335	0.307	0.27	0.239	0.266	0.206	0.351	0.477	0.293	0.475	0.472	N
BN190147	0.069	0.072	0.121	0.032	0.092	0.104	0.194	0.113	0.22	0.303	0.029	0.326	0.333	T
BN190149	0.05	0.057	0.098	0.026	0.081	0.052	0.089	0.061	0.139	0.198	0.015	0.288	0.299	N
BN190150	0.132	0.157	0.156	0.103	0.128	0.111	0.163	0.146	0.175	0.284	0.084	0.19	0.208	T
BN190151	0.219	0.237	0.244	0.187	0.236	0.172	0.324	0.248	0.308	0.377	0.152	0.289	0.33	T
BN190155	0.045	0.114	0.1	0.076	0.097	0.071	0.102	0.079	0.126	0.138	0.038	0.164	0.18	N
BN190158	0.199	0.094	0.09	0.041	0.074	0.083	0.131	0.098	0.136	0.212	0.176	0.357	0.451	T
BN190159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	T
BN190163	0.061	0.107	0.126	0.065	0.077	0.088	0.168	0.103	0.168	0.21	0.115	0.262	0.297	N
BN190164	0.592	0.549	0.597	0.439	0.495	0.468	0.71	0.709	0.728	0.77	0.472	0.729	0.752	T
BN190166	0.392	0.387	0.428	0.284	0.303	0.256	0.53	0.503	0.549	0.557	0.425	0.529	0.543	N
BN190168	0.02	0.045	0.05	0.023	0.035	0.023	0.045	0.037	0.053	0.091	0.023	0.172	0.184	T
BN190170	0.032	0.051	0.053	0.026	0.043	0.038	0.098	0.074	0.104	0.16	0.027	0.187	0.212	T
BN190171	0.033	0.018	0.007	0.015	0.011	0.029	0.047	0.022	0.022	0.029	0.018	0.051	0.084	N
BN190172	0.016	0.026	0.021	0.014	0.071	0.027	0.241	0.227	0.246	0.268	0.041	0.485	0.479	T
BN190175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190179	0.08	0.059	0.136	0.022	0.06	0.064	0.121	0.07	0.156	0.236	0.07	0.423	0.504	T
BN190180	0.024	0.031	0.036	0.026	0.033	0.024	0.031	0.04	0.047	0.071	0.031	0.097	0.123	N
BN190181	0.007	0.019	0.022	0.022	0.015	0.015	0.029	0.026	0.034	0.043	0.022	0.135	0.154	T
BN190184	0.03	0.032	0.036	0.011	0.023	0.02	0.044	0.02	0.052	0.078	0.014	0.08	0.096	N
BN190186	0.117	0.157	0.173	0.105	0.182	0.123	0.231	0.179	0.238	0.295	0.049	0.234	0.219	T
BN190189	0.026	0.03	0.033	0.026	0.032	0.025	0.05	0.034	0.045	0.055	0.022	0.078	0.114	N
BN190191	0.157	0.268	0.296	0.21	0.178	0.266	0.501	0.53	0.551	0.575	0.094	0.593	0.578	T
BN190192	0.176	0.176	0.257	0.155	0.162	0.128	0.399	0.459	0.439	0.459	0.075	0.463	0.469	N
BN190193	0.012	0.012	0.016	0.012	0.028	0.01	0.024	0.012	0.024	0.032	0.016	0.041	0.1	T
BN190195	0.018	0.011	0.014	0.011	0.025	0.011	0.021	0.021	0.053	0.056	0.028	0.049	0.067	N
BN190198	0.035	0.023	0.017	0.052	0.023	0.017	0.04	0.046	0.086	0.092	0.011	0.144	0.103	T
BN190199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190200	0.211	0.244	0.35	0.154	0.276	0.081	0.236	0.398	0.447	0.512	0.058	0.463	0.484	T
BN190201	0.031	0.043	0.049	0.022	0.031	0.025	0.094	0.051	0.078	0.11	0.022	0.132	0.107	N
BN190202	0.03	0.044	0.084	0.022	0.036	0.018	0.065	0.053	0.092	0.219	0.083	0.597	0.641	T
BN190203	0.087	0.092	0.1	0.072	0.107	0.067	0.179	0.118	0.188	0.253	0.044	0.173	0.199	T
BN190206	0.026	0.007	0.024	0.006	0.021	0.009	0.039	0.024	0.026	0.047	0.013	0.088	0.122	N
BN190209	0.034	0.039	0.047	0.022	0.022	0.017	0.056	0.022	0.06	0.065	0.009	0.129	0.196	N
BN190210	0.224	0.143	0.29	0.054	0.085	0.187	0.536	0.547	0.547	0.569	0.221	0.555	0.558	T
BN190211	0.232	0.339	0.449	0.14	0.238	0.231	0.436	0.318	0.572	0.586	0.256	0.751	0.761	T
BN190213	0	0	0.03	0	0.02	0.01	0.059	0.02	0.04	0.079	0	0.059	0.059	N
BN190215	0.12	0.244	0.29	0.118	0.124	0.216	0.263	0.132	0.322	0.383	0.145	0.452	0.446	T
BN190218	0.098	0.096	0.111	0.058	0.075	0.085	0.142	0.102	0.163	0.204	0.04	0.186	0.224	N
BN190219	0.294	0.283	0.314	0.065	0.285	0.15	0.347	0.305	0.348	0.45	0.259	0.373	0.387	T
BN190221	0.038	0.05	0.07	0.038	0.055	0.029	0.074	0.068	0.114	0.169	0.049	0.151	0.154	N
BN190223	0.232	0.23	0.25	0.134	0.174	0.178	0.304	0.268	0.326	0.39	0.179	0.328	0.314	T
BN190225	0.045	0.058	0.043	0.018	0.028	0.025	0.055	0.053	0.066	0.101	0.025	0.088	0.116	N
BN190227	0.413	0.394	0.427	0.345	0.413	0.36	0.432	0.404	0.429	0.483	0.338	0.46	0.436	T
BN190229	0.18	0.192	0.194	0.163	0.178	0.157	0.204	0.172	0.196	0.246	0.148	0.215	0.217	N
BN190231	0.242	0.245	0.266	0.235	0.266	0.25	0.281	0.26	0.288	0.368	0.194	0.273	0.277	T
BN190233	0.061	0.041	0.055	0.027	0.034	0.034	0.055	0.054	0.068	0.068	0.061	0.11	0.109	N
BN190235	0.129	0.049	0.064	0.032	0.043	0.041	0.135	0.118	0.182	0.223	0.028	0.253	0.286	T
BN190238	0.067	0.048	0.061	0.025	0.036	0.044	0.081	0.07	0.091	0.12	0.043	0.136	0.167	N
BN190240	0.095	0.115	0.124	0.077	0.102	0.091	0.203	0.122	0.171	0.275	0.061	0.228	0.228	T
BN190241	0.014	0.032	0.036	0.021	0.033	0.018	0.058	0.034	0.043	0.068	0.016	0.147	0.178	N
BN190242	0.241	0.54	0.572	0.47	0.543	0.561	0.581	0.563	0.59	0.601	0.446	0.577	0.567	T
BN190244	0.134	0.16	0.156	0.074	0.138	0.113	0.209	0.185	0.232	0.306	0.06	0.222	0.258	T
BN190245	0.138	0.086	0.098	0.06	0.11	0.041	0.134	0.119	0.124	0.141	0.055	0.163	0.175	N
BN190247	0.022	0.029	0.026	0.018	0.045	0.018	0.034	0.038	0.045	0.052	0.018	0.078	0.191	T
BN190248	0.67	0.824	0.888	0.837	0.85	0.797	0.882	0.9	0.891	0.901	0.859	0.883	0.894	T
BN190249	0.451	0.44	0.454	0.43	0.448	0.45	0.475	0.457	0.47	0.493	0.405	0.471	0.476	T
BN190251	0.057	0.134	0.112	0.053	0.086	0.06	0.135	0.103	0.148	0.234	0.038	0.189	0.223	T
BN190252	0.532	0.528	0.534	0.518	0.517	0.47	0.528	0.529	0.534	0.529	0.476	0.508	0.507	T
BN190255	0.02	0.029	0.029	0.024	0.031	0.02	0.037	0.027	0.048	0.054	0.021	0.103	0.096	N
BN190256	0.07	0.302	0.409	0.055	0.307	0.137	0.137	0.348	0.363	0.556	0.322	0.398	0.437	T
BN190257	0.033	0.044	0.05	0.025	0.046	0.031	0.055	0.04	0.078	0.101	0.035	0.142	0.176	N
BN190258	0.103	0.128	0.145	0.062	0.123	0.099	0.354	0.3	0.341	0.411	0.048	0.497	0.498	T
BN190260	0.038	0.058	0.048	0.024	0.053	0.042	0.095	0.075	0.105	0.147	0.025	0.143	0.164	N
BN190262	0.009	0.009	0.015	0.013	0.011	0.002	0.017	0.034	0.037	0.037	0.011	0.032	0.039	N
BN190264	0.068	0.056	0.091	0.021	0.057	0.035	0.099	0.083	0.133	0.159	0.051	0.193	0.19	N
BN190265	0.026	0.052	0.084	0.016	0.052	0.031	0.055	0.05	0.141	0.225	0.021	0.551	0.577	T
BN190266	0.022	0.028	0.026	0.016	0.039	0.02	0.049	0.059	0.085	0.12	0.016	0.115	0.167	N
BN190267	0.089	0.131	0.127	0.09	0.138	0.107	0.175	0.167	0.209	0.276	0.109	0.332	0.342	T
BN190269	0.048	0.048	0.031	0.046	0.034	0.029	0.051	0.039	0.034	0.065	0.022	0.127	0.115	N
BN190270	0.035	0.063	0.111	0.037	0.055	0.045	0.182	0.179	0.214	0.275	0.01	0.275	0.279	T
BN190271	0.084	0.074	0.105	0.032	0.043	0.053	0.116	0.096	0.147	0.126	0.105	0.17	0.128	N
BN190274	0.274	0.243	0.295	0.184	0.211	0.157	0.367	0.341	0.384	0.489	0.289	0.415	0.399	T
BN190278	0.553	0.647	0.719	0.514	0.611	0.555	0.802	0.75	0.777	0.802	0.73	0.788	0.788	T
BN190279	0.089	0.089	0.089	0.06	0.091	0.067	0.089	0.052	0.081	0.127	0.062	0.146	0.153	N
BN190280	0.818	0.833	0.836	0.523	0.82	0.492	0.849	0.828	0.732	0.697	0.594	0.844	0.825	T
BN190283	0.024	0.067	0.073	0.036	0.049	0.048	0.079	0.067	0.085	0.145	0.03	0.127	0.085	N
BN190284	0.161	0.152	0.217	0.132	0.184	0.13	0.352	0.375	0.384	0.475	0.318	0.527	0.525	T
BN190285	0.053	0.058	0.079	0.053	0.058	0.032	0.069	0.063	0.095	0.144	0.027	0.181	0.206	N
BN190286	0.142	0.07	0.1	0.052	0.137	0.055	0.288	0.19	0.272	0.374	0.12	0.461	0.48	T
BN190287	0.008	0.05	0.05	0.009	0.059	0.008	0.025	0.042	0.059	0.059	0.008	0.119	0.161	N
BN190288	0.049	0.077	0.137	0.039	0.115	0.06	0.12	0.071	0.131	0.192	0.082	0.357	0.357	T
BN190290	0.234	0.24	0.327	0.1	0.161	0.195	0.354	0.28	0.353	0.394	0.288	0.363	0.36	N
BN190292	0.062	0.063	0.077	0.026	0.051	0.044	0.099	0.088	0.114	0.217	0.085	0.118	0.182	T
BN190293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N
BN190296	0.118	0.18	0.218	0.158	0.184	0.2	0.353	0.317	0.361	0.461	0.129	0.322	0.321	T
BN190298	0.237	0.25	0.281	0.197	0.195	0.201	0.279	0.262	0.285	0.318	0.103	0.325	0.326	N
BN190300	0.746	0.734	0.768	0.6	0.458	0.565	0.729	0.74	0.757	0.751	0.443	0.746	0.753	T
BN190303	0.077	0.095	0.122	0.062	0.079	0.051	0.179	0.153	0.185	0.229	0.11	0.274	0.268	N
BN190305	0.057	0.091	0.088	0.044	0.062	0.048	0.105	0.085	0.127	0.164	0.047	0.112	0.152	T
BN190308	0.04	0.061	0.077	0.04	0.06	0.046	0.109	0.107	0.117	0.133	0.031	0.162	0.188	N
BN190310	0.041	0.076	0.057	0.029	0.045	0.041	0.043	0.05	0.076	0.107	0.029	0.167	0.151	N
BN190312	0.195	0.205	0.182	0.179	0.171	0.171	0.503	0.507	0.479	0.518	0.068	0.524	0.533	T
BN190313	0.541	0.226	0.192	0.092	0.31	0.274	0.4	0.354	0.408	0.525	0.116	0.629	0.618	T
BN190314	0.058	0.037	0.045	0.033	0.053	0.041	0.029	0.025	0.033	0.095	0.037	0.128	0.124	N
BN190315	0.029	0.035	0.048	0.022	0.023	0.027	0.05	0.026	0.043	0.069	0.039	0.128	0.149	N
BN190319	0.045	0.076	0.127	0.041	0.065	0.046	0.109	0.086	0.11	0.209	0.11	0.315	0.31	T
BN190322	0.1	0.159	0.171	0.104	0.131	0.118	0.219	0.168	0.242	0.312	0.133	0.299	0.296	T
BN190323	0.021	0.033	0.047	0.025	0.041	0.032	0.069	0.048	0.07	0.121	0.016	0.086	0.087	T
position	38680174	38680203	38680210	38680215	38680226	38680229	38680243	38680245	38680247	38680253	38680291	38680301	38680314	
