region	group	GSI
chr18:22998225-22998353	Bladder	0
chr16:53468149-53468204	Bladder	0.00444136683555733
chr4:134073218-134073238	Colon	0.105581052825428
chr13:80917174-80917217	Ovary	0.00600668701578765
chr11:11862983-11863044	Heart	0.0156404206158054
chr9:29213539-29213581	Stomach	0.0451502236989544
chr8:143807892-143807933	Intestine	0.0134476226817731
chr15:93425564-93425840	Stomach	0.00306035208162702
chr1:247274830-247274902	Lung	0.0472889029945273
chr10:99531052-99531076	Pancreas	0.317774408598763
chr17:61523223-61523275	Thymus	0.00995297444581808
chr10:60094901-60094993	Intestine	0.00552008450229298
chr2:65658775-65658900	Heart	0.0031841313866404
chr9:93563775-93563873	Brain	0.0265326448060733
chr11:14913505-14913531	Kidney	0.00402297043190871
chr1:27481274-27481399	Heart	0.00665384956652129
chr9:38069019-38069044	Gastric	0.00509286154449036
chr2:202645661-202645696	Pancreas	0.00478556479781667
chr19:7934048-7934061	Vessel	0.0020988446704327
chr4:128704296-128704419	Bladder	0
chr19:11750918-11751133	Brain	0.0039125052558926
chr11:62623323-62623766	Liver	0.00206446700131262
chr3:196756513-196756581	Ovary	0.016239351023511
chr5:40798012-40798258	Thymus	0.0048951082618417
chr11:76156382-76156825	Ovary	0.0022845409833459
chr19:49016924-49017011	Gastric	0.00168636579250832
chr16:2478992-2479180	Esophagus	0.00102095004965855
chr5:121413118-121413207	Esophagus	0.109521801850252
chr21:47844861-47844989	Bladder	0
chr20:60596564-60596604	Thymus	0.659001102223424
chr9:136932423-136932459	Kidney	0.00938830302806913
chr2:45165077-45165141	Thymus	0.0266340011141579
chr11:46317138-46317235	Colon	0.139023636166526
chr13:93880172-93880198	Fat cell	0.0062633985345555
chr4:39640205-39640261	Spleen	0.00325862902054983
chr4:110481205-110481241	Heart	0.00431156895057518
chr19:13265317-13265353	Heart	0.195686071234373
chr22:38901235-38901392	Bladder	0
chr8:122654111-122654207	Heart	0.0309251584477664
chr19:639623-639719	Liver	0.00287172488820981
chr9:123836824-123837350	Kidney	0.0401139716192359
chr15:30781691-30781725	Thymus	0.437946793016168
chr22:36384234-36384427	Bladder	0
chr19:5031687-5031825	Bladder	0
chr18:77794560-77794588	muscle	0.00465287563895695
chr1:11751550-11751641	Liver	0.0054907220635332
chr19:36266724-36266915	Stomach	0.00358268194024284
chr3:184242945-184243089	Bladder	0
chr17:56083792-56083828	Lung	0.000639598375398901
chr7:129844850-129844983	Kidney	0.00287409322946741
chr5:123328059-123328302	Heart	0.318707930942039
chr17:31611108-31611286	Bladder	0
chr6:167411438-167411494	Heart	0.119529749184323
chr12:106641007-106641031	Thymus	0.0880334925141835
chr1:77436924-77437004	Brain	0.634599720834199
chr19:52531825-52532091	Colon	0.00507745247077638
chr2:230786767-230786823	Gastric	0.00746641438440387
chr7:148395619-148395761	Liver	0.00227866087900286
chr9:100955084-100955457	Esophagus	0.00392860100798043
chr9:14345608-14345726	muscle	0.647688503065271
chr20:1294290-1294326	Gastric	0.00333151798248632
chr5:67512366-67512559	Colon	0.00472489823566816
chr17:18908001-18908025	muscle	0.0042549683301496
chr17:16946253-16946337	Pancreas	0.00242004067502013
chr16:3108990-3109052	Fat cell	0.00194249881829865
chr6:30457431-30457456	Esophagus	0.00554320654766982
chr4:9383100-9383120	Bladder	0
chr22:19753612-19753632	Gastric	0.638509525790221
chr18:32924359-32924417	Fat cell	0.0014033736829391
chr2:289970-290053	Ovary	0.0264336222596675
chr17:77766959-77766979	Thymus	0.724232532448159
chr10:8092810-8092841	muscle	0.00600566752385249
chr18:19803739-19803806	Ovary	0.707065813240603
chr2:20648373-20648711	Thymus	0.71690159937587
chr7:106808199-106808340	Bladder	0
chr16:2977130-2977259	Liver	0.0246938278858493
chr16:2301345-2301464	Brain	0.00327281151786057
chr20:2082198-2082310	Esophagus	0.00628916901931884
chr15:65669113-65669374	Stomach	0.00518566012803221
chr4:153611492-153611629	Bladder	0
chr10:35932334-35932402	Vessel	0.00872956266237388
chr1:155220510-155220619	Ovary	0.0193604553510065
chr4:110651172-110651225	Vessel	0.00146911582345604
chr4:38870071-38870141	Thymus	0.825347942681613
chr1:46152869-46152911	Bladder	0.00293810746498353
chr10:97803444-97803534	Thymus	0.00461880610045651
chr19:507457-507821	Thymus	0.04874596450411
chr3:170074160-170074265	Bladder	0
chr1:155023301-155023349	muscle	0.00851344004924744
chr13:28371113-28371197	Gastric	0.415593629616462
chr7:45128860-45128944	Thymus	0.0537407300512305
chr11:47208230-47208306	Thymus	0.00629053251568869
chr1:212782332-212782373	Bladder	0.0179687218653677
chr2:168150098-168150142	Kidney	0.00308785843816328
chr8:20248325-20248552	muscle	0.437658674809651
chr1:243646522-243646574	Esophagus	0.697984918004008
chr19:996523-996558	Vessel	0.0139536269087139
chr18:23806719-23806920	Liver	0.0138761133849383
chr1:222828374-222828509	Bladder	0
chr5:180631662-180631739	Stomach	0.00585446695142088
chr11:62648379-62648824	Colon	0.045135691163878
chr1:112532044-112532215	Thymus	0.0017999282602465
chr12:130647131-130647155	Intestine	0.225320000524408
chr1:145473391-145473466	Kidney	0.236342126213293
chr5:135468349-135468382	Vessel	0.00381180709920118
chr5:156693690-156693734	Pancreas	0.0456002186640941
chr9:214967-215074	Vessel	0.0048753035578301
chr8:62051733-62051906	Esophagus	0.00314127897869716
chr3:48342639-48342647	Vessel	0.0894647785900902
chr7:4815320-4815362	Vessel	0.00314438502965336
chr16:54318657-54318735	Vessel	0.0513854091926444
chr9:131486635-131486660	Brain	0.0104992505576626
chr15:74045058-74045148	Colon	0.00321818209986343
chr10:106097595-106097621	Bladder	0
chr22:39151436-39151476	Thymus	0.0056585308312605
chr9:37034440-37034486	Vessel	0.0143265440819445
chr3:130660126-130660140	Bladder	0.21620751404185
chr8:42948217-42948311	Bladder	0
chr1:16678574-16678709	Bladder	0.00292123785561184
chr2:27008452-27008548	Bladder	0
chr19:14640099-14640139	Colon	0.00117418178142902
chr6:152702659-152702872	Thymus	0.865913471671896
chr1:110527137-110527299	Kidney	0.00577014639954306
chr22:34920394-34920675	Bladder	0
chr4:41218546-41218561	Kidney	0.0047194500436181
chr20:36322312-36322355	Heart	0.00213184038129292
chr2:172750660-172750788	Colon	0.060091103395741
chr3:133198864-133199037	Brain	0.662297863216037
chr3:126076461-126076568	Ovary	0.00373932829515766
chr13:36871825-36871879	muscle	0.00716975222316274
chr4:48018843-48018921	Bladder	0.00433863144441693
chr3:48884600-48884779	Liver	0.0157449222467954
chr1:155616434-155616632	Liver	0.9
chr2:20424271-20424466	Brain	0.00462700722429091
chr9:135038807-135038855	Thymus	0.00461723640392345
chr2:27008920-27009284	Ovary	0.00229889778332624
chr1:36929429-36929522	Brain	0.0142880990993839
chr16:74641166-74641235	Thymus	0.00447567339105186
chr17:77765482-77765515	Brain	0.650523749099426
chr6:34112436-34112482	Colon	0.124643822283276
chr12:49245359-49245764	Thymus	0.00654126344672212
chr12:58159150-58159205	Liver	0.0777226203526757
chr19:49496415-49496577	Bladder	0.00343409017296655
chr9:126124810-126125045	Bladder	0
chr1:15733771-15733983	Liver	0.9
chr1:24969680-24969698	Bladder	0.0142880990993839
chr11:62606955-62607361	Thymus	0.0022860211257936
chr20:35807522-35807686	Heart	0.00609963982943011
chr1:16162488-16162566	Ovary	0.00237362330319177
chr3:128208109-128208143	Bladder	0.0100445038341028
chr3:48647067-48647146	Intestine	0.00368666232749951
chr6:43613306-43613332	Kidney	0.173093849824157
chr1:100504136-100504221	Fat cell	0.00132388988294635
chr19:51925293-51925395	Ovary	0.00726717329536712
chr18:13136613-13137510	Thymus	0.585861801129831
chr17:12318288-12318512	muscle	0.437658674809651
chr1:87617715-87617739	Pancreas	0.241553946545406
chr10:94608662-94608701	Intestine	0.00236057689334864
chr19:18412056-18412101	Thymus	0.861358173014264
chr11:71813926-71814210	Ovary	0.008448713459985
chr22:24989261-24989277	Colon	0.00475735152745118
chr19:57351774-57351869	Bladder	0.499659265017227
chr14:65182696-65182757	Liver	0.765598631710467
chr4:36045589-36045747	Bladder	0
chr15:82336969-82337060	Esophagus	0.00354143460821375
chr16:718628-718742	Vessel	0.00256794531542521
chr4:159690572-159690630	Bladder	0.00207266090731816
chr1:115323394-115323460	Vessel	0.00636348646782101
chr12:39837177-39837213	Bladder	0.0106856796467945
chr16:87096361-87096407	Esophagus	0.0085658277324166
chr17:38020479-38020514	Spleen	0.00370465155177201
chr13:110438015-110438202	Pancreas	0.0168157955591787
chr19:639839-639912	Fat cell	0.0108069971102753
chr8:67025123-67025224	Bladder	0
chr8:57069697-57069721	Stomach	0.0126978932235885
chr5:176738769-176738789	Pancreas	0.375017954568411
chr3:46671484-46671606	Liver	0.715436709881101
chr2:205410537-205410608	Liver	0.011022213985735
chr4:5710207-5710310	Colon	0.0408768286978835
chr12:58005268-58005291	Colon	0.00383028748505876
chr15:23034818-23034859	Bladder	0
chr2:85197385-85197504	Gastric	0.00278040749640236
chr4:184021263-184021301	Thymus	0.005265240486157
chr19:3178846-3178995	Liver	0.585501727647645
chr4:4494062-4494335	Bladder	0
chr2:242294840-242294875	Thymus	0.630827309670925
chr9:77111865-77111911	Thymus	0.00344787844614889
chr1:248020561-248020590	Esophagus	0.199866281746322
chr7:6473857-6473920	Esophagus	0.573152240550698
chr2:37899209-37899255	muscle	0.0458549428190366
chr11:13690651-13691085	Thymus	0.00566874829793936
chr17:79139657-79139903	Colon	0.00650520364500527
chr2:74725626-74725837	Bladder	0
chr6:34985557-34985686	Thymus	0.614717609529464
chr4:78979946-78980192	Spleen	0.0329101056930033
chr9:131900960-131900989	Thymus	0.788258382958589
chr6:24495364-24495589	Ovary	0.00771058643662806
chr14:29012030-29012273	Bladder	0
chr19:12936511-12936527	Stomach	0.13354219112701
chr14:64193890-64194180	Heart	0.0150288692437675
chr9:72288055-72288118	Bladder	0
chr3:59035845-59035867	Brain	0.00323697764876938
chr7:121513046-121513126	Esophagus	0.00287974670522617
chr3:148847198-148847602	Vessel	0.00186909341535839
chr17:27277439-27277738	Brain	0.0896365473813109
chr19:40005927-40005952	Lung	0.0301608129827523
chr18:53090619-53090633	Stomach	0.437196291400818
chr4:128802374-128802428	Ovary	0.00526056017618779
chr6:97372988-97373044	Esophagus	0.00918267983818499
chr22:28198386-28198403	Bladder	0.00997659145925412
chr16:65157404-65157448	Heart	0.0459292845390008
chr3:40566156-40566408	Intestine	0.00419361273008798
chr16:2206062-2206087	Thymus	0.00283866100660657
chr4:140216578-140217097	Vessel	0.00355647733444796
chr11:67007516-67007715	Brain	0.0038327566678257
chr7:55433465-55433620	Pancreas	0.00385724023278726
chr4:107958438-107958480	Colon	0.00862077167226003
chr7:151219847-151219968	Bladder	0
chr12:99289160-99289216	Stomach	0.0898557147022362
chr2:72370331-72370401	Esophagus	0.416746661843068
chr4:106394854-106394921	Gastric	0.00168435954772691
chr3:124931039-124931184	Stomach	0.203990039112029
chr16:58231352-58231472	Ovary	0.00616526683313248
chr16:51796171-51796224	Esophagus	0.00312641939751409
chr8:98788426-98788507	Liver	0.0149890337218654
chr8:97657344-97657422	muscle	0.00709185453704042
chr3:15373314-15373422	Stomach	0.00800229005447437
chr1:220701736-220701828	Colon	0.0257332710899016
chr6:26022172-26022211	Stomach	0.0875324664647641
chr19:1295762-1295803	Liver	0.832294290959794
chr6:41755682-41755859	Bladder	0.0282722619483997
chr6:28049179-28049234	Lung	0.00794674487497517
chr1:149577036-149577144	Vessel	0.00293814164866886
chr20:48996009-48996066	Thymus	0.871125577965855
chr13:26626201-26626221	Intestine	0.0337769203180517
chr11:110300543-110300663	Fat cell	0.00346365509575857
chr12:111835017-111835108	Thymus	0.00719523230000234
chr9:74979490-74979518	Kidney	0.00389623535809497
chr8:71660626-71660852	Bladder	0
chr10:131761758-131761771	Vessel	0.00523494190842327
chr14:78082078-78082189	Bladder	0
chr3:107242412-107242501	Vessel	0.00107892824880737
chr12:121078213-121078277	Kidney	0.00404049748729454
chr19:18112300-18112329	Stomach	0.00370431234793367
chr13:88323867-88323950	Lung	0.00100820448310105
chr19:4342734-4343222	Thymus	0.0029862100567459
chr3:101405309-101405330	muscle	0.00450855408610864
chr10:123356700-123356791	Thymus	0.0171939072805105
chr8:124169558-124169949	Stomach	0.0312387524310246
chr1:209957973-209958009	Pancreas	0.00618858855520107
chr5:129241091-129241110	Spleen	0.00546900168164304
chr1:26437628-26437917	Thymus	0.00147897271358202
chr4:165501055-165501259	Bladder	0
chr7:110666398-110666629	Colon	0.535841116638722
chr1:108743011-108743317	Intestine	0.00241072278656806
chr4:24585999-24586077	Esophagus	0.00777281453196932
chr12:123755766-123756006	Colon	0.00241159238792859
chr19:48825328-48825364	Kidney	0.00375188983507764
chr17:2627607-2627660	Brain	0.677493462662888
chr3:184033157-184033183	Vessel	0.0137314198637805
chr15:65133474-65133505	Lung	0.0045604698313776
chr16:81069735-81069863	Esophagus	0.0037295161956297
chr5:2751440-2751454	Kidney	0.0885023466215499
chr10:121631664-121631713	Heart	0.00121755716607197
chr12:56360413-56360680	Thymus	0.193271042066251
chr3:183354141-183354234	Ovary	0.00539192051521501
chr3:42642799-42642888	Bladder	0
chr7:75934675-75934720	Ovary	0.527349883810678
chr7:100807543-100807561	Liver	0.174310557154608
chr1:42366501-42366710	muscle	0.250105790667544
chr5:176827105-176827134	Thymus	0.722372939129798
chr11:17297731-17297905	Intestine	0.00357968319450906
chr19:10402286-10402458	Colon	0.00322082797300141
chr19:4724169-4724212	Gastric	0.00494681376962834
chr10:134973943-134974015	Fat cell	0.00239345700996181
chr11:75917650-75917812	Colon	0.00171557022250605
chr8:129189198-129189293	Colon	0.722243088724456
chr22:48972477-48972518	Bladder	0.202343898890978
chr2:10972606-10972679	Vessel	0.00528463439287075
chr10:12392126-12392187	Esophagus	0.0868594451114482
chr11:31834478-31834558	Stomach	0.0576747828461766
chr22:18483638-18483681	Thymus	0.00735220665628935
chr2:220462307-220462369	Lung	0.004956402701993
chr11:91958268-91958358	Esophagus	0.0704917400431872
chr17:7737354-7737414	Spleen	0.00726184852943973
chr1:168148517-168148560	Pancreas	0.00266240158891999
chr15:78912741-78912784	Vessel	0.0115665451569873
chr4:110482144-110482410	Kidney	0.00248793487845556
chr3:52321861-52321931	Bladder	0.00319088375600498
chr11:33757633-33757662	muscle	0.00359132491891789
chr5:140174813-140174836	Brain	0.621880483161905
chr13:103047136-103047224	Fat cell	0.00227084860910415
chr3:49449780-49449838	muscle	0.00383339413516626
chr6:153305002-153305213	Ovary	0.0141008037109073
chr17:40250419-40250453	Kidney	0.634595164343136
chr11:747122-747810	Thymus	0.00291002449634245
chr1:32083383-32083427	Fat cell	0.00501952439343465
chr17:35969366-35969411	Intestine	0.0467483907852279
chr7:155259932-155259960	Stomach	0.122357214465505
chr12:27091580-27091702	Ovary	0.00488944323171097
chr5:133863357-133863371	Spleen	0.00687690304050456
chr17:78428920-78428951	Bladder	0.00683925169155996
chr5:150012414-150012536	Brain	0.164325472688924
chr12:48395553-48395616	Colon	0.00888045572607665
chr8:25902895-25903208	Colon	0.0669265995880284
chr1:44457467-44457722	Thymus	0.0024309408550589
chr11:118443901-118444092	Bladder	0
chr15:40574294-40574316	Heart	0.0750952081091087
chr3:72150120-72150156	Brain	0.0125357923819913
chr11:93583404-93583495	Esophagus	0.00303294934884444
chr1:205012372-205012388	Pancreas	0.0306707081304286
chr1:151020381-151020825	Esophagus	0.00436047667710145
chr8:12516899-12516940	Stomach	0.00427019785844212
chr1:10532582-10532837	Heart	0.00905551037191398
chr8:132916165-132916250	Thymus	0.00408535044452474
chr11:3440419-3440594	Bladder	0
chr7:74572474-74572553	Bladder	0.00354802372882507
chr10:112403682-112403841	Spleen	0.00413237545736002
chr7:29415062-29415220	Liver	0.406948251104483
chr12:33592033-33592050	Gastric	0.0903224510444273
chr9:127952139-127952261	Heart	0.00277017692139468
chr16:82203584-82203701	Bladder	0.00324243325470886
chr12:131324155-131324218	Bladder	0.0106427835827437
chr22:45680605-45680675	Esophagus	0.0476921463016374
chr2:131555421-131555781	Bladder	0.00335556386300333
chr3:137834301-137834314	Thymus	0.00801437145783678
chr9:114937020-114937083	Liver	0.00849465326693375
chr17:26699124-26699138	Liver	0.091435792183045
chr19:22715131-22715235	Bladder	0
chr5:5494773-5494795	Lung	0.0106935490022607
chr10:95255818-95255941	Vessel	0.007569988544116
chr6:35310196-35310316	Bladder	0.00512880640542913
chr20:31070655-31070666	Thymus	0.0142880990993839
chr11:75236280-75236386	Ovary	0.00761228381699748
chr1:9883372-9883431	Bladder	0
chr19:30364113-30364123	Colon	0.0038549914381554
chr6:56820051-56820118	Spleen	0.00488677351926836
chr4:1210904-1210944	Liver	0.475366205162919
chr22:17652804-17652914	Fat cell	0.0116961423082754
chr7:49815116-49815250	Colon	0.25578992576417
chr2:74668982-74668991	Kidney	0.615791124811746
chr6:32935737-32935953	Stomach	0.0124092691663345
chr11:63952812-63953292	Vessel	0.0034700619490782
chr5:96038856-96038882	Colon	0.0302170396066375
chr6:114180107-114180323	Fat cell	0.0134780360723347
chr6:167370775-167370787	Brain	0.688290527641987
chr2:113956590-113956654	Thymus	0.874455574091711
chr8:141645103-141645127	Esophagus	0.00441052654848104
chr22:38863881-38863956	Intestine	0.0361461518338759
chr1:32827562-32827621	Bladder	0.00483617547794252
chr15:89905048-89905098	Thymus	0.0137742766532164
chr5:176881642-176881795	Colon	0.0051416561552901
chr11:86511724-86512002	Thymus	0.00368027957838663
chr19:9434882-9434941	Liver	0.00530162641986432
chr10:79397859-79397912	Stomach	0.0176113110226272
chr3:132379463-132379611	Thymus	0.00419344267233374
chr14:103988940-103988967	Pancreas	0.00530977899636048
chr7:128170610-128170702	Kidney	0.0298814567346928
chr17:4844171-4844270	Gastric	0.00789657216537098
chr19:42386935-42387051	Colon	0.0658288047247587
chr22:18256713-18256736	muscle	0.00211838422511651
chr16:84681728-84681906	Stomach	0.00199177948450593
chr1:33282675-33282742	Pancreas	0.00253999797855603
chr10:79637157-79637389	Bladder	0
chr1:28052574-28052598	Fat cell	0.344604106283862
chr16:67687761-67687845	Thymus	0.650865213412127
chr22:42470298-42470329	Kidney	0.00573992604704343
chr7:19437564-19437760	Bladder	0
chr12:57853127-57853220	Bladder	0.00430330117671152
chr17:15244821-15244852	Intestine	0.0660512255384541
chr6:34759911-34759990	Vessel	0.00216167074970916
chr11:4629350-4629528	Ovary	0.256295826875755
chr6:84937458-84937563	Bladder	0
chr10:135044270-135044292	Esophagus	0.0145445819501315
chr1:208058464-208058628	Thymus	0.026992594865642
chr7:110838380-110838651	Bladder	0
chr21:44299141-44299175	muscle	0.00701225632892079
chr17:78238116-78238197	Vessel	0.730841647712798
chr15:79399590-79399746	Bladder	0
chr4:123748312-123748436	Lung	0.00502858810159477
chr5:162887341-162887385	Bladder	0.00241946389219272
chr17:77767302-77767335	Pancreas	0.479595080656833
chr2:128458966-128459337	Colon	0.00185140928710258
chr7:79081665-79081676	Colon	0.00916388300166419
chr19:47142909-47143035	Stomach	0.00693001623225385
chr12:6677440-6677707	Heart	0.00722418586488647
chr2:113403478-113403501	Fat cell	0.00364258836625183
chr7:116962696-116962853	Bladder	0
chr12:52240933-52241117	Pancreas	0.010379918837498
chr8:124780071-124780175	Bladder	0
chr1:245255259-245255375	Brain	0.64570327168572
chr11:126225375-126225408	Bladder	0
chr16:27378929-27378960	Brain	0.653967419786303
chr15:43803160-43803405	Ovary	0.00235436213003792
chr5:63986349-63986465	Colon	0.0785871877840988
chr1:155054630-155054638	Kidney	0.0055793861961317
chr18:8609147-8609387	Colon	0.0212210614975299
chr10:20106909-20107044	Esophagus	0.00423686699383464
chr2:99374261-99374668	Brain	0.62466055116095
chr11:3443281-3443457	Pancreas	0.0639191197900711
chr12:74931942-74932125	Esophagus	0.00416107001796147
