	genesymbol	McaM	McoM	Pvalue	OR	CI.upper	CI.lower	Logistic.P	Sens	Spec	AUC
ARRB2_4615165	ARRB2	0.361119013606238	0.114447920386856	1.22105016673476e-21	3.70415491953631	4.87904403774019	2.70176253212367	1.23610889361713e-10	0.903846153846154	0.766990291262136	0.889096340552651
BCAN_156616482	BCAN	0.64941725787439	0.362158073112725	1.90752667252673e-25	6.76120820849749	8.80152487111427	5.14185685625894	7.89346052158115e-12	0.769230769230769	0.980582524271845	0.929144884241972
BCAN_156616498	BCAN	0.689941493525248	0.398823531919469	3.20797838632201e-25	6.64309635761336	8.55828102839273	5.09570296243867	3.64809408487813e-12	0.826923076923077	0.951456310679612	0.92634428678118
BCAN_156616518	BCAN	0.703449802789606	0.356296181934436	3.03698058654451e-27	6.18927718193371	7.94866301123021	4.77855446893861	2.73380108616209e-12	0.817307692307692	0.970873786407767	0.948375653472741
BCAN_156616535	BCAN	0.64202862079279	0.226605951697731	1.97886902001572e-28	6.57610036454704	8.77216646786457	4.89975607753309	1.11669607206805e-10	0.903846153846154	0.922330097087379	0.962658700522778
BCAN_156616554	BCAN	0.566029721624623	0.144021166516916	1.64310550287591e-27	5.99549726512278	7.93583147511142	4.4932753863271	4.83297092007065e-11	0.913461538461538	0.912621359223301	0.950989544436146
BCAN_156616560	BCAN	0.644438627153476	0.206304095823235	1.97886902001572e-28	5.81758180363661	7.59496361393296	4.42274350622349	9.73583387884244e-12	0.961538461538462	0.883495145631068	0.962285287528006
DLX5_96650072	DLX5	0.401527523457552	0.192291299720141	2.04962432633473e-23	9.69218841452493	12.8572441504271	7.08104720565506	1.89442423277714e-10	0.817307692307692	0.912621359223301	0.907580283793876
DLX5_96650078	DLX5	0.429927714015678	0.24123649423769	1.13098763317406e-20	9.59933100056013	13.0598571969435	6.81540277852394	2.95596972227998e-09	0.817307692307692	0.87378640776699	0.878827483196415
DLX5_96650096	DLX5	0.357945418131633	0.151077141958989	3.63865163562559e-23	10.9677437965106	14.738443841214	7.91241391154245	7.26701027076504e-10	0.855769230769231	0.912621359223301	0.905153099327857
DLX5_96650099	DLX5	0.430852557016073	0.240358601350505	1.0542318357734e-22	11.197653271616	15.0229521448404	8.10398376220367	5.77902816866259e-10	0.836538461538462	0.902912621359223	0.900298730395818
DLX5_96650102	DLX5	0.377864351119872	0.186685473519996	4.84787682996468e-22	10.6424235578966	14.2394592922912	7.71046241359369	4.72233559833918e-10	0.826923076923077	0.922330097087379	0.893203883495146
DLX5_96650171	DLX5	0.220290429360968	0.0671285457977036	4.61496876394746e-16	11.7516829977713	16.7428904778031	7.79521199305055	3.23446917552442e-07	0.75	0.883495145631068	0.82916355489171
DLX5_96650192	DLX5	0.236381760281466	0.0676952889015261	9.97147294643992e-21	12.8050875609943	17.7032383304568	8.89560521117201	1.5658155325476e-08	0.855769230769231	0.87378640776699	0.879387602688574
DMRTA2_50888443	DMRTA2	0.50145339067441	0.176903643890102	2.1696727344114e-26	9.22062331219044	12.3641949378848	6.70661707633833	4.63565186827935e-10	0.875	0.961165048543689	0.938853622106049
DMRTA2_50888460	DMRTA2	0.547446477479918	0.225067035986187	1.70316209048377e-26	8.68847259852456	11.4996579749496	6.41690540103429	1.04559385300044e-10	0.894230769230769	0.951456310679612	0.940300597460792
DMRTA2_50888479	DMRTA2	0.401207675915372	0.130965744154368	1.03583940815076e-23	8.27384872659026	11.2435094413476	5.90511472274236	2.14050954256945e-09	0.855769230769231	0.902912621359223	0.910660941000747
DMRTA2_50888485	DMRTA2	0.501206581704975	0.232535102179763	7.26136615171329e-23	7.64194401753649	10.1809530685668	5.55904467872307	3.0996970943289e-10	0.798076923076923	0.951456310679612	0.902025765496639
DMRTA2_50888501	DMRTA2	0.327350081546693	0.0876619044335732	4.16049626992864e-22	8.20442019672281	11.1598103494773	5.84166544206784	2.37182453507891e-09	0.788461538461538	0.941747572815534	0.893997386109037
DMRTA2_50888522	DMRTA2	0.389224430821373	0.136287523148074	2.12070771947342e-21	6.60032891009777	8.94412429544509	4.70774656917264	1.89708759806562e-09	0.807692307692308	0.902912621359223	0.886529126213592
DMRTA2_50888525	DMRTA2	0.444045090469604	0.146582021056347	8.28959972636034e-24	6.78825587799046	9.00591933393898	5.00835747945872	1.19483752519451e-10	0.788461538461538	0.961165048543689	0.911781179985063
DMRTA2_50888560	DMRTA2	0.448107711288253	0.161501056239143	1.40706140433238e-21	6.53005449502667	8.74906054862192	4.74242302890218	4.72815025356338e-10	0.778846153846154	0.941747572815534	0.8884428678118
DMRTA2_50888569	DMRTA2	0.467024780044257	0.121315397228097	6.81921019587576e-25	7.01872268705577	9.4320246232989	5.10395826446908	4.87691954373341e-10	0.865384615384615	0.912621359223301	0.922936893203884
DMRTA2_50888571	DMRTA2	0.506189032820154	0.16635931726899	2.17100188580098e-25	6.90948859286866	9.21939709855076	5.04254022242776	2.87032022132453e-10	0.836538461538462	0.922330097087379	0.928398058252427
DMRTA2_50888588	DMRTA2	0.414595513741023	0.112019923998384	8.85016868571517e-21	6.18516187313885	8.33239236488304	4.44852145533176	9.33772208055387e-10	0.798076923076923	0.941747572815534	0.879947722180732
DMRTA2_50888590	DMRTA2	0.444674267373092	0.125212471379969	8.31993728752067e-24	6.95876748130092	9.33589529566089	5.01284555601296	7.02870630706311e-10	0.846153846153846	0.902912621359223	0.911734503360717
DMRTA2_50888597	DMRTA2	0.512860698867384	0.200644343106101	2.31397564308789e-23	6.92703476538629	9.24728819090028	5.04132533073637	3.47087122808393e-10	0.826923076923077	0.941747572815534	0.907020164301718
DMRTA2_50888613	DMRTA2	0.502784733065586	0.164455241153599	7.95350457528484e-26	7.71883639567591	10.2874321507209	5.66321306872185	1.99769962209552e-10	0.884615384615385	0.922330097087379	0.93306572068708
DMRTA2_50888615	DMRTA2	0.560372066770071	0.197796938627591	2.68314774711984e-25	6.6459231914157	8.72943888863567	4.96021924649926	3.80764021370968e-11	0.836538461538462	0.970873786407767	0.92741784914115
FGF8_103536314	FGF8	0.491113091624607	0.395465169870365	8.42527987745673e-05	2.08662610147964	3.06734820202112	1.18734906776767	1.36608800948483e-05	0.480769230769231	0.941747572815534	0.659120612397311
FGF8_103536320	FGF8	0.317757869328405	0.0880980713849339	1.32415561426217e-22	10.0810149689716	13.5937962418347	7.23516275800962	1.07768003299112e-09	0.798076923076923	0.941747572815534	0.899225168035848
FGF8_103536330	FGF8	0.354103406762125	0.140981052560809	7.99295982913951e-21	8.48045941410885	11.3752099303861	6.11524187533638	6.67518222259793e-10	0.75	0.912621359223301	0.88050784167289
FGF8_103536336	FGF8	0.486823900887592	0.362174340239732	7.43579017209243e-08	3.19184394415075	4.4249688808657	2.10734914768972	7.84856969218773e-08	0.5	0.970873786407767	0.717699775952203
FGF8_103536339	FGF8	0.359017136443922	0.139030196550581	1.10991572123985e-20	8.59857151481689	11.5916885612459	6.15785359243069	1.23019524471997e-09	0.817307692307692	0.893203883495146	0.878920836445108
FGF8_103536342	FGF8	0.313733668387698	0.0889800257570494	1.74581450236173e-22	10.6307352611219	14.4054725976873	7.60655758069621	1.65070240765551e-09	0.817307692307692	0.941747572815534	0.897918222554145
FGF8_103536348	FGF8	0.395956454150893	0.147280691031642	2.75843366584411e-23	8.93638348122421	12.0285873284729	6.47424112301085	6.64319438118158e-10	0.894230769230769	0.854368932038835	0.906273338312173
FGF8_103536360	FGF8	0.307728546464192	0.0967218134088281	1.40706140433238e-21	9.6293643986152	12.8982918204161	6.96390240239031	5.29883427965021e-10	0.798076923076923	0.922330097087379	0.8884428678118
FGF8_103536381	FGF8	0.348381622839827	0.14674558512443	3.13785527812826e-17	7.84099525386162	10.579927684889	5.62165465429542	1.1554835902125e-09	0.730769230769231	0.922330097087379	0.842326362957431
FGF8_103536384	FGF8	0.32200412047064	0.0978181002663793	8.02035048491301e-22	9.56763242921189	13.0109069556276	6.85250394374814	1.85900356519048e-09	0.740384615384615	0.951456310679612	0.890963405526512
FGF8_103536398	FGF8	0.540354432889338	0.356268236990058	1.13040220336951e-13	4.34601868138344	5.79252306999277	3.12655194712674	4.53011730120101e-10	0.663461538461538	0.941747572815534	0.800550784167289
FGF8_103536402	FGF8	0.616197458171882	0.503883594600124	4.00036333230941e-08	3.16486224542051	4.38132789777053	2.07530988583936	8.58161568332187e-08	0.528846153846154	0.970873786407767	0.72218073188947
FGF8_103536416	FGF8	0.597985488963911	0.446988647347145	2.50821029715222e-13	4.86731738639013	6.43606174936637	3.51044756869483	2.39876538878179e-10	0.625	0.970873786407767	0.796209858103062
FGF8_103536426	FGF8	0.575174167331308	0.404016143687819	1.21249921309791e-15	5.49449202169903	7.19619030969921	4.04220374078604	5.92159580016916e-11	0.692307692307692	0.951456310679612	0.824262509335325
FGF8_103536432	FGF8	0.432374495567409	0.232903521475425	6.20583152283266e-16	5.90499896637023	7.833128425732	4.29290719528627	2.26834458833223e-10	0.721153846153846	0.922330097087379	0.827669902912621
FGF8_103536439	FGF8	0.514326661132672	0.402618769206597	3.13529037811057e-08	3.73410604607482	5.16896391253838	2.47732786734024	6.40102996913248e-08	0.596153846153846	0.902912621359223	0.723907766990291
FGF8_103536441	FGF8	0.508215744792044	0.335088386683711	2.06038952944327e-15	5.78482210908097	7.67044521907573	4.19901139577882	2.27989036455069e-10	0.673076923076923	0.932038834951456	0.821601941747573
FGF8_103536448	FGF8	0.573837022821119	0.405836568510776	2.5066005628881e-15	5.50771956577951	7.26358921055962	4.02323617557745	1.23610889361713e-10	0.75	0.844660194174757	0.820575056011949
FGF8_103536453	FGF8	0.56227156870013	0.359801035125775	7.29851935118435e-19	6.54724593351151	8.61153152684951	4.8445839467008	6.06731559882936e-11	0.701923076923077	0.990291262135922	0.860063480209111
FGF8_103536463	FGF8	0.42292023156357	0.189783611437232	4.94691701994921e-23	9.22528230010486	12.2891362000335	6.74579387264361	2.26834458833223e-10	0.711538461538462	0.990291262135922	0.903752800597461
FGF8_103536470	FGF8	0.600552575233439	0.492294013987032	1.13326660309062e-07	3.41365005752676	4.74673469836852	2.23697738877875	1.07761298899274e-07	0.528846153846154	0.961165048543689	0.714619118745332
FGF8_103536483	FGF8	0.608197427523979	0.438461480358799	1.40869975082046e-16	6.06784521293905	7.96199800652129	4.47005316317246	6.23008657661658e-11	0.682692307692308	0.961165048543689	0.834998132935026
FGF8_103536487	FGF8	0.583197535554633	0.405694510379921	1.04830177664748e-15	5.80376927547978	7.64623586252939	4.26184591895483	9.29550139685229e-11	0.663461538461538	0.970873786407767	0.825009335324869
FGF8_103536489	FGF8	0.463914704487459	0.214906422347264	4.32390348033751e-22	7.9780408186878	10.665578455767	5.82825797036859	3.01523827161616e-10	0.759615384615385	0.970873786407767	0.893764002987304
FGF8_103536496	FGF8	0.693384232078966	0.659394653054882	0.00873803354377298	1.3730367860586	2.58556496478059	0.219569998581684	0.0228041771042605	0.5	0.854368932038835	0.606142643764003
FGF8_103536504	FGF8	0.613785799104918	0.488288726098565	2.54122355355328e-10	4.06118929192987	5.49361795549593	2.80722472744929	4.59807330944302e-09	0.625	0.932038834951456	0.755881254667662
FGF8_103536531	FGF8	0.353848669672163	0.211256427682254	4.10071015875014e-08	4.23474960798471	5.88203305677029	2.85160182565895	5.30822821185084e-08	0.576923076923077	0.932038834951456	0.721994025392084
GSC_95235339	GSC	0.312201918140865	0.141966117621921	3.93419538774491e-05	3.63298241629538	5.18708751582213	2.39945489427597	3.24361404638015e-07	0.567307692307692	0.951456310679612	0.666355489171023
GSC_95235341	GSC	0.304639331782249	0.12782207586364	3.49436083260111e-05	3.70384927838077	5.33523645164416	2.43773281920198	5.05745829955133e-07	0.548076923076923	0.970873786407767	0.66747572815534
GSC_95235343	GSC	0.296352978946539	0.128141421652367	2.51591477924051e-05	3.57508845470393	5.15436455460241	2.34073956734959	5.86757382166496e-07	0.538461538461538	0.941747572815534	0.670509708737864
GSC_95235351	GSC	0.25335760640511	0.100793429222658	0.000116697922697309	4.0717021410722	5.89259116493819	2.62259290360808	1.07754956491962e-06	0.528846153846154	0.951456310679612	0.655899925317401
GSC_95235355	GSC	0.270104925068506	0.110312182602931	5.7368267199752e-05	3.89358981036983	5.66357997257697	2.51850400986695	1.14031885149933e-06	0.519230769230769	0.970873786407767	0.662808065720687
GSC_95235384	GSC	0.1977050984692	0.0763271769474052	0.00869100874716923	3.3082022269268	5.1963198931543	1.9290452438044	5.72317264789419e-05	0.471153846153846	0.902912621359223	0.606235997012696
GSC_95235393	GSC	0.226925815114868	0.0831231040442373	8.53598052754425e-05	3.79727600791681	5.78343524692081	2.32264000231434	1.46254622251444e-05	0.538461538461538	0.902912621359223	0.658980582524272
GSC_95235402	GSC	0.234552441427886	0.111338236394126	0.000775943734274533	3.80566951386256	6.04378840245237	2.17967513338258	0.000109375583998987	0.471153846153846	0.912621359223301	0.63601568334578
GSC_95235419	GSC	0.298904379565502	0.142118051053445	2.21716750564004e-05	3.48796003397492	5.11827226225789	2.2219137569804	2.15185494693149e-06	0.509615384615385	0.951456310679612	0.671676624346527
GSC_95235425	GSC	0.257813146748447	0.153151975856019	0.00999521019961687	2.54722133173106	4.11144791841355	1.37157630626524	0.000231481299879185	0.365384615384615	0.932038834951456	0.604275578790142
GSC_95235428	GSC	0.277542517031637	0.142376414073701	5.63277257556754e-05	3.46416428562546	5.33601851614622	2.06897420898107	2.91095543600121e-05	0.528846153846154	0.902912621359223	0.662994772218073
GSC_95235434	GSC	0.39277555300437	0.266295731875292	0.0255607544003056	2.30472056192707	3.41578507683379	1.38060523787189	8.20997614400867e-06	0.432692307692308	0.970873786407767	0.590365944734877
GSC_95235437	GSC	0.359256484330085	0.194622169281562	2.23305641551283e-11	4.25274790537061	6.1378281161853	2.76333597580749	8.36319369304991e-07	0.673076923076923	0.844660194174757	0.770631067961165
HIST1H3G_26271605	HIST1H3G	0.311660403776654	0.0966502762087032	3.06053089482292e-11	3.96623668501443	5.39740064487832	2.78294978541634	4.20154870410107e-09	0.679611650485437	0.851485148514851	0.770739209843314
HIST1H3G_26271716	HIST1H3G	0.32025034592792	0.0902392446807975	1.0672450925935e-11	4.49815301366293	6.11547149334866	3.15267647002377	4.5366157755993e-09	0.669902912621359	0.97029702970297	0.776987407478612
HIST1H3G_26271718	HIST1H3G	0.346962342322299	0.135956585129861	4.98968072220877e-10	3.1611681451328	4.30298367418393	2.19747196826064	5.77044952949652e-09	0.669902912621359	0.881188118811881	0.753484571758147
HIST1H3G_26271748	HIST1H3G	0.327712497144277	0.0753884967564947	2.60734973372703e-13	4.70581152987028	6.46244628576207	3.28461786549121	1.0060715578228e-08	0.669902912621359	0.96039603960396	0.798135153321157
HOXA1_27135007	HOXA1	0.570681123759138	0.301690108137186	1.83065177846953e-22	5.47709619901427	7.03348123926648	4.17597829407355	3.64809408487813e-12	0.817307692307692	0.902912621359223	0.897684839432412
HOXA1_27135064	HOXA1	0.449673458082483	0.196920501631712	3.35140521477947e-18	4.6237377857507	6.04086334675245	3.43507156287779	3.20238487924899e-11	0.721153846153846	0.932038834951456	0.852921956684093
HOXA1_27135073	HOXA1	0.45171204227245	0.176151122935542	4.87322205417165e-21	4.94901819871198	6.44732296834744	3.71147150881936	1.6957246786636e-11	0.836538461538462	0.854368932038835	0.882748319641524
HOXA1_27135075	HOXA1	0.427015980470468	0.160689394923331	6.34865247654764e-21	4.87281021738346	6.38381532409556	3.62118395672131	3.74820669340974e-11	0.769230769230769	0.883495145631068	0.881534727408514
HOXA1_27135147	HOXA1	0.30560677782135	0.101120489113958	7.41162581086412e-14	4.74956920592629	6.5911301791056	3.28305266334654	2.19095249772954e-08	0.634615384615385	0.922330097087379	0.802837938760269
HOXA1_27135153	HOXA1	0.320621787616551	0.110531640378702	4.322792095649e-16	5.52560049555992	7.63227741270392	3.86052449532092	1.16672126456801e-08	0.692307692307692	0.932038834951456	0.829490291262136
HOXA1_27135177	HOXA1	0.426278883365035	0.174611137433802	5.99958011487238e-18	5.24332025120029	6.91360659922073	3.86870230271729	8.04226122570545e-11	0.769230769230769	0.932038834951456	0.850168035847648
HOXA1_27135196	HOXA1	0.47955003988431	0.132483284791586	4.75925143251832e-22	5.2546254339805	6.9036880185974	3.93479429841794	3.20238487924899e-11	0.846153846153846	0.922330097087379	0.893297236743839
HOXA1_27135198	HOXA1	0.496306903548717	0.166827894980951	7.67245659795594e-21	4.9724965190225	6.52052822485419	3.7220401327519	2.95638599884751e-11	0.826923076923077	0.922330097087379	0.880694548170276
HOXA1_27135214	HOXA1	0.497174252933117	0.226513812139859	3.98114819660348e-18	4.48358235071799	5.89498282374779	3.31583452769794	6.04985652127332e-11	0.807692307692308	0.902912621359223	0.852081777445855
HOXA9_27204834	HOXA9	0.387308050979931	0.0928305501737925	6.98923867450566e-26	11.5177175068761	15.6935236181506	8.20772291036311	2.7463179314872e-09	0.855769230769231	0.951456310679612	0.933625840179238
HOXA9_27204839	HOXA9	0.346134598044091	0.096572213451205	4.5884753668115e-20	9.09801826356757	12.5817912016841	6.31014480453841	1.98355883595098e-08	0.721153846153846	0.961165048543689	0.872572815533981
HOXA9_27204848	HOXA9	0.360175086153399	0.0736870772980621	3.76152783367012e-25	11.9446755665012	16.5244126357171	8.33834612186718	1.41184414236367e-08	0.846153846153846	0.951456310679612	0.925690814040329
HOXA9_27204854	HOXA9	0.425702680499345	0.0914456331873853	3.17562473050307e-25	11.8067360121394	16.4506774967696	8.05945286984883	4.48320721423364e-08	0.865384615384615	0.941747572815534	0.92648431665422
HOXA9_27204858	HOXA9	0.45815524479896	0.138740993535976	5.45818299370168e-23	8.89911477698464	12.4108108186441	6.19155408030863	2.7918507913292e-08	0.798076923076923	0.970873786407767	0.903286034353995
HOXA9_27204861	HOXA9	0.518517869900574	0.151631477258499	2.68314774711984e-25	7.99469311473759	11.0925164947574	5.63680685880162	1.24639772296454e-08	0.807692307692308	0.980582524271845	0.92741784914115
HOXA9_27204863	HOXA9	0.45516694003675	0.089368867723122	4.86705941182365e-26	10.891440605252	15.2155105209651	7.43775417868444	5.76297850935302e-08	0.884615384615385	0.941747572815534	0.935306198655713
HOXA9_27204879	HOXA9	0.458317304952931	0.0936961334738554	9.5690308439411e-27	10.6172970272256	14.4715788010588	7.53146900150941	3.27104848919021e-09	0.903846153846154	0.941747572815534	0.943521284540702
HOXA9_27204884	HOXA9	0.50357370919758	0.121911694488805	6.39906832291482e-28	9.77508627474561	13.4690788974991	6.87252624371881	9.45939575753225e-09	0.923076923076923	0.902912621359223	0.955657206870799
HOXA9_27204894	HOXA9	0.560582851836176	0.245421289824037	1.5983411557991e-21	6.68365902095254	9.0730964039185	4.83872681122645	1.18825557566694e-09	0.788461538461538	0.990291262135922	0.887882748319642
HOXA9_27204897	HOXA9	0.582816298755003	0.327234917650522	6.81442741074379e-16	4.50118181051895	5.96183047993573	3.31188527342261	1.15672468389644e-10	0.75	0.941747572815534	0.827203136669156
HOXA9_27204918	HOXA9	0.502549509632916	0.137968089093159	1.42145723990238e-25	8.07421685408408	11.178920720939	5.69911967726586	1.10956048083038e-08	0.875	0.902912621359223	0.930451829723674
HOXA9_27204929	HOXA9	0.505878333255909	0.159205940564155	9.44049343345039e-26	7.99248902893449	10.8727221918154	5.75445259044146	1.78529732779845e-09	0.807692307692308	0.970873786407767	0.932318894697535
HOXA9_27204938	HOXA9	0.549962738412227	0.210676144175227	5.94143906503267e-24	7.28996368949927	10.028789715519	5.21483953177437	4.51456372118652e-09	0.817307692307692	0.970873786407767	0.913274831964152
HOXA9_27204945	HOXA9	0.539135574577896	0.185368013710834	7.18679566124381e-24	7.58106740411178	10.5864431881319	5.30299461046691	2.74094938533852e-08	0.836538461538462	0.970873786407767	0.912434652725915
