	McaM	McoM	Pvalue	OR	CI.upper	CI.lower	Logistic.P	Sens	Spec	AUC
GRIN1_140051196	0.185424991674992	0.317902551993461	0.205432553629076	2.22022004145111	6.05303407006749	-0.344038704047075	0.157097948727465	0.363636363636364	1	0.681818181818182
GRIN1_140051199	0.132404632404632	0.275544909635819	0.0902421322424926	2.69286864536481	6.47004113323341	0.0268377317184796	0.0913704174790385	0.727272727272727	0.666666666666667	0.732323232323232
GRIN1_140051203	0.227130277130277	0.293023643023643	0.853539854498855	0.637627046881557	2.75498179853345	-1.16510228495739	0.506720928817051	0.454545454545455	0.666666666666667	0.46969696969697
GRIN1_140051205	0.163998682476943	0.244770635526938	0.644566996129983	0.980997076342836	3.25868788416817	-0.873976238035357	0.33767793087321	0.428571428571429	0.8	0.560714285714286
GRIN1_140051213	0.15557876905703	0.315657381833853	0.163920143362191	1.50736288442075	3.85967303133496	-0.191700717496301	0.13175388217886	0.5	0.9	0.675
GRIN1_140051220	0.131725955204216	0.35643629285622	0.0691642013833968	2.29373509249997	5.36219229495071	0.284532050555649	0.067151602183432	0.909090909090909	0.6	0.740909090909091
GRIN1_140051227	0.173310023310023	0.394898434898435	0.0887386882508236	7.89462396266511	25.7634410901784	0.440710081475844	0.194592498774183	0.6	1	0.875
GRIN1_140051232	0.178071928071928	0.288474858474858	1	1.30470352887091	6.56125066771272	-1.63975418789751	0.470384021912566	0.6	0.75	0.525
GRIN1_140051241	0.076923076923077	0.487556561085973	0.338709677419355	Inf	Inf	-Inf	0.999438875682311	1	1	1
GSC_95235339	0.141464167767566	0.321196890466737	0.000144380045128856	4.49148157705458	6.69529598298333	2.84484479996682	0.00000534122674216306	0.583333333333333	0.976744186046512	0.670404208194906
GSC_95235341	0.125280528471056	0.314223989638983	0.0000859646640556131	4.89646032369491	7.48699957557914	3.0558403920237	0.0000139430457935483	0.55952380952381	1	0.676079734219269
GSC_95235343	0.125731067800316	0.305988201405481	0.0000327995492570603	4.70669697905588	7.14230006476994	2.94618604591939	0.0000107866295812286	0.55952380952381	0.965116279069767	0.686115725359911
GSC_95235351	0.0969819146449948	0.264037459164751	0.000170973775888174	5.54607227260916	8.33126650236244	3.46521742502491	0.00000819567078231278	0.547619047619048	0.976744186046512	0.668466223698782
GSC_95235355	0.106545844881649	0.278939901687084	0.000170973775888174	5.31462453072212	8.19742704072321	3.25754037112246	0.0000242431695334839	0.583333333333333	0.953488372093023	0.668466223698782
GSC_95235384	0.0688641268190236	0.186065193228373	0.0223034939837201	5.6008966045639	9.74753120050878	2.90303392264741	0.00141879922058716	0.464285714285714	0.941860465116279	0.602713178294574
GSC_95235393	0.0750792601740904	0.222839202042536	0.00009042928842346	7.0504820994459	11.6454764706642	3.92272996422027	0.000350288664839099	0.547619047619048	0.953488372093023	0.675526024363234
GSC_95235402	0.106840978943807	0.227182419444912	0.00118085804587536	5.85764853719324	9.72787836372429	3.06453779151002	0.000683068250343765	0.464285714285714	0.930232558139535	0.645348837209302
GSC_95235419	0.132676830301306	0.285800170127553	0.0000399258694607837	4.87778526368661	7.56696205941496	2.92241355990559	0.000039203844719863	0.523809523809524	0.965116279069767	0.684108527131783
GSC_95235425	0.142979022450414	0.246761293176234	0.0173621555731499	3.49652188855985	6.02199855089905	1.76008851538879	0.00122250487473204	0.392857142857143	0.976744186046512	0.606866002214839
GSC_95235428	0.133771277451202	0.265525296143212	0.0000755208476495949	5.00074581633079	8.25048841796415	2.71480445540075	0.000431069281369304	0.511904761904762	0.953488372093023	0.677464008859358
GSC_95235434	0.258375389222459	0.383743023196362	0.05625670292605	2.57604388251063	3.96261120263603	1.46869677255328	0.0000473290982173033	0.452380952380952	0.988372093023256	0.585825027685493
GSC_95235437	0.181318210341017	0.349453771979705	0.00000000000217125092299735	8.20303690604669	12.0959260350567	5.10081378475292	0.00000620133633944192	0.678571428571429	0.918604651162791	0.814091915836102
HIST1H3G_26271605	0.105851800951956	0.352246427327589	0.000000000000546593908846088	4.79869037641788	6.62397542300467	3.33472517744174	0.0000000522786084096176	0.795180722891566	0.797619047619048	0.825516351118761
HIST1H3G_26271716	0.0991291674240202	0.360194879961348	0.000000000000170246077122193	5.54437599963791	7.67347062369869	3.8163332647493	0.0000000788017446798253	0.746987951807229	0.964285714285714	0.832616179001721
HIST1H3G_26271718	0.15126624715104	0.391302245241793	0.000000000011474839807245	3.92725069877933	5.41939940216068	2.71040771328508	0.0000000601477233464553	0.72289156626506	0.892857142857143	0.806153184165232
HIST1H3G_26271748	0.0844027398487049	0.373075571452421	0.00000000000000125210881285514	5.91542053144319	8.28237948338097	4.04308383879209	0.000000147599667466429	0.759036144578313	0.94047619047619	0.861517498565691
HOXA1_27135007	0.278248141405045	0.570233788173542	0.000000000000000000000387452484154208	8.55947528575617	11.8013077751552	6.12986154519699	0.0000000239905623159581	0.869047619047619	0.953488372093023	0.937153931339978
HOXA1_27135064	0.172018713698499	0.445847878625703	0.0000000000000000411878145457837	7.40746146683411	10.3504739747028	5.15717571924466	0.0000000836106910103163	0.773809523809524	0.976744186046512	0.877284053156146
HOXA1_27135073	0.153815157055155	0.450838023458919	0.0000000000000000000933923509693997	8.2654599634759	11.9024115049819	5.63695453059486	0.000000434302411767949	0.833333333333333	0.953488372093023	0.909191583610188
HOXA1_27135075	0.134510587803578	0.419583832042388	0.0000000000000000000519741367873758	9.33440891037392	13.3466221015161	6.34929299704246	0.000000350997580443788	0.821428571428571	0.941860465116279	0.912375415282392
HOXA1_27135147	0.0872215209942456	0.290548810477162	0.000000000000649690973737133	7.26470458418231	10.639699891396	4.7030739743274	0.00000212193836344537	0.738095238095238	0.837209302325581	0.82156699889258
HOXA1_27135153	0.0996410984300357	0.308287103128217	0.0000000000000133215015505779	8.58408811283843	12.4330321521357	5.60784125325945	0.00000133213333835293	0.678571428571429	0.965116279069767	0.844753599114064
HOXA1_27135177	0.168243110819445	0.431910293898765	0.000000000000000328957109763409	6.06173833755497	8.24608884691296	4.33911747220378	0.0000000163021113719826	0.797619047619048	0.965116279069767	0.865863787375415
HOXA1_27135196	0.11854977066061	0.496804666654546	0.0000000000000000000224835643304138	7.24453222447778	10.1450954312481	5.08912837880305	0.0000000753089560859197	0.880952380952381	0.965116279069767	0.916666666666667
HOXA1_27135198	0.152598400890382	0.511958141180358	0.00000000000000000117014714279011	6.2203978789405	8.61498886733671	4.42882428725117	0.0000000317351533212773	0.869047619047619	0.941860465116279	0.896179401993356
HOXA1_27135214	0.209834813763773	0.496116812312533	0.000000000000000895371551903493	5.36493841091191	7.3465796095918	3.80518023483616	0.000000024128731564714	0.821428571428571	0.918604651162791	0.860257475083056
HOXA9_27204834	0.0918029684119704	0.393860697072777	0.00000000000000000000000296498079450866	16.8420193035636	24.3362265982183	11.3808761883232	0.000000514189940990453	0.916666666666667	0.965116279069767	0.962486157253599
HOXA9_27204839	0.097415001515529	0.347825324283491	0.00000000000000000151511222766285	11.2713037719632	15.9697568694485	7.56726876848921	0.000000349562109274203	0.797619047619048	0.953488372093023	0.894795127353267
HOXA9_27204848	0.0727661887713855	0.367646369911451	0.0000000000000000000000167153610786205	17.7023624901905	26.8570148157967	11.3104437143708	0.00000807092115024843	0.869047619047619	0.988372093023256	0.952796234772979
HOXA9_27204854	0.0925246950676652	0.439316658238444	0.00000000000000000000000686600187252913	19.9670914870418	29.3801368566979	12.8527193345799	0.00000250926495588481	0.904761904761905	0.965116279069767	0.957295127353267
