Pvalue.pair	Statistic.pair	mean1.pair	mean2.pair	SD1.pair	SD2.pair	FDR.pair	Pvalue.single	Statistic.single	mean1.single	mean2.single	SD1.single	SD2.single	FDR.single	V1	V2	V3	V4	V5	V6	V7
4.017857e-06	0.165	0.278	0.113	0.213	0.049	2.218336e-05	4.20483e-21	0.131	0.243	0.112	0.205	0.049	1.675405e-20	chr1	44883227	44883228	cg00069860	RNF220	Island	I
5.069616e-08	0.188	0.394	0.206	0.189	0.069	5.022883e-07	2.670361e-11	0.105	0.31	0.205	0.212	0.068	6.872411e-11	chr14	64805784	64805785	cg00071442	ESR2	Island	II
4.608266e-12	0.368	0.444	0.076	0.256	0.043	2.797629e-10	3.559848e-83	0.352	0.429	0.077	0.242	0.042	7.370262e-81	chr2	45171818	45171819	cg00097146	SIX3	Island	I
2.460447e-08	0.229	0.35	0.122	0.24	0.082	2.735395e-07	6.715292e-30	0.236	0.358	0.122	0.244	0.08	3.805431e-29	chr5	140892370	140892371	cg00104845	PCDHGB5	N_Shore	I
9.958782e-12	0.425	0.668	0.244	0.243	0.177	5.106583e-10	1.683991e-17	0.323	0.561	0.238	0.298	0.176	5.765945e-17	chr2	264199	264200	cg00108164	ACP1	Island	I
2.433801e-07	0.254	0.363	0.109	0.27	0.056	1.914904e-06	7.593782e-43	0.247	0.355	0.107	0.254	0.055	7.608285e-42	chr1	35351407	35351408	cg00114029	DLGAP3	Island	I
2.611801e-05	0.198	0.342	0.144	0.271	0.042	0.0001168875	5.370723e-45	0.238	0.382	0.144	0.258	0.042	5.979523e-44	chr1	25255838	25255839	cg00117172	RUNX3	Island	II
3.434403e-06	0.185	0.221	0.036	0.233	0.02	1.932224e-05	7.895719e-40	0.177	0.213	0.036	0.222	0.019	6.837093e-39	chr4	90758537	90758538	cg00119181	SNCA	Island	I
2.093793e-07	0.217	0.305	0.087	0.234	0.03	1.681151e-06	1.925647e-62	0.243	0.329	0.087	0.217	0.03	6.186578e-61	chr3	169530027	169530028	cg00121634	LRRC34	Island	II
1.6288e-07	0.273	0.341	0.068	0.287	0.054	1.356357e-06	3.047816e-43	0.253	0.32	0.067	0.267	0.053	3.110687e-42	chr16	31228059	31228060	cg00133595	TRIM72	Island	I
4.728288e-05	0.163	0.211	0.048	0.237	0.026	0.0001986348	3.110847e-34	0.16	0.209	0.049	0.217	0.026	2.107266e-33	chr15	89942691	89942692	cg00149947	cg00149947	Island	I
8.88258e-05	0.161	0.199	0.038	0.249	0.03	0.0003487597	2.236074e-29	0.169	0.207	0.038	0.253	0.03	1.240362e-28	chr1	12227825	12227826	cg00155063	TNFRSF1B	S_Shore	I
6.090081e-09	0.238	0.455	0.217	0.237	0.096	8.599539e-08	4.270224e-21	0.205	0.422	0.216	0.232	0.094	1.700982e-20	chr5	32713290	32713291	cg00155526	NPR3	Island	II
2.486243e-07	0.268	0.389	0.121	0.303	0.063	1.951039e-06	6.006868e-34	0.241	0.362	0.121	0.289	0.063	4.01836e-33	chr6	159590231	159590232	cg00157796	FNDC1	Island	I
3.575721e-13	0.346	0.484	0.138	0.223	0.063	3.775574e-11	3.737536e-61	0.334	0.471	0.137	0.225	0.063	1.099374e-59	chr1	223538379	223538380	cg00172597	SUSD4	Island	I
2.587219e-05	0.16	0.258	0.097	0.232	0.037	0.0001159066	3.121037e-21	0.134	0.231	0.097	0.236	0.036	1.249958e-20	chr8	26372472	26372473	cg00174421	PNMA2	Island	II
6.189043e-05	0.158	0.387	0.23	0.222	0.079	0.0002525774	6.314762e-18	0.155	0.383	0.228	0.216	0.077	2.202371e-17	chr17	43047971	43047972	cg00182758	cg00182758	S_Shore	II
3.086212e-05	0.156	0.281	0.125	0.224	0.029	0.0001357221	6.507848e-20	0.116	0.242	0.126	0.217	0.029	2.46623e-19	chr12	54428171	54428172	cg00218447	HOXC4	Island	II
1.728109e-05	0.173	0.204	0.031	0.242	0.011	8.087385e-05	3.220872e-24	0.117	0.148	0.031	0.204	0.011	1.452585e-23	chr3	184279621	184279622	cg00229368	EPHB3	Island	I
1.569777e-13	0.373	0.689	0.316	0.24	0.108	2.036468e-11	1.26816e-34	0.361	0.676	0.315	0.217	0.108	8.731552e-34	chr11	627152	627153	cg00249511	SCT	Island	I
1.028533e-06	0.16	0.202	0.042	0.188	0.025	6.702082e-06	1.621889e-42	0.153	0.195	0.042	0.177	0.025	1.600053e-41	chr5	158527817	158527818	cg00251610	EBF1	Island	I
2.227016e-06	0.195	0.496	0.301	0.211	0.143	1.318963e-05	1.546881e-10	0.173	0.468	0.295	0.189	0.142	3.829685e-10	chr1	47489413	47489414	cg00255821	CYP4X1	Island	I
3.699982e-11	0.298	0.365	0.067	0.236	0.034	1.432346e-09	9.992006e-68	0.268	0.336	0.067	0.224	0.033	4.813286e-66	chr5	32713723	32713724	cg00266286	NPR3	Island	I
1.027582e-07	0.225	0.301	0.076	0.231	0.019	9.144388e-07	5.243938e-53	0.207	0.283	0.075	0.216	0.019	9.074363e-52	chr13	53420425	53420426	cg00287312	PCDH8	Island	II
2.154597e-07	0.233	0.255	0.022	0.254	0.008	1.723543e-06	6.780969e-63	0.248	0.27	0.022	0.231	0.007	2.251568e-61	chr1	224804226	224804227	cg00290506	CNIH3	Island	I
3.601495e-05	0.162	0.179	0.017	0.236	0.006	0.0001558391	1.506604e-39	0.171	0.188	0.018	0.219	0.007	1.28774e-38	chr10	71078354	71078355	cg00292664	HK1	Island	I
8.073778e-05	0.151	0.185	0.035	0.23	0.022	0.000320325	3.002944e-20	0.101	0.136	0.035	0.189	0.022	1.154484e-19	chr1	118727904	118727905	cg00310968	SPAG17	Island	I
3.641118e-08	0.251	0.354	0.103	0.245	0.052	3.794751e-07	3.646912e-40	0.221	0.323	0.102	0.238	0.051	3.208954e-39	chr1	92495877	92495878	cg00314240	EPHX4	Island	II
2.793904e-06	0.187	0.253	0.066	0.24	0.023	1.611358e-05	1.320671e-36	0.182	0.247	0.066	0.24	0.023	9.901595e-36	chr16	23193673	23193674	cg00315391	SCNN1G	N_Shore	I
2.997138e-11	0.225	0.513	0.289	0.147	0.087	1.214013e-09	4.401037e-20	0.177	0.465	0.287	0.18	0.086	1.680126e-19	chr7	73508994	73508995	cg00334821	LIMK1	NA	II
3.896449e-05	0.197	0.23	0.032	0.289	0.01	0.0001671387	4.44884e-40	0.217	0.25	0.033	0.276	0.01	3.898335e-39	chr5	16180048	16180049	cg00339556	cg00339556	Island	I
1.205584e-05	0.184	0.23	0.046	0.264	0.043	5.872964e-05	2.188192e-28	0.177	0.223	0.046	0.256	0.043	1.166787e-27	chr16	66638320	66638321	cg00355909	CMTM3	Island	I
2.259578e-09	0.296	0.365	0.069	0.274	0.062	3.829111e-08	2.474353e-44	0.267	0.336	0.069	0.255	0.061	2.663997e-43	chr7	751833	751834	cg00356183	PRKAR1B	Island	I
2.165198e-13	0.34	0.645	0.305	0.154	0.135	2.604188e-11	3.583136e-22	0.315	0.625	0.31	0.156	0.135	1.489801e-21	chr6	29521602	29521603	cg00370229	cg00370229	Island	I
7.137508e-05	0.176	0.283	0.108	0.255	0.071	0.000286918	1.677901e-19	0.163	0.274	0.11	0.245	0.071	6.249721e-19	chr12	106979451	106979452	cg00379648	RFX4	Island	I
4.002956e-05	0.169	0.203	0.033	0.252	0.016	0.0001711777	4.927333e-30	0.129	0.162	0.033	0.194	0.015	2.808543e-29	chr19	47742961	47742962	cg00381697	cg00381697	Island	I
1.5943e-07	0.261	0.455	0.194	0.263	0.077	1.331547e-06	3.998552e-34	0.253	0.45	0.197	0.247	0.077	2.695958e-33	chr8	70983567	70983568	cg00384539	PRDM14	Island	I
2.742039e-08	0.258	0.292	0.034	0.26	0.018	2.994776e-07	3.600363e-47	0.209	0.243	0.034	0.237	0.017	4.481529e-46	chr11	8615694	8615695	cg00393798	STK33	Island	I
1.556891e-08	0.243	0.303	0.06	0.229	0.02	1.867048e-07	1.333336e-55	0.228	0.288	0.06	0.23	0.019	2.707309e-54	chr7	96650323	96650324	cg00400832	DLX5	Island	I
5.587749e-09	0.185	0.262	0.077	0.172	0.021	8.009525e-08	2.604979e-45	0.139	0.216	0.077	0.155	0.021	2.949686e-44	chr10	22764922	22764923	cg00404838	cg00404838	Island	II
6.540037e-07	0.18	0.213	0.034	0.207	0.007	4.515042e-06	2.976224e-47	0.158	0.192	0.034	0.181	0.007	3.722066e-46	chr19	47746478	47746479	cg00408906	cg00408906	Island	II
1.346432e-05	0.192	0.244	0.052	0.267	0.031	6.477911e-05	9.357067e-41	0.218	0.27	0.052	0.266	0.03	8.465648e-40	chr8	97172961	97172962	cg00421139	GDF6	Island	I
3.255021e-05	0.219	0.299	0.08	0.32	0.064	0.0001423272	1.06499e-33	0.247	0.328	0.08	0.304	0.063	7.051124e-33	chr19	49646246	49646247	cg00421363	PPFIA3	Island	I
1.245571e-08	0.261	0.346	0.085	0.251	0.053	1.550465e-07	9.387545e-57	0.295	0.381	0.086	0.256	0.052	2.053846e-55	chr6	26240505	26240506	cg00436476	HIST1H4F	N_Shore	I
1.551374e-07	0.207	0.61	0.403	0.204	0.098	1.300641e-06	4.565231e-22	0.22	0.619	0.399	0.194	0.099	1.89028e-21	chr15	96885119	96885120	cg00436496	cg00436496	S_Shore	I
5.081124e-05	0.177	0.365	0.188	0.231	0.084	0.0002117973	2.687078e-14	0.144	0.332	0.187	0.238	0.083	7.975013e-14	chr6	34433789	34433790	cg00444847	PACSIN1	Island	II
9.212387e-06	0.177	0.409	0.233	0.241	0.067	4.621538e-05	2.253371e-17	0.148	0.378	0.231	0.247	0.067	7.671518e-17	chr8	29387350	29387351	cg00446414	cg00446414	NA	II
1.644013e-06	0.155	0.236	0.08	0.191	0.033	1.01061e-05	1.631535e-37	0.151	0.231	0.08	0.181	0.032	1.272361e-36	chr1	101775370	101775371	cg00448752	cg00448752	NA	I
1.710748e-11	0.342	0.437	0.095	0.254	0.047	7.824104e-10	1.191905e-57	0.29	0.383	0.093	0.261	0.046	2.765182e-56	chr11	8615685	8615686	cg00450824	STK33	Island	I
4.921274e-19	0.354	0.528	0.175	0.147	0.069	2.214937e-15	9.006481e-54	0.35	0.525	0.175	0.151	0.067	1.629506e-52	chr7	27260285	27260286	cg00458878	cg00458878	Island	I
9.160089e-05	0.183	0.209	0.026	0.287	0.01	0.0003585113	7.832822e-29	0.157	0.184	0.027	0.247	0.01	4.251308e-28	chr2	176936581	176936582	cg00459623	cg00459623	Island	I
6.403654e-14	0.296	0.604	0.308	0.179	0.055	1.037326e-11	9.381293e-47	0.242	0.55	0.307	0.216	0.055	1.143403e-45	chr1	66998806	66998807	cg00460049	SGIP1	Island	II
2.027146e-05	0.199	0.428	0.229	0.26	0.11	9.319308e-05	6.0863e-10	0.141	0.365	0.224	0.261	0.11	1.460421e-09	chr6	74161911	74161912	cg00463577	C6orf150	Island	II
1.167406e-05	0.191	0.228	0.038	0.261	0.014	5.708326e-05	8.286583e-35	0.165	0.202	0.037	0.228	0.014	5.75128e-34	chr1	65731689	65731690	cg00466108	DNAJC6	Island	I
2.046429e-05	0.169	0.209	0.04	0.24	0.026	9.400154e-05	9.82652e-52	0.211	0.251	0.04	0.22	0.025	1.579009e-50	chr19	58521176	58521177	cg00505277	cg00505277	Island	I
7.56625e-06	0.192	0.254	0.062	0.257	0.028	3.882374e-05	1.766577e-47	0.227	0.289	0.061	0.252	0.028	2.235578e-46	chr6	105389599	105389600	cg00512171	cg00512171	S_Shore	II
5.587162e-10	0.329	0.466	0.137	0.283	0.089	1.239292e-08	1.231998e-35	0.298	0.434	0.136	0.289	0.087	8.85044e-35	chr2	242549864	242549865	cg00527440	THAP4	Island	II
1.689174e-06	0.175	0.566	0.391	0.197	0.113	1.03519e-05	2.116217e-11	0.152	0.537	0.385	0.207	0.115	5.475375e-11	chr6	34203564	34203565	cg00544436	HMGA1	Island	II
6.910234e-05	0.166	0.214	0.049	0.245	0.055	0.000278758	4.131206e-29	0.19	0.239	0.048	0.255	0.054	2.267435e-28	chr10	102419245	102419246	cg00557947	cg00557947	Island	I
3.741823e-11	0.367	0.413	0.046	0.283	0.037	1.444164e-09	3.411656e-65	0.315	0.36	0.045	0.275	0.036	1.347733e-63	chr4	330651	330652	cg00573330	ZNF141	Island	I
4.150002e-05	0.16	0.211	0.051	0.229	0.025	0.0001767521	4.491972e-40	0.188	0.24	0.052	0.233	0.025	3.935046e-39	chr6	84562888	84562889	cg00575005	RIPPLY2	Island	I
2.134776e-10	0.337	0.527	0.19	0.264	0.105	5.714836e-09	9.256865e-34	0.332	0.519	0.187	0.277	0.105	6.143504e-33	chr5	112073348	112073349	cg00577935	APC	NA	II
3.442537e-07	0.198	0.453	0.256	0.215	0.054	2.585362e-06	1.447671e-24	0.146	0.401	0.255	0.198	0.053	6.618629e-24	chr16	29624485	29624486	cg00588853	SLC7A5P1	Island	II
9.435135e-08	0.174	0.617	0.444	0.135	0.121	8.501904e-07	2.529704e-06	0.102	0.541	0.439	0.186	0.12	4.92113e-06	chr1	55008319	55008320	cg00590761	cg00590761	Island	II
1.184274e-06	0.186	0.493	0.307	0.216	0.088	7.585747e-06	7.390442e-14	0.137	0.443	0.306	0.197	0.086	2.150173e-13	chr8	22457479	22457480	cg00599393	C8orf58	Island	II
2.716289e-12	0.204	0.705	0.5	0.13	0.091	1.851363e-10	2.693979e-18	0.172	0.673	0.501	0.152	0.09	9.539138e-18	chr16	73096966	73096967	cg00604454	cg00604454	Island	I
2.901281e-09	0.225	0.277	0.053	0.207	0.042	4.682351e-08	4.68029e-53	0.224	0.276	0.052	0.205	0.041	8.117087e-52	chr21	47717864	47717865	cg00612595	cg00612595	Island	I
1.756782e-05	0.162	0.288	0.127	0.24	0.052	8.206155e-05	8.44156e-16	0.117	0.243	0.126	0.223	0.051	2.681805e-15	chr3	129324699	129324700	cg00618865	PLXND1	Island	II
1.334782e-08	0.238	0.31	0.072	0.23	0.035	1.642262e-07	3.792624e-47	0.224	0.298	0.073	0.242	0.035	4.715362e-46	chr2	105459775	105459776	cg00619126	cg00619126	Island	I
2.069917e-09	0.26	0.3	0.04	0.232	0.007	3.564907e-08	4.265159e-67	0.252	0.292	0.04	0.224	0.007	1.958132e-65	chr10	134599836	134599837	cg00626110	NKX6-2	Island	I
4.946246e-08	0.166	0.431	0.265	0.171	0.068	4.918244e-07	7.599003e-21	0.155	0.415	0.26	0.182	0.071	2.996186e-20	chr19	14168215	14168216	cg00642306	PALM3	Island	I
3.349629e-08	0.276	0.305	0.029	0.28	0.021	3.537883e-07	1.259456e-49	0.227	0.256	0.029	0.247	0.021	1.790218e-48	chr3	40428638	40428639	cg00656387	ENTPD3	N_Shore	I
9.141954e-05	0.168	0.233	0.065	0.257	0.026	0.0003578719	1.485334e-37	0.189	0.253	0.064	0.245	0.025	1.16031e-36	chr2	25391700	25391701	cg00674304	POMC	Island	I
8.191889e-05	0.16	0.206	0.046	0.238	0.045	0.0003244618	1.067034e-17	0.13	0.181	0.051	0.223	0.055	3.684459e-17	chr10	45914840	45914841	cg00675569	ALOX5	Island	I
5.369374e-09	0.232	0.294	0.062	0.211	0.031	7.751489e-08	1.597902e-47	0.201	0.263	0.062	0.217	0.031	2.027205e-46	chr1	186649354	186649355	cg00690431	PTGS2	Island	I
1.137612e-09	0.296	0.32	0.024	0.257	0.01	2.197144e-08	1.7217e-73	0.286	0.31	0.024	0.237	0.01	1.375363e-71	chr10	134600651	134600652	cg00699945	NKX6-2	Island	I
1.000472e-06	0.158	0.259	0.101	0.183	0.026	6.542914e-06	1.725868e-40	0.148	0.249	0.101	0.177	0.025	1.542389e-39	chr1	147775609	147775610	cg00721572	cg00721572	S_Shore	II
1.215493e-07	0.25	0.303	0.053	0.27	0.03	1.055247e-06	8.648552e-49	0.236	0.288	0.052	0.256	0.03	1.175292e-47	chr14	102247902	102247903	cg00723271	PPP2R5C	Island	II
3.738879e-10	0.278	0.563	0.285	0.208	0.145	8.96012e-09	1.052869e-13	0.215	0.497	0.282	0.23	0.143	3.042319e-13	chr4	15704680	15704681	cg00731785	BST1	Island	I
1.405996e-05	0.152	0.198	0.046	0.212	0.027	6.731937e-05	5.676079e-30	NA	NA	0.047	NA	0.027	3.226361e-29	chr16	89268847	89268848	cg00745606	cg00745606	Island	I
1.726069e-11	0.268	0.339	0.071	0.199	0.03	7.878708e-10	5.498206e-75	0.254	0.325	0.071	0.195	0.03	5.053718e-73	chr16	68676741	68676742	cg00748373	CDH3	Island	I
6.665971e-15	0.433	0.534	0.101	0.236	0.082	1.877779e-12	1.363358e-55	0.395	0.493	0.098	0.263	0.081	2.766424e-54	chr12	21810489	21810490	cg00753478	LDHB	Island	I
7.190854e-10	0.351	0.615	0.264	0.285	0.137	1.516289e-08	2.479439e-26	0.354	0.615	0.26	0.286	0.137	1.216514e-25	chr10	77168431	77168432	cg00773413	C10orf41	Island	I
4.060276e-07	0.27	0.362	0.092	0.298	0.062	2.984934e-06	1.500109e-34	0.233	0.323	0.09	0.272	0.061	1.029546e-33	chr1	7023495	7023496	cg00783553	CAMTA1	S_Shore	I
1.204568e-07	0.224	0.287	0.063	0.244	0.036	1.047025e-06	6.787499e-29	0.151	0.214	0.062	0.218	0.036	3.692454e-28	chr3	182897283	182897284	cg00794178	MCF2L2	Island	I
1.928818e-05	0.178	0.297	0.119	0.244	0.028	8.916793e-05	4.791466e-32	0.158	0.276	0.118	0.222	0.028	2.959241e-31	chr17	41984558	41984559	cg00794378	MPP2	Island	II
4.0877e-06	0.212	0.238	0.026	0.27	0.011	2.252013e-05	8.184576e-39	0.196	0.222	0.026	0.255	0.011	6.768048e-38	chr14	22004993	22004994	cg00800229	SALL2	NA	I
9.933699e-12	0.295	0.381	0.086	0.207	0.052	5.098342e-10	6.495333e-55	0.254	0.34	0.086	0.196	0.051	1.261251e-53	chr20	58514806	58514807	cg00800993	C20orf177	Island	I
1.11923e-09	0.261	0.33	0.069	0.228	0.059	2.168525e-08	1.432965e-33	0.211	0.279	0.069	0.247	0.058	9.431142e-33	chr10	43600706	43600707	cg00803088	RET	Island	I
2.286585e-05	0.212	0.435	0.222	0.286	0.077	0.0001038193	1.40121e-16	0.16	0.379	0.22	0.267	0.077	4.608316e-16	chr17	72969066	72969067	cg00806198	C17orf28	Island	II
1.00651e-08	0.265	0.408	0.143	0.255	0.035	1.300716e-07	1.103233e-46	0.199	0.343	0.144	0.209	0.035	1.340097e-45	chr22	19511707	19511708	cg00811132	CLDN5	Island	II
1.172579e-15	0.507	0.669	0.161	0.26	0.128	5.247655e-13	3.624339e-39	0.488	0.647	0.159	0.239	0.126	3.045452e-38	chr12	52401214	52401215	cg00817367	GRASP	Island	I
1.228972e-06	0.213	0.468	0.255	0.262	0.073	7.831777e-06	1.371505e-25	0.196	0.451	0.255	0.243	0.071	6.533462e-25	chr2	175201542	175201543	cg00827989	SP9	Island	II
1.595197e-06	0.204	0.25	0.046	0.25	0.029	9.844521e-06	2.126988e-27	0.13	0.176	0.046	0.198	0.028	1.090363e-26	chr10	99473557	99473558	cg00844376	MARVELD1	Island	I
7.591911e-08	0.294	0.339	0.045	0.301	0.024	7.062241e-07	1.468916e-48	0.246	0.291	0.045	0.271	0.024	1.970554e-47	chr19	20012036	20012037	cg00853480	ZNF93	Island	I
5.748294e-06	0.203	0.258	0.056	0.275	0.037	3.046443e-05	1.521848e-24	0.158	0.213	0.055	0.257	0.037	6.952062e-24	chr17	48045973	48045974	cg00864183	DLX4	Island	I
8.149334e-07	0.246	0.338	0.092	0.288	0.036	5.463767e-06	1.11218e-43	0.233	0.324	0.091	0.267	0.035	1.159596e-42	chr4	91048559	91048560	cg00865356	FAM190A	Island	I
3.456236e-08	0.153	0.547	0.394	0.176	0.095	3.631212e-07	2.626372e-13	0.137	0.532	0.395	0.14	0.094	7.447229e-13	chr19	17346507	17346508	cg00865724	NR2F6	Island	I
6.13702e-05	0.178	0.356	0.178	0.288	0.093	0.000250679	1.174417e-16	0.18	0.355	0.175	0.273	0.093	3.875599e-16	chr7	138666696	138666697	cg00871706	KIAA1549	Island	I
2.182308e-10	0.315	0.408	0.093	0.254	0.06	5.806757e-09	5.057259e-59	0.31	0.403	0.093	0.232	0.059	1.285625e-57	chr22	46932648	46932649	cg00884093	CELSR1	Island	I
3.931224e-06	0.211	0.299	0.088	0.271	0.034	2.176555e-05	5.447579e-28	0.155	0.242	0.087	0.233	0.034	2.85903e-27	chr14	100625756	100625757	cg00890257	DEGS2	Island	II
1.361891e-06	0.207	0.346	0.139	0.245	0.031	8.567847e-06	7.106281e-44	0.191	0.332	0.14	0.217	0.031	7.48411e-43	chr2	177029921	177029922	cg00893471	HOXD3	Island	II
3.158904e-10	0.251	0.359	0.108	0.213	0.029	7.812247e-09	3.266358e-48	0.208	0.315	0.107	0.224	0.029	4.29512e-47	chr8	82193472	82193473	cg00896540	FABP5	Island	II
1.791407e-05	0.163	0.192	0.029	0.229	0.016	8.350068e-05	1.663113e-27	0.132	0.161	0.029	0.211	0.015	8.563008e-27	chr7	107302271	107302272	cg00906644	SLC26A4	Island	I
4.097464e-07	0.217	0.291	0.074	0.243	0.02	3.008019e-06	6.449137e-62	0.214	0.288	0.074	0.199	0.019	1.997246e-60	chr8	67874250	67874251	cg00909646	cg00909646	Island	II
1.651791e-12	0.302	0.433	0.131	0.216	0.044	1.246602e-10	6.72373e-53	0.253	0.386	0.133	0.238	0.045	1.157237e-51	chr8	91997810	91997811	cg00914041	cg00914041	Island	II
5.621705e-11	0.378	0.42	0.042	0.298	0.018	1.996109e-09	2.539729e-77	0.389	0.431	0.042	0.31	0.018	2.865806e-75	chr1	14026584	14026585	cg00922376	PRDM2	Island	I
3.742247e-12	0.313	0.453	0.14	0.211	0.063	2.362782e-10	1.593509e-51	0.287	0.428	0.142	0.21	0.063	2.528072e-50	chr2	198651498	198651499	cg00926400	BOLL	Island	I
4.973533e-06	0.165	0.346	0.182	0.216	0.091	2.679001e-05	3.524892e-11	0.121	0.302	0.182	0.194	0.089	9.01521e-11	chr3	186490777	186490778	cg00951972	cg00951972	Island	II
1.674656e-07	0.301	0.336	0.034	0.328	0.007	1.389082e-06	3.542612e-45	0.27	0.304	0.034	0.317	0.007	3.979874e-44	chr17	74533976	74533977	cg00958884	CYGB	Island	I
5.881758e-07	0.238	0.508	0.27	0.28	0.151	4.117574e-06	3.294208e-13	0.219	0.489	0.27	0.249	0.149	9.294139e-13	chr17	80709150	80709151	cg00960700	TBCD	Island	I
2.404602e-07	0.185	0.207	0.022	0.201	0.031	1.89464e-06	5.054035e-32	0.148	0.17	0.022	0.203	0.03	3.11844e-31	chr1	179712281	179712282	cg00962913	FAM163A	Island	I
4.602419e-07	0.236	0.315	0.079	0.255	0.035	3.328325e-06	1.265377e-44	0.215	0.294	0.079	0.24	0.035	1.382504e-43	chr1	50513927	50513928	cg00963169	ELAVL4	Island	I
7.934577e-06	0.207	0.265	0.058	0.274	0.027	4.04897e-05	1.850289e-41	0.208	0.266	0.058	0.252	0.027	1.730833e-40	chr14	37125914	37125915	cg00970313	PAX9	N_Shore	I
3.306566e-07	0.233	0.327	0.095	0.253	0.04	2.496597e-06	2.105038e-40	0.214	0.307	0.093	0.25	0.04	1.872713e-39	chr17	40573764	40573765	cg00971050	PTRF	Island	I
1.305513e-08	0.257	0.363	0.106	0.236	0.044	1.612713e-07	4.981357e-33	0.175	0.28	0.106	0.223	0.043	3.203451e-32	chr7	48075316	48075317	cg00974941	C7orf57	Island	I
3.104631e-05	0.166	0.205	0.038	0.24	0.024	0.0001364443	8.060699e-33	0.149	0.188	0.039	0.208	0.024	5.139924e-32	chr12	75601465	75601466	cg00986824	KCNC2	Island	I
1.27003e-05	0.153	0.2	0.047	0.213	0.038	6.151652e-05	6.631486e-28	0.146	0.192	0.046	0.211	0.037	3.468425e-27	chr1	179555635	179555636	cg00988148	cg00988148	Island	I
1.493986e-08	0.231	0.3	0.069	0.22	0.031	1.804286e-07	4.158963e-47	0.201	0.269	0.068	0.218	0.031	5.159816e-46	chr1	67773175	67773176	cg00993824	IL12RB2	N_Shore	I
2.682858e-07	0.204	0.284	0.081	0.225	0.018	2.084238e-06	1.483782e-41	0.169	0.25	0.081	0.206	0.018	1.394443e-40	chr3	142838847	142838848	cg00995327	CHST2	Island	II
2.367867e-06	0.222	0.272	0.05	0.275	0.012	1.392585e-05	6.802852e-46	0.207	0.257	0.05	0.24	0.012	7.926254e-45	chr9	87283470	87283471	cg01009697	NTRK2	Island	II
1.48647e-05	0.169	0.192	0.023	0.234	0.006	7.071427e-05	5.466136e-32	0.158	0.181	0.023	0.233	0.006	3.367311e-31	chr1	110673082	110673083	cg01016662	cg01016662	Island	I
1.994306e-05	0.204	0.363	0.159	0.283	0.083	9.182882e-05	1.099302e-15	0.161	0.317	0.156	0.267	0.083	3.475431e-15	chr4	146654614	146654615	cg01022871	cg01022871	Island	II
5.335896e-06	0.166	0.21	0.045	0.226	0.037	2.851194e-05	3.757421e-31	0.152	0.196	0.044	0.205	0.036	2.238845e-30	chr12	111473208	111473209	cg01032359	CUX2	Island	I
7.101501e-05	0.155	0.221	0.066	0.236	0.019	0.0002856197	6.037884e-30	0.137	0.203	0.066	0.206	0.019	3.42808e-29	chr4	90758529	90758530	cg01035160	SNCA	Island	II
1.165517e-05	0.218	0.282	0.064	0.28	0.049	5.700144e-05	6.447746e-32	0.198	0.263	0.066	0.259	0.049	3.959941e-31	chr19	21646470	21646471	cg01048962	cg01048962	Island	I
