cancer	normal	V1	V2	V3	V4	V5	V6	V7
0.361987818540372	0.0192587602415209	chr5	170738274	170738275	cg02511231	TLX3	Island	I
0.382415711650675	0.0843541984058045	chr10	129534613	129534614	cg02523640	FOXI2	Island	I
0.359619258570256	0.195700700017105	chr21	38078767	38078768	cg02553516	SIM2	N_Shore	II
0.306268297841701	0.0494472701700666	chr1	240255377	240255378	cg02574509	FMN2	Island	I
0.325234152726785	0.0954240899117667	chr6	26250744	26250745	cg02578368	HIST1H2BH	Island	I
0.317770868399058	0.0837805976871553	chr1	20879813	20879814	cg02582387	FAM43B	Island	I
0.370787902045179	0.0695887428079964	chr19	37096321	37096322	cg02587316	ZNF529	Island	II
0.310783531786218	0.0317166034455009	chr10	129535786	129535787	cg02595832	FOXI2	Island	I
0.335337033638934	0.0675098042930594	chr19	54926431	54926432	cg02623991	TTYH1	N_Shore	I
0.343386340991073	0.0708479556995862	chr3	129693586	129693587	cg02700891	TRH	Island	I
0.305677593350007	0.136094011213579	chr6	152129791	152129792	cg02720618	ESR1	S_Shore	II
0.32317473067653	0.0382451604922561	chr3	132757106	132757107	cg02745211	TMEM108	Island	I
0.335129812604313	0.0772888074666427	chr20	591151	591152	cg02760031	TCF15	Island	I
0.310978391171679	0.0310437738478262	chr10	135043492	135043493	cg02767771	UTF1	Island	I
0.316631975354684	0.142358201319594	chr12	2800446	2800447	cg02794451	CACNA1C	Island	II
0.308173588900051	0.0616209747846465	chr7	149917263	149917264	cg02864844	cg02864844	Island	I
0.329220952382026	0.058493730939586	chr14	101193397	101193398	cg02874376	DLK1	Island	I
0.309491319764076	0.0440508557367585	chr14	77737495	77737496	cg02881570	NGB	Island	I
0.324588015634832	0.0966877383832046	chr19	45996372	45996373	cg02899346	RTN2	N_Shore	I
0.342729356626983	0.08444862585463	chr20	44941542	44941543	cg02909136	cg02909136	Island	I
0.463718016496983	0.0895174321222463	chr16	3237991	3237992	cg02970836	cg02970836	N_Shore	I
0.344369172291973	0.0742202658966949	chr20	42544794	42544795	cg03011535	TOX2	Island	I
0.33378031162231	0.160959883064779	chr8	99951730	99951731	cg03020554	cg03020554	N_Shore	II
0.417229630469966	0.0655530358881791	chr7	70597065	70597066	cg03044249	WBSCR17	Island	I
0.302689537812443	0.0368805151592558	chr15	60296996	60296997	cg03059131	FOXB1	Island	I
0.302351266523411	0.0571050589067515	chr15	34786594	34786595	cg03062549	cg03062549	Island	I
0.422773644445984	0.0596306506676373	chr15	83776422	83776423	cg03063639	TM6SF1	Island	I
0.382858832808381	0.0636061471175663	chr10	133110349	133110350	cg03109827	TCERG1L	Island	I
0.372804230285713	0.0426368078135064	chr4	142053720	142053721	cg03112087	RNF150	Island	I
0.371738237523362	0.0662510282562947	chr19	56879662	56879663	cg03146949	ZNF542	Island	I
0.377930634991083	0.0922793179140825	chr16	23847675	23847676	cg03156893	PRKCB	Island	I
0.377751715743003	0.103128419499471	chr2	175199670	175199671	cg03181248	SP9	Island	I
0.369471972139294	0.0627245220265897	chr8	97172012	97172013	cg03224572	GDF6	Island	I
0.313739672081673	0.0527988934102111	chr20	55500670	55500671	cg03264601	cg03264601	Island	I
0.313005108107508	0.102907448307938	chr16	3239458	3239459	cg03281661	cg03281661	Island	II
0.498045520169965	0.0763323143782794	chr16	23847325	23847326	cg03306374	PRKCB	Island	I
0.31963488168026	0.0626822858478537	chr10	79396793	79396794	cg03354113	KCNMA1	Island	I
0.372022418826	0.0730255526427954	chr8	69243285	69243286	cg03357798	cg03357798	Island	I
0.310208447464397	0.0297824058261596	chr11	123301171	123301172	cg03401096	cg03401096	Island	I
0.32072820387477	0.0801800710921602	chr3	26664404	26664405	cg03496122	LRRC3B	Island	I
0.403280171119364	0.151443325856428	chr2	50573485	50573486	cg03531247	NRXN1	N_Shore	I
0.421984817337272	0.198916866133644	chr10	121301343	121301344	cg03541338	RGS10	N_Shore	I
0.330557094068907	0.0758344317394277	chr7	49815365	49815366	cg03577655	VWC2	Island	I
0.360942567565752	0.169019653776695	chr19	49250439	49250440	cg03609666	IZUMO1	N_Shelf	II
0.337650258525832	0.0509200939934767	chr19	38183253	38183254	cg03611452	ZNF781	Island	I
0.321450734855332	0.0391870857429127	chr18	11149470	11149471	cg03686593	FAM38B	Island	I
0.318453507587406	0.133069257695617	chr11	62694712	62694713	cg03688699	cg03688699	Island	I
0.348986712900234	0.127746481040181	chr7	27204349	27204350	cg03698009	HOXA9	Island	II
0.301653029766336	0.0447291629298177	chr12	103352326	103352327	cg03700449	ASCL1	Island	I
0.321832116301193	0.0263915910980687	chr5	178771776	178771777	cg03703637	ADAMTS2	Island	I
0.312188597519816	0.0997391524684109	chr8	97173526	97173527	cg03734437	GDF6	Island	I
0.359060838981788	0.0442520445183584	chr19	30866192	30866193	cg03758150	ZNF536	Island	I
0.322550313509744	0.0536500320283084	chr13	37248078	37248079	cg03804213	C13orf36	Island	I
0.365414790360076	0.0808781572871632	chr5	174159039	174159040	cg03807298	cg03807298	Island	II
0.30181025099432	0.0555718819661007	chr10	11059725	11059726	cg03813164	CUGBP2	Island	I
0.331118021288521	0.0473250730393059	chr1	159141440	159141441	cg03951219	CADM3	Island	I
0.320130319449052	0.0375157066748199	chr5	1882871	1882872	cg03963198	IRX4	Island	I
0.312039145364479	0.096557765725491	chr7	121942010	121942011	cg03981954	FEZF1	N_Shore	I
0.341717927116843	0.0607143750390194	chr13	109147921	109147922	cg03994318	cg03994318	Island	I
0.377589614594638	0.0553633813097055	chr1	3567303	3567304	cg04021697	WDR8	Island	I
0.305958783059973	0.0498972334567804	chr1	44873064	44873065	cg04023150	RNF220	Island	I
0.361532610038601	0.106865250653075	chr11	32459428	32459429	cg04131898	WIT1	Island	I
0.351536380563262	0.0572031353839432	chr15	84322584	84322585	cg04138185	ADAMTSL3	Island	I
0.342975060399931	0.0495742454701556	chr15	83316640	83316641	cg04184836	CPEB1	Island	I
0.317031778848781	0.0903948939684164	chr16	23846968	23846969	cg04279973	PRKCB	Island	II
0.324605673268943	0.101268636718643	chr22	19706186	19706187	cg04328762	cg04328762	Island	I
0.325828086447547	0.0471470948412245	chr19	37096487	37096488	cg04332534	ZNF382	Island	I
0.359723808525067	0.163455705102867	chr10	131757303	131757304	cg04339613	EBF3	Island	I
0.329368387852541	0.0757127456389115	chr8	140715646	140715647	cg04344565	KCNK9	Island	I
0.438723746632314	0.0606899058291441	chr14	36987408	36987409	cg04347874	NKX2-1	Island	I
0.345166631369798	0.0516502072946828	chr7	49813031	49813032	cg04454951	VWC2	Island	II
0.328359380222343	0.0863378840074199	chr7	19147157	19147158	cg04495995	cg04495995	Island	II
0.327038776919929	0.0933379361669329	chr4	144621385	144621386	cg04514249	FREM3	Island	II
0.346004317518949	0.0281446313484217	chr11	71955332	71955333	cg04543008	PHOX2A	Island	I
0.415717807068743	0.110561462374009	chr6	28956426	28956427	cg04543938	cg04543938	Island	I
0.38845251248778	0.0276321895316892	chr16	12996046	12996047	cg04557544	SHISA9	Island	I
0.315070958755705	0.0484393647927511	chr8	57358713	57358714	cg04612444	PENK	Island	I
0.43121177548357	0.147984094199667	chr16	51184379	51184380	cg04698114	SALL1	Island	I
0.319962378940377	0.0353022936790215	chr19	15090275	15090276	cg04704053	cg04704053	Island	I
0.325916069800263	0.0880471968267997	chr2	176987462	176987463	cg04739647	HOXD9	Island	I
0.372529390118089	0.182000682390859	chr4	57522801	57522802	cg04754315	HOPX	S_Shore	I
0.344526196561926	0.0355100791080843	chr5	1931620	1931621	cg04849541	cg04849541	Island	I
0.312906033180832	0.0761422783430646	chr3	179754615	179754616	cg04894619	PEX5L	Island	I
0.38313572548185	0.0277248659048379	chr7	49813033	49813034	cg04904331	VWC2	Island	I
0.361273388689899	0.0408186834458621	chr19	37096329	37096330	cg05020604	ZNF529	Island	I
0.373206762030645	0.114278954974996	chr16	3237964	3237965	cg05048377	cg05048377	N_Shore	I
0.335799922573694	0.0851847706249991	chr18	76739409	76739410	cg05080154	SALL3	Island	I
0.354626814641835	0.080215034843895	chr13	37006127	37006128	cg05137358	CCNA1	Island	II
0.357481404257099	0.0457041749111996	chr16	51184786	51184787	cg05151154	SALL1	Island	I
0.30760585543687	0.0256028068340531	chr7	1272545	1272546	cg05157140	UNCX	Island	I
0.395748106209048	0.101474960735607	chr2	176987465	176987466	cg05167251	HOXD9	Island	I
0.329448920268881	0.150189462813595	chr8	144650730	144650731	cg05191879	C8orf73	N_Shore	I
0.39493007346936	0.0583616080749348	chr22	33454324	33454325	cg05206884	SYN3	Island	I
0.33727273167133	0.0499487136247906	chr7	71801793	71801794	cg05223720	CALN1	Island	I
0.301322567149762	0.137038432752936	chr6	137815569	137815570	cg05262436	OLIG3	N_Shore	I
0.327251118677861	0.0805707684131962	chr14	36988446	36988447	cg05295557	NKX2-1	Island	I
0.327213102582328	0.059301263244726	chr7	27225523	27225524	cg05311410	HOXA11AS	Island	I
0.342514209426131	0.170878826140715	chr8	101821998	101821999	cg05314679	cg05314679	NA	II
0.34538771814889	0.0310903398931862	chr1	229569892	229569893	cg05347845	ACTA1	Island	I
0.315471874202456	0.0821535185339048	chr2	74741853	74741854	cg05349062	TLX2	Island	I
0.386763980004833	0.0520447897786366	chr11	43602920	43602921	cg05376374	MIR129-2	Island	I
0.397053022657154	0.0560042800596248	chr11	134281742	134281743	cg05446629	B3GAT1	Island	I
0.344829569612032	0.0672202528092187	chr7	27196302	27196303	cg05471296	HOXA7	Island	II
0.304244286577226	0.129527957976518	chr10	102899285	102899286	cg05482942	cg05482942	Island	I
0.344262157098719	0.0601041140604447	chr13	23733862	23733863	cg05494604	cg05494604	Island	I
0.323858702596187	0.053981766928948	chr7	4923140	4923141	cg05495949	RADIL	Island	I
0.301862136140651	0.0459732279836862	chr17	35294476	35294477	cg05527869	LHX1	Island	I
0.315355091996003	0.0706721977486139	chr5	3595728	3595729	cg05534710	IRX1	Island	II
0.419667338353465	0.106956525437395	chr4	5710407	5710408	cg05542338	EVC2	Island	I
0.322054610697518	0.0359316816948012	chr6	28753940	28753941	cg05571581	cg05571581	Island	I
0.336095730055494	0.0478122703699621	chr10	106398816	106398817	cg05593641	cg05593641	N_Shore	I
0.353352018219614	0.0786336248714639	chr8	40755187	40755188	cg05619892	ZMAT4	Island	I
0.323460725298532	0.0538644488377475	chr5	2757244	2757245	cg05659097	cg05659097	S_Shore	I
0.392150552578784	0.0354506156364696	chr19	58220370	58220371	cg05661282	ZNF154	Island	I
0.393484136712659	0.109499072056466	chr10	118892581	118892582	cg05667348	VAX1	Island	I
0.32442970985624	0.052959102103513	chr5	127874587	127874588	cg05686497	FBN2	Island	I
0.308429964891462	0.065140311112257	chr4	4868723	4868724	cg05732832	cg05732832	Island	I
0.318693233292323	0.0614205259832955	chr7	71800987	71800988	cg05743346	CALN1	Island	II
0.301972955654775	0.043081279909491	chr6	391743	391744	cg05766140	IRF4	Island	II
0.332751737942622	0.0510652483909118	chr10	119302062	119302063	cg05783915	EMX2	Island	I
0.34279260806794	0.0560556695508325	chr11	122848098	122848099	cg05821789	cg05821789	Island	I
0.420727064864194	0.123550660839666	chr2	177030150	177030151	cg05864326	HOXD3	S_Shore	I
0.308734252889754	0.0670283109377987	chr4	154709828	154709829	cg05874561	SFRP2	Island	II
0.35928170100459	0.0492239681582031	chr15	88800567	88800568	cg05901579	NTRK3	Island	I
0.304542369814969	0.0913068436035149	chr11	32448678	32448679	cg05940984	WT1	Island	I
0.303006315730804	0.133964053537412	chr12	4378316	4378317	cg05952494	cg05952494	N_Shore	II
0.301166637713609	0.189562012280354	chr6	27173753	27173754	cg06026136	cg06026136	NA	II
0.385335126919993	0.0441325526583317	chr5	3596704	3596705	cg06060135	IRX1	Island	I
0.312898298173116	0.173276308384447	chr10	22625665	22625666	cg06073351	cg06073351	Island	II
0.302015608691787	0.0441961722141078	chr2	105461368	105461369	cg06122635	cg06122635	Island	I
0.465779243305496	0.0821556782412607	chr5	178004204	178004205	cg06183338	COL23A1	Island	I
0.383340343047876	0.0750033147745801	chr1	110611465	110611466	cg06215569	ALX3	Island	II
0.505062769452439	0.0881425807683603	chr10	133109867	133109868	cg06304097	TCERG1L	Island	I
0.403588889778828	0.0695115294465582	chr7	42267719	42267720	cg06310816	GLI3	Island	I
0.375118966556069	0.0277546497854161	chr6	391936	391937	cg06392169	IRF4	Island	I
0.37071443305456	0.166626697064551	chr8	25907218	25907219	cg06410057	cg06410057	S_Shore	II
0.376590093415914	0.125454425488154	chr17	4688683	4688684	cg06419850	VMO1	Island	I
0.342792998006787	0.0339562173461927	chr1	166917009	166917010	cg06445348	ILDR2	Island	I
0.318638991330525	0.121061898675927	chr17	5404508	5404509	cg06462347	LOC728392	Island	II
0.317767082106531	0.0436933492412586	chr6	166582393	166582394	cg06463958	T	Island	I
0.304830437828388	0.0649303448785503	chr19	53758289	53758290	cg06506966	ZNF677	S_Shore	I
0.343211115308039	0.119141493685561	chr1	47911449	47911450	cg06531379	cg06531379	S_Shore	II
0.322382159699641	0.0546479070044106	chr2	237078704	237078705	cg06546806	cg06546806	Island	I
0.321942606806852	0.0614716192589748	chr6	100051116	100051117	cg06558014	cg06558014	Island	I
0.316546581377902	0.0497576258627809	chr5	140800929	140800930	cg06572465	PCDHGA4	Island	I
0.302068602988398	0.0427731373388509	chr5	3602413	3602414	cg06585708	cg06585708	Island	I
0.378936390803908	0.0561697107469116	chr8	55379248	55379249	cg06616729	cg06616729	Island	I
0.319594085863287	0.175068836938154	chr1	214159131	214159132	cg06623935	cg06623935	N_Shore	II
0.320678654962815	0.0739782435850516	chr7	27192246	27192247	cg06685968	cg06685968	S_Shore	II
0.34905364981723	0.164937028224185	chr4	4871166	4871167	cg06694734	cg06694734	S_Shore	I
0.310775138951868	0.044990749791793	chr10	118922887	118922888	cg06746118	cg06746118	Island	I
0.310645232585077	0.0546696487341355	chr1	111217691	111217692	cg06750832	KCNA3	Island	I
0.414801587149039	0.175370218882973	chr14	38091644	38091645	cg06765217	cg06765217	Island	I
0.368978093895251	0.0829749224589818	chr20	42544663	42544664	cg06779449	TOX2	Island	I
0.331924637246038	0.0425215655267095	chr14	60975964	60975965	cg06785999	SIX6	Island	I
0.348159577593397	0.0497667102162766	chr1	47910843	47910844	cg06829686	cg06829686	Island	I
0.334424634678887	0.152109486881963	chr5	42949542	42949543	cg06843889	cg06843889	N_Shore	II
0.362460262747589	0.0231576524292166	chr12	50297793	50297794	cg06947913	FAIM2	Island	I
0.351902747702551	0.0666302548342521	chr20	42544728	42544729	cg06962944	TOX2	Island	I
0.307327806748318	0.0635300001925282	chr17	46655580	46655581	cg07015911	HOXB4	Island	I
0.306425401104528	0.0265294623539854	chr13	28674451	28674452	cg07017374	FLT3	Island	I
0.331302729337697	0.0560862707575386	chr20	37353032	37353033	cg07033372	SLC32A1	Island	I
0.315723668262148	0.150549410329218	chr16	86546785	86546786	cg07056644	FOXF1	S_Shore	I
0.34833824052982	0.0510623940356037	chr4	41258910	41258911	cg07068756	UCHL1	Island	I
0.387077693490333	0.199843949625592	chr12	52652377	52652378	cg07078225	cg07078225	Island	I
0.432718621120969	0.152038655329627	chr17	59480730	59480731	cg07095230	TBX2	Island	I
0.429646635887218	0.057731997092576	chr20	2781262	2781263	cg07113642	CPXM1	Island	I
0.309858905128612	0.0646748628460518	chr14	36988443	36988444	cg07115542	NKX2-1	Island	I
0.34060193514899	0.0328080310789194	chr5	168728081	168728082	cg07136998	SLIT3	Island	I
0.304640469397624	0.040386961301758	chr12	115136072	115136073	cg07147449	cg07147449	Island	I
0.325967648249048	0.100546431278134	chr4	10462903	10462904	cg07171111	cg07171111	Island	I
0.337422092584809	0.198157854763968	chr3	112052405	112052406	cg07251099	CD200	Island	II
0.433756070682036	0.181794607256316	chr11	32459626	32459627	cg07281879	WIT1	Island	I
0.368761313505174	0.0360953303447626	chr7	27196286	27196287	cg07302069	HOXA7	Island	I
0.357044030053013	0.187633616122606	chr6	100050480	100050481	cg07323825	cg07323825	N_Shore	I
0.352253849622965	0.162091862552046	chr5	37834672	37834673	cg07423205	GDNF	Island	II
0.406117105728534	0.0475279546147404	chr1	248020812	248020813	cg07533148	TRIM58	Island	I
0.415551925324359	0.186649071285803	chr19	19651235	19651236	cg07544187	CILP2	Island	I
0.336201730593169	0.0341328041895912	chr7	50343883	50343884	cg07589773	IKZF1	Island	I
0.437085358717459	0.0964998002396681	chr5	180076168	180076169	cg07682600	FLT4	Island	I
0.369168610558339	0.164694714594717	chr12	54423549	54423550	cg07687119	HOXC4	Island	I
0.337919917763188	0.0392635364390851	chr16	56228467	56228468	cg07700514	DKFZP434H168	S_Shelf	I
0.341359435012724	0.0452006962683516	chr8	53852422	53852423	cg07770968	NPBWR1	Island	I
0.302291473589411	0.0281779792009986	chr1	237205174	237205175	cg07790615	RYR2	Island	I
0.318286265013493	0.0485272206875541	chr16	77822419	77822420	cg07821427	VAT1L	Island	I
0.375400875342553	0.0827606627832365	chr18	7117680	7117681	cg07846220	LAMA1	Island	I
0.468462983977573	0.0946123594891579	chr8	70982039	70982040	cg07860213	PRDM14	Island	I
0.333846497846266	0.0435649652559889	chr5	3597487	3597488	cg07881405	IRX1	Island	I
0.374292223817181	0.0198899514839134	chr5	1883005	1883006	cg07882671	IRX4	Island	I
0.309985569573539	0.0377596646283504	chr1	237205999	237206000	cg07914084	RYR2	Island	I
0.330244505533893	0.0462843475622501	chr7	38670987	38670988	cg07926691	AMPH	Island	I
0.383317978772306	0.0517354681182031	chr11	120435056	120435057	cg07976064	cg07976064	Island	I
0.311484940199314	0.0403285752542032	chr4	122686493	122686494	cg07978472	TMEM155	Island	I
0.326416735058923	0.0914809175740026	chr20	3073561	3073562	cg07983905	cg07983905	Island	I
0.337950197447552	0.0652107509126585	chr3	192127457	192127458	cg08002883	FGF12	Island	I
0.410368212427102	0.0725552311791419	chr19	9473684	9473685	cg08065231	ZNF177	Island	I
0.309157033119655	0.136523602456905	chr16	86539022	86539023	cg08076158	cg08076158	N_Shore	I
0.300938560076911	0.0202770253702041	chr17	46655561	46655562	cg08089301	HOXB4	Island	I
0.317078305975612	0.15647604215092	chr11	95987382	95987383	cg08141395	MAML2	NA	II
0.30212802007585	0.0304384325437601	chr17	46691820	46691821	cg08151857	HOXB8	Island	I
0.355347261892199	0.0529119604546571	chr12	54321346	54321347	cg08190858	cg08190858	Island	I
0.319170442090122	0.195958139658223	chr6	106433985	106433986	cg08190928	cg08190928	Island	II
0.302872464235577	0.0480793616293559	chr5	2751839	2751840	cg08204280	IRX2	Island	I
0.318033849582309	0.0286999539147507	chr14	48145108	48145109	cg08217024	MDGA2	Island	I
0.31376491644421	0.0396668759154959	chr5	2751822	2751823	cg08235864	IRX2	Island	I
0.315473740845396	0.0580049364750129	chr2	107503662	107503663	cg08236767	ST6GAL2	Island	I
0.365776758591458	0.0764914793145624	chr19	19322818	19322819	cg08249988	NCAN	Island	I
0.441337710364587	0.0847386016036725	chr1	75602167	75602168	cg08272731	LHX8	Island	I
0.305490602151162	0.0620476505799246	chr3	28617854	28617855	cg08276289	cg08276289	Island	I
0.323235080707138	0.0613417407309806	chr2	86263224	86263225	cg08279008	POLR1A	NA	II
0.382734646501215	0.155244070367244	chr10	101292766	101292767	cg08287265	NKX2-3	Island	II
0.323401773492525	0.0443822238726886	chr20	37353117	37353118	cg08313939	SLC32A1	Island	I
0.33775077684426	0.051258745106646	chr8	77595321	77595322	cg08322102	ZFHX4	S_Shore	I
