	cpgname	genename	pvalue	pvalue.fdr	pvalue.bonferroni	effect
694	cg08946332	ALOX12	0.00251114152353839	0.66734921701609	1	0.88075955985226
8701	cg17740645	GRB7	0.00254941229421833	0.670388089703874	1	0.668096130371986
11400	cg05898524	LMNA	0.00261753943543832	0.681132839965466	1	0.803925616618501
20353	cg11004890	SLC4A11	0.00265900050113736	0.684788572359922	1	0.767211266014418
4621	cg22325715	CNTD1;CCDC56	0.00272106141870502	0.691373166032739	1	0.875037049067664
8238	cg19674669	GLB1L3	0.00275450091639699	0.691373166032739	1	0.49767264481526
7203	cg03030757	FANCE	0.00276882355693816	0.691373166032739	1	0.611989420925666
4632	cg05209917	CNTN6	0.00282776671470109	0.691373166032739	1	0.681738582064931
2379	cg06319579	C17orf44	0.0028490560880239	0.691373166032739	1	0.714662484101764
20429	cg05467458	SLC7A9	0.0028730078501373	0.691373166032739	1	0.880863276355296
21615	cg27625732	TBC1D13	0.00287829987860393	0.691373166032739	1	0.83236055803286
21460	cg26486663	SYNGR3	0.00292300869861049	0.691899230994848	1	0.531069924406365
982	cg17207590	APH1B	0.00297103937408364	0.691899230994848	1	0.712854584527417
11425	cg16379513	LOC100128071;TSSK3	0.00301291069083818	0.691899230994848	1	0.873892935173932
3964	cg16357921	CDK20	0.00303592850060497	0.691899230994848	1	0.783384528014637
17963	cg08397758	PYROXD2	0.00304572408903045	0.691899230994848	1	0.806018864014406
3011	cg02332492	C8G	0.00306643257494309	0.691899230994848	1	0.871960599480887
19077	cg01344171	RSPH9	0.00310956274744462	0.691899230994848	1	0.79703140466466
16653	cg12754854	PHYHD1	0.00311058783677289	0.691899230994848	1	0.934181338899591
22664	cg04108240	TRA2A	0.00312976314408622	0.691899230994848	1	0.925790820804285
18257	cg21554552	RASSF1	0.00323881733773828	0.709727157140701	1	0.528842320655251
5644	cg18182399	DES	0.00327210035146431	0.710785555477651	1	0.538024211394384
20397	cg04490714	SLC6A2	0.00330792078927198	0.712372148593131	1	0.555331023986802
17643	cg05894797	PSEN2	0.00334226670350902	0.713545269727865	1	0.855748853857495
9660	cg09495977	HTRA3	0.00337049524950515	0.713545269727865	1	0.51413205662154
11835	cg17189494	MAD2L2	0.00345110789708317	0.719054318811764	1	0.780523858367223
18596	cg09864712	RHBDL1	0.00345408583553147	0.719054318811764	1	0.907524102741066
6287	cg14292823	EEF1D;TIGD5	0.00348674999180106	0.719698460952577	1	0.831280514654273
23710	cg11072113	VWCE	0.00351479973724889	0.719698460952577	1	0.853962393597988
18592	cg19862344	RHAG	0.00360933149517161	0.728290233417977	1	0.815210573548681
12309	cg17347253	MESTIT1;MEST	0.00361506700867976	0.728290233417977	1	0.761788021229836
7686	cg17503456	FOXL2;C3orf72	0.00371579967333781	0.734679935272431	1	0.381075679627546
24849	cg12970084		0.00374259560199441	0.734679935272431	1	0.791182353372689
12642	cg25366404	MOCS1	0.00375790931610322	0.734679935272431	1	0.850510294482772
21728	cg20023578	TCF7L2	0.00376442222948926	0.734679935272431	1	0.874140047919953
8205	cg19450025	GIYD1;SULT1A3;GIYD2;BOLA2B;BOLA2;SULT1A4	0.0038331595161214	0.740135074105178	1	0.523380917541435
18100	cg18884741	RABGEF1	0.00387557200102128	0.740135074105178	1	0.757176131055869
14141	cg22218909	NA	0.00390219684613284	0.740135074105178	1	0.655415197849903
11433	cg12072001	LOC100130872-SPON2;SPON2	0.00395636254192493	0.740135074105178	1	0.687288505079367
19309	cg14785479	SCARF2	0.00397788244787821	0.740135074105178	1	0.551921860962311
22483	cg22335801	TNFRSF4	0.00401002498131109	0.740135074105178	1	0.473814194601537
13246	cg09917461	NA	0.00407093233421833	0.740135074105178	1	1.4837613754462
1340	cg20401945	ASPHD1	0.00407398841040196	0.740135074105178	1	0.76170906236567
22199	cg02456292	TMEM145	0.00407879626255857	0.740135074105178	1	0.752607127575628
119	cg04691540	ABL2	0.00411183881289881	0.740135074105178	1	0.915066193234417
8594	cg21870884	GPR25	0.00412877484618466	0.740135074105178	1	0.701096742797752
5689	cg22381196	DHODH	0.00414790882569653	0.740135074105178	1	0.902802624910324
6740	cg18170080	ESAM	0.00430992085366168	0.758251211383711	1	0.645080203509249
21235	cg06349174	STIM1	0.00431111630286471	0.758251211383711	1	0.531636598874557
15777	cg14436426	OPRL1;RGS19	0.00437401293597767	0.758251211383711	1	0.97762050961979
20522	cg12591323	SMARCAL1	0.00438926932346842	0.758251211383711	1	0.970649117173761
12989	cg22443330	MTMR15	0.00441447432041078	0.758251211383711	1	0.750036987777448
466	cg19564367	AFAP1	0.00443155505632368	0.758251211383711	1	0.681388092645016
23298	cg07957491	UCK1	0.00448193768444412	0.761655002007474	1	0.734279756203303
3065	cg08578641	C9orf25;DNAI1	0.00453908625028388	0.766154821745551	1	0.718212622235547
24936	cg18466173		0.00460817109715938	0.772073348551008	1	0.898486445701475
17969	cg26796190	PYY;NAGS	0.00463596342350791	0.772073348551008	1	0.54533910299056
17600	cg02205739	PRRX2	0.00468598346268197	0.775235449544757	1	0.671221070344373
2929	cg15945754	C6orf204	0.00475235995384193	0.776361292098743	1	0.86695385851734
23377	cg27626899	UNC45A;HDDC3	0.00475494486574227	0.776361292098743	1	0.828204283356779
6593	cg17018517	ENTPD2	0.00482818802765441	0.783201072200226	1	0.772440060385049
13602	cg17630833	NA	0.00486781445806248	0.784534664366831	1	1.51106264640574
21975	cg12508624	THY1	0.00493711464087934	0.789890686908857	1	0.635251716514635
4683	cg05157725	COL21A1	0.0049855212247559	0.789890686908857	1	0.626740370562404
23353	cg19147390	UHRF1	0.00499590602984666	0.789890686908857	1	0.76402022161347
59	cg25545088	ABCC10	0.00511379424672163	0.801476925394759	1	0.942123836204256
971	cg14546153	APCDD1L	0.00513335367131666	0.801476925394759	1	0.676346137429948
5191	cg04569233	CX3CR1	0.00531806957581121	0.822689856940357	1	0.920302689152941
9949	cg07509155	IL28RA	0.00533508493752603	0.822689856940357	1	0.787179474820962
5490	cg06391660	DCTN1	0.00538899168460071	0.825904302288406	1	0.990165560024069
4024	cg19481686	CDKN2BAS;CDKN2B	0.00549506877567869	0.835485133469951	1	0.913326835933018
17232	cg02417408	PPM1M	0.00551839586175661	0.835485133469951	1	0.893858731073847
23562	cg04743650	VCAM1	0.00566559455923869	0.845456729975626	1	0.866496850254007
7413	cg19954000	FGF1	0.00567194362413967	0.845456729975626	1	0.757445378634385
7662	cg15802898	FOXE1	0.00572564336673206	0.845456729975626	1	0.576752517696752
392	cg03663215	ADCY2	0.00575566726355375	0.845456729975626	1	0.509158792090735
15266	cg02345317	NLGN3	0.00581417501769579	0.845456729975626	1	0.747001965833874
18168	cg10559803	RALGPS2	0.00594067387300583	0.845456729975626	1	0.869668492316908
2192	cg22627427	C11orf9;DKFZP434K028	0.00602235147573329	0.845456729975626	1	0.863710194518139
4775	cg19168338	CORO7	0.00608551802836596	0.845456729975626	1	0.828206295709583
22455	cg16175263	TNFRSF10C	0.00616303691515247	0.845456729975626	1	0.781949687292066
10522	cg17834752	KCNK9	0.00624212462038261	0.845456729975626	1	0.485108832230051
9256	cg10608333	HIST1H4K	0.00624848276701782	0.845456729975626	1	0.456866837679828
23297	cg12894126	UCK1	0.00631253511204479	0.845456729975626	1	0.808013239304015
13426	cg13059782	NA	0.00632742364369971	0.845456729975626	1	0.656041647031774
19761	cg21870662	SGSM2;TSR1	0.00636660666888029	0.845456729975626	1	0.667348672372238
22347	cg02008416	TMEM61	0.00638514106865003	0.845456729975626	1	0.913037186898154
3025	cg23704362	C8orf46	0.00639017948482274	0.845456729975626	1	0.927538636995991
138	cg00231140	ACAA2;SCARNA17	0.00642631277856246	0.845456729975626	1	0.512589092241773
8717	cg13549845	GRID2	0.00643316524958795	0.845456729975626	1	0.675450231278361
15921	cg13315690	OVCA2;DPH1	0.00645750606686508	0.845456729975626	1	0.764405790694409
20253	cg10516359	SLC35C1	0.00646537382918203	0.845456729975626	1	0.754560375747407
17201	cg24920358	PPIE	0.00650158855168894	0.845456729975626	1	0.756245384783684
3714	cg05436231	CD164L2	0.00651181233058998	0.845456729975626	1	0.672024857567178
2914	cg16150435	C6orf15	0.00656222579171883	0.845456729975626	1	0.915170527754715
17596	cg19769182	PRRT2	0.00656478123024152	0.845456729975626	1	0.656816247391908
14491	cg18278261	NA	0.00661312117923456	0.845456729975626	1	1.42770950416706
16639	cg15664905	PHLDB3	0.00662233771123338	0.845456729975626	1	0.957233495748074
17799	cg03391568	PTH1R	0.00669339723942188	0.845456729975626	1	0.905237835090745
19796	cg08822227	SH3BP2	0.00680759600773086	0.845456729975626	1	0.616899000684023
11260	cg20270599	LEPREL1	0.00681841841812814	0.845456729975626	1	0.712283086978992
2928	cg05564266	C6orf204	0.00684322906081587	0.845456729975626	1	0.797176201294657
17964	cg03852570	PYROXD2	0.00697878482742877	0.845456729975626	1	0.787495796923519
12628	cg00678539	MNS1	0.00705938446769515	0.845456729975626	1	0.632009430696586
12185	cg05345286	MDFI	0.00706074392763057	0.845456729975626	1	0.573485724829468
5343	cg14404298	CYP8B1	0.0071206363044629	0.845456729975626	1	0.74310763023261
21402	cg04230060	SUSD1	0.00712591267229669	0.845456729975626	1	0.826583310811943
20520	cg02827112	SMARCAD1	0.0071356289390623	0.845456729975626	1	0.848479767378956
18244	cg02927346	RASL10B	0.00714488351106847	0.845456729975626	1	0.683858598603116
9879	cg09290866	IL15RA	0.00719022130665864	0.845456729975626	1	0.785854399963989
29	cg25742201	AATF	0.00722962792114352	0.845456729975626	1	0.61998499324654
19599	cg07331725	SERPINB5	0.00730922791537936	0.845456729975626	1	1.02719042259676
11124	cg01919208	LAMB2	0.00734165708985168	0.845456729975626	1	0.767254746134045
18214	cg08697665	RARRES1	0.00734233235571705	0.845456729975626	1	0.797282958700596
23685	cg11599505	VSTM2L	0.0073687888458558	0.845456729975626	1	0.890575081313604
20370	cg13473336	SLC5A2	0.00737013536235654	0.845456729975626	1	0.942824324722034
107	cg08145177	ABHD8	0.00739138678880285	0.845456729975626	1	0.62251897316436
16317	cg11935147	PDE4DIP	0.00742658295356149	0.845456729975626	1	0.697997935710912
21026	cg13594711	SRCRB4D;ZP3	0.00749326638571398	0.845456729975626	1	0.793248435926292
9016	cg02271621	HCCA2;LOC338651;DUSP8	0.0075460420201946	0.845456729975626	1	0.531810240354651
9257	cg17651821	HIST1H4L	0.0075481714271233	0.845456729975626	1	0.602040648353229
20765	cg11225410	SOCS2	0.00759864267024817	0.845456729975626	1	0.600527233122277
2369	cg06637893	C16orf86;C16orf48	0.00760106254969087	0.845456729975626	1	0.502074461270174
17981	cg03900284	QRFP	0.00760489076135849	0.845456729975626	1	0.882396241419351
8709	cg08578734	GRIA1	0.00760816466066891	0.845456729975626	1	0.669393707083146
21727	cg02508567	TCF7L1	0.00761108414462638	0.845456729975626	1	0.568427707246577
9406	cg17950095	HOXA11AS;HOXA11	0.00763403349065707	0.845456729975626	1	0.735568239286318
3518	cg12071073	CCDC70	0.00770120699942672	0.845456729975626	1	0.935404904022994
1827	cg04356968	BGLAP	0.00776333020699674	0.845456729975626	1	0.985998488812971
1448	cg00000292	ATP2A1	0.00777784535038496	0.845456729975626	1	0.871712263965985
19238	cg24256211	SAMD4A	0.00780389128775367	0.845456729975626	1	0.776230126994224
7500	cg05072008	FIGNL1	0.00782817917678247	0.845456729975626	1	0.761220065786751
10453	cg21092462	KCNH1	0.00786005625301369	0.845456729975626	1	0.684898613222118
23666	cg06500079	VPS53	0.00792999605220687	0.845456729975626	1	0.594286857851501
14211	cg10421561	NA	0.00795872687510566	0.845456729975626	1	0.695710626853159
8536	cg26631477	GPR125	0.00804769042076951	0.845456729975626	1	0.768422546404759
13921	cg05197908	NA	0.00807799412845795	0.845456729975626	1	1.42085687245725
3904	cg20716119	CDH1	0.00812021119388921	0.845456729975626	1	0.76090499221503
13641	cg17468997	NA	0.00820030515889301	0.845456729975626	1	0.669984600308231
17343	cg21358381	PPY	0.00824566733833748	0.845456729975626	1	0.97403917014569
18276	cg07469792	RASSF8	0.00833020064676391	0.845456729975626	1	1.19283634880059
156	cg18565510	ACAP3	0.00833769820895457	0.845456729975626	1	0.950559150369731
8501	cg16127845	GPER;C7orf50	0.00844458173219965	0.845456729975626	1	0.512164026428566
5654	cg25027167	DGAT1	0.00846572185780394	0.845456729975626	1	0.671935011640013
23558	cg12374431	VAX2	0.00849241337733151	0.845456729975626	1	0.529986076101237
7281	cg24010336	FBXO17	0.00853035915820864	0.845456729975626	1	0.73159037129893
333	cg16786703	ADAM8	0.00857190176008954	0.845456729975626	1	0.446074318343987
2262	cg16141690	C14orf119;ACIN1	0.008601349780375	0.845456729975626	1	0.808946683948758
21715	cg22449114	TCF15	0.00862231465915622	0.845456729975626	1	0.72928850397739
12778	cg12437481	MRPL28	0.0086232713933685	0.845456729975626	1	0.750474177634487
12816	cg09462576	MRPL55	0.00866044155987687	0.845456729975626	1	0.775213346278385
1981	cg08044694	BRD4	0.00869643481650095	0.845456729975626	1	0.6476641979061
6242	cg26617508	EDA	0.00872323060633957	0.845456729975626	1	0.772964199977386
19421	cg02658214	SDR9C7	0.00872465537746784	0.845456729975626	1	0.918741699333545
132	cg03330058	ABTB1	0.00876354944450892	0.845456729975626	1	0.786090845869274
19108	cg00116838	RTN2;FLJ40125	0.00879946162428052	0.845456729975626	1	0.669990962980561
10434	cg05675373	KCNC4	0.00883868764150565	0.845456729975626	1	0.505302197625142
6427	cg26073060	EIF3I;C1orf91	0.00887694183801813	0.845456729975626	1	0.867488232440443
23467	cg07499372	USP29	0.00888917912002345	0.845456729975626	1	0.944631588612951
9416	cg12128839	HOXA5	0.00889618337656696	0.845456729975626	1	0.630462221062966
23885	cg21948783	WNT1	0.00891284976967164	0.845456729975626	1	0.808095091876176
3359	cg17469978	CAV1	0.00893743050927424	0.845456729975626	1	0.654117401755159
7170	cg14225485	FAM84A	0.00894176971233946	0.845456729975626	1	0.430560480007766
20011	cg14417329	SLC16A3	0.00896008874181588	0.845456729975626	1	0.761910038833159
22631	cg00520135	TPM1	0.00897842950834772	0.845456729975626	1	0.957843374523063
15897	cg00638514	OTOP3	0.00902035459770763	0.845456729975626	1	0.476171267455425
19617	cg22242539	SERPINF1	0.00904087031817016	0.845456729975626	1	0.831784509610602
6864	cg01805282	EYA4	0.0090554467228045	0.845456729975626	1	0.550613568615701
20396	cg10362591	SLC6A2	0.00906327731281377	0.845456729975626	1	0.523272059500604
2709	cg15425811	C22orf27	0.00909814215603894	0.845456729975626	1	0.762946745984018
20770	cg06630241	SOCS2	0.00910603368846412	0.845456729975626	1	0.854606920412125
5317	cg22025233	CYP2W1	0.00913404198087317	0.845456729975626	1	0.879354618455629
21067	cg18727700	SRPX2	0.00914253097016495	0.845456729975626	1	0.869750938764821
1097	cg03873930	ARFRP1;ZGPAT	0.00915483454094637	0.845456729975626	1	0.878586921883497
23521	cg11158430	UTS2D	0.00923615830178683	0.845456729975626	1	1.01848552076486
14328	cg00894577	NA	0.00935624614722646	0.845456729975626	1	0.709088355072373
6533	cg18938204	EMILIN3	0.00936146907243117	0.845456729975626	1	0.567175349376367
3027	cg10913563	C8orf55	0.00939473706478135	0.845456729975626	1	0.864158778098003
23573	cg17910564	VDAC3	0.00940176724631966	0.845456729975626	1	0.851120075000323
21385	cg21053323	SUMO3	0.00942880499572091	0.845456729975626	1	0.604720974662616
13217	cg06310489	NA	0.00943954453299902	0.845456729975626	1	1.37993380256505
19153	cg22234962	RUSC1;C1orf104	0.00945480065328076	0.845456729975626	1	0.781975693684264
11036	cg01835489	KRT8	0.00953150545390236	0.845456729975626	1	0.822793386350533
16146	cg25042226	PAX8;LOC440839	0.00957777643065233	0.845456729975626	1	0.851715376184755
778	cg24921089	AMPD3	0.00957890979754666	0.845456729975626	1	0.816824773274508
8106	cg07442479	GDNF	0.00961821074681349	0.845456729975626	1	0.734717980907974
2853	cg20743744	C4orf42;CTBP1	0.00963684118640439	0.845456729975626	1	0.751013770128193
10175	cg17745122	IRX3	0.0097012393738815	0.845456729975626	1	0.556278814487699
11908	cg11656547	MAMDC2	0.00971195622530023	0.845456729975626	1	0.711174874888218
14936	cg22820108	NCOR2	0.00979913396844126	0.845456729975626	1	0.807101521611909
4314	cg23398241	CHRND	0.00981751245963206	0.845456729975626	1	0.798840647432556
7463	cg17028039	FGFR2	0.01002133174957	0.845456729975626	1	0.793567807357867
7979	cg00739120	GAPDHS;TMEM147	0.0100214172947742	0.845456729975626	1	0.719090813872624
10015	cg23642747	INA	0.0100429419431962	0.845456729975626	1	0.70202435328191
5231	cg18364820	CXorf38	0.0100833365373853	0.845456729975626	1	0.607019233905276
12115	cg12555907	MBP	0.01009806196256	0.845456729975626	1	0.853687364059711
2970	cg04999691	C7orf29;LRRC61	0.0101687598920917	0.845456729975626	1	0.941386911872136
17518	cg08555612	PROK2	0.0101900068564703	0.845456729975626	1	0.445864162035147
9148	cg19342782	HHLA3;ANKRD13C	0.0102397724817762	0.845456729975626	1	0.879132362742188
348	cg20807545	ADAMTS18	0.0102576835820547	0.845456729975626	1	0.767961123090654
363	cg16714091	ADAMTSL1	0.0102761775934201	0.845456729975626	1	0.726420359351403
10176	cg24662961	IRX3	0.0102857559991294	0.845456729975626	1	0.872427503896151
16331	cg02913089	PDE8A	0.0103497188297771	0.845456729975626	1	0.63367211083028
20420	cg12408911	SLC7A5	0.0104015487699061	0.845456729975626	1	0.913692816612382
22179	cg03469054	TMEM132D	0.0104131131988732	0.845456729975626	1	0.594331322470521
13318	cg00582372	NA	0.0104895301791054	0.845456729975626	1	0.723308558905426
15736	cg25415932	OGG1	0.0105429526406779	0.845456729975626	1	0.750313104991308
18165	cg06974755	RALGDS	0.0105916893742463	0.845456729975626	1	0.624009673113058
20110	cg16989646	SLC25A15	0.0106868285565111	0.845456729975626	1	0.703975839310562
17834	cg12815916	PTPN18	0.0107411234676889	0.845456729975626	1	0.904001897062938
13877	cg07122495	NA	0.0107577695446723	0.845456729975626	1	0.680521587371527
19816	cg01965939	SH3TC2	0.0107844580303909	0.845456729975626	1	0.786535494151286
239	cg10938486	ACSM5	0.0108295134259469	0.845456729975626	1	0.756970989053508
8823	cg22224704	GSTP1	0.0108606922428727	0.845456729975626	1	0.627270688487907
10585	cg08408988	KCTD10;UBE3B	0.0111289129359261	0.845456729975626	1	1.11175553259317
11688	cg09037813	LRRFIP1	0.0111291997959234	0.845456729975626	1	0.776837135260131
9489	cg02506908	HPD	0.0111977074991895	0.845456729975626	1	0.835462065250271
5724	cg18062196	DHX40	0.0112260486257451	0.845456729975626	1	0.874089431655926
13180	cg04956382	MYOT	0.0112433226845851	0.845456729975626	1	0.896564171797493
24045	cg24092253	YTHDF1	0.0112713875455166	0.845456729975626	1	0.830039071444799
15735	cg15357639	OGG1	0.0112971268650915	0.845456729975626	1	0.9933534990039
9733	cg21459867	IDUA;SLC26A1	0.0112972638520802	0.845456729975626	1	0.903650480745098
14836	cg00462994	NAGS;PYY	0.0113147620141054	0.845456729975626	1	0.540974727648134
21309	cg17328659	STUB1	0.0113679769928293	0.845456729975626	1	0.634114536878216
8606	cg22283058	GPR37L1	0.0113689366761171	0.845456729975626	1	0.927014416301788
4884	cg06810647	CRAMP1L	0.0113787433323386	0.845456729975626	1	0.74092997933693
8407	cg21264055	GNL1;PRR3	0.0113888524231411	0.845456729975626	1	0.548824832076858
7583	cg26651233	FLRT2	0.0113987347537558	0.845456729975626	1	0.700066229570066
13499	cg05898356	NA	0.0114298224974038	0.845456729975626	1	0.697320810124747
155	cg25203980	ACAP3	0.011441408017027	0.845456729975626	1	0.911129546139602
13074	cg23609672	MYBPH	0.0114672752132958	0.845456729975626	1	0.946274866893783
3227	cg02831294	CALML3	0.0114765557816299	0.845456729975626	1	0.873952680428804
15371	cg14700707	NOTCH4	0.0114992392635555	0.845456729975626	1	0.892115937827708
