#node1	node2	node1_string_id	node2_string_id	node1_external_id	node2_external_id	neighborhood	fusion	cooccurence	homology	coexpression	experimental	knowledge	textmining	combined_score
LPAR1	OPRL1	1853763	1851923	ENSP00000351755	ENSP00000336764	0.000	0.000	0.000	0.636	0.000	0.000	0.900	0.000	0.900
GRM8	NPY2R	1852779	1851488	ENSP00000344173	ENSP00000332591	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.135	0.909
RPS6KA2	NFKB1	1861695	1843094	ENSP00000427015	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.104	0.000	0.357	0.400
RPS6KA2	ITPR3	1861695	1856094	ENSP00000427015	ENSP00000363435	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.538	0.539
CDC42	CDON	1849707	1845370	ENSP00000314458	ENSP00000263577	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.110	0.907
PRKACB	ATP1B1	1855328	1854664	ENSP00000359719	ENSP00000356789	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.070	0.806
NPY1R	OPRL1	1854180	1851923	ENSP00000354652	ENSP00000336764	0.000	0.000	0.000	0.702	0.000	0.000	0.900	0.063	0.900
LPAR1	NFKB1	1853763	1843094	ENSP00000351755	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.160	0.912
TRIO	P2RY1	1852198	1848668	ENSP00000339299	ENSP00000304767	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
TRIO	ABR	1852198	1848581	ENSP00000339299	ENSP00000303909	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
HIPK2	PRKACB	1859047	1855328	ENSP00000385571	ENSP00000359719	0.000	0.000	0.000	0.645	0.164	0.298	0.000	0.390	0.467
PDE7A	RHEB	1859054	1845084	ENSP00000385632	ENSP00000262187	0.000	0.000	0.000	0.000	0.000	0.194	0.000	0.360	0.462
CDC42	RAF1	1849707	1844086	ENSP00000314458	ENSP00000251849	0.000	0.000	0.000	0.000	0.000	0.224	0.000	0.672	0.735
DYNC1H1	PCM1	1853378	1850891	ENSP00000348965	ENSP00000327077	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
HNRNPM	PRPF6	1850730	1845854	ENSP00000325376	ENSP00000266079	0.000	0.000	0.000	0.000	0.000	0.652	0.900	0.127	0.966
RHEB	RAF1	1845084	1844086	ENSP00000262187	ENSP00000251849	0.000	0.000	0.000	0.000	0.000	0.983	0.000	0.883	0.998
KAT5	SETDB1	1852315	1846207	ENSP00000340330	ENSP00000271640	0.000	0.000	0.000	0.000	0.063	0.101	0.000	0.363	0.417
UBE2D3	OAS2	1853486	1852576	ENSP00000349722	ENSP00000342278	0.000	0.000	0.000	0.000	0.000	0.301	0.000	0.471	0.614
OR5P2	OR5A2	1851396	1848575	ENSP00000331823	ENSP00000303834	0.000	0.000	0.000	0.930	0.000	0.000	0.900	0.000	0.900
MYO10	TUBA1A	1861521	1848244	ENSP00000421280	ENSP00000301071	0.000	0.000	0.000	0.000	0.000	0.566	0.000	0.173	0.625
DYNC1I1	TUBA1A	1850210	1848244	ENSP00000320130	ENSP00000301071	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.148	0.822
KAT5	HDAC4	1852315	1845573	ENSP00000340330	ENSP00000264606	0.000	0.000	0.000	0.000	0.000	0.308	0.000	0.560	0.683
TEK	PDGFB	1857139	1851250	ENSP00000369375	ENSP00000330382	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.726	0.942
RASGRF1	PRKACB	1860566	1855328	ENSP00000405963	ENSP00000359719	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.114	0.815
HLA-DRB1	PDPK1	1853944	1852785	ENSP00000353099	ENSP00000344220	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
P2RY1	KALRN	1848668	1843581	ENSP00000304767	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
COL23A1	COL5A2	1857880	1856195	ENSP00000375069	ENSP00000364000	0.000	0.000	0.000	0.651	0.000	0.000	0.900	0.000	0.900
ELMO1	DOCK2	1849503	1844476	ENSP00000312185	ENSP00000256935	0.000	0.000	0.000	0.000	0.000	0.970	0.900	0.976	0.999
NEDD4	PPARG	1852948	1847090	ENSP00000345530	ENSP00000287820	0.000	0.000	0.000	0.000	0.000	0.592	0.000	0.240	0.677
HNRNPUL1	RNPS1	1857971	1848328	ENSP00000375863	ENSP00000301730	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
CD40	DYNC1H1	1855654	1853378	ENSP00000361359	ENSP00000348965	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.720	0.720
MYO9B	CALM1	1858475	1853445	ENSP00000380444	ENSP00000349467	0.000	0.000	0.000	0.000	0.000	0.699	0.000	0.447	0.826
CDH7	CDH6	1850119	1845681	ENSP00000319166	ENSP00000265071	0.000	0.000	0.000	0.971	0.000	0.574	0.900	0.514	0.956
TIAM2	RHOT2	1850911	1850404	ENSP00000327315	ENSP00000321971	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
NTPCR	POLR3E	1854414	1848107	ENSP00000355587	ENSP00000299853	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
YBX1	RNPS1	1855704	1848328	ENSP00000361626	ENSP00000301730	0.000	0.000	0.000	0.000	0.000	0.080	0.900	0.092	0.909
NOTCH4	SMAD6	1856221	1847140	ENSP00000364163	ENSP00000288840	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.496	0.496
ERBB2	RHEB	1846101	1845084	ENSP00000269571	ENSP00000262187	0.000	0.000	0.000	0.000	0.000	0.232	0.000	0.395	0.515
NPY1R	NPY2R	1854180	1851488	ENSP00000354652	ENSP00000332591	0.000	0.000	0.000	0.773	0.000	0.000	0.900	0.885	0.919
TRIO	CDC42	1852198	1849707	ENSP00000339299	ENSP00000314458	0.000	0.000	0.000	0.000	0.000	0.449	0.900	0.462	0.967
EZR	CDC42	1852156	1849707	ENSP00000338934	ENSP00000314458	0.000	0.000	0.000	0.000	0.000	0.094	0.000	0.689	0.706
NPY1R	LPAR1	1854180	1853763	ENSP00000354652	ENSP00000351755	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PPARG	NFKB1	1847090	1843094	ENSP00000287820	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.751	0.974
ABCA2	ATP1A3	1852776	1848401	ENSP00000344155	ENSP00000302397	0.000	0.000	0.000	0.000	0.000	0.080	0.900	0.066	0.906
CDC42	ACTR3	1849707	1845311	ENSP00000314458	ENSP00000263238	0.000	0.000	0.000	0.000	0.088	0.576	0.900	0.588	0.981
OBSCN	MYO9B	1862970	1858475	ENSP00000455507	ENSP00000380444	0.000	0.000	0.000	0.000	0.069	0.000	0.900	0.078	0.906
TIAM2	KALRN	1850911	1843581	ENSP00000327315	ENSP00000240874	0.000	0.000	0.000	0.609	0.000	0.000	0.900	0.353	0.912
DCC	EPHB2	1859404	1856154	ENSP00000389140	ENSP00000363763	0.000	0.000	0.000	0.000	0.112	0.000	0.000	0.503	0.539
PDGFB	KALRN	1851250	1843581	ENSP00000330382	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.406	0.406
OPRL1	GPR17	1851923	1846273	ENSP00000336764	ENSP00000272644	0.000	0.000	0.000	0.722	0.000	0.000	0.900	0.000	0.900
PPARG	SETDB1	1847090	1846207	ENSP00000287820	ENSP00000271640	0.000	0.000	0.000	0.000	0.000	0.566	0.900	0.181	0.961
DEPTOR	RHEB	1847000	1845084	ENSP00000286234	ENSP00000262187	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.583	0.956
PPAP2C	CHPT1	1851176	1843189	ENSP00000329697	ENSP00000229266	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.356	0.932
RPS6KA2	YBX1	1861695	1855704	ENSP00000427015	ENSP00000361626	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.847	0.847
CDC42	ARF6	1849707	1847953	ENSP00000314458	ENSP00000298316	0.000	0.000	0.000	0.000	0.073	0.097	0.000	0.778	0.798
ABR	KALRN	1848581	1843581	ENSP00000303909	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.235	0.920
ATP1B1	PPAP2C	1854664	1851176	ENSP00000356789	ENSP00000329697	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.464	0.464
RPS6KA2	PDPK1	1861695	1852785	ENSP00000427015	ENSP00000344220	0.000	0.000	0.000	0.730	0.000	0.537	0.900	0.972	0.964
HTR2A	CACNA1C	1856916	1845866	ENSP00000367959	ENSP00000266376	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.125	0.817
RAF1	NFKB1	1844086	1843094	ENSP00000251849	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.507	0.897
PLEC	FUS	1850586	1844273	ENSP00000323856	ENSP00000254108	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.074	0.590
KAT5	ESR1	1852315	1842435	ENSP00000340330	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.955	0.000	0.358	0.970
AK4	DTYMK	1850420	1848672	ENSP00000322175	ENSP00000304802	0.000	0.000	0.000	0.000	0.000	0.147	0.000	0.558	0.606
YBX1	PRPF6	1855704	1845854	ENSP00000361626	ENSP00000266079	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
ERBB2	FOXA1	1846101	1844009	ENSP00000269571	ENSP00000250448	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.463	0.463
CD40	TGFB1	1855654	1842869	ENSP00000361359	ENSP00000221930	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.562	0.562
MYO9B	CDC42	1858475	1849707	ENSP00000380444	ENSP00000314458	0.000	0.000	0.000	0.000	0.000	0.364	0.900	0.640	0.975
PDCD5	KAT5	1863943	1852315	ENSP00000466214	ENSP00000340330	0.000	0.000	0.000	0.000	0.000	0.588	0.000	0.919	0.965
OAS2	CACNA1C	1852576	1845866	ENSP00000342278	ENSP00000266376	0.000	0.000	0.000	0.000	0.000	0.290	0.000	0.197	0.405
DYNC1H1	FUS	1853378	1844273	ENSP00000348965	ENSP00000254108	0.000	0.000	0.000	0.000	0.000	0.644	0.000	0.066	0.653
OAS2	NUP93	1852576	1849329	ENSP00000342278	ENSP00000310668	0.000	0.000	0.000	0.000	0.000	0.407	0.000	0.000	0.407
PDGFB	TGFB1	1851250	1842869	ENSP00000330382	ENSP00000221930	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.921	0.921
ITPR3	CACNA1C	1856094	1845866	ENSP00000363435	ENSP00000266376	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.541	0.541
RNPS1	SMG6	1848328	1845276	ENSP00000301730	ENSP00000263073	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.266	0.923
PRPF6	ESR1	1845854	1842435	ENSP00000266079	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.566	0.000	0.159	0.619
YBX1	HNRNPM	1855704	1850730	ENSP00000361626	ENSP00000325376	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.233	0.920
OBSCN	CALM1	1862970	1853445	ENSP00000455507	ENSP00000349467	0.000	0.000	0.000	0.000	0.000	0.691	0.000	0.724	0.911
NDE1	PCM1	1852988	1850891	ENSP00000345892	ENSP00000327077	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.165	0.912
MYO9B	KALRN	1858475	1843581	ENSP00000380444	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
DDX17	YBX1	1858423	1855704	ENSP00000380033	ENSP00000361626	0.114	0.000	0.000	0.000	0.068	0.387	0.000	0.502	0.714
MLL	INO80C	1862045	1859565	ENSP00000436786	ENSP00000391457	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
COL18A1	ERBB2	1853197	1846101	ENSP00000347665	ENSP00000269571	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.407	0.407
ERBB2	TGFB1	1846101	1842869	ENSP00000269571	ENSP00000221930	0.000	0.000	0.000	0.000	0.000	0.151	0.000	0.548	0.600
CCNF	ORC1	1858453	1855507	ENSP00000380256	ENSP00000360621	0.000	0.000	0.000	0.000	0.153	0.305	0.000	0.231	0.508
TUBA1A	HDAC4	1848244	1845573	ENSP00000301071	ENSP00000264606	0.000	0.000	0.000	0.000	0.000	0.165	0.000	0.617	0.666
INPP5B	CDC42	1855808	1849707	ENSP00000362115	ENSP00000314458	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.211	0.917
HIPK2	NPY2R	1859047	1851488	ENSP00000385571	ENSP00000332591	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.464	0.464
DDX17	HNRNPM	1858423	1850730	ENSP00000380033	ENSP00000325376	0.000	0.000	0.000	0.000	0.000	0.180	0.000	0.364	0.456
ABR	ARHGAP22	1848581	1843969	ENSP00000303909	ENSP00000249601	0.000	0.000	0.000	0.628	0.000	0.000	0.900	0.065	0.900
RHOT2	KALRN	1850404	1843581	ENSP00000321971	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
NFATC1	PPARG	1850967	1847090	ENSP00000327850	ENSP00000287820	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.809	0.980
ALDH9A1	AKR1A1	1853096	1849549	ENSP00000346827	ENSP00000312606	0.000	0.000	0.000	0.000	0.073	0.000	0.900	0.217	0.921
LPAR6	GPR17	1852804	1846273	ENSP00000344353	ENSP00000272644	0.000	0.000	0.000	0.816	0.000	0.000	0.900	0.742	0.913
NFATC2	NFKB1	1858353	1843094	ENSP00000379330	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.507	0.507
INPP5B	KALRN	1855808	1843581	ENSP00000362115	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
RASGRF1	CDC42	1860566	1849707	ENSP00000405963	ENSP00000314458	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.421	0.939
CDC42	PAK2	1849707	1849679	ENSP00000314458	ENSP00000314067	0.000	0.000	0.000	0.000	0.000	0.996	0.900	0.889	0.999
OAS2	IFITM1	1852576	1851288	ENSP00000342278	ENSP00000330825	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.328	0.929
OBSCN	ARHGAP22	1862970	1843969	ENSP00000455507	ENSP00000249601	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
GLI3	KPNA1	1858347	1852732	ENSP00000379258	ENSP00000343701	0.000	0.000	0.000	0.000	0.000	0.107	0.000	0.499	0.534
CD40	MCL1	1855654	1854935	ENSP00000361359	ENSP00000358022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.488	0.489
ORC1	KAT5	1855507	1852315	ENSP00000360621	ENSP00000340330	0.000	0.000	0.000	0.000	0.070	0.297	0.000	0.463	0.618
PRKACB	PRKAG1	1855328	1850588	ENSP00000359719	ENSP00000323867	0.000	0.000	0.000	0.000	0.097	0.164	0.900	0.065	0.919
DCC	TRIO	1859404	1852198	ENSP00000389140	ENSP00000339299	0.000	0.000	0.000	0.609	0.000	0.323	0.900	0.547	0.943
RHOT2	ARHGAP20	1850404	1844774	ENSP00000321971	ENSP00000260283	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
LPAR1	GPR17	1853763	1846273	ENSP00000351755	ENSP00000272644	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.101	0.906
TIAM2	ARHGAP20	1850911	1844774	ENSP00000327315	ENSP00000260283	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.221	0.918
NLK	PPARG	1858963	1847090	ENSP00000384625	ENSP00000287820	0.000	0.000	0.000	0.000	0.000	0.566	0.900	0.178	0.961
CNOT1	PABPC1	1850299	1849591	ENSP00000320949	ENSP00000313007	0.000	0.000	0.000	0.000	0.091	0.000	0.900	0.436	0.944
TRIO	GPR17	1852198	1846273	ENSP00000339299	ENSP00000272644	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PRKACB	EZR	1855328	1852156	ENSP00000359719	ENSP00000338934	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
PCNT	NDE1	1853867	1852988	ENSP00000352572	ENSP00000345892	0.000	0.000	0.000	0.000	0.000	0.110	0.900	0.235	0.925
GLI3	TGFB1	1858347	1842869	ENSP00000379258	ENSP00000221930	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.711	0.711
HNRNPUL1	PCM1	1857971	1850891	ENSP00000375863	ENSP00000327077	0.000	0.000	0.000	0.000	0.000	0.570	0.000	0.000	0.570
PAK2	DOCK2	1849679	1844476	ENSP00000314067	ENSP00000256935	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.392	0.731
PCNT	CALM1	1853867	1853445	ENSP00000352572	ENSP00000349467	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.130	0.615
MYO10	CDC42	1861521	1849707	ENSP00000421280	ENSP00000314458	0.000	0.000	0.000	0.000	0.000	0.149	0.000	0.425	0.490
ERCC8	CRBN	1845673	1843306	ENSP00000265038	ENSP00000231948	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.900
HTR2A	KALRN	1856916	1843581	ENSP00000367959	ENSP00000240874	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.150	0.911
ERBB2	ESR1	1846101	1842435	ENSP00000269571	ENSP00000206249	0.000	0.000	0.000	0.000	0.000	0.613	0.000	0.981	0.992
