	X0	X1	DIFF	P
cg00455424	0.0673091913935833	0.494885304232626	0.427576112839042	6.56198818634134e-205
cg00456086	0.131299223018753	0.478520859589596	0.347221636570843	2.48731042162732e-142
cg00458878	0.271271193650736	0.567672508218252	0.296401314567516	1.21364557946415e-317
cg00469207	0.0941670918171203	0.396626497249161	0.30245940543204	3.33495331504321e-122
cg00474080	0.176844290402077	0.436106028059658	0.259261737657581	9.22760684046036e-71
cg00487737	0.310504999979598	0.521588366044892	0.211083366065294	2.3776652417651e-160
cg00498591	0.222990290239	0.718522669821475	0.495532379582475	0
cg00500522	0.186754622993984	0.43385812688751	0.247103503893526	6.20503551318972e-109
cg00507727	0.089536024061264	0.470975520107518	0.381439496046254	2.68526060476875e-195
cg00509108	0.425676108683388	0.686081839848615	0.260405731165228	9.14706795711383e-155
cg00511596	0.102927243069652	0.328615744440794	0.225688501371142	1.35249307489234e-109
cg00519002	0.0609829750752385	0.296266492342115	0.235283517266877	1.17786301958798e-99
cg00527440	0.0862521078850492	0.534055158611405	0.447803050726355	1.02847374462949e-244
cg00547441	0.150337072290699	0.382029946348193	0.231692874057494	4.68848796624544e-151
cg00563229	0.115240008979344	0.394781276643391	0.279541267664048	2.39962695184063e-111
cg00574530	0.03692750545344	0.332761146784654	0.295833641331214	1.97759514227256e-138
cg00590851	0.0741735008269432	0.391144675445022	0.316971174618079	4.81813550760125e-135
cg00591844	0.0581722326012031	0.284609438824959	0.226437206223756	3.99175464434103e-104
cg00604454	0.304356061448984	0.530269982996519	0.225913921547535	3.28792664636219e-104
cg00611485	0.0718389719576547	0.299638265034394	0.227799293076739	3.22380806754269e-112
cg00612595	0.104203716274616	0.399999029059241	0.295795312784625	3.53480947751422e-186
cg00616243	0.0680102191376953	0.319252725452352	0.251242506314657	9.72623854540981e-126
cg00624212	0.189592297516224	0.408255124271437	0.218662826755213	3.91480038022726e-104
cg00630164	0.158539501243471	0.584155399766611	0.42561589852314	6.94378375603818e-188
cg00630724	0.0502780163924072	0.30894111905505	0.258663102662642	5.18858962170897e-146
cg00655913	0.0611155873267242	0.261475209823452	0.200359622496727	1.00333057057e-96
cg00656387	0.0621983338467854	0.295703595659387	0.233505261812601	3.06008686991427e-109
cg00661753	0.082258427172032	0.306873543789189	0.224615116617157	6.99655172202885e-111
cg00670742	0.085287816023683	0.380979589511002	0.295691773487319	1.44239051058194e-124
cg00672333	0.160385648720476	0.586715959600668	0.426330310880192	3.76400978553007e-254
cg00673251	0.164603066333158	0.420888600407381	0.256285534074224	2.22910017797078e-205
cg00675569	0.0853368395222228	0.383203289841766	0.297866450319544	1.65638361638143e-108
cg00681103	0.077629266675977	0.370209909231552	0.292580642555575	9.88165417889542e-100
cg00687252	0.190374799509481	0.577446614141339	0.387071814631858	0
cg00705280	0.108564901465381	0.385924204127564	0.277359302662182	3.8388517148566e-147
cg00715047	0.153493438254553	0.434807390029065	0.281313951774512	3.98168561680761e-163
cg00747619	0.0360842616344417	0.249082400291433	0.212998138656991	3.0727584259257e-138
cg00748373	0.0535076289542852	0.37890558691003	0.325397957955745	3.15671029808194e-215
cg00752016	0.0700092142436163	0.279491056532956	0.209481842289339	2.56178963615101e-85
cg00765312	0.0950217298945161	0.340259161893373	0.245237431998857	5.35308828075307e-110
cg00769775	0.0928087931754502	0.344899966538907	0.252091173363456	3.63648539900375e-141
cg00776601	0.12892575282012	0.331570997462111	0.202645244641991	5.42157325809278e-63
cg00781110	0.128127561924285	0.487893762054612	0.359766200130327	3.41811874125951e-169
cg00783553	0.188770489420513	0.599585633661893	0.41081514424138	1.28123824618278e-256
cg00793280	0.0305353578993208	0.309620288425577	0.279084930526256	2.15491589260722e-137
cg00800993	0.043001508615558	0.303333745708817	0.260332237093259	1.05765317526308e-140
cg00802728	0.0990382313922622	0.459492016946369	0.360453785554106	1.24108243305632e-191
cg00803088	0.0375972084293544	0.329267995140247	0.291670786710892	9.462678801088e-157
cg00803816	0.0681772798495876	0.307994805120606	0.239817525271018	9.67066560989818e-126
cg00811132	0.0732634493315848	0.412284120250641	0.339020670919057	1.56135706946172e-210
cg00812299	0.0824244685350374	0.300275769838408	0.217851301303371	2.57160391821308e-86
cg00817367	0.150283083791669	0.556872264513295	0.406589180721626	3.38948285000009e-195
cg00865356	0.0787409438948636	0.296473051803399	0.217732107908535	3.12126678981345e-73
cg00875805	0.118933686045785	0.477532389405236	0.358598703359452	1.86432185087943e-158
cg00880018	0.101603743785361	0.391662239413037	0.290058495627676	2.15138645449895e-187
cg00880074	0.0620289350423898	0.278887228083741	0.216858293041351	2.03367713708783e-96
cg00893471	0.120970747501565	0.395087841130121	0.274117093628556	4.36557232664788e-180
cg00896540	0.0758434551257922	0.308961562035812	0.23311810691002	3.31973990597817e-123
cg00925616	0.31127290095948	0.550986219862148	0.239713318902668	5.77767802947351e-105
cg00926215	0.103692793105276	0.408223557321774	0.304530764216499	1.79113933623681e-206
cg00927231	0.108002432083666	0.385452911547293	0.277450479463627	2.05612864436048e-112
cg00940891	0.0625945837360187	0.327950720803701	0.265356137067682	4.27677635678964e-100
cg00941258	0.200326980832431	0.444768729741008	0.244441748908577	2.53965179615101e-111
cg00944193	0.154171762932242	0.424048931119037	0.269877168186796	2.75881345927218e-83
cg00948524	0.170169689576905	0.380070443996016	0.209900754419111	3.63973689112929e-67
cg00959636	0.0605299642657829	0.400986206569064	0.340456242303281	2.07577170307064e-133
cg00960700	0.120767630741577	0.37351033324574	0.252742702504163	2.79176350651089e-116
cg00963169	0.0491069355004445	0.30245187844626	0.253344942945816	1.03413803066335e-150
cg00970313	0.0685756916512154	0.362228835688042	0.293653144036827	3.33073827504421e-155
cg00976453	0.085879101448369	0.426529000781871	0.340649899333502	4.21953802976418e-109
cg00986824	0.0308023836233094	0.353377896299738	0.322575512676429	7.60682660728292e-218
cg00990613	0.379947947030993	0.643819306729883	0.26387135969889	4.42261789228593e-287
cg00997280	0.324620842898262	0.562913887566091	0.238293044667829	1.66075538179956e-282
cg01016553	0.089106083227887	0.324464458762054	0.235358375534167	1.08949925491639e-115
cg01016662	0.112769675881024	0.445227580215228	0.332457904334204	1.91683422758186e-128
cg01048962	0.248850207323005	0.660983375331758	0.412133168008753	3.81131219163606e-260
cg01054622	0.112212315526239	0.411364313329417	0.299151997803178	3.78992183547067e-125
cg01054755	0.153885635203573	0.414499715183193	0.260614079979621	1.65372831484464e-125
cg01076971	0.139451126939818	0.427472160696926	0.288021033757108	3.01982981200686e-101
cg01092293	0.227769116667695	0.444958281896575	0.21718916522888	5.75628964875995e-142
cg01105494	0.0658271083634372	0.307468096258159	0.241640987894722	4.69282542772008e-114
cg01108370	0.277080230905252	0.674425495355234	0.397345264449982	0
cg01108392	0.10682821649461	0.353081078444464	0.246252861949855	3.0948461264706e-99
cg01110759	0.0764484763812859	0.338354884567589	0.261906408186303	1.51057798905613e-147
cg01121712	0.0555292196801412	0.365516426398799	0.309987206718658	4.34895250845463e-135
cg01131038	0.206902185559493	0.466883842474034	0.259981656914541	9.09690578468866e-160
cg01137065	0.0746941253799511	0.284129174813148	0.209435049433197	1.20061700450943e-129
cg01143804	0.040708132908531	0.261939410560067	0.221231277651536	9.76001269579941e-110
cg01153872	0.0698934658591697	0.293635440308132	0.223741974448962	2.0789101073995e-125
cg01163842	0.0432459685447643	0.49620007972508	0.452954111180316	1.21396873080705e-227
cg01174771	0.321703684280982	0.682397624210563	0.360693939929581	9.55525562491034e-169
cg01181817	0.11327922548927	0.433771736318482	0.320492510829212	2.77433787021814e-161
cg01191114	0.0406712192516611	0.264390340488369	0.223719121236708	4.03420595643031e-94
cg01194519	0.0329671526032803	0.333021788166415	0.300054635563134	7.43074680815425e-144
cg01202150	0.159473293960339	0.425693763688941	0.266220469728601	2.37206846598809e-160
cg01214340	0.230303921821738	0.541469185869641	0.311165264047903	1.39198245803599e-277
cg01226806	0.0314068137546825	0.279112247205682	0.247705433450999	4.42822618298664e-130
cg01228636	0.0782760902539955	0.28530416290948	0.207028072655484	1.16441011014518e-97
cg01244034	0.0374131585786389	0.32137724818087	0.283964089602231	4.00766364111909e-126
cg01248080	0.0756002819141746	0.322929994690696	0.247329712776522	8.72369854963475e-94
cg01263292	0.0226739184069536	0.241613248973246	0.218939330566293	4.65467713899709e-126
cg01268590	0.114100734409312	0.340301770475617	0.226201036066306	3.30493812246208e-123
cg01270001	0.0949551309388926	0.454091679340739	0.359136548401847	5.81162785032854e-211
cg01272707	0.0511076737854228	0.345029838953219	0.293922165167797	9.56960438226461e-102
cg01278596	0.0601534328217996	0.293670253989351	0.233516821167552	2.77994789962378e-112
cg01279709	0.0695790842015786	0.314098787368365	0.244519703166787	7.64843685921335e-109
cg01283246	0.0211203085791925	0.251088027112664	0.229967718533472	3.36561671462622e-126
cg01283834	0.201704824223726	0.55720107885215	0.355496254628424	2.77698418379383e-189
cg01334972	0.170530598838697	0.386870998000431	0.216340399161734	4.3196423725466e-68
cg01340542	0.0913229648215915	0.51610391597858	0.424780951156988	8.76531832940919e-264
cg01343344	0.169071515704489	0.370307413722517	0.201235898018028	1.34226639906882e-70
cg01344452	0.105745205414791	0.598754163079612	0.493008957664821	0
cg01367393	0.0820548840798673	0.321885259508074	0.239830375428207	7.96803766806993e-93
cg01379240	0.154019489068101	0.419156321354117	0.265136832286016	2.05683504323383e-100
cg01382649	0.0660463712978585	0.324608859933251	0.258562488635392	5.80925133358558e-90
cg01383890	0.234182382199116	0.454993310668823	0.220810928469707	1.76425528628745e-95
cg01409887	0.203205130869463	0.506473134756179	0.303268003886716	4.68988686220466e-138
cg01419831	0.061824564618393	0.420748709618475	0.358924145000082	8.66076063491411e-218
cg01431993	0.103982242308611	0.577480429368404	0.473498187059793	1.58876119263734e-243
cg01438365	0.327518653567415	0.679001084804258	0.351482431236844	1.97227290936417e-253
cg01442132	0.0597306401290081	0.345423018024766	0.285692377895758	2.14477507559556e-112
cg01445809	0.0535076789502536	0.311855107261832	0.258347428311578	1.09811762303708e-113
cg01454639	0.0229649488011027	0.303307141335032	0.28034219253393	9.533749765619e-169
cg01456571	0.0672110416539597	0.437833099874988	0.370622058221029	5.97983225266733e-266
cg01465169	0.128513510892809	0.380376306024805	0.251862795131996	7.07127565177679e-103
cg01490894	0.0840031627353551	0.308065187119173	0.224062024383817	1.07560884395713e-156
cg01498231	0.0309338317958188	0.307799167564508	0.276865335768689	1.16868736750811e-152
cg01504555	0.0335924366381311	0.449536893866144	0.415944457228013	1.58073907243615e-228
cg01505406	0.0765953666584151	0.283540347408002	0.206944980749587	8.4154434939155e-73
cg01528792	0.0397279165192842	0.249983659363866	0.210255742844582	2.4765699719051e-107
cg01532168	0.0411663029054235	0.246860403515735	0.205694100610311	1.32265379320191e-110
cg01544903	0.286713964663503	0.506223115105544	0.219509150442042	4.11507145008843e-71
cg01560739	0.0709083981788569	0.300728472014875	0.229820073836018	7.78419993095934e-115
cg01566127	0.112094686418902	0.333078702945484	0.220984016526582	6.56199486051575e-114
cg01573732	0.0934351576779955	0.373168557031613	0.279733399353618	1.27953678954737e-99
cg01573747	0.182007643926154	0.507230312636261	0.325222668710106	4.79793406015247e-226
cg01581237	0.0686109839597005	0.314977974699154	0.246366990739454	1.43223575714285e-159
cg01591431	0.0290041109652226	0.307069588260663	0.278065477295441	3.54048738405537e-104
cg01593751	0.036490675450454	0.295561272171145	0.259070596720691	1.02356536246365e-97
cg01626434	0.192875312906477	0.420611863225772	0.227736550319295	1.85943027663815e-237
cg01627750	0.147902497901409	0.349428078972243	0.201525581070834	6.25102884623964e-79
cg01627823	0.109273707830143	0.400104257329842	0.290830549499698	1.26823953453631e-158
cg01641792	0.120038894955185	0.483410947781868	0.363372052826684	7.04950638025728e-133
cg01645295	0.225832205609991	0.496497353345078	0.270665147735087	4.07791582556807e-136
cg01654862	0.12473179990548	0.517389889231927	0.392658089326447	3.60453098072526e-265
cg01663018	0.0541312634810959	0.312982180867467	0.258850917386371	3.84221309556695e-107
cg01663603	0.118014245923914	0.482662534374134	0.364648288450221	3.45837637619435e-114
cg01663968	0.120068589686279	0.377924764780964	0.257856175094684	1.49094032694693e-114
cg01665212	0.0689694120335099	0.477419012377352	0.408449600343842	7.92003755966522e-190
cg01680448	0.0373656191501741	0.280407651464322	0.243042032314148	4.27006297116386e-109
cg01688536	0.0751968367655997	0.284526178910526	0.209329342144926	1.36417773175768e-101
cg01698108	0.0285204357641331	0.273313667255918	0.244793231491785	9.45640038566355e-124
cg01702744	0.0998397661190519	0.335121497752448	0.235281731633396	5.54748830434325e-83
cg01704957	0.132150524851522	0.356474130399139	0.224323605547617	7.5038621970567e-119
cg01709619	0.100486702371307	0.393304576137633	0.292817873766326	4.97773169699537e-128
cg01721569	0.157926631935774	0.380418148380118	0.222491516444344	7.77910397030328e-114
cg01725531	0.220840828436287	0.672838505023667	0.45199767658738	0
cg01730970	0.308070525559233	0.602793691382173	0.29472316582294	1.77092602715759e-130
cg01751134	0.0256474432762282	0.443595652215143	0.417948208938915	7.15476138100479e-191
cg01764954	0.0414840426898839	0.27890110990914	0.237417067219256	8.85901021960621e-118
cg01765077	0.135887101377051	0.51235853570035	0.376471434323299	2.5188030220612e-164
cg01773059	0.0298796707076691	0.383181184144908	0.353301513437239	1.97694832197409e-157
cg01777643	0.104237096917421	0.452645784544525	0.348408687627104	3.92678277308799e-223
cg01781974	0.060745619912205	0.346522375265773	0.285776755353568	3.07273386787759e-126
cg01786994	0.0475022949952748	0.380053172562439	0.332550877567164	2.13605197928625e-151
cg01793704	0.192426880771787	0.600514500944437	0.40808762017265	0
cg01794265	0.138174118720547	0.485246519327232	0.347072400606686	4.4635286325427e-180
cg01796143	0.0664143625603809	0.347909823400982	0.281495460840602	4.97544785269431e-103
cg01799653	0.224976344914456	0.481476763693025	0.256500418778569	2.43704278127801e-199
cg01807820	0.088697996747228	0.372875505427528	0.2841775086803	2.78702087353451e-205
cg01814945	0.0252097378292445	0.315258408258737	0.290048670429492	2.38299685587616e-126
cg01834022	0.0814880170153617	0.291309079137816	0.209821062122454	2.99360207380474e-81
cg01837657	0.255424381962542	0.536572926548357	0.281148544585815	2.28387045804495e-115
cg01844352	0.0970463702439532	0.376057628121286	0.279011257877333	3.79730590139895e-149
cg01845091	0.278863002495256	0.5281263398329	0.249263337337644	8.24076057141939e-88
cg01847271	0.127346339325428	0.441915471923495	0.314569132598067	2.12359750005593e-180
cg01849970	0.169472317529132	0.379180030995634	0.209707713466502	4.84815837600071e-61
cg01869219	0.119423794928612	0.45036577597605	0.330941981047439	1.34405002601382e-219
cg01881524	0.0914287819630936	0.341083770428656	0.249654988465562	3.60394863864441e-167
cg01881939	0.066951303915189	0.387351427243482	0.320400123328292	9.50572625625254e-152
cg01888566	0.299387076035884	0.662121129574626	0.362734053538742	3.5518244195013e-254
cg01901107	0.0823086139319428	0.389897638987183	0.30758902505524	4.84740976741363e-156
cg01910484	0.0744640583361925	0.28386480394322	0.209400745607028	1.73990261783462e-86
cg01914455	0.267586423368427	0.474540268615288	0.206953845246862	1.03279197176893e-49
cg01916088	0.490763302478012	0.772314587092547	0.281551284614535	1.53277174931912e-96
cg01920334	0.155692086139057	0.43054439712556	0.274852310986503	3.37420383189443e-177
cg01923218	0.0346649555487217	0.277824508270524	0.243159552721803	2.42066143934176e-122
cg01933836	0.190157577816868	0.483973012991799	0.293815435174931	2.69780952604656e-96
cg01947949	0.0805452534072128	0.386822385481318	0.306277132074105	1.29707831947883e-121
cg01950845	0.0348297624961425	0.431650371065096	0.396820608568953	3.66110073939148e-152
cg01961447	0.05306190384254	0.429822897104099	0.37676099326156	2.84712572740641e-288
cg01963134	0.0907875735988934	0.587746113499473	0.49695853990058	6.6082445842001e-238
cg01982516	0.0663022145344325	0.404742026250655	0.338439811716223	8.27056175416423e-207
cg01992603	0.038444533388851	0.27706309339353	0.238618560004679	1.71970338939236e-135
cg01996714	0.117836470463066	0.448827773936172	0.330991303473106	6.13098095077471e-256
cg02009088	0.0951435583233262	0.34179305489115	0.246649496567824	4.33904179625605e-99
cg02009256	0.0409065968488946	0.304822589597541	0.263915992748646	7.25344503448735e-126
cg02015004	0.380518495840486	0.605322412584166	0.22480391674368	1.14258404219817e-115
cg02021210	0.0566794498145381	0.277357091259027	0.220677641444489	3.24861081214203e-108
cg02023345	0.0772209763207948	0.375556247011175	0.29833527069038	5.42262032050028e-128
cg02033258	0.0550735352643436	0.259580354888432	0.204506819624088	1.81724639636763e-94
cg02062409	0.107856904222379	0.478431565272511	0.370574661050131	9.30884344595006e-251
cg02072885	0.0260369970130345	0.334204073205406	0.308167076192371	6.75392444743433e-140
cg02075570	0.122224327596543	0.422241735414994	0.300017407818451	3.97306495442e-108
cg02078370	0.102381584903818	0.388799089812803	0.286417504908985	6.68768541591867e-247
cg02081019	0.566170154990125	0.785872545796784	0.219702390806659	5.5400469327544e-88
cg02091526	0.158210188961803	0.389880389905515	0.231670200943712	1.12957104734957e-136
cg02096396	0.0756114542251193	0.311403104909126	0.235791650684007	2.06597865866647e-133
cg02097309	0.315255052206714	0.575866397556619	0.260611345349905	2.37876599554184e-104
cg02115539	0.0869590826716513	0.369057133983092	0.282098051311441	2.97095316557079e-140
cg02119927	0.0372016297085723	0.364027063111563	0.326825433402991	6.03549523569928e-148
cg02128567	0.0681782797909292	0.293587800189583	0.225409520398654	1.70366208327042e-120
cg02132163	0.0848207451974057	0.362029204806945	0.277208459609539	3.0934019818991e-157
cg02145932	0.0415166160823045	0.288875901528105	0.247359285445801	1.46471622555876e-119
cg02147764	0.124663847965537	0.509920620982425	0.385256773016888	4.17562678580431e-259
cg02148034	0.0645281380955655	0.320941497786261	0.256413359690695	2.96268149459809e-122
cg02162202	0.0536494253825536	0.272239881040343	0.218590455657789	3.85668438151746e-89
cg02162886	0.0835777948756606	0.325684018407893	0.242106223532232	1.54378866028111e-104
cg02168303	0.106535650525287	0.421877239123723	0.315341588598435	1.95243482362483e-209
cg02169391	0.178584922227907	0.502699480804221	0.324114558576314	1.801887805024e-248
cg02179455	0.0952641886074946	0.478102049170012	0.382837860562517	8.03766824014275e-245
cg02184673	0.30205586598764	0.639556362343635	0.337500496355996	4.87541161395527e-201
cg02202600	0.0484765351718163	0.305474353301061	0.256997818129245	1.81040106457049e-106
cg02207496	0.097023368131562	0.411388608078391	0.314365239946829	2.03222156573081e-161
cg02215115	0.0380505211107876	0.278074852836625	0.240024331725838	7.92464594269096e-121
cg02227919	0.206053710848248	0.539501587028355	0.333447876180107	1.01779844485183e-178
cg02231729	0.0663524065098949	0.324971894073137	0.258619487563243	4.97105148753897e-96
cg02266348	0.0641646311918068	0.305838722180111	0.241674090988304	9.38929809913694e-151
cg02271560	0.209998783997608	0.504376708215165	0.294377924217557	2.66441017240652e-125
cg02273617	0.0354395748197525	0.241315392368832	0.205875817549079	6.09184720072029e-117
cg02280532	0.0728837997990476	0.427186027093129	0.354302227294082	1.42288406455963e-207
cg02283366	0.0818174701856551	0.364238340427153	0.282420870241498	3.92371060642819e-146
cg02285477	0.0739444894406613	0.297175459371722	0.223230969931061	1.93488536025521e-102
cg02287573	0.191241444990213	0.465333030619345	0.274091585629132	1.56790401944646e-100
cg02300154	0.0216376150945089	0.258595016532035	0.236957401437526	3.03623870101055e-86
cg02303897	0.0874826593551266	0.376738238334039	0.289255578978913	3.54010557334279e-115
cg02304226	0.365128493674638	0.590272132408135	0.225143638733497	4.58009670965501e-135
cg02317299	0.394534840691688	0.603255965920184	0.208721125228496	7.01799489314918e-141
cg02318926	0.0572540417348294	0.31387108554544	0.256617043810611	1.71833973483994e-161
cg02322203	0.0604341233818071	0.406477686522274	0.346043563140467	1.20889332348341e-139
cg02323633	0.0548672896312382	0.321596151116911	0.266728861485673	6.2727931375423e-122
cg02340053	0.107343487630785	0.338764951234861	0.231421463604076	2.45911962282912e-80
cg02340083	0.127223118619715	0.428031132634627	0.300808014014912	2.90523464814802e-135
cg02344943	0.0698117857846558	0.349763326621457	0.279951540836801	5.80304527648359e-165
cg02346492	0.21774594018733	0.506241511748631	0.288495571561301	2.16391512020925e-113
cg02348751	0.106697067053896	0.387782163493072	0.281085096439176	6.88385879121755e-138
cg02353165	0.110445571944887	0.454806324280694	0.344360752335807	9.672673017681e-104
cg02358761	0.143646306354743	0.378377540219027	0.234731233864284	1.09601245766645e-118
cg02364236	0.141511868510874	0.388890642962553	0.247378774451679	6.98388670903655e-170
cg02383154	0.0559895049331741	0.276242838948531	0.220253334015357	5.69652966338754e-110
cg02384857	0.0930753875034174	0.326351148520184	0.233275761016766	9.5991028576919e-109
cg02390319	0.233891122884188	0.518129891873771	0.284238768989583	1.30148448139198e-141
cg02392553	0.147142772371716	0.439422890800722	0.292280118429006	2.58802840288822e-234
cg02397176	0.0612805988425621	0.382952029371486	0.321671430528924	6.92803034817318e-109
cg02401454	0.0627512920578818	0.294352900588963	0.231601608531081	1.45523966691983e-128
cg02408775	0.15144927305688	0.403150574157959	0.251701301101078	6.81887192252685e-81
cg02435495	0.0581663570471483	0.332901808870178	0.27473545182303	6.75868290665092e-123
cg02454982	0.0484654205195085	0.278682946357884	0.230217525838376	1.78858677871926e-97
cg02457623	0.188951682458872	0.399314087931712	0.21036240547284	6.89417075866151e-115
cg02457680	0.0350260072648892	0.271803285152418	0.236777277887529	2.01905546706468e-145
cg02466246	0.310795345760649	0.579947435337797	0.269152089577148	2.22387678812321e-295
cg02480522	0.145812285332486	0.358216996802365	0.212404711469878	2.93600658106421e-75
cg02503981	0.468830995061384	0.68620510968974	0.217374114628356	5.92165142774693e-77
cg02512505	0.0472243044128835	0.30638257948885	0.259158275075966	2.32209577652636e-111
cg02513017	0.0734207803957046	0.329349557158379	0.255928776762674	1.62177092302637e-167
cg02525822	0.15288049920701	0.402265852895595	0.249385353688585	1.22487878836685e-113
cg02536026	0.350857166471996	0.572388312282336	0.221531145810339	6.04716439798084e-122
cg02539083	0.0855078926945115	0.356897027858614	0.271389135164102	6.3301140632398e-194
cg02553516	0.240496844613205	0.522579791872557	0.282082947259352	5.33185985167602e-223
cg02574731	0.156948973078819	0.383817221679526	0.226868248600706	7.55765200892813e-130
cg02575948	0.103562053732016	0.389175620481746	0.285613566749729	2.17823946005696e-153
cg02578560	0.0805640808684003	0.283913156283829	0.203349075415429	2.56243186012427e-78
cg02585702	0.0626711466008408	0.354321086881475	0.291649940280634	1.8366927299666e-128
cg02595575	0.0618650147176895	0.345767158452893	0.283902143735203	8.24410207030103e-138
cg02599464	0.165196432791161	0.543906097353814	0.378709664562653	1.15543105176984e-309
cg02602699	0.0723694585764108	0.369844665818058	0.297475207241647	9.69707648600762e-149
cg02608019	0.054446134195769	0.297011710330999	0.24256557613523	1.34811472651397e-100
cg02609127	0.0724804459698321	0.294941830810012	0.222461384840179	5.43627351693644e-101
cg02616947	0.0848365113667396	0.481933419791089	0.397096908424349	4.74292888882418e-202
cg02617655	0.0326342830724915	0.33065467789675	0.298020394824258	3.03713369142165e-121
cg02626129	0.144230274298032	0.493914017019636	0.349683742721604	5.29999691200596e-265
cg02628795	0.147343025076848	0.4236681708789	0.276325145802052	6.1847650861208e-174
cg02633761	0.0456139618183588	0.254032433520614	0.208418471702255	9.72377815610495e-85
