	GBM	LGG	Normal	MeanDecreaseAccuracy	MeanDecreaseGini
cg00880018	0.000164763695941729	6.4869610697631e-05	0.00099677582833292	0.000457547725497047	0.74361832221964
cg00880074	0.000112971707433046	0.000115374050041217	0.0013878587749484	0.000648247788148989	1.01389844381574
cg00893471	0.000736556621902333	3.38046843303377e-05	0.00204574898538008	0.00103589051527712	0.788388805352347
cg00896540	0.000154087303839086	8.53428322156167e-05	0.000870540349647969	0.000421748440705791	0.20756527127082
cg00926215	0.000205108775700834	-3.24239280531931e-06	0.00141059899537931	0.000624045187236332	0.577983410584556
cg00941258	-0.000232744386319554	0.000128742265677489	0.00131142487917343	0.000512959984269359	0.762769245118663
cg00948524	-5.29785745680978e-06	7.15610878156562e-05	0.000155344118680138	8.63713572964464e-05	0.160715520507192
cg00959636	-1.0626143859386e-05	0.000447628395223928	5.68126163189343e-05	0.000164931243946463	0.102479532470764
cg00960700	-5.18656191424509e-05	6.03079189960207e-05	0.00157109961162517	0.000655084984592015	0.201434086599312
cg00963169	0.000776995650529597	1.3223587045212e-05	0.00205348472457705	0.00104943059721689	1.01101641990838
cg00976453	0.000998421205894433	0.00205829780015888	0.000362244284508589	0.0011487682048278	0.920613347698616
cg00990613	1.39431439722093e-05	2.02580691487869e-05	1.91114962220179e-05	1.81902935080204e-05	0.070238166735458
cg00997280	-0.000127562858384616	0.000234370610570057	0.00137599171606027	0.000616676356663672	1.07935101972123
cg01016553	0.000115329825666833	2.23002496373285e-05	0.000197592009269717	0.000117493264453565	0.18286328942619
cg01048962	0.000160024514022325	2.57815975242994e-05	0.000344671027318199	0.000192006078033549	0.221249875368209
cg01054622	1.58418261148768e-05	0.00105572337462192	0.000694926548053535	0.000651272809523316	0.898209676548023
cg01054755	0.000199064020938787	6.36812938141132e-06	0.000421612443800665	0.000227875777861098	0.306298523929796
cg01092293	-1.75052243434346e-05	-1.08105955987028e-05	0.000258373205741627	9.06281678274383e-05	0.0553710092330041
cg01108370	0.000233335601003874	3.61648817869176e-05	0.000195322565623965	0.000151645484829479	0.188397173063581
cg01108392	0.000107562618756527	0.000153408770842586	0.000211753777753761	0.00016420306660708	0.357908558515945
cg01110759	-7.42194535900161e-05	2.75037616818376e-05	0.000417992102154562	0.00016464934183465	0.280842314271816
cg01131038	4.48148183357761e-05	0.000220440555086718	0.000810714028960448	0.000411445221633209	0.286401548339016
cg01137065	9.14683379477733e-05	0.000231884818735513	0.00111277136989504	0.000565112118504828	0.767716589681245
cg01143804	3.99887949283568e-05	9.25698272152166e-05	0.000516666291987116	0.000246551437220974	0.136618044054428
cg01153872	-1.42519635875037e-05	0.00040067689471381	0.000879655963321123	0.000509731285310074	0.757474892431308
cg01163842	0.000398039182122145	5.25041076938289e-05	0.00263456149643548	0.00117502272979146	0.806444083792722
cg01181817	0.000156579651088273	0.000970234872164754	0.000703300313418955	0.00064940843998153	0.869876087357956
cg01214340	0.000253319114476744	9.99369758150732e-06	0.00147540940665709	0.000661045291748351	1.78768196855402
cg01228636	4.06715407245759e-05	0.000203073573771302	0.000317206392899874	0.000213564642303545	0.212557586598763
cg01244034	0.000102342766816872	0.000172708674790513	4.4943994171754e-05	0.000102676794936246	0.189431877145838
cg01268590	7.5683501210341e-05	5.78752514725764e-05	0.00131382240221017	0.000579664949006799	0.763088107391648
cg01270001	6.72832847972379e-06	0.0010733560660206	6.09797692520485e-05	0.000390290941662189	0.198153704538193
cg01278596	8.32047451084043e-05	7.36973391477545e-05	0.000276730462908437	0.00016349783079993	0.187431747278304
cg01279709	3.45537228937243e-05	8.7860156121266e-05	0.000577467739232445	0.000271401576334464	0.442639954793601
cg01283834	0.000171690771661263	0.000183451857114692	0.0023545568803853	0.00108994410132504	0.485327566239803
cg01340542	7.21896163227293e-06	7.091678267846e-05	0.00154973968762515	0.000649338343837161	0.10894697249062
cg01343344	0.000240349976907484	0.000161076159772327	0.000632952757546714	0.000376532197645786	0.233241902964496
cg01344452	0.000103877646980059	0.00067389177724873	0.000909613423697542	0.00063655474817093	0.308349095576605
cg01367393	9.2467453024931e-05	0.000157420996301171	9.12870550973949e-05	0.000115367614575352	0.158063807636254
cg01379240	-3.1782431427929e-05	0.000573182582903543	0.00122441470846832	0.00068547916762798	0.762888315326798
cg01382649	0.000106090675010405	0.000203576746495254	0.00045624355132623	0.000276743143107324	0.161047994448895
cg01383890	5.75921750545824e-05	0.000140586473547599	0.000711372019205244	0.000358815269316985	0.142095108817993
cg01409887	-6.61579808060099e-05	0.000865715230276022	0.00119303731706044	0.000773794818098601	0.140075584294201
cg01442132	-0.000161713912218074	0.00181137266397128	9.31372549019608e-05	0.000560603693205724	0.124023279183469
cg01445809	-0.000121426118765509	0.000918361655588436	0.000226754434938578	0.000381066982302554	0.0708174727834089
cg01454639	0.000206338780466435	0.000435781403084845	0.00129555237965322	0.000730369873509767	0.506727851235633
cg01456571	-6.20174979506426e-05	-3.66031316078273e-06	0.00239014454468523	0.00095919588873539	0.271877159655838
cg01490894	2.57606794065711e-05	4.23325004500915e-05	6.39042937527666e-05	4.64412795866246e-05	0.107037345233045
cg01504555	0.000132351739343849	-3.5734830294881e-05	0.00130707679085128	0.000555498011902544	1.12738245588062
cg01528792	0.000151184887496259	0.00176277616518821	0.00111055281613409	0.00110238206645659	1.47177975361548
cg01560739	8.52266094299468e-05	0.000767617766629022	0.00112129559166925	0.000763031019886809	0.508124271777518
cg01573732	0.000168213646880289	0.00010349861922315	0.00069743584347105	0.000366319851561107	0.431879172491595
cg01573747	0.000360223648049014	6.80498918178939e-05	0.000549395961192948	0.00033940757783277	0.723627090197197
cg01581237	-5.55328508205626e-05	1.14694992410527e-05	0.00151546405824493	0.000603137551700349	0.228882240563804
cg01627750	-0.000220610534503468	0.00107180505329755	0.000589631743527926	0.000541335992730727	0.810733318339638
cg01627823	0.000268545072382484	-6.39988016657077e-05	0.000656147773794833	0.00032647702445648	0.64626674632022
cg01641792	-0.000111601706954418	0.00212024562668842	0.000996333658185751	0.00105756981600933	0.212622675355704
cg01645295	3.32450290901952e-05	0.000318089608601159	6.07279555807591e-06	0.000115601662453664	0.0994027149035552
cg01654862	-5.37089644588767e-05	0.000674625642687533	0.00252824114661267	0.00123131025214389	1.05040797104444
cg01663968	-3.73340513636715e-05	0.00011291384045194	0.00139336576764116	0.000609822772555678	0.663446722900854
cg01680448	-0.000139953428288792	0.000226082942229178	0.000576104102203501	0.000285512648325619	0.140219796902602
cg01688536	1.10080865206923e-05	3.14035216318525e-05	4.64489108428161e-05	3.28197039187747e-05	0.10568643258456
cg01721569	0.000243523114441504	4.90818910865073e-05	0.00015764218936011	0.000138314033997679	0.19171417553549
cg01725531	0.000199323889876345	5.2767424151712e-05	0.0017883545688552	0.00078969252341621	0.347098932740459
cg01730970	-4.93239107463999e-05	6.79860038422996e-06	0.000870949548167516	0.00035005868156865	0.187181662738248
cg01764954	-1.40406091032357e-05	0.000303479023621887	0.000302255440204425	0.000224880649214124	0.131662301404847
cg01765077	3.26254172059757e-05	-1.95813598759152e-05	0.000789864185110664	0.000313461299907968	0.154925914313457
cg01773059	0.00044395186056875	6.53597577749657e-05	0.00105079832506485	0.000552998101792209	0.271540702240441
cg01777643	-0.000154669089087492	0.000439029905616597	0.00269848594177909	0.00122007882778155	1.72896319326596
cg01781974	-0.000210729194030923	0.00034889350246724	0.000128898469019121	0.000118374254102605	0.315795471549636
cg01786994	9.22267378004811e-05	5.56526655948038e-05	0.00041541967635859	0.000212398034227852	0.165602904529077
cg01793704	2.57017486403505e-05	0.0012794903092849	0.000990474115717422	0.000857651787086349	0.951138842456206
cg01799653	2.71140028484305e-05	0.000217666456539913	6.40474484515564e-05	0.000108214894701443	0.102394792484009
cg01807820	8.40305168585044e-06	1.09237020131362e-05	0.00013811290557253	6.59882364190157e-05	0.119337526283186
cg01814945	7.27108549200594e-05	0.000590443429533488	0.000286530671724156	0.000335533745	0.301510725426522
cg01837657	-3.18804176516942e-05	5.40100780437696e-05	0.000681410243930115	0.000298386650366206	0.0948657770285736
cg01847271	-1.5036099059572e-05	9.68468813219302e-05	0.00146772070413939	0.00062106862289483	0.750238391601205
cg01869219	-3.78403103746423e-05	0.000178165799137715	-1.88679245283019e-05	4.37318499045165e-05	0.0695362874971631
cg01888566	3.42693363445567e-05	0.00127825617157626	0.000106372269646507	0.000485539551875422	0.237791972852399
cg01901107	-2.67280288771299e-05	0.000416023302153514	0.000133067058441257	0.000192039807821683	0.149804301931136
cg01910484	0.000346719161530394	0.000505221660473317	0.000721508387406848	0.000561570737806725	0.981151247256664
cg01920334	-6.11179395436863e-05	0.000168841914788593	0.000655338785312952	0.000318979921408646	0.275905222489363
cg01923218	0.000491880097846757	2.24758267713455e-05	0.00125687280590113	0.000638509410638377	0.269923164861104
cg01933836	0.000156579225960413	0.000397523538969957	0.00035164359063113	0.000316639212986351	0.875614911444322
cg01950845	0.000120157686848031	0.0015048291389471	0.000775937526356124	0.000860866160811725	0.892622494427323
cg01963134	-0.000158280644171134	0.000824451330617743	0.00173853534090071	0.000935781148773418	0.401926468571605
cg01982516	3.14346094915938e-05	4.38254775924843e-05	0.00141432046205402	0.000602240426512853	0.183592640995418
cg01996714	7.95800902597572e-06	0.000280597467975185	0.000145981985739021	0.000167556910008889	0.12999464710422
cg02009088	0.000177057129058157	0.000947650480205965	0.000290236820447379	0.000502464645933008	0.27573348306456
cg02015004	-0.00010538925236662	0.000177148738642816	0.000107401996566418	8.1457628506102e-05	0.172656742853883
cg02075570	6.61494299552366e-05	0.000553602337389461	0.000180099027493788	0.000283835175799901	0.296689028776955
cg02078370	0.00024783653099097	-2.99524710219623e-05	0.00206125186537211	0.000910556152023006	0.156820784451975
cg02081019	0.000123474222176922	7.7030928620411e-05	0.000337660476741214	0.000195491189680393	0.143447656978984
cg02091526	7.75457489487479e-05	0.000142672625738822	2.70887864057501e-05	7.63542985654608e-05	0.127407744472074
cg02097309	0.000112025258728062	0.000199709547424188	0.000785134322715028	0.000414241911363642	0.73574627073392
cg02115539	4.25147716289654e-05	0.000172442193943193	0.000682525610000024	0.000353250491776961	0.247495192054509
cg02119927	1.69187213458518e-05	0.00120712920320934	1.7618035518446e-05	0.000423950919538671	0.177996861287877
cg02128567	4.20499256916761e-05	-4.32961915728287e-05	0.002245141144959	0.000942577219527995	2.02609965540446
cg02132163	0.000145697310069331	0.000570295468650454	0.00109356667977099	0.000697276362389178	0.416949391179532
cg02145932	0.000959428027945373	-4.77504129027199e-05	0.00097584712494861	0.000641068956802659	0.624037169011769
cg02148034	0.000100411720331634	0.000519353937275105	0.000604304674226104	0.000462013312590696	0.508670423466036
cg02162202	6.12671505557204e-05	0.000125118029909122	0.000364365123635496	0.000205083635536731	0.138006524028037
cg02162886	-7.41860682446997e-06	3.51388899488811e-05	0.00147091787376171	0.000631420721922403	0.628644711259909
cg02168303	0.000162198711037497	-2.02662865200732e-05	0.00171802568772675	0.000727534399728641	0.323925256421038
cg02169391	8.83856699479977e-05	3.16611147041643e-05	0.00122367908310743	0.00052685637676809	0.143957505830981
cg02179455	8.28763411475914e-05	5.27409041697733e-05	0.000227070329969472	0.000133695987619682	0.298460481625203
cg02184673	-4.58439693120879e-05	0.000794042287995039	0.00125116597596329	0.000788620736063644	0.277543942761674
cg02202600	1.89276445624881e-05	0.000169496768072033	7.93256869134849e-05	9.40839138027094e-05	0.128812409963077
cg02207496	0.000174284509231359	0.000216806759071219	0.000969433362596327	0.000508919926529113	0.424177919849094
cg02227919	4.10136068116861e-06	0.000134967615074967	0.000325057312261561	0.000175390916206501	0.105826153439089
cg02231729	4.46916730236738e-05	2.18733509127236e-05	5.11600856623367e-05	3.90451007809623e-05	0.447514904040425
cg02266348	0.000148583912468213	9.71031794229094e-05	8.46634739522374e-06	7.34675920638143e-05	0.280708606318533
cg02271560	-8.8719203916665e-05	0.000778694441322297	1.76991150442478e-05	0.000249869697795782	0.0783979017001818
cg02285477	-2.1571218954342e-05	0.000365519058288234	0.000490783410138249	0.000315482234967051	0.896143512834389
cg02287573	4.65845304225969e-05	0.000420142863004757	0.000770529265337246	0.000483586967069287	0.803785242168739
cg02317299	5.48180907864581e-05	0.000531197191094557	7.15997491992327e-05	0.000238586562042297	0.147877963573477
cg02318926	7.57174706290028e-05	6.8462477622177e-06	0.00152385100229388	0.000635837183614984	0.162689730986803
cg02323633	6.66505542703372e-05	0.00023563440044955	3.53751852890509e-05	0.000113190526771889	0.260781269640781
cg02340053	0.000509384925464064	0.000769443373700928	0.00100887660095776	0.000800886719589187	0.74686547958846
cg02340083	0.000103252203250998	-6.34723848343981e-05	0.00105652684364057	0.000430464281848781	0.703638330226755
cg02346492	-3.24322931440318e-05	0.000544156428420128	0.0011174337603829	0.000641552023693253	0.30446116430455
cg02348751	7.26740097273978e-05	-2.13080962149391e-05	0.000355740365467641	0.000156525379547319	0.0972729102898097
cg02358761	-0.000154299304831927	7.21113983477018e-05	0.000803446244721538	0.000319263098739489	0.328585487163182
cg02364236	-1.10038529140782e-05	0.000139486580166182	6.51520357035487e-05	7.04098342563542e-05	0.105201246133008
cg02383154	0.000148935025533729	0.000228936593821053	0.00161934796659726	0.000769393877558741	0.176314109327024
cg02390319	1.31029385584084e-05	-4.26460585612009e-05	0.00133744173618183	0.000537649979741129	0.14264481732605
cg02392553	4.31812929282851e-05	1.08163412779633e-05	0.0020544052710099	0.000846249239678542	1.05396754908281
cg02408775	6.13577391248871e-05	0.00101615961958584	0.00115183195958008	0.000862952677413201	0.811926831376722
cg02435495	-9.41497137294518e-05	3.97283834780413e-07	0.00100378902356944	0.000406826692434753	0.133513300671363
cg02457623	5.56619461367689e-05	8.14158504408212e-05	0.00087039236842582	0.000406923905509785	0.22893439827166
cg02466246	0.000362308447366226	2.22248702464192e-05	0.00221293245013394	0.00101744330114605	0.755484456573398
cg02513017	0.000192190083334826	-9.59930747812201e-06	0.00117062731305891	0.000512560718621529	0.383611334268822
cg02525822	0.000373615193769748	0.000153284141286043	0.000605588935868589	0.000388705253434943	0.183084812651066
cg02536026	7.73189611364992e-05	-4.25549483089898e-05	0.000542135594600897	0.00024242219459287	0.105496531693567
cg02578560	5.51505540459756e-07	0.000105618049691771	0.000204174068585031	0.000118810849345061	0.159499847905939
cg02585702	-0.000102355571690368	0.000579896255430009	0.00136926064220446	0.000720150805708879	1.12299713031518
cg02595575	0.000206478482998651	0.0001108949857296	0.00101804854981942	0.000489088544495045	0.203541486059361
cg02599464	0.000126757629801218	0.000111791878910876	0.000899321523447638	0.000441011465463107	1.04133326104929
cg02602699	0.000315382794409093	4.12583506987125e-05	0.000911405395934093	0.000443261446250296	0.415172532972661
cg02608019	6.3699276922828e-05	-0.000128330560910316	0.00159798224417925	0.000622429279747056	0.262088483416938
cg02609127	0.000187416146401977	2.42364693359535e-05	5.38660847161292e-05	7.40752384014352e-05	0.0944159155364369
cg02626129	-0.00013669740250988	0.00102139071433953	0.00224226464710288	0.00126303543851303	0.923089885874151
cg02628795	-1.58042779407241e-05	0.00049599419944358	0.000488018642476616	0.0003691637559173	0.155740623206295
cg02633761	-0.000269395929413047	0.000390603501025352	0.000668210407019412	0.000327343699039037	0.699342580396264
cg02642223	-5.16639617983734e-05	0.000230717597838514	4.45464141320556e-05	8.25329029535187e-05	0.113738372902384
cg02672854	-9.38918759229372e-05	9.08799140203202e-06	0.000687974765781386	0.000273319507698576	0.0888630739167348
cg02675308	-0.000149397399500179	-4.36837505858677e-05	0.000519069780114138	0.000159678574706547	0.182279795560537
cg02676167	0.000194185486050349	1.94867063617102e-05	0.000675846287671933	0.000326926324402537	0.330186365618923
cg02679809	8.2160274437909e-05	0.00123558400053604	0.000276641347474368	0.00056550821637066	0.677688507280668
cg02685896	0.000104118140290476	0.000479926030997909	0.000718206663292323	0.00047876493973102	0.311073703349302
cg02693127	0.000257344588049082	0.000224026484971829	3.93418459650296e-05	0.00014507507598402	0.106198650746999
cg02696790	0.000179895970208519	0.000163790448496598	0.000159232196863843	0.0001686093183185	0.128851551095061
cg02700714	0.000138926102784782	-7.44310884058444e-05	0.00105024487297215	0.000431898607799966	0.261335868080918
cg02700891	8.02555051118911e-05	0.000116619952727865	0.000798806521412835	0.000382539599393571	0.300040665773106
cg02701278	2.01921358445367e-05	2.29704947851211e-05	0.00174997185365831	0.000728000882484023	0.824792756844548
cg02709181	-0.000150497267162173	3.48145978481527e-05	0.000694256919095963	0.000248229555907931	0.695656182215415
cg02746187	-7.23299238930932e-05	2.18102668325696e-05	0.000385939180794691	0.000147854157608307	0.156006583307861
cg02757194	-2.3877990870743e-05	8.79570053411285e-05	1.80778177251402e-05	3.37551086406584e-05	0.0940263945885357
cg02760031	-4.66329522809889e-05	0.000252441334653924	0.000631422305764411	0.00033825237831823	0.524637396768958
cg02764346	7.94997028298828e-05	0.000891442165678155	8.62068965517241e-06	0.000333957181359339	0.167268676269753
cg02767601	0.000181387951539796	0.000182555973237652	0.00124047956377679	0.000584310364377635	0.950918871547625
cg02773945	5.30966013075062e-05	8.36225765799043e-05	1.67364016736402e-05	5.06934023739693e-05	0.124326409174437
cg02809707	2.02154319447265e-05	9.05981204826405e-05	0.00137932520629939	0.000587634448280773	0.870188830537977
cg02823783	-4.66535702151044e-05	0.000253522817201976	0.0012129798720072	0.000596050121557078	0.603707734604434
cg02841523	2.89555211263388e-05	0.000857079726032433	0.000390059217639927	0.000467059989975731	0.447613688359034
cg02856132	-2.4564894208332e-05	7.46136633349271e-05	0.000529391528012218	0.000238069010682033	0.137177573108989
cg02858118	0.000194327005942426	6.51468817286096e-05	0.000185620714276092	0.000144572672572661	0.191016133216224
cg02874942	5.12878492185964e-05	1.21127584814736e-05	0.000597010810407077	0.000287131978850204	0.153791080916563
cg02878891	6.25171588421357e-05	0.000760125857169565	0.000902075673423905	0.000644302641598459	0.231721677053764
cg02881570	0.000269708266492217	0.000119118140358319	0.000734715181561266	0.000417498976877001	0.246699817537991
cg02884176	0.000239293012101339	-2.0975914862562e-05	0.00147359396399104	0.000665911183034415	0.169945380894755
cg02899346	4.59762335425637e-05	0.000310798238227901	0.000989993296129865	0.000532960737394001	0.304004519782412
cg02900995	0.000259403465491467	0.000228559974408609	0.000438006085909422	0.000318106883687797	0.453682230230641
cg02915939	-0.000199232829716102	0.000754988457287067	0.000716226888271828	0.000489673675780758	0.763720902432867
cg02916102	4.70388886661224e-05	0.000876309889077703	0.000352836237487951	0.000477131841145687	0.849538932340863
cg02930432	4.44556153449995e-05	5.44848564079739e-05	0.00311760292174502	0.00129931371835044	0.71048472856408
cg02935154	0.000155557923917838	0.000170503064694502	0.000179846213817096	0.00017198844966925	0.148269065510068
cg02948476	9.67050643031004e-05	1.54182527792386e-05	0.000918540767310826	0.000408839777751498	0.158721315047284
cg02955911	0.000166583541987346	0.00130344801944554	0.00174352412755377	0.0011983541972926	0.261191220823267
cg02959637	0.000210443779643329	0.0020645941795244	7.72490382815848e-05	0.000780907373267613	0.473544134559948
cg02964396	-0.00010640283713343	0.000848572234507078	0.00223510930246606	0.00119635157060328	0.426755002895715
cg02995271	-5.67424401513381e-05	5.8790014639136e-07	0.00121797667683282	0.000485141759513372	0.247692817736953
cg03004598	0.00014907628974604	0.000411652602098555	0.000329822533788051	0.000307803040177071	0.170335112560726
