	intercept	f	pval	qval
cg19161559	0.487221460908154	33.2176316849199	6.54170024250158e-07	0.00675674458735969
cg09469381	0.896596540587798	33.1853723559473	6.6049708571404e-07	0.00675674458735969
cg05948642	0.0621595754254892	33.184642222399	6.60641025469979e-07	0.00675674458735969
cg24677732	0.0417613577790307	33.1408522029767	6.69334077200565e-07	0.00675674458735969
cg14161977	0.879729446680951	33.0971871080718	6.7812141030751e-07	0.00675674458735969
cg21847951	0.046185386759289	32.967048505933	7.05033231074719e-07	0.00679423616773161
cg17292885	0.0413461857463323	32.9613485658607	7.06237151111977e-07	0.00679423616773161
cg10537824	0.84316944663026	32.8119345458752	7.3857420293622e-07	0.00687363058990284
cg01080375	0.0348256176974091	32.8094378633461	7.39127507965106e-07	0.00687363058990284
cg08233376	0.869047034931698	32.6116837917721	7.84358644041966e-07	0.00717468642913144
cg13318121	0.293430216448025	32.4856303902549	8.14691670453063e-07	0.00733195278131718
cg18302726	0.79813572145287	32.3765176713126	8.41937761734086e-07	0.00745688614067018
cg09971289	0.906464857585178	32.2541379261866	8.73632948621861e-07	0.00758546872290602
cg10452565	0.935040121588506	32.2164432370814	8.83644758611771e-07	0.00758546872290602
cg21678478	0.89805859997338	32.112455321594	9.11890717534044e-07	0.00768910573815936
cg04677326	0.0511331337539754	32.0714809877277	9.23278161185022e-07	0.00768910573815936
cg19027126	0.864733431070921	31.9535220307504	9.56898160271124e-07	0.00784687970387621
cg09019636	0.60299814269419	31.8811649218947	9.78151861030952e-07	0.00784687970387621
cg04472039	0.903293721801144	31.8235672137936	9.95422642612734e-07	0.00784687970387621
cg13870520	0.328798010797255	31.8134957619338	9.98475172891633e-07	0.00784687970387621
cg06338697	0.893859093503419	31.7577772871364	1.01554041883537e-06	0.00787014600882535
cg14583815	0.921666615411223	31.7085543971285	1.03086980199107e-06	0.00787950672363585
cg18477299	0.834657432263132	31.6594376120754	1.0464073318547e-06	0.00789018392656518
cg03535439	0.0323568469052261	31.4949493578035	1.10024776256635e-06	0.00804424726411962
cg01501366	0.551506222383741	31.4884930062422	1.1024192050627e-06	0.00804424726411962
cg16013371	0.505015171857674	31.4657923085961	1.11008967632011e-06	0.00804424726411962
cg14781682	0.882311818537489	31.3485408149712	1.15060618286099e-06	0.00823095398104895
cg05859845	0.35026250207484	31.2660302261383	1.18004220825638e-06	0.00829405279674948
cg19890264	0.0408639165963852	31.1810473266007	1.2111841394308e-06	0.00829405279674948
cg17129986	0.0678348647989443	31.0934175094663	1.24419680336443e-06	0.00829405279674948
cg19877581	0.0358099007663395	31.0430133606899	1.26361024167684e-06	0.00829405279674948
cg25740514	0.834934318855074	31.0082186718806	1.27719610908253e-06	0.00829405279674948
cg04653800	0.902585810730201	30.91506178726	1.31432675561924e-06	0.00829405279674948
cg12955975	0.0421689656212371	30.8862548180355	1.32603570618297e-06	0.00829405279674948
cg17908865	0.524361786498996	30.8533726768393	1.33953441484709e-06	0.00829405279674948
cg06438301	0.880616112564963	30.8074455960437	1.35862913953204e-06	0.00829405279674948
cg07926147	0.88562706425294	30.8070934187856	1.35877665550138e-06	0.00829405279674948
cg08947187	0.842565405671271	30.7807333261574	1.36986572392933e-06	0.00829405279674948
cg01373932	0.964331856451052	30.7054142119979	1.40207498318551e-06	0.00829405279674948
cg06112727	0.0368394208638445	30.6902563753383	1.40865216416272e-06	0.00829405279674948
cg18173388	0.873690268577164	30.686492060716	1.41029054185478e-06	0.00829405279674948
cg06440169	0.656055338983302	30.6419358326822	1.4298351631263e-06	0.00829405279674948
cg04679241	0.862703650097954	30.5961105554246	1.45023197154705e-06	0.00829405279674948
cg27422223	0.896731696123595	30.5041269663766	1.49209702858385e-06	0.00829405279674948
cg17864131	0.836406334672047	30.4704482625383	1.50773965241571e-06	0.00829405279674948
cg06193325	0.821498877938049	30.4641635804375	1.51067760182433e-06	0.00829405279674948
cg06474323	0.0291707645753241	30.450229465485	1.51721285061629e-06	0.00829405279674948
cg17776353	0.0400115187310198	30.3546119330227	1.56286311366897e-06	0.00829405279674948
cg03461100	0.910811895719141	30.3233685065519	1.57808885252142e-06	0.00829405279674948
cg04278225	0.0464441817071589	30.3163079945424	1.58155105119219e-06	0.00829405279674948
cg19863227	0.0461943252309871	30.3119568640982	1.58368862806797e-06	0.00829405279674948
cg17227127	0.909028201761451	30.2871991150514	1.59590895688836e-06	0.00829405279674948
cg26619931	0.0337057726863906	30.2871323938473	1.59594202304927e-06	0.00829405279674948
cg09492975	0.262157681820025	30.21819631344	1.63049139783125e-06	0.00829405279674948
cg03492495	0.91056569153816	30.1610473101947	1.65972575973255e-06	0.00829405279674948
cg08942131	0.891269244247908	30.1578709494625	1.66136660097376e-06	0.00829405279674948
cg00807692	0.0668523285817914	30.1218660335442	1.68008496281438e-06	0.00829405279674948
cg08785317	0.884815794892059	30.0831265755957	1.70047134077355e-06	0.00829405279674948
cg09975316	0.0359969576554124	30.0800663363904	1.7020927511678e-06	0.00829405279674948
cg22610434	0.73434871453588	30.0698582841347	1.7075129911988e-06	0.00829405279674948
cg24494142	0.865601994694737	29.9935421586502	1.74861106980503e-06	0.00829405279674948
cg15880323	0.91522262163179	29.9583753011946	1.7678959994235e-06	0.00829405279674948
cg10350880	0.743609448829801	29.8989869228617	1.80096995535741e-06	0.00829405279674948
cg07115559	0.322281931308097	29.8920129698418	1.80489603034843e-06	0.00829405279674948
cg17500119	0.0319984298504389	29.8008385615072	1.85705478581461e-06	0.00829405279674948
cg03267512	0.878424758291136	29.7876499851347	1.86472910302541e-06	0.00829405279674948
cg07921765	0.895638643963564	29.7875804890951	1.86476962984381e-06	0.00829405279674948
cg24850219	0.906875855688936	29.7738539131134	1.87279239924369e-06	0.00829405279674948
cg23079041	0.90736355285043	29.7721293878429	1.87380288018113e-06	0.00829405279674948
cg16639173	0.894133773748056	29.768109662443	1.87616044031849e-06	0.00829405279674948
cg04124447	0.868297193269546	29.7194583413056	1.90494143919739e-06	0.00829405279674948
cg12321421	0.829626351846363	29.6723055687592	1.93327653345894e-06	0.00829405279674948
cg26440287	0.865358944839064	29.6299603350873	1.95909817001579e-06	0.00829405279674948
cg08853539	0.0369173219780577	29.6250995787811	1.96208518320558e-06	0.00829405279674948
cg09292720	0.84781650552891	29.5143753409999	2.0314320572814e-06	0.00829405279674948
cg17542758	0.7944163570714	29.5064863807042	2.03646970548005e-06	0.00829405279674948
cg23641484	0.878701352460043	29.4986126336586	2.04151066043321e-06	0.00829405279674948
cg02232418	0.823517896477387	29.488737696121	2.04785126630947e-06	0.00829405279674948
cg15696816	0.954384891031452	29.4884920044072	2.0480092848677e-06	0.00829405279674948
cg11206312	0.0698430768303376	29.4763618346175	2.05582676825076e-06	0.00829405279674948
cg11779118	0.867107333442132	29.4444223700513	2.07656021930231e-06	0.00829405279674948
cg16045223	0.922470454266829	29.4358172597323	2.08218350467709e-06	0.00829405279674948
cg16386961	0.818638030233273	29.406430636625	2.10150742826613e-06	0.00829405279674948
cg21458836	0.842279779533121	29.3842993647059	2.11618410457859e-06	0.00829405279674948
cg12052152	0.852519552462361	29.3750320911399	2.12236162036157e-06	0.00829405279674948
cg11002721	0.904230754958035	29.3347067152295	2.14946257659254e-06	0.00829405279674948
cg05346624	0.85871346210098	29.3120655751937	2.16483704638823e-06	0.00829405279674948
cg02697194	0.86998990903306	29.3007378659481	2.17257222834234e-06	0.00829405279674948
cg11257363	0.0749940849108129	29.2764583306128	2.18924910968004e-06	0.00829405279674948
cg23369017	0.0336219937754184	29.260644202546	2.20018327310224e-06	0.00829405279674948
cg13195923	0.0626188167267068	29.249426873378	2.20797372455467e-06	0.00829405279674948
cg24086675	0.350628655492553	29.2410668465453	2.21379852421006e-06	0.00829405279674948
cg14772125	0.16165099030563	29.2189037959339	2.22931836584079e-06	0.00829405279674948
cg07187434	0.91407242427472	29.1696666374295	2.26420542829261e-06	0.00829405279674948
cg12539193	0.889076508628303	29.1442015982929	2.28247216404468e-06	0.00829405279674948
cg03138863	0.875080789010581	29.1319255536298	2.29133305645267e-06	0.00829405279674948
cg03389126	0.908193946832191	29.1208475058487	2.29936009636682e-06	0.00829405279674948
cg19429405	0.39938116979449	29.1109358142732	2.30656692179915e-06	0.00829405279674948
cg15088892	0.0481814677091277	29.1076354298187	2.30897187951464e-06	0.00829405279674948
cg02388397	0.911657336657981	29.1062230929691	2.31000183617969e-06	0.00829405279674948
cg11582494	0.854002174202548	29.0811392219374	2.3283746531968e-06	0.00829405279674948
cg01468344	0.897585295666553	29.0547055649055	2.34790151173622e-06	0.00829405279674948
cg11648212	0.875599182907161	29.0335662507973	2.36364053191894e-06	0.00829405279674948
cg13335212	0.872018920681011	28.9595363768442	2.41963353519218e-06	0.00829405279674948
cg15729705	0.0412647070373302	28.9569785445664	2.42159277247544e-06	0.00829405279674948
cg24419335	0.863851079086231	28.9515560156088	2.42575178395963e-06	0.00829405279674948
cg25370592	0.041750687029146	28.9322004831506	2.44065822834056e-06	0.00829405279674948
cg13968690	0.893641845600128	28.9294832534011	2.44275852410903e-06	0.00829405279674948
cg06533007	0.825982824616711	28.922015347948	2.44854061466151e-06	0.00829405279674948
cg03001260	0.044005028511857	28.874796203388	2.48543321814502e-06	0.00829405279674948
cg20134271	0.80743129518617	28.8571170935592	2.49939510681285e-06	0.00829405279674948
cg11914650	0.911059384898752	28.824051970667	2.52572844182362e-06	0.00829405279674948
cg09797505	0.895845014015396	28.8172280154316	2.53119910675888e-06	0.00829405279674948
cg07863083	0.547466199480307	28.7791698013816	2.56193783864532e-06	0.00829405279674948
cg17004212	0.342343095404131	28.7349079067109	2.59817856244488e-06	0.00829405279674948
cg18390325	0.04918295801873	28.7324095951786	2.60024003896357e-06	0.00829405279674948
cg26479279	0.877319981228651	28.732255716633	2.60036706740797e-06	0.00829405279674948
cg11865439	0.663643472582442	28.7057780152365	2.62232158783681e-06	0.00829405279674948
cg24843778	0.862731137538341	28.6819792130271	2.64222020421014e-06	0.00829405279674948
cg10611760	0.971652745504682	28.6451514593208	2.67332425308902e-06	0.00829405279674948
cg16740167	0.0320514037562435	28.63878482018	2.67874008850445e-06	0.00829405279674948
cg24759064	0.878854668471567	28.628464921062	2.6875431741771e-06	0.00829405279674948
cg19033470	0.898115527174773	28.6261252406756	2.68954317154707e-06	0.00829405279674948
cg19824422	0.0438922307720377	28.6105044957045	2.70293597370075e-06	0.00829405279674948
cg27065372	0.839254220175862	28.577108256573	2.7318033847209e-06	0.00829405279674948
cg10025177	0.910143352149319	28.5682227173377	2.73953811922822e-06	0.00829405279674948
cg11596902	0.345005767896289	28.5515349869895	2.75412648432248e-06	0.00829405279674948
cg19631965	0.894369900615707	28.5512157203712	2.75440637664637e-06	0.00829405279674948
cg05062939	0.642702629258079	28.542699649012	2.76188316879128e-06	0.00829405279674948
cg26016246	0.895937834945457	28.5411355945593	2.76325865461028e-06	0.00829405279674948
cg13921910	0.031257727740552	28.5393963770252	2.76478902606782e-06	0.00829405279674948
cg23948071	0.0458637423356568	28.5217915244694	2.78032984683332e-06	0.00829405279674948
cg00745735	0.870373537674742	28.5116698425039	2.78930615820145e-06	0.00829405279674948
cg07913190	0.759920452322603	28.5110748326609	2.78983477855112e-06	0.00829405279674948
cg19244318	0.855456364028917	28.5035485971493	2.79653030580312e-06	0.00829405279674948
cg24896654	0.865885699044086	28.5029574943233	2.79705687661287e-06	0.00829405279674948
cg26801242	0.0216658266007278	28.49920936753	2.8003982252207e-06	0.00829405279674948
cg03424584	0.869611707377462	28.4891569791669	2.80938026235117e-06	0.00829405279674948
cg13978929	0.132223350707857	28.4681690102821	2.82823070484875e-06	0.00829423445338482
cg17738993	0.856662197622601	28.4392765562291	2.85439715525461e-06	0.00829423445338482
cg21903862	0.832793299787457	28.4344249487327	2.85881577036134e-06	0.00829423445338482
cg11503487	0.911600958737438	28.419227678249	2.87270306443625e-06	0.00829423445338482
cg10320547	0.87152520729698	28.3277196905464	2.95782760837002e-06	0.00829423445338482
cg24148874	0.815315967378633	28.3177502192752	2.96725961723201e-06	0.00829423445338482
cg20427859	0.864555661206973	28.2846983982027	2.99875513759882e-06	0.00829423445338482
cg09389201	0.632056467691619	28.279263428754	3.0039675594063e-06	0.00829423445338482
cg15388598	0.043973202624218	28.2379218722131	3.0439276422665e-06	0.00829423445338482
cg18682873	0.0493873339198498	28.2270090687458	3.05456821210038e-06	0.00829423445338482
cg16515457	0.895432351793174	28.2236271571601	3.05787364437573e-06	0.00829423445338482
cg06013382	0.728406048424964	28.2211923391177	3.06025571588821e-06	0.00829423445338482
cg25390352	0.0370946647686623	28.2211455556903	3.06030150481576e-06	0.00829423445338482
cg22231909	0.840477627500196	28.2200436511225	3.06138019274188e-06	0.00829423445338482
cg26402284	0.877520181054264	28.2005539123518	3.08052512105411e-06	0.00829423445338482
cg15583014	0.0435772571225646	28.1637040544495	3.1170658661962e-06	0.00829423445338482
cg09134154	0.0296881653289931	28.1466086236666	3.13417148764118e-06	0.00829423445338482
cg09084613	0.266730772822503	28.1305950783729	3.15028360348174e-06	0.00829423445338482
cg12381337	0.838660348058204	28.1200381082528	3.1609528961549e-06	0.00829423445338482
cg19889669	0.841604150366071	28.0922087113678	3.18925982285879e-06	0.00829423445338482
cg20478514	0.0408777038136662	28.065990278101	3.21617063389286e-06	0.00829423445338482
cg24363811	0.0320456244253836	28.0446306558218	3.23826976163857e-06	0.00829423445338482
cg20346876	0.881410761964911	28.0353576628908	3.24791316471956e-06	0.00829423445338482
cg22102102	0.88699471734464	28.0149504851297	3.26924139433726e-06	0.00829423445338482
cg25575808	0.341866547535097	27.9996492488264	3.28532925340468e-06	0.00829423445338482
cg17555102	0.905833533098476	27.9830935432417	3.30282932732376e-06	0.00829423445338482
cg11488464	0.869484261732724	27.9764991690738	3.30982697082266e-06	0.00829423445338482
cg06349632	0.881881284953196	27.9700111226916	3.31672691183273e-06	0.00829423445338482
cg26876639	0.897275153289357	27.9581536891374	3.32937599878944e-06	0.00829423445338482
cg10333808	0.0484551500759242	27.9479759631716	3.34027345408098e-06	0.00829423445338482
cg05934127	0.937239967650028	27.9417024524782	3.34700917367747e-06	0.00829423445338482
cg19601954	0.876373386940985	27.867725154486	3.4275164367171e-06	0.00829423445338482
cg18481884	0.801206631235265	27.8480966037741	3.44921564225913e-06	0.00829423445338482
cg14214745	0.0355929428710374	27.8435747069008	3.45423488671496e-06	0.00829423445338482
cg15481678	0.933142727916185	27.8362053171305	3.46243117866263e-06	0.00829423445338482
cg06265027	0.90458435728482	27.8303557236003	3.46895161534834e-06	0.00829423445338482
cg08373547	0.292312201310904	27.8295399091941	3.46986200849823e-06	0.00829423445338482
cg00106657	0.916145445879365	27.8254699127837	3.47440757938812e-06	0.00829423445338482
cg24662205	0.901666198737528	27.8254205774114	3.47446271771572e-06	0.00829423445338482
cg18292172	0.843289287895035	27.8168163107674	3.48409304701549e-06	0.00829423445338482
cg14705883	0.689085783475184	27.790106412579	3.51416628254017e-06	0.00829423445338482
cg16396561	0.68858448945004	27.7819521622473	3.52340129849179e-06	0.00829423445338482
cg16273303	0.893825415483066	27.7802254046699	3.52536017401866e-06	0.00829423445338482
cg23627353	0.879727487247671	27.7462185261564	3.56417129356091e-06	0.00829423445338482
cg19160799	0.0601568208826079	27.7418791800639	3.56915571109515e-06	0.00829423445338482
cg02385725	0.899176651028825	27.7363536739948	3.57551316870441e-06	0.00829423445338482
cg13152690	0.653443620019565	27.7209325554882	3.59331888314207e-06	0.00829423445338482
cg05199682	0.84969020929914	27.718075811469	3.59662753508491e-06	0.00829423445338482
cg17236067	0.0537931146827072	27.7087572148335	3.6074423965529e-06	0.00829423445338482
cg26543179	0.877148781937513	27.7045373579064	3.61235100445758e-06	0.00829423445338482
cg13438802	0.884853526196985	27.6151076196342	3.71803585496368e-06	0.00829423445338482
cg23540272	0.805524982640832	27.6124628243549	3.72121015581847e-06	0.00829423445338482
cg03162810	0.917945617081031	27.6060406446859	3.72892989720455e-06	0.00829423445338482
cg17236673	0.558355161799345	27.60000701311	3.73619784168728e-06	0.00829423445338482
cg08944880	0.766387614505167	27.5934741652075	3.74408382929728e-06	0.00829423445338482
cg18559561	0.730626010864046	27.592554758428	3.74519506760601e-06	0.00829423445338482
cg02177444	0.908001374511334	27.588851014701	3.74967508012139e-06	0.00829423445338482
cg25593776	0.0429734078038449	27.568352901799	3.77457091339725e-06	0.00829423445338482
cg15260466	0.0365715028413787	27.5618302763892	3.78252911578292e-06	0.00829423445338482
cg22109807	0.865835021090312	27.5366222824604	3.81345046270883e-06	0.00829423445338482
cg18526916	0.881878451608474	27.5303100742283	3.82123461934985e-06	0.00829423445338482
cg25629176	0.0364019976558089	27.5248175148432	3.82802150897723e-06	0.00829423445338482
cg10428517	0.867189761432607	27.5217832584464	3.83177619551458e-06	0.00829423445338482
cg27438356	0.861087904153504	27.5097960458565	3.84664725137749e-06	0.00829423445338482
cg16368504	0.7276471225541	27.4965335562273	3.86317071886733e-06	0.00829423445338482
cg20751619	0.853554010582074	27.4817826216902	3.88163580736074e-06	0.00829423445338482
cg11711326	0.863037191118835	27.4760467488787	3.88884081708144e-06	0.00829423445338482
cg24654737	0.897684984525804	27.472936765094	3.89275320971297e-06	0.00829423445338482
cg03525433	0.872598684554843	27.4707503703305	3.89550618085091e-06	0.00829423445338482
cg01221018	0.0872109014165286	27.4600904000731	3.90895773187745e-06	0.00829423445338482
cg25115455	0.803684009625424	27.455679039402	3.9145385162115e-06	0.00829423445338482
cg02579892	0.830781077160326	27.4281731498121	3.94952446591603e-06	0.00829423445338482
cg19383130	0.853455177964884	27.4189646522263	3.96131007277558e-06	0.00829423445338482
cg24982556	0.834567520824443	27.4143615802781	3.96721514806479e-06	0.00829423445338482
cg10256234	0.380821460917804	27.4058723337682	3.97812977335574e-06	0.00829423445338482
cg02839388	0.908741133603158	27.4005421077636	3.98499888603961e-06	0.00829423445338482
cg12718528	0.902644258959235	27.3888041743489	4.00016943063394e-06	0.00829423445338482
cg03898463	0.620180325689698	27.384675281635	4.00552011094867e-06	0.00829423445338482
cg18096315	0.0358141052733122	27.3762001096088	4.01652664253378e-06	0.00829423445338482
cg06024930	0.887324049219327	27.3747529549361	4.01840919090936e-06	0.00829423445338482
cg18368502	0.910144672909841	27.3747286975964	4.01844075421835e-06	0.00829423445338482
cg02859962	0.833425723623408	27.3643952156022	4.03191013807001e-06	0.00829423445338482
cg27578502	0.740659330530874	27.3557479848161	4.04321781921151e-06	0.00829423445338482
cg02097604	0.847843716866291	27.3305881969868	4.07630736372994e-06	0.00832406349127554
cg20682563	0.623018370978792	27.3190887730035	4.09152528625384e-06	0.00832406349127554
cg17230098	0.0364809608836062	27.3108133933006	4.10251336998219e-06	0.00832406349127554
cg03652636	0.928506920583293	27.2638596257423	4.16544567027966e-06	0.00842113181074886
cg00288436	0.862579013271877	27.239644856342	4.19829450567261e-06	0.00845690017804307
cg16318311	0.740121398007013	27.2266683208442	4.21600933258904e-06	0.00846203545216612
cg00148048	0.899275730984604	27.1986846424899	4.25447756246572e-06	0.00848064216656971
cg10006811	0.673146444240425	27.1870776477727	4.27054082134408e-06	0.00848064216656971
cg22608305	0.865797740903383	27.1868357733801	4.27087623204462e-06	0.00848064216656971
cg09747496	0.0644602760141931	27.1732137426379	4.28981062396697e-06	0.00848803350069279
cg24693834	0.719276789613909	27.1596954348212	4.30868762451455e-06	0.00849525944306226
cg21110576	0.872890573140267	27.1366321000319	4.34109407478125e-06	0.00849983935602427
cg05408403	0.836106161747284	27.1288508302821	4.35208499869693e-06	0.00849983935602427
cg18461278	0.77266921800812	27.1255824165632	4.3567102560945e-06	0.00849983935602427
cg05822984	0.805161522682113	27.10339176964	4.3882493022577e-06	0.0085315407321311
cg15317722	0.821389597458729	27.059410350831	4.45146654862237e-06	0.0085392847956292
cg06409432	0.0421532955797757	27.0570677972074	4.45486024186772e-06	0.0085392847956292
cg09604951	0.927604934013044	27.0532767192782	4.46035816694497e-06	0.0085392847956292
cg13277047	0.889142508278434	27.0497189334426	4.46552421847009e-06	0.0085392847956292
cg11274962	0.0402485457620187	27.0474980264516	4.46875223800999e-06	0.0085392847956292
cg14621978	0.911940087081271	27.0151352285633	4.51606836519128e-06	0.00860024770970553
cg05660315	0.930712219733151	26.9819264503191	4.56516621071555e-06	0.00860436350485598
cg14189481	0.809356894638926	26.9767119231488	4.57292623397694e-06	0.00860436350485598
cg07960474	0.899481047626254	26.9679421587336	4.58600811770081e-06	0.00860436350485598
cg10533098	0.826922179237557	26.9592409535332	4.59902640715842e-06	0.00860436350485598
cg09878033	0.761060850629882	26.9492315832751	4.61404970745142e-06	0.00860436350485598
cg20995030	0.686688865292367	26.9488924985696	4.61455954537551e-06	0.00860436350485598
cg16427530	0.870026878898776	26.9311065604596	4.64138471078623e-06	0.00860436350485598
cg20963646	0.687348799975357	26.9263081549214	4.64864966905201e-06	0.00860436350485598
cg21530026	0.885462310286736	26.9048380424185	4.68130210730446e-06	0.00860436350485598
cg09075476	0.895442904893233	26.8718729368709	4.7319040477009e-06	0.00860436350485598
cg10179569	0.876847062094359	26.8687252965	4.73676554334728e-06	0.00860436350485598
cg08252745	0.803808800338201	26.8596199545242	4.75085806853872e-06	0.00860436350485598
cg16771103	0.898381970640728	26.8478813555438	4.7690908568788e-06	0.00860436350485598
cg01802136	0.520275874402626	26.8436117508065	4.7757406832276e-06	0.00860436350485598
cg10704709	0.903358631295376	26.8410548414223	4.77972766062924e-06	0.00860436350485598
cg20657864	0.76685704335224	26.8218985048	4.80970898182163e-06	0.00860436350485598
cg23945273	0.0593493473242338	26.8212448693577	4.81073544022771e-06	0.00860436350485598
cg15891645	0.774536709366103	26.8122684863215	4.82485499965085e-06	0.00860436350485598
cg18445715	0.884956294462148	26.8059023992029	4.83489490535286e-06	0.00860436350485598
cg03254865	0.451763000725892	26.7977910807905	4.84771885865955e-06	0.00860436350485598
cg22116842	0.869719857114236	26.7916898225214	4.85738835090104e-06	0.00860436350485598
cg23462990	0.87410317215168	26.7881618623166	4.86298878822986e-06	0.00860436350485598
cg11020537	0.0459001347594059	26.7758897460395	4.88252272614178e-06	0.00860436350485598
cg11069855	0.61877697227226	26.7648504196972	4.90016448733462e-06	0.00860436350485598
cg07424281	0.888285792135989	26.7626155636107	4.90374407825399e-06	0.00860436350485598
cg16920614	0.895938293715155	26.7428049188645	4.93559477461878e-06	0.00863120173547071
cg17463240	0.0484969117357084	26.7339032180969	4.94997690748094e-06	0.00863120173547071
cg21243597	0.757094379170119	26.7136669306678	4.98283517069238e-06	0.00863657302551038
cg14227821	0.932219936816984	26.7081457417303	4.9918396322499e-06	0.00863657302551038
cg18405299	0.901196532475929	26.7034616345033	4.99949224404368e-06	0.00863657302551038
cg11587110	0.89008765692493	26.6831812380488	5.03276693213031e-06	0.00866722121534226
cg02950608	0.899124492715075	26.6530873261701	5.0825703439145e-06	0.00872283416373075
cg11748881	0.535080161445904	26.6177109222743	5.14177558563659e-06	0.00872283416373075
cg20429242	0.831168395391923	26.6164325344643	5.14392852244665e-06	0.00872283416373075
cg01100494	0.734863370856201	26.606898270209	5.16001496499629e-06	0.00872283416373075
cg03619138	0.911839945983544	26.6054364133696	5.16248609248051e-06	0.00872283416373075
cg19719340	0.0517898394240981	26.59542058895	5.17945019095357e-06	0.00872283416373075
cg09325193	0.883276564059198	26.5712985037129	5.22054615368888e-06	0.00872283416373075
cg10177585	0.870169848695226	26.5632263751352	5.23437437831933e-06	0.00872283416373075
