	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	CCP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP
chr11:120209484-120209605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0.666666666666667	0.75	0.666666666666667	0.933333333333333	0.5	0.5	0.5	0.5	0.533333333333333	1	0.5	NA	NA	NA	1	0.916666666666667	1	NA	NA	NA	NA	NA	NA	NA	0.213235294117647	0.555555555555555	0.213235294117647	0.203947368421053	0.366946778711485	0.555555555555555	0.275	0.203947368421053	0.275	0.366946778711485	0.135416666666667	0.361111111111111	0.184126984126984	0.518518518518518	0.0833333333333333	0.0833333333333333	0.148148148148148	0.305555555555556	0.0625
chr11:120585097-120585313	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0.285714285714286	0.666666666666667	0.25	0.5	0.333333333333333	0.6	0.6	0.4	0	0.5	0.75	0.2	0.5	0	0.5	0.5	0.5	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.0634920634920635	0.0740740740740741	0	0.125	0.0634920634920635	0.125	0.0740740740740741	0.2	0.294871794871795	0	0.0952380952380952	0.0333333333333333	0	0.111111111111111	0.492374727668845	0.661111111111111
chr11:123388493-123388711	0.111111111111111	NA	0	0	0.166666666666667	0.166666666666667	0	0	NA	0	NA	NA	NA	0.8	0.857142857142857	0.75	0.777777777777778	1	0.666666666666667	0.875	0.5	0.5	0.8	0.8	0.5	0.4	0.5	0.5	0.777777777777778	0.75	0	0	NA	NA	NA	NA	NA	0.222222222222222	0.111111111111111	0.222222222222222	0.0952380952380952	0.133333333333333	0.111111111111111	0.166666666666667	0.0952380952380952	0.166666666666667	0.133333333333333	0.385714285714286	0.142857142857143	0.571428571428572	0.166666666666667	0.222222222222222	0.142857142857143	0.133333333333333	0.777777777777778	0.259259259259259
chr11:133529311-133529452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0.666666666666667	1	0	1	0.333333333333333	0.666666666666667	0.5	0.666666666666667	0.75	0.75	1	0	1	0.5	0.5	0.75	NA	NA	NA	NA	NA	NA	NA	0.466666666666667	0.0666666666666667	0.466666666666667	0.166666666666667	0.239393939393939	0.0666666666666667	0.15	0.166666666666667	0.15	0.239393939393939	0.388888888888889	0.0476190476190476	0.166666666666667	0.888888888888889	0.833333333333333	0.5	0.0555555555555556	0.270833333333333	0.0740740740740741
chr11:20632357-20632581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.833333333333333	0.5	0.666666666666667	0.25	0.5	0.666666666666667	0.833333333333333	0.5	0.8	0.25	0.571428571428571	0.333333333333333	0.666666666666667	0.5	0.5	0.5	0.5	0.166666666666667	NA	NA	NA	NA	NA	NA	0.0333333333333333	0.0833333333333333	0.0333333333333333	0.0555555555555556	0.5	0.0833333333333333	0.677777777777778	0.0555555555555556	0.677777777777778	0.5	0.166666666666667	0.166666666666667	0.833333333333333	0.166666666666667	0.333333333333333	0	0.166666666666667	0.410660038663353	0.455128205128205
chr11:44622621-44622687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0740740740740741	0.266666666666667	1	0	0.5	0.5	0.5	0.888888888888889	0.933333333333333	0.25	0.933333333333333	0.933333333333333	NA	1	0.25	0.166666666666667	0.111111111111111	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.111111111111111	0	0	0.5	0.111111111111111	0.5	0	0	0	0.5	0	NA	0	NA	0.0303030303030303	0.0392156862745098
chr11:44649609-44649641	NA	NA	0.277777777777778	NA	NA	NA	0.958333333333333	1	NA	1	NA	NA	NA	0.15	1	1	1	0.182539682539683	0.194444444444444	0.457407407407407	0.657051282051282	0.962962962962963	0.5	0	NA	NA	0.511904761904762	0.5	0.0833333333333333	1	NA	0	NA	NA	0.111111111111111	NA	NA	0.511904761904762	0	0.511904761904762	0	0.614718614718615	0	0.277777777777778	0	0.277777777777778	0.614718614718615	NA	0.293154761904762	0.0666666666666667	0.0555555555555556	NA	0.5	0.037037037037037	0.425462962962963	0.0381263616557734
chr11:45670341-45670390	NA	0	0.166666666666667	0.375	1	1	0.388888888888889	NA	NA	1	NA	NA	NA	0.761904761904762	0.222222222222222	0.133333333333333	0.472222222222222	1	1	0.472222222222222	0.682539682539682	1	0.388888888888889	0.198039215686275	1	0.944444444444445	1	1	0.232323232323232	0.892857142857143	0.166666666666667	NA	NA	NA	NA	0.166666666666667	NA	0.3625	0	0.3625	0.174242424242424	0.358585858585859	0	0.375980392156863	0.174242424242424	0.375980392156863	0.358585858585859	0.605555555555556	0.554166666666667	1	0.0666666666666667	0.0333333333333333	0.0833333333333333	0.533333333333333	0.170764953815801	0.149553790330489
chr11:45674840-45674989	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0.666666666666667	0.5	0.5	0.75	0.19047619047619	0.5	0.2	0.75	0.166666666666667	0.133333333333333	0.6	0.5	1	0.333333333333333	0.6	1	1	NA	NA	NA	NA	NA	NA	NA	0.114197530864198	0.0277777777777778	0.114197530864198	0.0652173913043478	0.166666666666667	0.0277777777777778	0.0833333333333333	0.0652173913043478	0.0833333333333333	0.166666666666667	0.111111111111111	0.163888888888889	0.111111111111111	0.148148148148148	0.0833333333333333	0	0.0555555555555556	0.0555555555555556	0.0229885057471264
chr11:47611758-47611774	0.277777777777778	1	0.277777777777778	0.277777777777778	0.819444444444445	0.425925925925926	0.166666666666667	0.5	0	0.666666666666667	0.569444444444444	0.422222222222222	0.701388888888889	1	0.541125541125541	0.388888888888889	1	0.759259259259259	1	0.692640692640693	NA	1	NA	0.277777777777778	0.770562770562771	0.333333333333333	1	1	NA	1	0.111111111111111	0.518518518518518	0.0277777777777778	0.37037037037037	0.458333333333333	0.0138888888888889	0.351851851851852	0.322510822510822	NA	0.322510822510822	0	0	NA	0	0	0	0	0.0185185185185185	NA	0.377777777777778	NA	NA	NA	0	0.691547908701193	0.708624294788338
chr11:58875356-58875481	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.833333333333333	0.277777777777778	0	0.166666666666667	0.222222222222222	0.208333333333333	0.233333333333333	0.133333333333333	0.555555555555555	0.25	0.75	0.916666666666667	0.25	0.5	1	0.96969696969697	0.5	NA	NA	NA	NA	NA	NA	NA	0.0208333333333333	0.0555555555555556	0.0208333333333333	0.0238095238095238	0.0277777777777778	0.0555555555555556	0.0384615384615385	0.0238095238095238	0.0384615384615385	0.0277777777777778	0.0416666666666667	0.0925925925925926	0.0833333333333333	1	NA	0	0	0.0101010101010101	0.0151515151515152
chr11:58942368-58942440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.976190476190476	0.703703703703704	0.656410256410256	0.656410256410256	0.407407407407407	0.388888888888889	0.333333333333333	0.610119047619048	0.0952380952380952	0.888888888888889	0.5	0.952380952380952	0	0.65	0.5	0.527777777777778	0.652777777777778	NA	NA	NA	NA	NA	NA	NA	0.555555555555555	0.111111111111111	0.555555555555555	0.541666666666667	0.154761904761905	0.111111111111111	0.224242424242424	0.541666666666667	0.224242424242424	0.154761904761905	0.140740740740741	0.46031746031746	0.130952380952381	0.266666666666667	0.111111111111111	0.222222222222222	0.0833333333333333	0.13560062381201	0.217171717171717
chr11:60468975-60469068	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.351851851851852	0.133333333333333	0.26797385620915	0.944444444444445	0.533333333333333	0.966666666666667	0.277777777777778	0.290196078431373	0.5	0.677777777777778	0.571428571428572	0.133333333333333	1	0.916666666666667	0.6	0.355555555555556	0.0952380952380952	0.166666666666667	NA	NA	NA	NA	NA	NA	0.178174603174603	0.0833333333333333	0.178174603174603	0.208168642951252	0.228571428571429	0.0833333333333333	0.179365079365079	0.208168642951252	0.179365079365079	0.228571428571429	0.2	0.0666666666666667	0.361111111111111	0.3	0.722222222222222	0.0238095238095238	0.131313131313131	0.314503205128205	0.333333333333333
chr11:67777822-67777905	0.0476190476190476	0.0909090909090909	0.0666666666666667	0	0	0	0	0.317460317460317	0.284313725490196	0.222222222222222	0.3	0.239316239316239	0.229166666666667	0.346153846153846	0	0.0833333333333333	0.5	0.0666666666666667	0.0555555555555556	0.166666666666667	0.0666666666666667	0.0416666666666667	0.0416666666666667	0.0476190476190476	0.5	0.111111111111111	0.0952380952380952	0.142857142857143	0.0714285714285714	0	0.05	0	0	0	0.0555555555555556	0.0666666666666667	0	0	0.0333333333333333	0	0	0.0238095238095238	0.0333333333333333	0.125	0	0.125	0.0238095238095238	0	NA	0.0128205128205128	0.0185185185185185	0	NA	NA	0.202852852852853	0.0246913580246914
chr11:72532978-72533044	1	0.706837606837607	0	0	0.404761904761905	0.0166666666666667	0.155555555555556	0.404761904761905	0	0	0	0.2	0.214285714285714	0.222222222222222	0.720740740740741	0.195564892623716	1	0.457860998650472	0.02	0.554154995331466	0.95119825708061	0.772380952380952	0.840584415584416	NA	0.771027568922306	0.921428571428571	NA	0.422222222222222	0.74	0.744444444444444	0	0.411111111111111	0	0	0	0	0	0	0	0	0.487675070028011	0	0	0.0409090909090909	0.487675070028011	0.0409090909090909	0	0.0200501253132832	0.426212121212121	0	0.38	1	0	NA	0.319311306885688	0.122097253368601
chr11:88785446-88785657	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.666666666666667	1	0.75	0.5	0.5	0.5	0.5	0.666666666666667	1	0.5	0	0.5	1	0	0.5	0.5	0.5	NA	NA	NA	NA	NA	NA	NA	0.583333333333333	0.0833333333333333	0.583333333333333	0.0769230769230769	0.412698412698413	0.0833333333333333	0.151515151515152	0.0769230769230769	0.151515151515152	0.412698412698413	0.644444444444444	0.133333333333333	0.208333333333333	0.2	0.166666666666667	0.333333333333333	0.476190476190476	0.0208333333333333	0.05
chr12:112560872-112560977	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.434343434343434	0.75	0.166666666666667	0.333333333333333	0.5	0.652777777777778	0.407407407407407	1	0.0476190476190476	0.133333333333333	0.5	NA	1	1	0.133333333333333	0.412698412698413	0.6	NA	NA	NA	NA	NA	NA	NA	0.138095238095238	0.412698412698413	0.138095238095238	0.115384615384615	0.145833333333333	0.412698412698413	0.284090909090909	0.115384615384615	0.284090909090909	0.145833333333333	0.291666666666667	0.347222222222222	0	0.0277777777777778	0.0666666666666667	0.225925925925926	0.186868686868687	0.143589743589744	0.441666666666667
chr12:128445428-128445691	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.185185185185185	0.155555555555556	0.148148148148148	0.148148148148148	0.444444444444444	0.571428571428572	0.111111111111111	0.142857142857143	0.6	0.916666666666667	0.166666666666667	0.8	0.666666666666667	0.111111111111111	0.0833333333333333	0.714285714285714	0.5	NA	0	NA	NA	NA	NA	NA	0.117647058823529	0.0416666666666667	0.117647058823529	0.0634920634920635	0.187830687830688	0.0416666666666667	0.0952380952380952	0.0634920634920635	0.0952380952380952	0.187830687830688	0.0833333333333333	0.0454545454545454	0.111111111111111	0.0925925925925926	0.15	0.0666666666666667	0.096969696969697	0.0740740740740741	0.0718390804597701
chr12:54764117-54764347	0.616666666666667	0.738163096163096	0.889040060468632	0.661340147947291	0.809532162185163	0.311544606446567	0.151015406162465	0.667807193532684	0.146067439422836	0.475201494518539	0.112383800816654	0.298165221302891	0.128262500909873	0.721194491057505	0.699152331497901	0.378580159336462	0.39667616334283	0.519443200477683	0.403128155007854	0.569905956112853	0.289608011036583	0.449519230769231	0.431363636363636	0.761912492269635	0.850765306122449	0.98827117053718	0.679166666666667	0.603329210472068	0.134502635046113	0.994660564454615	0.0253968253968254	0.792553405200464	0.104979823401143	0.168037599847735	0.24701827172728	0.307238008809216	0.159283033577153	0.219827742131932	0.0278935185185185	0.219827742131932	0.403270450460323	0.514572357880704	0.0278935185185185	0.826683740892418	0.403270450460323	0.826683740892418	0.514572357880704	0.608633493055756	0.366190476190476	0.0763152454780362	0.00111111111111111	0.0669299450549451	0	0.018140589569161	0.148530922971274	0.127324345067895
chr12:58129406-58129487	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.758333333333333	0.478787878787879	0.843434343434343	0.466666666666667	1	0.111721611721612	0.533333333333333	0.194444444444444	0.253968253968254	0.539351851851852	0.555555555555555	0.166666666666667	0.583333333333333	0.412698412698413	0.5	0.6	0.6	NA	NA	NA	NA	NA	NA	NA	0.235964912280702	0	0.235964912280702	0.125	0.0666666666666667	0	0.09375	0.125	0.09375	0.0666666666666667	0.249350649350649	0.229166666666667	0.0535714285714286	1	0.0833333333333333	0	NA	0.0339487179487179	0.209212316918464
chr12:8186409-8186516	0.166666666666667	1	0.166666666666667	NA	0.0238095238095238	0.0416666666666667	0.466666666666667	NA	0.0408333333333333	0.0376984126984127	0.0138888888888889	0	0.0476190476190476	0.742424242424243	0.0476190476190476	0.5	0.133333333333333	0.142857142857143	0.866666666666667	0.444444444444444	0.933333333333333	0.365079365079365	0.457142857142857	0.111111111111111	0.888888888888889	1	0.133333333333333	0.222222222222222	0.6	0.5	0	0	0	0.0673076923076923	0	0	0.0185185185185185	0.0892857142857143	0.0555555555555556	0.0892857142857143	0.159090909090909	0.1	0.0555555555555556	0.1	0.159090909090909	0.1	0.1	0.111111111111111	0.133333333333333	0.380555555555556	0.211111111111111	0.388888888888889	0.166666666666667	NA	0.158201058201058	0.0797720797720798
chr13:108732275-108732414	NA	0.166666666666667	0.111111111111111	NA	NA	1	0.888888888888889	NA	NA	0	NA	NA	NA	0.185185185185185	0.266666666666667	0.666666666666667	0.75	0.148148148148148	0.25	0.666666666666667	0.666666666666667	0.6	0.5	0.833333333333333	0.666666666666667	0.5	NA	0.75	0.6	0.5	NA	0	NA	NA	NA	NA	NA	0.124756335282651	0.133333333333333	0.124756335282651	0.2	0.1	0.133333333333333	0.276190476190476	0.2	0.276190476190476	0.1	0.266666666666667	0.566666666666667	0.0694444444444444	0.125	0.222222222222222	0.5	0.0833333333333333	0.232142857142857	0.232441471571906
chr13:85384916-85385135	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.5	0.5	0.5	0.6	0.5	0.666666666666667	0.2	0.6	0.333333333333333	0.6	0.5	0.5	0.5	0.666666666666667	0.666666666666667	0.833333333333333	0.5	NA	NA	NA	NA	NA	NA	NA	0.469047619047619	0.214285714285714	0.469047619047619	0.133333333333333	0.427350427350427	0.214285714285714	0.329411764705882	0.133333333333333	0.329411764705882	0.427350427350427	0.404040404040404	0.0952380952380952	0.322222222222222	0.422222222222222	0.2	0.111111111111111	0.222222222222222	0.294871794871795	0.105847953216374
chr13:99215704-99215811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.833333333333333	0.666666666666667	0.916666666666667	0.361111111111111	1	0.133333333333333	0.133333333333333	0.833333333333333	0.666666666666667	0.420512820512821	0.133333333333333	1	0.5	0.111111111111111	0.666666666666667	0.248366013071895	0.333333333333333	NA	NA	NA	NA	NA	NA	NA	0.139423076923077	0.0303030303030303	0.139423076923077	0.0833333333333333	0.0666666666666667	0.0303030303030303	0.122222222222222	0.0833333333333333	0.122222222222222	0.0666666666666667	0.136111111111111	0.466666666666667	0.287179487179487	0	0.0972222222222222	0	0.0185185185185185	0.566666666666667	0.615203761755486
chr14:101292224-101292305	0	0.188888888888889	0.5	0	1	0	0.0185185185185185	1	0.93047619047619	0.404188948306595	0.525757575757576	0.614666666666667	0.249206349206349	0.771978609625668	0.32	0.357303314571607	0.187058823529412	0.507142857142857	0.503333333333333	0.944444444444445	0.740541164824286	0.471666666666667	0.186868686868687	0.840584415584416	0.5	NA	1	0.0875	0.571978609625668	0.744957264957265	0	0	0	1	NA	0.0635281385281385	NA	0.143939393939394	NA	0.143939393939394	0.156892230576441	0	NA	0.486363636363636	0.156892230576441	0.486363636363636	0	NA	0.0738562091503268	0.02	0.177777777777778	0.157142857142857	0	0.01	0.393694939329374	0.455322974379839
chr14:76334297-76334454	0.25	NA	0.5	0.412698412698413	0.222222222222222	0	0.111111111111111	0.0555555555555556	NA	NA	0.277777777777778	NA	NA	0.916666666666667	1	0.75	0.179487179487179	0.962962962962963	0.857142857142857	0.933333333333333	0.788888888888889	0.388888888888889	0.742424242424243	0.666666666666667	1	0.944444444444445	1	0.966666666666667	0.958333333333333	0.916666666666667	NA	NA	NA	NA	0	NA	NA	0.444444444444444	0.306060606060606	0.444444444444444	0.19047619047619	0.157575757575758	0.306060606060606	0.175925925925926	0.19047619047619	0.175925925925926	0.157575757575758	1	0.206349206349206	0.178571428571429	1	0.111111111111111	0.222222222222222	0.277777777777778	0.31464791427478	0.178454510848877
chr15:39871864-39872036	1	NA	0.277777777777778	NA	0.277777777777778	NA	NA	NA	NA	NA	NA	NA	NA	0.479166666666667	0.630128205128205	0.583333333333333	0.416666666666667	0.694444444444444	0.454545454545455	0.323809523809524	0.814035087719298	0.213675213675214	0.916666666666667	0.122222222222222	0.861111111111111	1	0.122222222222222	0.555555555555555	0.3125	0.533333333333333	1	0.166666666666667	NA	NA	NA	NA	NA	0.0125	0.0222222222222222	0.0125	0.12	0.0111111111111111	0.0222222222222222	0.114832535885167	0.12	0.114832535885167	0.0111111111111111	0.147142857142857	0.27	0	0.0714285714285714	0.25	0	0.14025974025974	0.631861564808425	0.0691919191919192
chr15:39872048-39872092	1	NA	NA	NA	0.593333333333333	NA	NA	NA	NA	NA	NA	NA	NA	0.795	0.138720538720539	0.00740740740740741	0.282010582010582	0.453650793650794	0.7443541295306	0.316507936507937	0.533333333333333	0.779059829059829	0.968376068376068	0.405982905982906	0.384761904761905	1	0.75	0.822222222222222	0.267118933697881	0.119444444444444	0.42	NA	NA	NA	NA	NA	NA	0	0.237142857142857	0	0.157365510306687	0.166666666666667	0.237142857142857	0.194654217242453	0.157365510306687	0.194654217242452	0.166666666666667	NA	0.94	0	0.0222222222222222	0.0222222222222222	0	0.358333333333333	0.297740604741829	0.106308179837592
chr15:68572272-68572349	NA	NA	NA	1	NA	0	1	NA	NA	NA	NA	NA	NA	0.6	0.312820512820513	0.455555555555556	1	0.583333333333333	0.355555555555556	0.366666666666667	0.555555555555555	0.3	0.533333333333333	0.412698412698413	1	0.933333333333333	0.6	0.1	0.518518518518518	0.222222222222222	NA	NA	NA	NA	NA	NA	NA	0.180555555555556	0.716666666666667	0.180555555555556	0.130952380952381	0.142701525054466	0.716666666666667	0.257478632478633	0.130952380952381	0.257478632478633	0.142701525054466	0.0476190476190476	0.522727272727273	0.0416666666666667	0.110119047619048	0.107142857142857	0	0.0416666666666667	0.110526315789474	0.225490196078431
chr15:73133225-73133394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	0.5	0.5	0.5	0.666666666666667	0.5	0.5	0.857142857142857	0.666666666666667	1	0.5	1	1	1	0.5	0.75	1	NA	NA	NA	NA	NA	NA	NA	0.266666666666667	0.142857142857143	0.266666666666667	0.218045112781955	0.5	0.142857142857143	0.320833333333333	0.218045112781955	0.320833333333333	0.5	0.111111111111111	0.430555555555556	0.0833333333333333	0.407407407407407	0.258333333333333	NA	0.133333333333333	0.925925925925926	0.583333333333333
chr15:74075571-74075662	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	1	NA	0.323809523809524	0.272727272727273	1	1	0.434343434343434	0.944444444444445	0.222222222222222	0.6	0.422222222222222	0.430555555555556	0.796296296296296	0.666666666666667	0.25	0.666666666666667	1	0.434343434343434	1	NA	NA	NA	NA	NA	NA	NA	0.357638888888889	0.111111111111111	0.357638888888889	0.11624649859944	0.236111111111111	0.111111111111111	0.256892230576441	0.11624649859944	0.256892230576441	0.236111111111111	0.222222222222222	0.96969696969697	0.811111111111111	0.2	0.222222222222222	0.407407407407407	0.2	0.578771228771229	0.779784946236559
chr15:81476700-81476895	NA	NA	1	1	NA	NA	1	NA	NA	NA	NA	NA	NA	0.2	0.4	0.833333333333333	0.25	0.5	0.333333333333333	0.285714285714286	0.25	0.5	0.5	0.666666666666667	0.5	0.5	0	0.666666666666667	0.375	0.5	NA	1	NA	NA	NA	NA	NA	0.361111111111111	0.583333333333333	0.361111111111111	0.0952380952380952	0	0.583333333333333	0.0666666666666667	0.0952380952380952	0.0666666666666667	0	0.0476190476190476	0.0740740740740741	0.0833333333333333	0.0555555555555556	0.0833333333333333	0.0666666666666667	0	0.317111459968603	0.236111111111111
