	Pvalue	FDR	Delta	MG1	MG2
chr15:86298535-86298603	3.71633589344513e-05	0.0388371339549934	0.427645838208002	0.71389000098895	0.286244162780948
chr16:85243202-85243212	1.22031370137303e-06	0.0047520124907558	0.394578553876645	0.770025749234756	0.37544719535811
chr16:85554644-85554714	1.41199244150383e-08	0.00102597570112152	0.389690687359167	0.45643428641609	0.0667435990569224
chr16:87261080-87261129	1.20023284579591e-06	0.0047520124907558	0.469035780534764	0.757406733456265	0.288370952921501
chr16:88096831-88096867	3.75372751370865e-06	0.0081930365984311	0.406108519829238	0.741093673849842	0.334985154020604
chr16:89336532-89336626	2.21570545071063e-05	0.0292029978403661	0.40149611464999	0.761743267612247	0.360247152962256
chr16:89515224-89515240	3.22355358431412e-05	0.0358651734504144	0.417918892373893	0.646552779044206	0.228633886670313
chr17:44173873-44173936	7.43857372680143e-08	0.00139876417523477	0.759258931800914	0.925926863520209	0.166667931719295
chr17:521801-521890	2.39447503676649e-05	0.031081011575725	0.475970506304311	0.833273061487758	0.357302555183447
chr17:71304910-71304938	1.59778993721779e-05	0.0228137773202413	0.365561619308161	0.707154252512909	0.341592633204748
chr17:73973238-73973371	7.98653350881218e-06	0.0139633944020396	0.472953892709659	0.749524850612234	0.276570957902575
chr17:76522917-76522936	1.89360186093745e-05	0.0257499795915097	0.454684294777894	0.752054125878459	0.297369831100565
chr18:1773562-1773717	1.66532577016055e-06	0.00570673834918616	0.642160495780667	0.679198580283768	0.0370380845031007
chr18:2536599-2536728	3.95227335912147e-07	0.00276372996518915	0.613542099704704	0.768056889808836	0.154514790104132
chr18:9846243-9846399	2.67846858571911e-05	0.032780629105508	0.386749096287389	0.524348993277226	0.137599896989837
chr19:12984452-12984467	6.96743912399661e-07	0.00331611394307105	0.533853967475463	1.00000166164675	0.466147694171291
chr19:35502952-35503104	4.04810026632722e-07	0.00276372996518915	0.461603307058098	0.712144915871291	0.250541608813192
chr19:45261281-45261367	2.8540221855743e-05	0.0339584564023731	0.276877564486419	0.769238463013343	0.492360898526924
chr1:115053283-115053318	3.49963606477075e-05	0.0374767277086138	0.00623028137095196	0.0062309571711284	6.75800176438573e-07
chr1:154733917-154734031	4.27268631648392e-05	0.0415955723560429	0.533333170229313	0.583334477928356	0.0500013076990425
chr1:15683468-15683557	2.6191323295323e-05	0.0326986683024141	0.45695771613724	0.813492977075894	0.356535260938653
chr1:17581903-17582000	2.21118256569295e-05	0.0292029978403661	0.497514556928589	0.87418387775534	0.376669320826751
chr1:224201669-224201684	2.30595895158446e-07	0.00219501670424712	-0.698621475196546	0.0439293851251843	0.74255086032173
chr1:26682614-26682699	1.40660139572733e-05	0.0204243290799932	0.50234593031979	0.707273999408251	0.204928069088461
chr1:27677807-27677859	2.7295896464917e-06	0.00702949838333491	0.444272315580763	0.735687924697267	0.291415609116504
chr1:46088591-46088608	4.02357212797712e-06	0.0081930365984311	0.4463507852692	0.636310524141804	0.189959738872604
chr1:56353664-56353923	2.32926350110298e-06	0.00688096565998248	0.576131799719221	0.882716932671184	0.306585132951963
chr1:724299-724309	8.16367558792325e-08	0.00139876417523477	-0.768148945351533	0.120741363845545	0.888890309197078
chr20:31061282-31061388	7.3990411146423e-07	0.00333618869627056	0.420968076920359	0.634529367849158	0.2135612909288
chr20:47550476-47550526	1.38368020715594e-05	0.0204243290799932	0.482010680056467	0.859789468644994	0.377778788588527
chr22:18339727-18339924	1.22083975188435e-05	0.0192021459588585	0.483365154603386	0.970487152275625	0.487121997672239
chr22:21037346-21037421	3.46750110966276e-05	0.0374767277086138	-0.467460359557385	0.282540739321457	0.750001098878842
chr2:110798982-110799018	1.80981598062125e-05	0.0254175303376758	0.498273406627016	0.689891403423704	0.191617996796689
chr2:174890706-174890742	3.04381980114362e-05	0.034311058205786	0.305967245803316	0.808799222594988	0.502831976791672
chr2:215780491-215780681	2.63795513640561e-06	0.00702949838333491	0.491956743393388	0.676740839475611	0.184784096082223
chr2:22451526-22451591	3.71733977391089e-05	0.0388371339549934	0.521050787510922	0.637490756026015	0.116439968515093
chr2:23178424-23178558	4.02321458651419e-05	0.0405492698384318	0.369132726803299	0.541488274350738	0.172355547547439
chr2:240646189-240646202	4.25837349796126e-05	0.0415955723560429	0.337433810008537	0.682542792825343	0.345108982816806
chr2:241536311-241536480	2.78980909342111e-06	0.00702949838333491	0.579503499046143	0.84680610549183	0.267302606445687
chr2:24259989-24260111	1.87973144738821e-05	0.0257499795915097	0.542507484825771	0.850695395496055	0.308187910670284
chr2:242736929-242736995	5.20407866809279e-05	0.0474290871803733	0.335037546880531	0.482589441211307	0.147551894330775
chr2:46189906-46189982	6.49614160064612e-06	0.0118409457644118	0.535131856397372	0.932540543956427	0.397408687559054
chr2:90449738-90449746	2.1560746522134e-07	0.00219501670424712	0.217412687746562	0.21741348417242	7.96425857854046e-07
chr3:172313106-172313126	3.51950740478928e-07	0.00276372996518915	0.528806741552301	0.760906337508202	0.232099595955901
chr3:19189721-19189796	3.8067447334347e-06	0.0081930365984311	0.00351837821479403	0.00368550210038003	0.000167123885586
chr4:129219443-129219591	9.47970747252033e-06	0.0159240497876631	0.547443258987574	0.895623889888416	0.348180630900842
chr4:153700127-153700548	2.97290093402356e-05	0.0339584564023731	0.00347420691845021	0.00347506791931077	8.61000860558159e-07
chr4:4388803-4389026	2.91289430331808e-05	0.0339584564023731	0.00128136978930847	0.00139338829118445	0.000112018501875983
chr4:59226890-59227060	4.87184486459273e-06	0.00927490998999243	0.566819894489121	0.631314088583576	0.0644941940944544
chr5:127445159-127445257	1.29224094356977e-06	0.00481331659285314	0.546100780540462	0.703451874316314	0.157351093775852
chr5:173043254-173043282	3.59277121905517e-08	0.00102597570112152	-0.15657913052034	0.0402930419998197	0.196872172520159
chr5:6712293-6712650	1.23277463258692e-05	0.0192021459588585	0.00175196055898772	0.00187178089919421	0.000119820340206488
chr5:72733500-72733512	3.34875183359529e-06	0.0081930365984311	0.0280368979991843	0.0280379212350778	1.02323589347884e-06
chr5:76082240-76082284	9.87865650071262e-06	0.016275086584924	-0.333332776989573	0.666667850082298	1.00000062707187
chr6:11634101-11634237	3.86633013947831e-06	0.0081930365984311	0.432936404647156	0.596799110008808	0.163862705361651
chr6:131272685-131272758	4.22145602550867e-05	0.0415955723560429	0.443067600973095	0.737555057291493	0.294487456318397
chr6:149816834-149816973	2.6624557917909e-08	0.00102597570112152	0.678599622365508	1.00000063425403	0.321401011888524
chr6:56949551-56949571	2.96646229876784e-05	0.0339584564023731	0.518476952260281	0.877452141391064	0.358975189130784
chr6:70708310-70708393	1.95876004891343e-06	0.00621507308853382	0.631904800083757	0.947531110396959	0.315626310313202
chr6:71874735-71874757	4.18521951364109e-06	0.0081930365984311	0.47554700688275	0.69145597501991	0.215908968137159
chr6:90188821-90188932	1.27908550849991e-05	0.0195677241987834	0.438008185852831	0.513331175949135	0.0753229900963047
chr7:151216757-151216773	4.83902760334274e-07	0.00276372996518915	0.0752852732887302	0.0800412591842378	0.00475598589550765
chr7:155549749-155549913	4.160461647761e-06	0.0081930365984311	0.572945969192423	0.95833438052421	0.385388411331787
chr7:27147634-27147661	4.57963069443441e-05	0.0426453219121952	0.461480292108713	0.62245335608429	0.160973063975577
chr8:130995989-130996030	9.29086207858783e-06	0.0159189630854524	0.428888411721185	0.692329265219994	0.263440853498808
chr8:133906082-133906102	2.12657470286735e-07	0.00219501670424712	-0.476372509453829	0.523628143417221	1.00000065287105
chr8:140969281-140969296	4.8041845910854e-07	0.00276372996518915	0.500555417045641	0.83889014161757	0.338334724571929
chr8:62674067-62674299	4.20793288585232e-06	0.0081930365984311	0.734633879159693	0.850428603280857	0.115794724121164
chr9:124487363-124487494	5.58522743337779e-06	0.0104018790047277	0.319841845151848	0.929760147143742	0.609918301991894
chr9:130283332-130283531	3.79317415752191e-06	0.0081930365984311	0.470849620942947	0.635186095062525	0.164336474119578
chr9:133748466-133748663	2.25092992211875e-06	0.00688096565998248	0.391239557774743	0.699893899855044	0.308654342080302
chr9:139741469-139741492	3.97985380085202e-05	0.0405492698384318	-0.212730086682791	0.0695196368683265	0.282249723551117
chr9:38137569-38137654	4.38375713818887e-05	0.0421866203207885	0.48166177096695	0.648546018669471	0.166884247702521
chr9:97392119-97392340	2.17159254932414e-07	0.00219501670424712	0.66825367801784	0.974360217353854	0.306106539336014
