""	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCP"	"CCT"	"CCT"	"CCT"	"CCT"	"CCT"	"CCT"	"CCT"	"CCT"	"CCT"	"CCT"	"CCT"	"CCT"	"CCT"	"NCT"	"NCT"	"NCT"	"NCT"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"NP-Kun"	"WB"	"WB"	"WB"
"chr13:79180549-79180652"	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.166666666666667	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.166666666666667	0.0555555555555556	0	0	0	0.0476190476190476	0	0.0666666666666667	0	0	0.0666666666666667	0.133333333333333	0.5	0.0765619673550209	0	0.0833333333333333	0	0	1	0	0	0.0833333333333333	0.0740740740740741	0	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0.28286721263858	0.28286721263858	0.181216931216931	0.28286721263858	0.0224680594971395	0	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0454545454545454	0.133333333333333	0.0454545454545454	0.0263157894736842	0.0166666666666667	0.133333333333333	0.037037037037037	0.0263157894736842	0.037037037037037	0.0166666666666667	0	0.166666666666667	0.0476190476190476	0.0416666666666667	0.0333333333333333	0.0666666666666667	0	0.0489115646258503	0.0188172043010753	0.0333333333333333	0.125	0
"chr15:65134558-65134681"	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0	0	0.0666666666666667	0	0	0	0	0	0.0765619673550209	0	0	0	0.0765619673550209	0	0	0	0.0765619673550209	0.179040748775828	0.179040748775828	0	0	0	0	1	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0	0.28286721263858	0.28286721263858	0.111111111111111	0.28286721263858	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0	0	0	0	0	0	0	0	0	0	0.0224680594971395	0.0224680594971395	0.0224680594971395	0	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0168413696715584	0.0427536231884058	0.0952380952380952	0	0
"chr15:72036309-72036408"	0	0	0	0	0.0765619673550209	0	0	0.0765619673550209	0.0765619673550209	0	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.25	0.25	0.0555555555555556	0	0	0.0833333333333333	0.111111111111111	0.428571428571429	0.5	0.133333333333333	0	0.666666666666667	0	0	0	0.5	0.0765619673550209	0	0.179040748775828	0.333333333333333	0	0.5	0.111111111111111	0	0	0	0.179040748775828	0.179040748775828	0.0277777777777778	0.179040748775828	1	0	0.00709219858156028	0.28286721263858	0	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0138888888888889	0.0151515151515152	0.0138888888888889	0	0.125	0.0151515151515152	0.0208333333333333	0	0.0208333333333333	0.125	0.0333333333333333	0	0	0.0952380952380952	0.0138888888888889	0	0	0.0116279069767442	0.0111111111111111	0.0769230769230769	0.166666666666667	0.0256410256410256
"chr16:12997853-12997966"	0	0.0765619673550209	0.5	0.0765619673550209	0	0	0	0	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.333333333333333	0	0	0	0.0833333333333333	0.0555555555555556	0.0666666666666667	0.111111111111111	0	0.0476190476190476	0	0	0.0765619673550209	0	0	0	0	0	0	0.5	0	0.333333333333333	0.0666666666666667	0.0740740740740741	0.179040748775828	0.179040748775828	0.166666666666667	0.179040748775828	0	0.179040748775828	0.28286721263858	0.28286721263858	0.102564102564103	0.28286721263858	0	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0277777777777778	0.0416666666666667	0.0277777777777778	0.0833333333333333	0	0.0416666666666667	0.0833333333333333	0.0833333333333333	0.0833333333333333	0	0.0476190476190476	0	0.0185185185185185	0	0.0555555555555556	0	0.0333333333333333	0	0.00694444444444444	0	0	0
"chr16:21530339-21530347"	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0	0.0765619673550209	0.0765619673550209	0	0	0.0765619673550209	0	0	0.0765619673550209	0.111111111111111	0.0765619673550209	0.0765619673550209	0.0765619673550209	0	0	1	0.179040748775828	0	0	0	0	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0	0.28286721263858	0.28286721263858	1	0.28286721263858	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0	0	0	0	0.0224680594971395	0	0	0	0	0.0224680594971395	0	0	0	0	0.0224680594971395	0.0224680594971395	0.0224680594971395	0	0	0	0	0.0833333333333333
"chr16:28432810-28432903"	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.5	0.0765619673550209	0.0765619673550209	0.0765619673550209	1	0.0765619673550209	1	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.888888888888889	0.722222222222222	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	1	1	0.518518518518518	0.892857142857143	1	0.28286721263858	0.134006734006734	0.28286721263858	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0518768173407349	0.151910660660661	0.060044734285116	0.060044734285116	0
"chr16:72821563-72821613"	0.0765619673550209	0.0765619673550209	0.72847442680776	0.0765619673550209	0	0.0765619673550209	0.0765619673550209	0	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0	0	0	0	0	0.00595238095238095	0	0	0.0181355349157207	0	0.897765246449457	0	0	0.0765619673550209	0	0	0	0.179040748775828	0.179040748775828	0	0	0.833146544813211	0	0.48337152690623	0.179040748775828	0	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0.28286721263858	0	0.450250993348481	0.28286721263858	0.0224680594971395	0	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.176587301587302	0	0.176587301587302	0.0224680594971395	0	0	0	0.0224680594971395	0	0	0.0224680594971395	0	0	0.0338271604938272	0	0.0224680594971395	0	0.0228507047642105	0.0003584229390681	0	0.060044734285116	0
"chr16:87526597-87526606"	0.0277777777777778	0.5	0.5	0.138888888888889	0	0	0	0.0277777777777778	0.0277777777777778	0	0	0.0765619673550209	0	0	0	0	0	0	0	0	0	0.0765619673550209	0.0765619673550209	0	0.0765619673550209	0.0765619673550209	0.0765619673550209	0	0	0	0.179040748775828	0.179040748775828	0	0.179040748775828	0	0	0.179040748775828	1	0	0.277777777777778	0.179040748775828	0.179040748775828	0.0833333333333333	0.28286721263858	0.5	0	0.28286721263858	0.0277777777777778	0.0277777777777778	0	0	0	0	0.0277777777777778	0	0	0	0	0	0	0	0	0	0	0	0.0224680594971395	0	0	0.0224680594971395	0.0224680594971395	0	0.130451318458418	0.118957065584855	0	0.060044734285116	0.060044734285116
"chr16:88601262-88601294"	0.0647619047619048	0.0765619673550209	0.847354497354497	0	0.0765619673550209	0	0	0.0765619673550209	0	0	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.5	0.0765619673550209	0	0	0	0.08	0.0133333333333333	0.0311111111111111	0.00666666666666667	0.173333333333333	0	0.744338624338624	0.0765619673550209	0.0457142857142857	0.954285714285714	0.020906432748538	0.0765619673550209	0.179040748775828	0.166666666666667	0.00952380952380952	0.841255411255411	0.05	0.179040748775828	0.520855614973262	0.179040748775828	0.179040748775828	0.179040748775828	0	0.179040748775828	1	0.28286721263858	0.28286721263858	0.887155727155727	0.28286721263858	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0301994301994302	0	0.0301994301994302	0.00888888888888889	0.0180995475113122	0	0.00606060606060606	0.00888888888888889	0.00606060606060606	0.0180995475113122	0.0224680594971395	0	0	0	0.0224680594971395	0	0.111111111111111	0.00599932591843613	0.00178571428571429	0.0666666666666667	0.125	0
"chr17:32750984-32751118"	0.0765619673550209	0.0765619673550209	0	0	0.0765619673550209	0.0765619673550209	0	0	0.0765619673550209	0.0765619673550209	0	0.0765619673550209	0.0765619673550209	0	0.0740740740740741	0.0833333333333333	0.166666666666667	0.19047619047619	0.111111111111111	0.133333333333333	0.0416666666666667	0	0.19047619047619	0	0.333333333333333	0.5	0.0952380952380952	0.142857142857143	0.104166666666667	0.111111111111111	0.277777777777778	0	0.0666666666666667	0.0952380952380952	0.0769230769230769	0.25	0.0714285714285714	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0	0.179040748775828	0.28286721263858	0.28286721263858	0.142857142857143	0.28286721263858	0.0224680594971395	0.0224680594971395	0	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0	0	0	0	0	0	0.0666666666666667	0	0.0666666666666667	0	0.037037037037037	0	0.0909090909090909	0.0277777777777778	0.0555555555555556	0.0166666666666667	0	0.027027027027027	0.0164319248826291	0.037037037037037	0.060044734285116	0
"chr17:80626633-80626639"	0.0765619673550209	0.0765619673550209	0	0	0	0	0	0	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0	0	0.222916666666667	0	0.0238095238095238	0	0	0.2	0	0	0	0.0185185185185185	0.0238095238095238	0	0	0	0	0	0.179040748775828	0.179040748775828	0	0	0.266190476190476	0	0.176282051282051	0.179040748775828	0.179040748775828	0.179040748775828	0	0.277777777777778	0.179040748775828	0.28286721263858	0.28286721263858	0.25	0.28286721263858	0.0224680594971395	0	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0	0	0	0.177777777777778	0	0	0	0.177777777777778	0	0	0	0.0666666666666667	0	0	0	0	0	0.0836823422998867	0.17484686629398	0	0.060044734285116	0.060044734285116
"chr18:55106930-55106964"	0	0	0.02	0	0.0333333333333333	0	0	0	0	0	0.108333333333333	0	0	0	0.00909090909090909	0	0.0277777777777778	0.00625	0	0	0	0	0.0125	0	0.0765619673550209	0	0	0.01	0	0	0.0333333333333333	0	0	0	0	0.0416666666666667	0.14	0.179040748775828	0	1	0.179040748775828	0.179040748775828	0.179040748775828	0	0	0.437954545454545	0.00357142857142857	0.122222222222222	0	0	0	0	0	0.0166666666666667	0	0	0	0	0	0	0	0	0	0	0.0166666666666667	0.00666666666666667	0	0	0	0	0	0.0194534808067664	0.152962283647943	0.060044734285116	0	0
"chr19:13950053-13950116"	0	0	0	0	0	0	0	0	0.0111111111111111	0.177777777777778	0	0	0	0	0.0476190476190476	0	0	0.243589743589744	0	0	0	0	0.103703703703704	1	0	0	0	0	0	0	0	0.179040748775828	0	0.847222222222222	0.5	0	0	0	0	0	0	0.179040748775828	0	0	0	0.11969696969697	0.895622895622896	0	0	0.037037037037037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0888888888888889	0	0	0	0.0224680594971395	0	0.0224680594971395	0	0	0.224242424242424	0.060044734285116	0.166666666666667
"chr19:14089529-14089543"	0.0765619673550209	0.0765619673550209	0	0.0765619673550209	0.0765619673550209	0	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0	0.0765619673550209	0.0765619673550209	0	0.0087719298245614	0	0	0	0	0	0	0.0765619673550209	0	0	0.0765619673550209	0	0.0765619673550209	0.0765619673550209	0	0	0.179040748775828	0.179040748775828	0.179040748775828	0	0	0.488095238095238	0.888888888888889	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0	0.28286721263858	0.380291005291005	0	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0	0.0224680594971395	0.0224680594971395	0	0	0	0.0224680594971395	0	0	0	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.00378787878787879	0.0637268667094566	0	0.060044734285116	0.060044734285116
"chr19:14089547-14089584"	0.0765619673550209	0.0765619673550209	0	0	0.0765619673550209	0	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0	0.0765619673550209	0.0765619673550209	0.00264550264550265	0.0082972582972583	0.00595238095238095	0	0	0.132647058823529	0	0	0	0	0	1	0	0.0765619673550209	0	0	0.00680272108843537	0.179040748775828	0.179040748775828	0.025	0.00952380952380952	0	0.498168498168498	0	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	0	0.28286721263858	0.492417209798899	0	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0	0.0224680594971395	0	0	0.0224680594971395	0.0224680594971395	0	0	0	0.0224680594971395	0	0	0.02	0.0224680594971395	0.0224680594971395	0	0	0.00867680405495531	0.0708271587183479	0.0125	0.060044734285116	0.060044734285116
"chr19:40939338-40939428"	0	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0765619673550209	0	0.0765619673550209	0.0765619673550209	0.0765619673550209	0.0416666666666667	0	0	0	0	0.0555555555555556	0.0555555555555556	0	0.0833333333333333	0	0	0.0765619673550209	0	0	0	0.111111111111111	0	0	0.179040748775828	0.0952380952380952	0	0.0666666666666667	0.5	0.111111111111111	0	1	0.179040748775828	0.179040748775828	0.179040748775828	0.179040748775828	1	0.28286721263858	0.1	0.243827160493827	0.0224680594971395	0	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.0224680594971395	0	0	0	0	0	0	0	0	0	0	0.0833333333333333	0	0	0	0	0	0	0.109022556390977	0.0738562091503268	0.0833333333333333	0.060044734285116	0.133333333333333
"chr1:203619653-203619712"	0	0	0	0	0	0	0.0765619673550209	0.276853305424734	1	0.0765619673550209	0	0.0765619673550209	0	0	0	0	0	0	0	0.331116035388899	0.0318660797652394	0	0	0	0	0.0765619673550209	0	0	0.00264550264550265	0	0.179040748775828	0.179040748775828	0.237210607150637	0	0	0	0.103262564972939	0	0	0.179040748775828	0	0	1	0.28286721263858	0	0.466289132060807	0.00153609831029186	0	0	0	0	0	0.0224680594971395	0	0	0.0224680594971395	0	0.0224680594971395	0.0224680594971395	0.0224680594971395	0.117261904761905	0.0224680594971395	0.117261904761905	0.0224680594971395	0	0	0.0224680594971395	0	0	0	0	0.00234772069747439	0.000175932441942294	0	0	0.060044734285116
