CHR	Dmr.Start	Dmr.End	Delta.beta	meth.Pvalue	Meth.Status	Gene.Symbol	Expression.FC	Expression.Pvalue	Expression.Status
3	194076146	194080269	0.255246284278091	9.33916515952065e-21	Hypomethylation	LRRC15	10.36	9.82877728589769e-15	Overexpression
3	196064905	196065674	0.346612710236982	3.95070483770464e-149	Hypomethylation	TM4SF19	22.06	2.73935483950262e-10	Overexpression
3	196750204	196751830	0.143634143660535	1.08155865093384e-09	Hypomethylation	MFI2	7.74	2.176909066788e-14	Overexpression
4	1535708	1540179	0.265728582093205	4.42085955330621e-27	Hypomethylation	FAM53A	1.88	1.28619107584764e-08	Overexpression
4	1543549	1543861	0.167816419360038	1.80081254698268e-13	Hypomethylation	FAM53A	1.88	1.28619107584764e-08	Overexpression
4	1548819	1552297	0.106907118953772	3.50417403740643e-15	Hypomethylation	FAM53A	1.88	1.28619107584764e-08	Overexpression
4	1561136	1565105	0.188344046857373	3.54707160146353e-26	Hypomethylation	FAM53A	1.88	1.28619107584764e-08	Overexpression
4	1571628	1574936	0.189335014251324	1.27101358757102e-19	Hypomethylation	FAM53A	1.88	1.28619107584764e-08	Overexpression
4	1602802	1608175	0.199230769308888	3.39822516129768e-38	Hypomethylation	FAM53A	1.88	1.28619107584764e-08	Overexpression
4	1619511	1623013	0.180868792499232	9.06040405144837e-14	Hypomethylation	FAM53A	1.88	1.28619107584764e-08	Overexpression
4	1637274	1639104	0.107089170566165	8.57817348237458e-07	Hypomethylation	FAM53A	1.88	1.28619107584764e-08	Overexpression
4	1747936	1750125	0.21560261679068	5.77754359857947e-25	Hypomethylation	TACC3	3.63	6.02751313133869e-10	Overexpression
4	76481068	76481470	0.293695565837946	8.50496328688222e-41	Hypomethylation	C4orf26	66.8	5.10152535464572e-07	Overexpression
5	77860	82554	0.267760454823757	1.63827158278249e-31	Hypomethylation	PLEKHG4B	18.4	2.73576722920321e-14	Overexpression
5	93176	97264	0.257127855949235	5.52066484354975e-15	Hypomethylation	PLEKHG4B	18.4	2.73576722920321e-14	Overexpression
5	139807	140619	0.186285195540583	2.74074581408138e-23	Hypomethylation	PLEKHG4B	18.4	2.73576722920321e-14	Overexpression
5	142535	143479	0.253553492900562	2.63688993585632e-13	Hypomethylation	PLEKHG4B	18.4	2.73576722920321e-14	Overexpression
5	154745	155515	0.172709788689584	9.39486005955668e-09	Hypomethylation	PLEKHG4B	18.4	2.73576722920321e-14	Overexpression
5	160911	162815	0.180704359975214	2.10720394299315e-16	Hypomethylation	PLEKHG4B	18.4	2.73576722920321e-14	Overexpression
5	171496	173361	0.155899404249004	2.01714192059471e-10	Hypomethylation	PLEKHG4B	18.4	2.73576722920321e-14	Overexpression
5	1253801	1253987	0.187623399040986	3.30933920887602e-12	Hypomethylation	TERT	10.77	1.57337729388181e-09	Overexpression
5	1256956	1257225	0.218999377439802	5.14398256487583e-32	Hypomethylation	TERT	10.77	1.57337729388181e-09	Overexpression
5	1258775	1259135	0.269692284017029	3.76800263489295e-23	Hypomethylation	TERT	10.77	1.57337729388181e-09	Overexpression
5	1264119	1264884	0.198238958205903	1.22959813358209e-18	Hypomethylation	TERT	10.77	1.57337729388181e-09	Overexpression
5	1266058	1266690	0.231691473598353	1.53088554298325e-21	Hypomethylation	TERT	10.77	1.57337729388181e-09	Overexpression
5	1268000	1270198	0.204433821184119	3.18100242173619e-54	Hypomethylation	TERT	10.77	1.57337729388181e-09	Overexpression
5	1279308	1279723	0.163598140195557	9.5721660956296e-11	Hypomethylation	TERT	10.77	1.57337729388181e-09	Overexpression
5	1760219	1765369	0.197193395178426	5.45093408944985e-35	Hypomethylation	MRPL36	1.87	1.75331991845467e-07	Overexpression
5	1770984	1774292	0.327804249281154	6.53345064717865e-35	Hypomethylation	MRPL36	1.87	1.75331991845467e-07	Overexpression
5	1785787	1787688	0.1234639159513	1.03716164748718e-07	Hypomethylation	MRPL36	1.87	1.75331991845467e-07	Overexpression
5	1793348	1795898	0.156671779551696	1.11939339861509e-13	Hypomethylation	MRPL36	1.87	1.75331991845467e-07	Overexpression
5	6347106	6350429	0.207653160848538	6.00096443258851e-26	Hypomethylation	MED10	1.58	1.42992040338381e-07	Overexpression
5	54281190	54281443	0.113850374434411	8.17558794777346e-11	Hypomethylation	ESM1	23.18	4.39987205556823e-30	Overexpression
5	56717426	56720034	0.162229015757419	1.17012052542832e-09	Hypomethylation	ACTBL2	25.35	3.35689184962039e-10	Overexpression
5	138718496	138719128	0.139065847192672	2.0677942185251e-19	Hypomethylation	SLC23A1	4.56	4.22151310444384e-08	Overexpression
5	140018593	140018713	0.137504210048139	4.7769842438299e-38	Hypomethylation	TMCO6	1.9	3.12498863621394e-07	Overexpression
5	166801942	166802741	0.26914842767533	3.25040469808622e-15	Hypomethylation	ODZ2	8.22	1.7303870978319e-08	Overexpression
5	167181141	167182078	0.269295854049661	1.52075001587097e-23	Hypomethylation	ODZ2	8.22	1.7303870978319e-08	Overexpression
5	167614674	167615306	0.237935459319146	1.1852858893058e-12	Hypomethylation	ODZ2	8.22	1.7303870978319e-08	Overexpression
5	180230912	180231198	0.122464561297944	5.71555893749729e-08	Hypomethylation	MGAT1	1.66	3.07152794254143e-07	Overexpression
6	208828	210693	0.143268666240066	3.24517834356946e-06	Hypomethylation	TRIM27	1.54	1.06144300558983e-06	Overexpression
6	230024	231843	0.21776028821551	1.5578962355718e-10	Hypomethylation	TRIM27	1.54	1.06144300558983e-06	Overexpression
6	28875038	28875686	0.142157034384352	3.54941537048645e-08	Hypomethylation	TRIM27	1.54	1.06144300558983e-06	Overexpression
6	28889735	28890137	0.30013967395154	2.04615263024685e-49	Hypomethylation	TRIM27	1.54	1.06144300558983e-06	Overexpression
6	774502	776387	0.163816228449532	1.08792698347178e-09	Hypomethylation	OR2H1	947.71	2.25394010733024e-06	Overexpression
6	29427606	29433411	0.233753113199208	5.19525186899303e-62	Hypomethylation	OR2H1	947.71	2.25394010733024e-06	Overexpression
6	3158848	3162238	0.228038443686876	6.91612863883072e-32	Hypomethylation	EHMT2	1.45	1.41104005466078e-07	Overexpression
6	13924346	13924466	0.112821738241036	4.33517039715458e-05	Hypomethylation	RNF182	7.16	6.37400418362271e-11	Overexpression
6	28547425	28548057	0.117232774726548	5.57943052338466e-07	Hypomethylation	SCAND3	3.03	3.51714459778096e-07	Overexpression
6	28554207	28554341	0.161593040219778	1.77984634592923e-10	Hypomethylation	SCAND3	3.03	3.51714459778096e-07	Overexpression
6	29079910	29080072	0.224524478632648	1.03674793612898e-17	Hypomethylation	OR2J3	2719.15	7.94344483927311e-11	Overexpression
6	29523191	29524761	0.213231972582471	6.58453195092444e-30	Hypomethylation	UBD	4.04	3.2590453465985e-07	Overexpression
6	30687137	30687257	0.186639614257093	3.71014788114015e-12	Hypomethylation	TUBB	1.83	4.37509276849711e-07	Overexpression
6	32819770	32820496	0.152470005724046	2.52099770979712e-14	Hypomethylation	TAP1	2.48	3.27048347788172e-09	Overexpression
6	34123520	34126828	0.111664399575854	2.85094630254461e-11	Hypomethylation	HMGA1	2.36	7.9241747667246e-07	Overexpression
6	34206286	34206609	0.193507157500998	8.4373343803166e-28	Hypomethylation	HMGA1	2.36	7.9241747667246e-07	Overexpression
6	36237842	36238611	0.194671153953802	1.12477974586024e-49	Hypomethylation	PNPLA1	5.86	2.79834418394805e-07	Overexpression
6	40399914	40400778	0.220220152965139	2.48325049810107e-14	Hypomethylation	LRFN2	5.81	4.51590606962743e-11	Overexpression
6	41130402	41131034	0.161855661308987	8.65420555248947e-11	Hypomethylation	TREM2	4.14	2.4525967862127e-22	Overexpression
6	41621143	41621501	0.1371342717773	3.67151040487119e-08	Hypomethylation	MDFI	2.66	1.52740359177606e-07	Overexpression
6	74072236	74072290	0.132185765735703	5.87838817361685e-08	Hypomethylation	C6orf221	1193.24	3.87716391666437e-09	Overexpression
6	159795516	159797411	0.249223924142802	1.04547487920463e-22	Hypomethylation	FNDC1	6.96	1.60395117142028e-12	Overexpression
7	960270	960552	0.217984416987348	1.6218610179897e-09	Hypomethylation	ADAP1	1.9	2.00350288372111e-09	Overexpression
7	966806	967179	0.196093759314064	1.43486879302535e-17	Hypomethylation	ADAP1	1.9	2.00350288372111e-09	Overexpression
7	995692	999000	0.155244034630129	1.21040720267198e-13	Hypomethylation	COX19	1.63	1.49147671131053e-08	Overexpression
7	1001991	1005364	0.108085821864689	2.54701006960977e-12	Hypomethylation	COX19	1.63	1.49147671131053e-08	Overexpression
7	1604872	1608180	0.203265811960367	8.3039223961713e-20	Hypomethylation	PSMG3	2.7	9.80443667786127e-11	Overexpression
7	2720295	2723043	0.159578012101804	2.79738364466361e-27	Hypomethylation	AMZ1	4.54	1.13377274554992e-09	Overexpression
7	5534810	5535147	0.183206981004372	5.35375579198197e-17	Hypomethylation	FBXL18	1.59	1.81691502498568e-06	Overexpression
7	5628259	5631567	0.222825553180919	1.03820550153538e-32	Hypomethylation	FSCN1	2.71	5.1560419503195e-09	Overexpression
7	21788042	21788793	0.303469336026874	6.99499014604987e-23	Hypomethylation	DNAH11	6.74	8.77697041879103e-07	Overexpression
7	23387049	23387712	0.3054605444706	2.71930295255701e-26	Hypomethylation	IGF2BP3	19.7	1.44239196800372e-33	Overexpression
7	41740054	41744004	0.288896482306445	1.03600963765589e-46	Hypomethylation	INHBA	5.39	1.51995034549456e-14	Overexpression
7	64343896	64347204	0.126806907669593	7.10828044427117e-12	Hypomethylation	ZNF273	1.94	1.21377418148465e-13	Overexpression
7	64894050	64896302	0.170165993174364	5.41868032090685e-21	Hypomethylation	ZNF92	2.44	4.21400737754101e-12	Overexpression
7	128579418	128582166	0.121111390089625	8.15785962566534e-08	Hypomethylation	IRF5	2.91	4.6834125755242e-11	Overexpression
7	130125704	130125871	0.193729454200392	1.08784822252166e-11	Hypomethylation	MEST	5.8	1.16355181611421e-15	Overexpression
7	139226795	139227427	0.114682658734821	1.44759255421192e-05	Hypomethylation	CLEC2L	5.83	5.67181398603435e-12	Overexpression
7	141175018	141177297	0.167331319896773	5.85391674473094e-09	Hypomethylation	AGK	1.35	1.73583184851724e-10	Overexpression
7	150884809	150885208	0.149725308088206	4.97875702515616e-22	Hypomethylation	ASB10	16.85	3.83164826216016e-10	Overexpression
7	152616873	152621294	0.266762711601998	3.68306816971701e-34	Hypomethylation	ACTR3B	1.7	2.31207893951138e-07	Overexpression
8	48675615	48676248	0.148776679987002	1.10411704599303e-17	Hypomethylation	PRKDC	1.46	1.49680161498584e-06	Overexpression
8	70245478	70247504	0.306397224155656	9.80505177180636e-16	Hypomethylation	SULF1	2.29	1.78590292702432e-06	Overexpression
8	70378540	70378750	0.135068142475863	4.83594428563173e-17	Hypomethylation	SULF1	2.29	1.78590292702432e-06	Overexpression
8	97339872	97340586	0.125722630539452	2.75547483967428e-05	Hypomethylation	PTDSS1	1.77	7.24403109065347e-14	Overexpression
8	134202248	134202475	0.166046573005226	2.48789062182364e-10	Hypomethylation	WISP1	3.9	6.38318856655992e-10	Overexpression
8	144177628	144179652	0.181983551368432	3.61692830082055e-12	Hypomethylation	C8orf31	4.01	5.17796786290469e-11	Overexpression
8	144470769	144472967	0.258706850176574	7.1061357187035e-18	Hypomethylation	RHPN1	4.27	1.05133577213507e-11	Overexpression
8	144610206	144610960	0.103691608221215	2.29763960580937e-06	Hypomethylation	ZC3H3	1.65	2.47052975035074e-13	Overexpression
8	144802957	144804305	0.151679874885953	2.09854782568432e-11	Hypomethylation	MAPK15	18.65	3.70488724370095e-13	Overexpression
8	145641741	145642357	0.11966945063372	1.54491012208193e-12	Hypomethylation	SLC39A4	4.1	1.03585087755213e-13	Overexpression
9	129454853	129456141	0.121330843582007	1.22617911338656e-07	Hypomethylation	LMX1B	10.43	3.9272167487041e-08	Overexpression
10	25506783	25507518	0.287518821513451	3.53973699240623e-33	Hypomethylation	GPR158	5.15	6.55073482605046e-12	Overexpression
10	98129811	98130714	0.308382332941107	1.204746432516e-41	Hypomethylation	TLL2	8.66	3.73776893332543e-12	Overexpression
10	98144328	98144590	0.197295545933911	2.93248157395883e-19	Hypomethylation	TLL2	8.66	3.73776893332543e-12	Overexpression
10	130011264	130014808	0.18018526158738	6.56019770562737e-17	Hypomethylation	MKI67	4.01	1.14442166046656e-08	Overexpression
10	130082823	130086083	0.113367266276254	2.5930229558551e-32	Hypomethylation	MKI67	4.01	1.14442166046656e-08	Overexpression
10	130122740	130125737	0.228136903187614	6.02476170817609e-23	Hypomethylation	MKI67	4.01	1.14442166046656e-08	Overexpression
10	130164448	130166385	0.168822062862469	4.61290099366828e-12	Hypomethylation	MKI67	4.01	1.14442166046656e-08	Overexpression
10	130226919	130229429	0.210204140631157	1.64603096509059e-23	Hypomethylation	MKI67	4.01	1.14442166046656e-08	Overexpression
10	130267701	130269914	0.208985849748821	2.21551705519364e-26	Hypomethylation	MKI67	4.01	1.14442166046656e-08	Overexpression
10	130298430	130298813	0.238339461961495	4.70635886289424e-10	Hypomethylation	MKI67	4.01	1.14442166046656e-08	Overexpression
10	130300263	130300575	0.272659303332141	2.59299742559129e-26	Hypomethylation	MKI67	4.01	1.14442166046656e-08	Overexpression
10	130365778	130367735	0.265111415043713	1.83198753181687e-21	Hypomethylation	MKI67	4.01	1.14442166046656e-08	Overexpression
10	130421292	130423829	0.20061520884575	5.51346604807799e-12	Hypomethylation	MKI67	4.01	1.14442166046656e-08	Overexpression
10	130491997	130493987	0.188417507756098	1.20055666986744e-08	Hypomethylation	MKI67	4.01	1.14442166046656e-08	Overexpression
10	130507549	130507959	0.309250571645678	2.33009053140183e-26	Hypomethylation	MKI67	4.01	1.14442166046656e-08	Overexpression
10	130518940	130520769	0.301669516640579	1.42431938892449e-20	Hypomethylation	MKI67	4.01	1.14442166046656e-08	Overexpression
10	130545324	130547183	0.285655005032996	6.77891326055303e-18	Hypomethylation	MKI67	4.01	1.14442166046656e-08	Overexpression
10	134061288	134062487	0.190713004001458	1.54109628356346e-31	Hypomethylation	STK32C	2.41	1.39731208107585e-12	Overexpression
10	134087737	134088511	0.122907649881251	9.9923725044991e-09	Hypomethylation	STK32C	2.41	1.39731208107585e-12	Overexpression
10	134112996	134113827	0.156432480370942	9.02010743710609e-10	Hypomethylation	STK32C	2.41	1.39731208107585e-12	Overexpression
11	793789	795511	0.101601426491248	4.02035524028341e-08	Hypomethylation	SLC25A22	2.03	1.04297785335299e-07	Overexpression
11	2108780	2110610	0.181774527188925	1.97083471834783e-08	Hypomethylation	IGF2	11.01	1.17725707406355e-10	Overexpression
11	2151032	2152369	0.106160011327755	5.84707985128883e-06	Hypomethylation	INS-IGF2	11.7	2.03879546977623e-12	Overexpression
11	2170515	2172414	0.153839317001366	3.3136707633559e-41	Hypomethylation	INS-IGF2	11.7	2.03879546977623e-12	Overexpression
11	2176799	2176999	0.202477214025839	6.73070593075353e-11	Hypomethylation	INS-IGF2	11.7	2.03879546977623e-12	Overexpression
11	2180395	2183958	0.152808217425511	2.67471515721839e-69	Hypomethylation	INS-IGF2	11.7	2.03879546977623e-12	Overexpression
11	5442329	5442616	0.228193101127643	1.34921389147936e-12	Hypomethylation	OR51Q1	1685.79	2.38411710961648e-10	Overexpression
11	45927726	45929014	0.226627847447095	4.68045769991297e-45	Hypomethylation	C11orf94	538.57	4.24032363859375e-10	Overexpression
11	62457315	62457353	-0.140001807229631	1.37599760976645e-16	Hypermethylation	LRRN4CL	0.15	8.82092734915937e-07	lowexpression
11	62474611	62474873	0.145934152475873	4.79294267070734e-10	Hypomethylation	BSCL2	1.57	3.32296859901327e-07	Overexpression
11	64937425	64938057	0.1516153765971	3.1032527892647e-15	Hypomethylation	SPDYC	244.07	4.991072746647e-08	Overexpression
11	66138308	66138698	0.127991086337989	2.11189602367085e-15	Hypomethylation	SLC29A2	4.44	6.91812763316441e-23	Overexpression
11	68969745	68974499	0.117544425591738	5.67065579454837e-13	Hypomethylation	MYEOV	5.59	3.52470321716488e-07	Overexpression
11	71133533	71136167	0.162972168748172	1.24276634085192e-11	Hypomethylation	DHCR7	2.87	1.87844477673392e-10	Overexpression
11	118826604	118830956	0.151963008711553	6.30012596469194e-16	Hypomethylation	UPK2	4.28	1.5987590292256e-08	Overexpression
11	134151684	134152518	0.147018322393818	1.79976136347038e-11	Hypomethylation	GLB1L3	4.88	6.66286449811117e-07	Overexpression
11	134176376	134177204	0.24265166396938	6.63830933221777e-20	Hypomethylation	GLB1L3	4.88	6.66286449811117e-07	Overexpression
12	322313	323032	0.174858488953911	3.552372530472e-58	Hypomethylation	SLC6A12	2.95	6.04075879520776e-07	Overexpression
12	52199820	52203822	0.136448166162423	1.54786596541811e-07	Hypomethylation	SCN8A	4.72	9.53441650266332e-10	Overexpression
12	54867111	54867533	0.11239480364774	2.98810526241751e-05	Hypomethylation	GTSF1	30.4	1.54072440730455e-15	Overexpression
12	105955513	105957362	0.12584265342005	1.73335022359136e-08	Hypomethylation	C12orf75	3.3	9.333537275641e-10	Overexpression
12	110211366	110211438	0.107695481300212	5.54997183619181e-17	Hypomethylation	MGC14436	3.27	8.15446474926395e-07	Overexpression
12	122091811	122092665	0.230787986256463	9.97083915058469e-27	Hypomethylation	MORN3	4.49	7.24625583719448e-10	Overexpression
12	122658521	122659412	0.130495820786169	1.44691615485983e-16	Hypomethylation	LRRC43	3.73	2.3144041394677e-14	Overexpression
12	124781072	124783917	0.193490830706524	1.4778107737333e-13	Hypomethylation	FAM101A	7.42	2.3666826875291e-06	Overexpression
12	124787250	124787579	0.275594053205519	3.04679353785887e-21	Hypomethylation	FAM101A	7.42	2.3666826875291e-06	Overexpression
12	125223346	125223658	0.209325086935657	1.42952316604031e-16	Hypomethylation	SCARB1	2	1.51932064573818e-09	Overexpression
13	20703215	20703571	0.233886498645466	2.38693970855746e-13	Hypomethylation	GJA3	4.29	3.98371394928142e-09	Overexpression
13	20717385	20717711	0.142882278682004	1.07917456266242e-10	Hypomethylation	GJA3	4.29	3.98371394928142e-09	Overexpression
13	100547179	100547401	-0.176711694454666	9.79325632110053e-09	Hypermethylation	CLYBL	0.51	3.17225595252406e-08	lowexpression
13	100577701	100579715	0.209341735291653	1.35181176581102e-22	Hypomethylation	ZIC5	32.45	1.43568947170814e-13	Overexpression
13	111972942	111973344	0.201408127825434	1.57820400283236e-20	Hypomethylation	C13orf16	4.15	1.67227367087816e-07	Overexpression
13	111977221	111977503	0.305529308252696	5.31005931183794e-19	Hypomethylation	C13orf16	4.15	1.67227367087816e-07	Overexpression
13	111980491	111981779	0.200969988182517	3.89065862492866e-11	Hypomethylation	C13orf16	4.15	1.67227367087816e-07	Overexpression
13	113301650	113301784	0.279806546843259	9.70606463836732e-24	Hypomethylation	C13orf35	1800.52	2.45408897147955e-10	Overexpression
13	113333404	113334167	0.242399236463497	7.65530745948385e-21	Hypomethylation	C13orf35	1800.52	2.45408897147955e-10	Overexpression
13	113425480	113425762	0.102336885050983	1.35194513482466e-05	Hypomethylation	ATP11A	1.8	2.62260041712315e-09	Overexpression
13	113537860	113538288	0.127560184476962	5.88432770899377e-05	Hypomethylation	ATP11A	1.8	2.62260041712315e-09	Overexpression
13	113819040	113819725	0.116289370583754	2.02075945557278e-05	Hypomethylation	PROZ	3.34	1.48652296435795e-08	Overexpression
14	21509675	21513677	0.163058584369911	2.54155368100133e-20	Hypomethylation	RNASE7	8.75	2.32978513333581e-10	Overexpression
14	54814861	54816977	0.168009590341057	4.76441371937328e-09	Hypomethylation	CDKN3	3.27	6.90267390726694e-07	Overexpression
14	94576900	94577419	0.159125168107826	6.39428304331799e-11	Hypomethylation	IFI27	4.31	1.56107380294462e-12	Overexpression
14	97672146	97675103	0.236621031570123	6.4156184427217e-26	Hypomethylation	VRK1	1.79	1.72609255111043e-09	Overexpression
14	104165260	104165542	0.144965881662435	2.3477339329271e-06	Hypomethylation	XRCC3	2.68	1.29428715100318e-09	Overexpression
15	23810133	23810343	0.186036234726121	6.35256543148401e-12	Hypomethylation	MKRN3	7.82	4.00153232949009e-10	Overexpression
15	29345939	29346571	0.129276800337006	2.45068683615262e-07	Hypomethylation	APBA2	2.46	1.7927160630697e-06	Overexpression
15	29406034	29406231	0.271394011205275	2.52165330578936e-18	Hypomethylation	APBA2	2.46	1.7927160630697e-06	Overexpression
15	29409453	29411274	0.207119933637564	6.66228940291267e-26	Hypomethylation	APBA2	2.46	1.7927160630697e-06	Overexpression
15	40397363	40398651	0.179276291605116	5.20895161351504e-19	Hypomethylation	BMF	1.83	1.56897082873215e-07	Overexpression
15	79850282	79853870	0.114812352074039	6.27546752120671e-13	Hypomethylation	KIAA1024	2.95	4.60898379219136e-14	Overexpression
15	89386425	89387125	0.248608139032288	1.08641576614981e-15	Hypomethylation	ACAN	2.89	7.89085847223802e-07	Overexpression
16	433363	433856	0.193905442167517	3.80199105779027e-74	Hypomethylation	TMEM8A	1.72	6.63521923059065e-09	Overexpression
16	815772	817190	0.203492017666643	1.01474515231902e-21	Hypomethylation	MSLN	12.63	6.56904791631269e-09	Overexpression
16	2238631	2240132	0.122171325726597	1.25713781496847e-09	Hypomethylation	CASKIN1	5.95	3.09220187597827e-14	Overexpression
