	Bin	P	Delta	test	cancer	normal
158	chr10:119296296-119296413	0.101547671229693	0.238432608695652	wilcox	0.780782608695652	0.54235
159	chr10:119297524-119297670	0.814849248479852	0.0227787301587302	wilcox	0.611297777777778	0.588519047619048
160	chr10:119300904-119301004	0.0233327554689974	0.346940476190476	wilcox	0.856204761904762	0.509264285714286
161	chr10:119494515-119494597	0.305024894640195	0.1634825	wilcox	0.662145	0.4986625
162	chr10:119806449-119806715	0.0339711157014454	0.280964444444444	wilcox	0.790971111111111	0.510006666666667
163	chr10:120000808-120001042	0.555107848339608	0.160288095238095	wilcox	0.731188095238095	0.5709
164	chr10:120101120-120101487	0.852913384356107	-0.0211530081300813	wilcox	0.489153658536585	0.510306666666667
165	chr10:120354080-120354201	0.653540363279068	0.0311642052565707	wilcox	0.512793617021277	0.481629411764706
166	chr10:120355482-120355711	0.0770242480468669	0.235908333333333	wilcox	0.728333333333333	0.492425
167	chr10:120513580-120514049	0.144279199935376	0.17203329787234	wilcox	0.66633829787234	0.494305
168	chr10:120514926-120515179	0.000222587161467088	0.351309759358289	wilcox	0.641456818181818	0.290147058823529
169	chr10:120789865-120790429	0.0436952978533687	0.210095816326531	wilcox	0.633440816326531	0.423345
170	chr10:120839070-120839406	0.957057894563372	0.00424173486088375	wilcox	0.544534042553191	0.540292307692308
171	chr10:120840164-120840445	0.857904795566576	-0.00105265957446798	wilcox	0.565372340425532	0.566425
172	chr10:120924785-120925265	0.0828986286268977	0.139548940914158	wilcox	0.570735897435897	0.431186956521739
173	chr10:120937951-120938212	0.283657753363992	0.239940476190476	wilcox	0.810940476190476	0.571
174	chr10:120967420-120967984	0.00210435040758785	0.306064880952381	wilcox	0.830829166666667	0.524764285714286
175	chr10:120968507-120968843	0.634385051340251	-0.0105095202398801	wilcox	0.637945652173913	0.648455172413793
176	chr10:12110892-12111070	0.806570704846915	-0.053145	wilcox	0.419205	0.47235
177	chr10:121276570-121276787	0.00334105823229565	0.362995555555556	wilcox	0.751395555555556	0.3884
178	chr10:121301435-121301518	0.235332973517904	-0.0701151761517615	wilcox	0.599029268292683	0.669144444444444
179	chr10:121355271-121355625	0.366136427960315	0.154989027777778	wilcox	0.822757777777778	0.66776875
180	chr10:121356223-121356424	0.393804971281881	0.0957621951219512	wilcox	0.782012195121951	0.68625
181	chr10:121356509-121356720	0.291440312194048	0.190622764227642	wilcox	0.846656097560976	0.656033333333333
182	chr10:121632879-121633203	0.10297781572452	0.214426666666667	wilcox	0.644566666666667	0.43014
183	chr10:121651972-121652379	0.0139346811266834	0.223281168831169	wilcox	0.563385714285714	0.340104545454545
184	chr10:121652425-121652732	0.585949987332182	-0.00753000000000004	wilcox	0.4401	0.44763
185	chr10:12171963-12172436	0.0622510681512739	0.195600416666667	wilcox	0.732160416666667	0.53656
186	chr10:122216087-122216324	0.242569698243218	0.208291353383459	wilcox	0.748307142857143	0.540015789473684
187	chr10:122216632-122216884	0.719258666766162	0.0103926136363637	wilcox	0.600811363636364	0.59041875
188	chr10:12237114-12237378	0.178323963225208	0.152327591973244	wilcox	0.585389130434783	0.433061538461538
189	chr10:12238228-12238787	0.317071389669839	0.0515912118408881	wilcox	0.764704255319149	0.713113043478261
190	chr10:122610647-122611272	0.366710387581823	-0.0327570415400202	wilcox	0.55371914893617	0.58647619047619
191	chr10:122708510-122708779	0.195137831608658	0.110666477272727	wilcox	0.454597727272727	0.34393125
192	chr10:122709189-122709315	0.888608451939622	-0.00447826086956515	wilcox	0.511265217391304	0.51574347826087
193	chr10:123687585-123687987	0.00165943418148388	0.225474456521739	wilcox	0.427836956521739	0.2023625
194	chr10:123734027-123734338	0.0571881747378084	0.133023255813953	wilcox	0.391423255813953	0.2584
195	chr10:123872861-123873198	0.993822342385956	0.0307413043478261	wilcox	0.519641304347826	0.4889
196	chr10:12392253-12392780	0.00122186336417488	0.249804444444444	wilcox	0.652982222222222	0.403177777777778
197	chr10:123923937-123924153	0.0993052343914861	0.186338331678252	wilcox	0.630296226415094	0.443957894736842
198	chr10:123924645-123924860	0.0315454071323526	0.212716666666667	wilcox	0.690986666666667	0.47827
199	chr10:124134899-124134979	0.29821781677844	-0.128474825174825	wilcox	0.513163636363636	0.641638461538461
200	chr10:124134991-124135223	0.823370038424473	0.04226875	wilcox	0.605285416666667	0.563016666666667
201	chr10:124221380-124221584	0.326804219457942	0.1551	wilcox	0.6153	0.4602
202	chr10:124221688-124221941	0.59676536687363	-0.0537090058479532	wilcox	0.451748888888889	0.505457894736842
203	chr10:124222011-124222316	0.561416679365329	0.0276606138107417	wilcox	0.468978260869565	0.441317647058824
204	chr10:124639064-124639431	0.572561245038669	-0.071168829787234	wilcox	0.385636170212766	0.456805
205	chr10:124639533-124639629	0.0372679914959366	-0.120335714285714	wilcox	0.649864285714286	0.7702
206	chr10:124713725-124714097	0.908521521895815	0.115127675585284	wilcox	0.653671153846154	0.53854347826087
207	chr10:124739638-124739962	0.174542518975057	0.0997866847826087	wilcox	0.45205625	0.352269565217391
208	chr10:124768563-124768895	0.852079208281136	0.0662287179487179	wilcox	0.610013333333333	0.543784615384615
209	chr10:124892613-124893036	0.261483582951435	0.0963958333333333	wilcox	0.496575	0.400179166666667
210	chr10:124894075-124894189	0.0362978438738796	0.199834283819629	wilcox	0.460248076923077	0.260413793103448
211	chr10:124906144-124906374	0.651645767226238	0.105614387031408	wilcox	0.60111914893617	0.495504761904762
212	chr10:124909157-124909308	0.0109867102309314	0.357880143112701	wilcox	0.595018604651163	0.237138461538462
213	chr10:124913535-124914098	0.00114434696962684	0.306425378787879	wilcox	0.696004545454545	0.389579166666667
214	chr10:125754400-125754602	0.456027203925401	0.0880808441558442	wilcox	0.546252272727273	0.458171428571429
215	chr10:126077660-126078013	0.0437228256657952	0.216091869918699	wilcox	0.565058536585366	0.348966666666667
216	chr10:126106605-126106842	0.748459743978964	0.126988956433637	wilcox	0.824112765957447	0.697123809523809
217	chr10:126429793-126429991	0.610108799026062	0.0158686274509804	wilcox	0.646592156862745	0.630723529411765
218	chr10:126432469-126432897	0.0347251564878563	0.202865714285714	wilcox	0.54358	0.340714285714286
219	chr10:126480566-126480881	0.660944348014926	-0.0443917021276595	wilcox	0.46883829787234	0.51323
220	chr10:126490174-126490276	0.400093854139561	0.110560833333333	wilcox	0.7021275	0.591566666666667
221	chr10:126490822-126491053	0.154642421622219	0.151234688995215	wilcox	0.646313636363636	0.495078947368421
222	chr10:126605088-126605311	0.71645562954892	0.0360852393617021	wilcox	0.474491489361702	0.43840625
223	chr10:126850082-126850442	0.000669728311074304	0.297147321428571	wilcox	0.651628571428571	0.35448125
224	chr10:127407931-127408237	0.783158827368102	0.000180000000000013	wilcox	0.476325	0.476145
225	chr10:127408396-127408926	0.499849164173617	0.132462719298246	wilcox	0.661241666666667	0.528778947368421
226	chr10:127511525-127512488	0.514995763505138	0.00917884615384612	wilcox	0.544975	0.535796153846154
227	chr10:128075635-128076259	0.963066507768289	0.13469693877551	wilcox	0.79694693877551	0.66225
228	chr10:128077053-128077233	0.727396033232919	0.108090476190476	wilcox	0.69787380952381	0.589783333333333
229	chr10:128994074-128994556	0.448434398087988	0.0908821808510639	wilcox	0.572844680851064	0.4819625
230	chr10:129705260-129705729	0.0326334646630584	0.299266458072591	wilcox	0.709772340425532	0.410505882352941
231	chr10:129809632-129809769	0.00624526704815003	0.328371802325581	wilcox	0.793809302325581	0.4654375
232	chr10:129923829-129924147	0.258135916662953	0.118961739130435	wilcox	0.536121739130435	0.41716
233	chr10:129948325-129948775	0.110736969334154	0.159864465408805	wilcox	0.584681132075472	0.424816666666667
234	chr10:130010251-130010483	0.0186429759873322	0.289734659090909	wilcox	0.846590909090909	0.55685625
235	chr10:130339668-130339893	0.647320275181561	-0.00461666666666671	wilcox	0.569795833333333	0.5744125
236	chr10:13142557-13142891	0.0351389649702255	0.293226666666667	wilcox	0.833766666666667	0.54054
237	chr10:131908514-131908845	0.64681607202584	0.0537844553243574	wilcox	0.557858139534884	0.504073684210526
238	chr10:131909321-131909767	0.00569628434489064	0.209185714285714	wilcox	0.6008	0.391614285714286
239	chr10:131934462-131934613	0.160981748985434	0.105933959899749	wilcox	0.557581578947368	0.451647619047619
240	chr10:131988441-131988788	2.55870238951879e-06	0.436540021929825	wilcox	0.613097916666667	0.176557894736842
241	chr10:13203274-13204221	6.38896869634303e-05	0.306273284313725	wilcox	0.645294117647059	0.339020833333333
242	chr10:133109336-133109405	0.000833307798946614	0.331857373737374	wilcox	0.514775555555556	0.182918181818182
243	chr10:133794766-133795146	0.361304666063942	0.0524855555555556	wilcox	0.491802222222222	0.439316666666667
244	chr10:133849745-133850028	0.69412901000371	0.027822480620155	wilcox	0.509955813953488	0.482133333333333
245	chr10:133850722-133851020	0.0382047738570619	0.257372335600907	wilcox	0.714261224489796	0.456888888888889
246	chr10:133879236-133879608	0.270660255298781	0.0969582105263157	wilcox	0.613474	0.516515789473684
247	chr10:13390431-13390834	0.0280162041568642	0.152891578947368	wilcox	0.49436	0.341468421052632
248	chr10:13390842-13391313	0.023110556511602	0.221063257575758	wilcox	0.641384090909091	0.420320833333333
249	chr10:134143447-134143596	0.000694319746926221	0.385414545454546	wilcox	0.703054545454545	0.31764
250	chr10:134145806-134146170	0.162705821726136	0.151932280701754	wilcox	0.604253333333333	0.452321052631579
251	chr10:134211179-134211619	0.0197545630234207	0.216577621483376	wilcox	0.601971739130435	0.385394117647059
252	chr10:13424771-13424992	0.34102727985911	0.113346901017576	wilcox	0.746342553191489	0.632995652173913
253	chr10:13425200-13425589	0.389989246107314	0.0917673913043479	wilcox	0.779217391304348	0.68745
254	chr10:13481845-13482272	0.737076905659783	-0.113229042553191	wilcox	0.347465957446809	0.460695
255	chr10:13482475-13482834	0.000112926198890085	0.430428535669587	wilcox	0.718363829787234	0.287935294117647
256	chr10:134901304-134901820	0.412180823784328	0.120824812030075	wilcox	0.583914285714286	0.463089473684211
257	chr10:135054599-135054779	0.514600198475273	0.141795299145299	wilcox	0.869589743589744	0.727794444444444
258	chr10:135071158-135071398	0.414607025321401	0.10240652173913	wilcox	0.51505652173913	0.41265
259	chr10:135121725-135122236	0.508314754439877	0.0704638095238095	wilcox	0.712123809523809	0.64166
260	chr10:135132247-135132456	0.13738998777269	0.119875857843137	wilcox	0.492822916666667	0.372947058823529
261	chr10:135143288-135143616	0.0204118725977065	0.238233613445378	wilcox	0.655157142857143	0.416923529411765
262	chr10:135203063-135203150	0.169585946131802	0.178599446290144	wilcox	0.690623255813953	0.51202380952381
263	chr10:135207535-135207808	0.169857462477413	0.195412956810631	wilcox	0.644155813953488	0.448742857142857
264	chr10:135208168-135208452	0.000472878067106111	0.349054473684211	wilcox	0.644189473684211	0.295135
265	chr10:13628738-13628874	0.225343293549825	0.104485410628019	wilcox	0.548928888888889	0.44444347826087
266	chr10:13628953-13629371	0.651126779024676	0.192748055555556	wilcox	0.766035555555556	0.5732875
267	chr10:14051563-14051812	0.64337081860228	0.130217748917749	wilcox	0.829427272727273	0.699209523809524
268	chr10:14879634-14880065	0.399403467771438	0.0871271428571429	wilcox	0.461140476190476	0.374013333333333
269	chr10:14880259-14880711	0.000264005612146794	0.329603492063492	wilcox	0.657084444444444	0.327480952380952
270	chr10:14880886-14881213	0.137465429236606	0.225864	wilcox	0.819296	0.593432
271	chr10:14921239-14921681	0.63132322107691	0.103364285714286	wilcox	0.67855	0.575185714285714
272	chr10:14996072-14996476	0.412547698419143	0.0519854406130268	wilcox	0.458488888888889	0.406503448275862
273	chr10:15001769-15002093	0.00858358571666798	0.233672713178295	wilcox	0.505086046511628	0.271413333333333
274	chr10:15139561-15139927	0.000420113445462997	0.24224976076555	wilcox	0.461718181818182	0.219468421052632
275	chr10:15209545-15209893	0.00335416790271732	0.336580912364946	wilcox	0.735763265306122	0.399182352941176
276	chr10:15209924-15210165	0.906201364295647	0.00541238095238095	wilcox	0.553219047619048	0.547806666666667
277	chr10:15760777-15760845	0.226978990161619	0.174453535353535	wilcox	0.694244444444444	0.519790909090909
