	Bin	P	Delta	test	cancer	normal
29	chr10:103044218-103044245	0.000661111618662804	0.1770425	wilcox	0.17993	0.0028875
30	chr10:103113834-103114495	0.74430130886186	-0.000396703296703297	wilcox	0.00121282051282051	0.00160952380952381
31	chr10:103347357-103347854	0.000164517439901813	-0.00316324786324786	wilcox	0.00152564102564103	0.00468888888888889
32	chr10:103347978-103348376	0.395665720293671	0.00248182957393484	wilcox	0.00739761904761905	0.00491578947368421
33	chr10:103824818-103825803	0.532044660380626	-0.0010264126984127	wilcox	0.0028015873015873	0.003828
34	chr10:103892182-103893183	0.705887671688399	-0.00187847222222222	wilcox	0.00165277777777778	0.00353125
35	chr10:103990275-103990449	0.00541234330480789	-0.00202578947368421	wilcox	0.00133421052631579	0.00336
36	chr10:103990456-103990596	0.35736991761355	-0.00140076923076923	wilcox	0.00273	0.00413076923076923
37	chr10:103990644-103990767	0.0252282398182908	-0.000896428571428571	wilcox	0.001025	0.00192142857142857
38	chr10:104181159-104181825	0.0207336651822225	-0.00339278571428571	wilcox	0.00202321428571429	0.005416
39	chr10:104210240-104210504	0.164165069884301	-0.000289514066496164	wilcox	0.00068695652173913	0.000976470588235294
40	chr10:104221078-104221285	0.886783498750307	-0.000798863636363636	wilcox	0.00141363636363636	0.0022125
41	chr10:104417111-104417130	0.00695627841687865	-0.175994089552239	wilcox	0.820517910447761	0.996512
42	chr10:104678216-104678609	0.125944301044349	-9.39869281045752e-05	wilcox	0.000417777777777778	0.000511764705882353
43	chr10:105110210-105110471	0.0029138522298656	-0.00173119383825417	wilcox	0.000695121951219512	0.00242631578947368
44	chr10:105127646-105128097	0.0171425499348833	-0.00045952380952381	wilcox	0.000419047619047619	0.000878571428571429
45	chr10:105344245-105344296	0.00189951867614643	0.220525	wilcox	0.242110714285714	0.0215857142857143
46	chr10:105344321-105344410	0.000669376636252008	0.189148484848485	wilcox	0.228407575757576	0.0392590909090909
47	chr10:105344600-105344617	2.1517721364486e-05	0.199447637415622	wilcox	0.207977049180328	0.00852941176470588
48	chr10:105344635-105344647	0.00686651031148283	0.192339454545455	wilcox	0.274594	0.0822545454545455
49	chr10:105421636-105421730	0.277083692646871	0.148061458333333	wilcox	0.807928125	0.659866666666667
50	chr10:105726516-105727190	0.313956432915849	0.000225296442687747	wilcox	0.00139347826086957	0.00116818181818182
51	chr10:106097595-106097825	0.239392080515218	0.000177254901960784	wilcox	0.000770588235294118	0.000593333333333333
52	chr10:106398728-106398757	0.00148014893605366	0.232620426829268	wilcox	0.234982926829268	0.0023625
53	chr10:106400288-106400304	0.0421547694968591	0.1647	wilcox	0.1803	0.0156
54	chr10:108924658-108924703	0.00414228963362069	0.152028841607565	wilcox	0.156751063829787	0.00472222222222222
55	chr10:1094815-1094996	0.124545695955181	-0.00131794871794872	wilcox	0.00158205128205128	0.0029
56	chr10:109674433-109674527	0.000910847211240498	0.108660087719298	wilcox	0.118718421052632	0.0100583333333333
57	chr10:109674581-109674620	0.00294154772325263	0.173862609649123	wilcox	0.181143859649123	0.00728125
58	chr10:11059707-11059859	0.622003724409133	0.00150257352941176	wilcox	0.00544375	0.00394117647058824
59	chr10:111216673-111216768	0.0675584053146691	0.0669434959349594	wilcox	0.0969268292682927	0.0299833333333333
60	chr10:111682955-111683201	0.978257332160926	-1.85714285714286e-05	wilcox	0.00112142857142857	0.00114
61	chr10:112403594-112403891	0.0955679773787225	0.00266964285714286	wilcox	0.00638214285714286	0.0037125
62	chr10:116307385-116307395	0.265487550916791	-0.0798034050179212	wilcox	0.517585483870968	0.597388888888889
63	chr10:11653414-11653558	0.0594805952996636	-0.000226623376623377	wilcox	0.000559090909090909	0.000785714285714286
64	chr10:11784567-11784604	0.00268734832319698	0.18872202020202	wilcox	0.194731111111111	0.00600909090909091
65	chr10:118030901-118030910	0.0235405930855431	0.187969680851064	wilcox	0.208044680851064	0.020075
66	chr10:118032380-118032393	0.0123893795480252	0.203925595238095	wilcox	0.216388095238095	0.0124625
67	chr10:118387174-118387340	0.106167433457025	0.0406377896613191	wilcox	0.195984848484848	0.155347058823529
68	chr10:118893892-118893938	0.0314963731018184	0.0918078260869565	wilcox	0.0956978260869565	0.00389
69	chr10:118893984-118894026	0.000800015714914434	0.121052611218569	wilcox	0.12446170212766	0.00340909090909091
70	chr10:118896736-118896790	0.23015341269631	0.0487163522012579	wilcox	0.0543830188679245	0.00566666666666667
71	chr10:118896818-118896835	0.0129267088697599	0.0657	wilcox	0.07025	0.00455
72	chr10:118899648-118899688	0.0314273120575351	0.137793650793651	wilcox	0.160838095238095	0.0230444444444444
73	chr10:118900249-118900287	0.00252524984452128	0.234260256410256	wilcox	0.247726923076923	0.0134666666666667
74	chr10:119001215-119001328	0.0760309612960735	0.218765384615385	wilcox	0.233015384615385	0.01425
75	chr10:119297168-119297244	0.9567781749082	0.000995426829268293	wilcox	0.00508292682926829	0.0040875
76	chr10:119302049-119302072	0.363307805860154	0.0796429824561403	wilcox	0.106326315789474	0.0266833333333333
77	chr10:119312803-119312918	0.174669826923032	0.0653833333333333	wilcox	0.0831690476190476	0.0177857142857143
78	chr10:119806449-119806715	0.00195147055221949	-0.00237083333333333	wilcox	0.00136666666666667	0.0037375
79	chr10:120355454-120355472	0.471928291443757	0.167976530612245	wilcox	0.216069387755102	0.0480928571428571
80	chr10:120924785-120925265	0.189377143120552	-0.000448141891891892	wilcox	0.00100810810810811	0.00145625
81	chr10:120937951-120938212	0.366507229276808	0.000823015873015873	wilcox	0.00154444444444444	0.000721428571428571
82	chr10:120966385-120966522	0.104699533036576	-0.000197435897435897	wilcox	0.000469230769230769	0.000666666666666667
83	chr10:120967420-120967984	0.566623001946346	-0.000396656976744186	wilcox	0.000972093023255814	0.00136875
84	chr10:121252847-121252876	0.00324384038642198	0.20771866359447	wilcox	0.591575806451613	0.383857142857143
85	chr10:121302389-121302618	0.436910019141158	0.00058	wilcox	0.00314	0.00256
86	chr10:121578130-121578168	0.0840022192395015	-0.0457299863387979	wilcox	0.721949180327869	0.767679166666667
87	chr10:122216632-122216884	0.413609257014446	0.00980521739130435	wilcox	0.0144152173913043	0.00461
88	chr10:12223668-12223693	0.0323804014896508	0.191051666666667	wilcox	0.563165	0.372113333333333
89	chr10:123687585-123687987	0.921772858780172	-0.00012547619047619	wilcox	0.00110952380952381	0.001235
90	chr10:123734497-123734693	0.0333428364033289	-0.000424404761904762	wilcox	0.000388095238095238	0.0008125
91	chr10:123872388-123872569	0.825675125102937	0.0229766025641026	wilcox	0.0292458333333333	0.00626923076923077
92	chr10:124134186-124134265	0.00399640879959654	-0.00368636363636364	wilcox	0.00145	0.00513636363636364
93	chr10:124134293-124134400	0.815138890234937	0.00102626641651032	wilcox	0.00188780487804878	0.000861538461538462
94	chr10:124221380-124221584	0.0429583274385189	0.00513904306220096	wilcox	0.00781272727272727	0.00267368421052632
95	chr10:124739978-124740108	0.171301414604379	-0.000901785714285714	wilcox	0.000885714285714286	0.0017875
96	chr10:124896739-124896756	0.0183085640945669	0.103974444444444	wilcox	0.114791111111111	0.0108166666666667
97	chr10:124896861-124896898	0.294366876232735	0.0664757475083056	wilcox	0.0734186046511628	0.00694285714285714
98	chr10:124907545-124907615	0.0376926613140559	0.0540938888888889	wilcox	0.0550355555555556	0.000941666666666667
99	chr10:124909157-124909308	0.114663771680743	0.116938775510204	wilcox	0.136238775510204	0.0193
100	chr10:125425908-125425917	0.0154236582682648	0.181598548094374	wilcox	0.29458275862069	0.112984210526316
101	chr10:125425978-125426031	0.00952789001254543	0.192775350877193	wilcox	0.247701666666667	0.0549263157894737
102	chr10:126138529-126138578	0.276892789667349	0.0359980392156863	wilcox	0.0399647058823529	0.00396666666666667
103	chr10:126329363-126329426	0.0075894639313397	0.237856613756614	wilcox	0.496635185185185	0.258778571428571
104	chr10:126432469-126432897	0.386752730966415	-0.00120760869565217	wilcox	0.00371739130434783	0.004925
105	chr10:126433018-126433226	0.130105683075488	0.000389473684210526	wilcox	0.00158947368421053	0.0012
106	chr10:126847555-126847855	0.881661472484026	-0.000214423076923077	wilcox	0.000923076923076923	0.0011375
107	chr10:126850082-126850442	0.82983095645741	0.00489017094017094	wilcox	0.00911794871794872	0.00422777777777778
108	chr10:126851041-126851066	0.0403599889964959	0.15222616747182	wilcox	0.708787037037037	0.556560869565217
109	chr10:126851193-126851230	0.426637147404664	-0.0736175983436852	wilcox	0.911147619047619	0.984765217391304
110	chr10:127511525-127512488	0.729868243792632	0.00117904667328699	wilcox	0.00302641509433962	0.00184736842105263
111	chr10:128076536-128076559	0.00918080041437432	0.066692270531401	wilcox	0.0734478260869565	0.00675555555555556
112	chr10:128076605-128076628	0.0381826158351979	0.0495317171717172	wilcox	0.0691044444444444	0.0195727272727273
113	chr10:128076656-128076838	0.277360084384015	0.0461113636363636	wilcox	0.0505113636363636	0.0044
114	chr10:128594721-128594733	0.390075697664104	-0.118901785714286	wilcox	0.334319047619048	0.453220833333333
115	chr10:128594910-128594935	0.00666294126431559	-0.221571258503401	wilcox	0.632320408163265	0.853891666666667
116	chr10:128594995-128595018	2.33453616978016e-05	-0.303712309368192	wilcox	0.638361764705882	0.942074074074074
117	chr10:128993580-128993668	0.102485078296016	0.11796462585034	wilcox	0.138497959183673	0.0205333333333333
118	chr10:128994074-128994556	0.24596608087802	0.0685802380952381	wilcox	0.0874452380952381	0.018865
119	chr10:129534641-129534653	0.000877215343223087	0.27086976744186	wilcox	0.28576976744186	0.0149
120	chr10:129534806-129534828	2.57282979478716e-06	0.275110909090909	wilcox	0.27762	0.00250909090909091
121	chr10:129535457-129535497	0.0114655074111863	0.224676388888889	wilcox	0.235054166666667	0.0103777777777778
122	chr10:129705260-129705729	0.701299091449293	-0.000602622950819673	wilcox	0.00495737704918033	0.00556
123	chr10:129845704-129845738	0.00557572800364798	0.189258695652174	wilcox	0.200658695652174	0.0114
124	chr10:130010251-130010483	0.62632180521088	3.84615384615376e-06	wilcox	0.00275	0.00274615384615385
125	chr10:130085294-130085355	0.000160036583067985	0.206272549019608	wilcox	0.215766666666667	0.00949411764705882
126	chr10:13043312-13043342	0.494858274227457	0.0282075880758808	wilcox	0.0328853658536585	0.00467777777777778
127	chr10:130844483-130844552	0.179904652002436	-0.0587083333333334	wilcox	0.910758333333333	0.969466666666667
128	chr10:131005686-131005736	0.000372352208693523	-0.0709570608495981	wilcox	0.91830447761194	0.989261538461538
129	chr10:131757264-131757302	0.0120941320321529	0.144762	wilcox	0.175432	0.03067
130	chr10:131758066-131758111	0.0331285971851476	0.341925833333333	wilcox	0.3550925	0.0131666666666667
131	chr10:131763488-131763497	0.00528195035942584	0.16431856187291	wilcox	0.185110869565217	0.0207923076923077
132	chr10:131766838-131766866	0.00265183927639179	0.251026666666667	wilcox	0.293366666666667	0.04234
133	chr10:131767504-131767525	0.000137097666892565	0.237534042553191	wilcox	0.242934042553191	0.0054
134	chr10:131908514-131908845	1.13219502291757e-05	-0.00125294117647059	wilcox	0.000547058823529412	0.0018
135	chr10:131934715-131934942	0.0104225266829126	-0.00888307926829268	wilcox	0.00177317073170732	0.01065625
136	chr10:131988835-131988923	0.12198156508793	-0.00505920177383592	wilcox	0.00843170731707317	0.0134909090909091
137	chr10:13203274-13204221	0.0151297071406395	-0.000855076923076923	wilcox	0.00211692307692308	0.002972
138	chr10:133110202-133110351	0.00764424056905451	0.124774468085106	wilcox	0.128974468085106	0.0042
139	chr10:133110368-133110414	0.000119033245030131	0.166396825396825	wilcox	0.174963492063492	0.00856666666666667
140	chr10:133110434-133110465	0.00594102770897312	0.206742592592593	wilcox	0.221092592592593	0.01435
141	chr10:133110490-133110553	0.000742678764957185	0.130749038461538	wilcox	0.1334875	0.00273846153846154
142	chr10:133110896-133110928	8.24337238302736e-05	0.158645068027211	wilcox	0.163036734693878	0.00439166666666667
143	chr10:133796102-133796140	0.230653461801101	0.20104347826087	wilcox	0.20309347826087	0.00205
144	chr10:133849745-133850028	0.602190553734113	0.0238769010043042	wilcox	0.0276121951219512	0.00373529411764706
145	chr10:133999286-133999401	0.163818870748994	0.0163594444444444	wilcox	0.0189844444444444	0.002625
146	chr10:133999511-133999540	0.301912459781018	0.110565747460087	wilcox	0.142481132075472	0.0319153846153846
147	chr10:134062503-134062566	0.123625232785478	-0.15558980952381	wilcox	0.567926190476191	0.723516
148	chr10:134120792-134120892	0.365544287413155	0.0107465034965035	wilcox	0.0121772727272727	0.00143076923076923
149	chr10:134212840-134212859	1.15861630034397e-06	-0.0885924369747899	wilcox	0.904239705882353	0.992832142857143
150	chr10:134301122-134301141	0.00020981603737955	-0.155032634032634	wilcox	0.835771212121212	0.990803846153846
151	chr10:134597969-134598009	5.39660668374973e-05	0.277230622009569	wilcox	0.280657894736842	0.00342727272727273
152	chr10:134598399-134598436	7.34117691999932e-05	0.302252380952381	wilcox	0.321466666666667	0.0192142857142857
153	chr10:134598497-134598515	0.00344794455731034	0.309972831632653	wilcox	0.359504081632653	0.04953125
154	chr10:134598876-134598909	0.00122404485571534	0.342565891472868	wilcox	0.348832558139535	0.00626666666666667
155	chr10:134755990-134756069	0.246746527873831	0.0263431818181818	wilcox	0.033625	0.00728181818181818
156	chr10:134778766-134778851	0.787661374335384	0.0330840909090909	wilcox	0.604159090909091	0.571075
157	chr10:134827257-134827275	0.00830246578806782	0.141694368131868	wilcox	0.223348214285714	0.0816538461538462
158	chr10:134901304-134901820	0.0562794045117141	0.0822968553459119	wilcox	0.0850301886792453	0.00273333333333333
159	chr10:134938360-134938424	0.360163298886532	0.0873741234221599	wilcox	0.22863064516129	0.14125652173913
160	chr10:135043505-135043523	0.0467307974333254	0.120177272727273	wilcox	0.214068181818182	0.0938909090909091
161	chr10:135044028-135044140	0.422383116086151	0.0250636363636364	wilcox	0.0464136363636364	0.02135
162	chr10:135050321-135050344	0.143417534649804	0.110930952380952	wilcox	0.121180952380952	0.01025
163	chr10:135050482-135050498	0.213679996133138	0.0843462209302326	wilcox	0.105583720930233	0.0212375
164	chr10:135090197-135090218	0.0843928876829176	0.136156534954407	wilcox	0.138085106382979	0.00192857142857143
165	chr10:135121725-135122236	0.0109731950125077	-0.000424810606060606	wilcox	0.000593939393939394	0.00101875
166	chr10:135123324-135123366	0.0429649964429463	-0.164766666666667	wilcox	0.757883333333333	0.92265
167	chr10:135207535-135207808	0.279126306592104	-8.80813953488372e-05	wilcox	0.000474418604651163	0.0005625
168	chr10:135341942-135341952	0.176833476840228	-0.0617560215053763	wilcox	0.23323064516129	0.294986666666667
169	chr10:135342201-135342220	0.687843851644831	-0.0431913165266107	wilcox	0.230538095238095	0.273729411764706
170	chr10:135342353-135342386	0.015568021687105	-0.174260334346505	wilcox	0.164646808510638	0.338907142857143
171	chr10:13701355-13701443	0.00605675770045951	0.264849411764706	wilcox	0.49312	0.228270588235294
172	chr10:14880259-14880711	0.973153466185899	-0.000112105263157895	wilcox	0.00163	0.00174210526315789
173	chr10:14880886-14881213	0.0456490790646095	-0.000377647058823529	wilcox	0.00054	0.000917647058823529
174	chr10:14921239-14921681	0.0626077176038267	-0.00040625	wilcox	0.00135	0.00175625
175	chr10:15412532-15412632	0.8750862261493	-0.005316	wilcox	0.003834	0.00915
176	chr10:15901969-15902494	0.507059172138611	6.75000000000001e-05	wilcox	0.0015425	0.001475
177	chr10:16478498-16479251	0.414199032357758	0.00234540816326531	wilcox	0.00352040816326531	0.001175
178	chr10:16562205-16562244	0.137798218100365	0.224457446808511	wilcox	0.230057446808511	0.0056
179	chr10:16562916-16563116	0.158445119604103	0.0629727564102564	wilcox	0.0646958333333333	0.00172307692307692
180	chr10:181766-182122	0.605369731509876	-7.27272727272727e-05	wilcox	9e-04	0.000972727272727273
181	chr10:21789247-21789365	0.000736742010601921	0.371940909090909	wilcox	0.388290909090909	0.01635
182	chr10:21806252-21806332	0.220596369195566	-0.000401904761904762	wilcox	0.0015047619047619	0.00190666666666667
183	chr10:22517843-22518206	0.111430816314307	0.00081231884057971	wilcox	0.00164565217391304	0.000833333333333333
184	chr10:22542325-22542380	0.00170752517918083	0.306992941176471	wilcox	0.315852941176471	0.00886
185	chr10:22605267-22605648	0.854074695920682	-0.00021583850931677	wilcox	0.00119130434782609	0.00140714285714286
186	chr10:22625249-22625440	0.00550459688548818	0.168587362637363	wilcox	0.172923076923077	0.00433571428571429
187	chr10:22725586-22725594	0.184439178711465	0.123710476190476	wilcox	0.240153333333333	0.116442857142857
188	chr10:23462345-23462389	0.0529405011499909	0.158973333333333	wilcox	0.166183333333333	0.00721
189	chr10:23462422-23462463	0.00638786852786925	0.157088319088319	wilcox	0.170403703703704	0.0133153846153846
190	chr10:23463240-23463256	0.00944069457746248	0.208085594237695	wilcox	0.255732653061225	0.0476470588235294
191	chr10:23480837-23480882	0.0441746228235417	0.16869568627451	wilcox	0.17711568627451	0.00842
192	chr10:23480915-23480956	0.00378496083546625	0.174041333333333	wilcox	0.189358	0.0153166666666667
193	chr10:23481191-23481223	0.184986870861373	0.162012195121951	wilcox	0.184812195121951	0.0228
194	chr10:23632952-23632964	1	0.0415538888888889	wilcox	0.219365	0.177811111111111
195	chr10:23728902-23729394	0.698297313027471	3.74680306905371e-05	wilcox	0.00160217391304348	0.00156470588235294
196	chr10:26223293-26223320	0.0209115435030346	0.181664983164983	wilcox	0.193874074074074	0.0122090909090909
197	chr10:26505664-26505694	7.60310818330339e-05	0.198828805237316	wilcox	0.201959574468085	0.00313076923076923
198	chr10:26506676-26506712	0.178249267595907	0.134355896226415	wilcox	0.214843396226415	0.0804875
199	chr10:26506730-26506789	0.00730740055677707	0.258988095238095	wilcox	0.262188095238095	0.0032
200	chr10:26506852-26506902	0.00376951187526619	0.215832608695652	wilcox	0.218232608695652	0.0024
201	chr10:27541691-27541719	0.0500954001518019	0.0995275510204082	wilcox	0.178891836734694	0.0793642857142857
202	chr10:27541750-27541764	0.0968549794669153	0.0478689361702128	wilcox	0.225448936170213	0.17758
203	chr10:27547794-27547983	0.120515569865312	0.0399011904761905	wilcox	0.0409095238095238	0.00100833333333333
204	chr10:27793007-27793283	4.91364963573079e-05	-0.00128883720930233	wilcox	0.000751162790697674	0.00204
205	chr10:28034274-28034326	0.0218275557431985	0.165654405594406	wilcox	0.169823636363636	0.00416923076923077
206	chr10:28966520-28966771	0.580376363997292	-0.00191869281045752	wilcox	0.00175777777777778	0.00367647058823529
207	chr10:28966941-28967052	0.154978838259973	-0.0004025	wilcox	0.0027975	0.0032
208	chr10:28967127-28967396	0.00903449589525577	-0.00104545454545455	wilcox	0.00120454545454545	0.00225
209	chr10:29228887-29228926	0.00966829823091779	-0.194139423076923	wilcox	0.6669375	0.861076923076923
210	chr10:29698425-29698502	0.0704691192145766	-0.097375845410628	wilcox	0.0450130434782609	0.142388888888889
211	chr10:30024163-30024348	0.332236777308211	0.00143181818181818	wilcox	0.00299545454545455	0.00156363636363636
212	chr10:30347799-30347830	0.213995576566669	0.0471017889087657	wilcox	0.137232558139535	0.0901307692307692
213	chr10:30348063-30348099	0.0884452795376579	0.0551082039911308	wilcox	0.0592536585365854	0.00414545454545455
214	chr10:30723115-30723366	0.368493745269173	-5.12820512820486e-06	wilcox	0.00204102564102564	0.00204615384615385
215	chr10:3161016-3161035	0.000214366457271376	-0.070606845841785	wilcox	0.923989705882353	0.994596551724138
216	chr10:32217947-32218640	0.886787593308545	0.000378458049886621	wilcox	0.00116734693877551	0.000788888888888889
217	chr10:32344913-32345177	0.115482141286304	0.00116583333333333	wilcox	0.00417916666666667	0.00301333333333333
218	chr10:32735008-32735510	0.0323198232402266	-0.000107007575757576	wilcox	0.00142424242424242	0.00153125
219	chr10:33294685-33294751	0.854080338006578	-0.0135079545454546	wilcox	0.0623045454545455	0.0758125
220	chr10:35626205-35626403	0.0609586880881608	-0.00125107142857143	wilcox	0.00101142857142857	0.0022625
221	chr10:35931205-35931547	0.967788017469567	0.000412820512820513	wilcox	0.00321282051282051	0.0028
222	chr10:3805325-3805413	0.0459699037337161	-0.198919528619529	wilcox	0.760854545454545	0.959774074074074
223	chr10:3823940-3823995	0.0319016940662484	-0.197502214452214	wilcox	0.638043939393939	0.835546153846154
224	chr10:3929032-3929104	0.329897287141536	-0.166711872909699	wilcox	0.638657692307692	0.805369565217391
225	chr10:43250654-43250731	0.0544298736007034	0.08762375	wilcox	0.091705	0.00408125
226	chr10:43250752-43250799	0.00242443962240247	0.214639141414141	wilcox	0.235761363636364	0.0211222222222222
227	chr10:43277849-43278112	0.301725232827706	-9.84782608695651e-05	wilcox	0.000706521739130435	0.000805
228	chr10:43428977-43429019	0.000767303379569759	0.22225	wilcox	0.2356	0.01335
229	chr10:43600447-43600496	0.00986193558112313	0.166072435897436	wilcox	0.170741666666667	0.00466923076923077
230	chr10:43600514-43600654	0.0186442561592787	0.0268125	wilcox	0.0282125	0.0014
231	chr10:43932080-43932569	0.596805812357299	0.000798260869565217	wilcox	0.00177826086956522	0.00098
232	chr10:43950965-43951354	0.0188522154669882	-0.000922222222222222	wilcox	9e-04	0.00182222222222222
233	chr10:44069688-44069877	0.486039702549065	-0.00564921968787515	wilcox	0.0104448979591837	0.0160941176470588
234	chr10:44144424-44144735	0.500748198506547	0.000273809523809523	wilcox	0.00197380952380952	0.0017
235	chr10:44185124-44185468	0.841323316941578	0.00569551282051282	wilcox	0.00742051282051282	0.001725
236	chr10:46167794-46168139	0.291055687397928	-0.0158795454545455	wilcox	0.00267045454545455	0.01855
237	chr10:46970434-46970472	0.13486937484178	0.0343046511627907	wilcox	0.0372046511627907	0.0029
238	chr10:46970475-46970774	0.0398173463499101	0.0540547826086957	wilcox	0.05592	0.00186521739130435
239	chr10:46971048-46971057	0.00417735485017801	0.107107661290323	wilcox	0.148395161290323	0.0412875
240	chr10:46992928-46993048	0.870794594335317	-0.0041	wilcox	0.00651111111111111	0.0106111111111111
241	chr10:47151299-47151641	0.213822064647071	0.000259344262295082	wilcox	0.00173934426229508	0.00148
242	chr10:48438537-48438595	0.254986931863615	0.144480917874396	wilcox	0.150958695652174	0.00647777777777778
243	chr10:48438613-48438868	0.716928963071205	0.0534602083333333	wilcox	0.059846875	0.00638666666666667
244	chr10:4868533-4868600	0.367393336521547	0.0212829545454545	wilcox	0.0244454545454545	0.0031625
245	chr10:49674832-49674889	1.86742881529486e-08	-0.356480882352941	wilcox	0.602719117647059	0.9592
246	chr10:49863637-49863670	0.000655679814355122	-0.263627718832891	wilcox	0.489956896551724	0.753584615384615
247	chr10:49863703-49863739	0.120690782998947	-0.127920727272727	wilcox	0.404567272727273	0.532488
248	chr10:51572337-51572739	0.774070395042754	0.000598232323232323	wilcox	0.0126204545454545	0.0120222222222222
249	chr10:52177879-52177953	0.140030907432925	0.0461733333333333	wilcox	0.04714	0.000966666666666667
250	chr10:52499700-52500153	1	0.0016	wilcox	0.0025	9e-04
251	chr10:52834249-52834858	0.67187191894801	0.000323202614379085	wilcox	0.00596764705882353	0.00564444444444444
252	chr10:54074346-54074825	0.943691247485798	0.0438282051282051	wilcox	0.0504282051282051	0.0066
253	chr10:5708617-5708782	0.571310385289267	-0.00149654731457801	wilcox	0.00131521739130435	0.00281176470588235
254	chr10:5734750-5734815	0.0610890348425378	0.185315909090909	wilcox	0.230815909090909	0.0455
255	chr10:60145090-60145333	0.256533224241432	0.000134160756501182	wilcox	0.0012063829787234	0.00107222222222222
256	chr10:6019952-6020132	0.526419388068905	-0.000157051282051282	wilcox	0.00221794871794872	0.002375
257	chr10:60936989-60937040	0.130221840717445	0.171847342995169	wilcox	0.181969565217391	0.0101222222222222
258	chr10:61468654-61468753	0.538455380987149	0.00301761904761905	wilcox	0.00545333333333333	0.00243571428571429
259	chr10:61665865-61666588	0.881368301755104	-5.35771065182829e-05	wilcox	0.00174054054054054	0.00179411764705882
260	chr10:63809097-63809148	0.00869893786860347	-0.232730510752688	wilcox	0.357640322580645	0.590370833333333
261	chr10:64133895-64134077	0.235906906173628	0.0131572727272727	wilcox	0.0145772727272727	0.00142
262	chr10:64564882-64565199	0.167015018032809	-0.000258423913043478	wilcox	0.000947826086956522	0.00120625
263	chr10:64565296-64565424	0.105626425569542	-0.000654029304029304	wilcox	0.00166904761904762	0.00232307692307692
264	chr10:64575202-64575217	0.0783912029333159	0.16525125	wilcox	0.17368125	0.00843
265	chr10:65930702-65930765	0.0872388886738762	-0.129152923076923	wilcox	0.577474	0.706626923076923
266	chr10:69991136-69991753	0.00167571264238608	-0.000926272577996716	wilcox	0.000868965517241379	0.0017952380952381
267	chr10:70480780-70481337	0.402035290633206	1.04328523862374e-05	wilcox	0.00143396226415094	0.00142352941176471
268	chr10:70715938-70716319	0.755064713265607	0.00027876370887338	wilcox	0.0017728813559322	0.00149411764705882
269	chr10:71077946-71078173	0.725966419144037	-0.00470655737704918	wilcox	0.0202934426229508	0.025
