cp	tt	nt	np
NA	0.882916666666667	0.829126984126984	0.00555555555555555	0.00685795685795687
NA	1	1	NA	0.00388888888888889
NA	1	0.50625	0.0027027027027027	0.0416666666666667
NA	0.520833333333333	1	0.00983796296296298	NA
NA	NA	1	0.0208333333333333	NA
NA	0.489664261664262	1	0.0117797268542562	0.0281721716061463
NA	0.516780045351474	1	0.120900076277651	0.0666666666666667
NA	0.657291666666667	1	NA	0.00909090909090909
NA	0.775419112477936	1	0.00324074074074074	0.0142857142857143
NA	0.543518518518519	1	0.00666666666666667	NA
NA	0.927024827024827	1	NA	0.01875
NA	0.353798185941043	1	0.00925925925925926	NA
NA	1	1	0.00241545893719807	NA
NA	1	1	0.0480769230769231	NA
NA	0.56097418630752	0.686666666666667	0.00493827160493827	0.0262471273582385
NA	0.706990540323874	0.611111111111111	0.0138888888888889	0.0555555555555556
NA	1	1	NA	0.0324074074074074
NA	0.739664594664595	0.791428571428571	0.00829572318934021	0.0109697855750487
NA	1	1	0.00444444444444444	NA
NA	0.402592592592593	0.53731684981685	0.108417508417508	0.0902777777777778
NA	0.675	1	0.00260416666666667	0.0185185185185185
NA	1	1	0.016260162601626	NA
NA	0.833333333333333	0.958333333333333	0.0178571428571429	NA
NA	0.764351851851852	1	0.0623188405797101	0.0231481481481482
NA	0.911255411255411	1	0.00617283950617284	NA
NA	0.944444444444445	1	NA	0.0555555555555556
NA	0.909216253831639	0.75	0.00187793427230047	0.00350877192982456
NA	0.494871794871795	0.511111111111111	NA	0.0185185185185185
NA	1	1	0.00380952380952381	NA
NA	0.753395061728395	0.685185185185185	0.0657287157287157	0.037037037037037
NA	1	0.916666666666667	0.0048780487804878	0.0277777777777778
NA	0.350555555555556	1	0.236477016909185	0.00967372134038802
NA	0.573660714285714	0.555555555555556	0.00189393939393939	0.0277777777777778
NA	0.575666862704678	0.802619047619048	NA	0.00499999999999999
NA	0.594962481962482	0.679166666666667	NA	0.0125
NA	0.685185185185185	1	0.0396825396825397	NA
NA	0.600937950937951	0.888888888888889	0.0226190476190476	NA
NA	0.811111111111111	1	0.00925925925925926	0.111111111111111
NA	0.713888888888889	0.5125	NA	0.025
NA	0.675	0.677777777777778	0.0147572815533981	NA
NA	0.5	1	0.0185185185185185	NA
NA	0.508928571428571	0.935	0.179166666666667	0.00476190476190476
NA	0.697278911564626	1	0.0176470588235294	NA
NA	0.697407407407407	1	0.00734693877551018	NA
NA	0.895634920634921	0.638888888888889	0.00694444444444444	NA
NA	0.54016135159926	0.560846560846561	0.171543489190548	0.0220196422881845
NA	0.416666666666667	1	0.0567920585161965	NA
NA	0.774852071005917	0.544131794131794	0.0272108843537415	0.0291666666666667
NA	0.662543440114649	0.588509803921569	0.00121212121212121	0.00555555555555555
NA	1	0.569444444444444	0.0104166666666667	NA
NA	0.428884891749342	0.505	0.00740740740740741	0.00773809523809523
NA	0.672392920804685	0.927777777777778	0.00555555555555556	0.0845618247298919
NA	0.701333333333333	1	0.00648148148148148	0.0133333333333333
NA	1	1	0.00649350649350649	NA
NA	0.98038961038961	0.679166666666667	0.00540540540540541	NA
NA	0.582545252018936	1	0.000628930817610063	0.00333333333333333
NA	0.998717948717949	0.535416666666667	NA	0.025
NA	1	1	0.105776823423882	0.0277777777777778
NA	0.540740740740741	0.638888888888889	0.0101010101010101	NA
NA	0.516666666666667	1	0.00735294117647059	0.0177469135802469
NA	0.779100529100529	0.75	0.0288372093023256	0.0555555555555556
NA	0.586578789828704	1	0.00104166666666667	0.0037037037037037
NA	0.682575757575758	0.504166666666667	0.00327868852459016	NA
NA	0.748511904761905	0.972222222222222	0.00333333333333333	NA
NA	0.589335023950409	0.513333333333333	0.00524691358024691	0.03
NA	0.895833333333333	0.569444444444445	NA	0.0416666666666667
NA	0.504444444444444	1	0.0106915306915307	0.068888888888889
NA	0.851851851851852	1	0.0235017626321974	0.0555555555555556
NA	1	1	0.073009062818788	NA
NA	0.518542568542569	1	0.0185185185185185	0.0555555555555556
NA	1	1	0.00192307692307692	0.114166666666667
NA	NA	1	NA	0.00661375661375661
NA	0.433641975308642	1	0.0588105588105588	0.0416666666666667
NA	0.38314709168836	1	0.00533333333333333	0.0111111111111111
NA	0.685185185185185	1	NA	0.0416666666666667
NA	0.75	1	NA	0.0138888888888889
NA	1	1	0.00384615384615385	0.0126358695652174
NA	1	0.638888888888889	0.00427350427350427	0.0231481481481482
NA	0.708333333333333	1	0.00595238095238095	0.0944444444444445
NA	0.9065	1	0.0166501976284585	0.02
NA	0.661280786751375	1	0.000732600732600733	0.00202020202020202
NA	0.853439967439967	0.501388888888889	0.0021505376344086	NA
NA	0.62320608684245	1	0.00520833333333333	NA
NA	0.583333333333333	1	0.115421455938697	0.0555555555555556
NA	0.73960557960558	1	0.00606060606060606	0.0194343434343434
NA	0.580092592592592	1	0.00617283950617284	0.0327380952380952
NA	0.666666666666667	1	0.00526315789473684	0.025
NA	0.561479745279087	0.514550264550265	NA	0.0231481481481482
NA	0.683333333333333	1	0.0691844919786096	0.0944444444444447
NA	0.9	1	NA	0.0208333333333333
NA	1	1	NA	0.076388888888889
NA	0.523148148148148	1	NA	0.0185185185185185
NA	0.4	1	0.117905563347359	0.0145833333333334
NA	0.518086080586081	0.833333333333333	0.0214634146341463	NA
NA	0.995512820512821	0.988888888888889	0.00175438596491228	0.00333333333333333
NA	0.588613818929608	1	0.045959595959596	0.00846560846560846
NA	0.833333333333333	1	0.0291666666666667	NA
NA	0.468441358024691	0.5125	0.00545454545454545	NA
NA	0.752083333333333	1	NA	0.0180555555555556
NA	0.940470254383298	1	0.00246913580246914	NA
NA	0.625816993464052	0.648148148148148	0.0483769173324874	0.0416666666666667
NA	0.289767573696145	1	0.00212765957446809	NA
NA	0.944444444444445	1	0.0087719298245614	0.0277777777777778
NA	1	1	0.0032695374800638	NA
NA	0.815634920634921	1	0.00456790123456791	0.00793650793650793
NA	0.584273382867133	0.990909090909091	NA	0.00833333333333333
NA	0.704166666666667	1	0.0541125541125541	NA
NA	0.607484567901235	1	0.036079514457174	0.0581018518518519
NA	0.880952380952381	0.656428571428572	0.00170940170940171	0.00416666666666667
NA	1	1	0.0401218501166445	0.101851851851852
NA	0.490111111111111	0.56	NA	0.0366666666666666
NA	0.0416666666666667	0.508333333333333	0.0611111111111111	NA
NA	0.663132343846629	0.777142857142857	0.0024390243902439	NA
NA	0.750027558204158	1	0.00205128205128205	NA
NA	0.972222222222222	1	0.00505050505050505	NA
NA	0.392361111111111	0.666666666666667	0.00505050505050505	0.134259259259259
NA	0.794555555555556	0.861111111111111	0.0260430430430431	0.0220436507936508
NA	0.269479899390337	1	0.00153846153846154	NA
NA	0.784166666666667	0.793672438672439	0.00466666666666667	0.00476190476190476
NA	0.524268077601411	1	0.026844070961718	0.00625
NA	0.510416666666667	1	0.00816326530612245	0.0270833333333333
NA	0.692708333333333	1	0.200036075036075	0.0279982363315697
NA	1	1	0.00332491582491583	0.0133333333333333
NA	0.745833333333333	1	0.0982142857142857	0.0917075163398694
NA	0.514338092907544	0.503333333333333	NA	0.0297385620915033
NA	1	1	0.0196086537136558	NA
NA	1	1	0.075	NA
NA	0.506481481481481	0.656666666666667	0.0505799934832193	0.0111111111111111
NA	NA	1	0.00277777777777778	NA
NA	0.833333333333333	1	NA	0.0277777777777778
NA	0.572222222222222	0.527777777777778	0.00900900900900901	NA
NA	0.685185185185185	1	NA	0.0648148148148148
NA	0.678571428571429	1	0.0407692307692307	0.0238095238095238
NA	0.6775	0.638888888888889	NA	0.0587962962962963
NA	0.992063492063492	1	NA	0.0138888888888889
NA	0.713439351845149	1	NA	0.015347923681257
NA	0.603395061728395	1	0.0040650406504065	0.0444444444444444
NA	0.816785714285714	1	0.0114942528735632	NA
NA	0.527777777777778	1	0.0275564873049149	0.111111111111111
NA	0.701646090534979	1	0.0104166666666667	NA
NA	0.686124504487539	0.918121878121878	0.00099502487562189	0.00160619803476946
NA	1	1	0.0380606265494704	0.0277777777777778
NA	0.747839506172839	0.50679012345679	NA	0.0443121693121693
NA	NA	0.583333333333333	0.0706964604023427	NA
NA	0.509259259259259	1	0.033179012345679	NA
NA	0.508200100164386	0.638888888888889	0.0490260867482447	0.0857407407407408
NA	0.586934156378601	0.989583333333333	NA	0.0555555555555556
NA	0.972916666666667	0.666666666666667	0.0413356004746165	0.0937500000000001
NA	0.36969696969697	0.623120213120213	0.0427557860604426	0.0322715556048888
NA	0.737785714285714	1	NA	0.00909090909090909
NA	0.881944444444444	1	0.00303030303030303	0.0416666666666667
NA	0.0555555555555556	1	0.0289855072463768	NA
NA	0.526212121212121	0.958333333333333	0.0183333333333333	NA
NA	0.883680555555556	0.700243506493507	NA	0.0146464646464646
NA	1	1	0.00396825396825397	NA
NA	0.586182336182336	0.576388888888889	0.0334321475625823	0.0555555555555556
NA	0.438988095238095	1	0.0685632480840438	0.0154761904761905
NA	0.574329015226378	0.511773805798405	NA	0.00281803542673108
NA	0.613584827870542	0.652380952380952	0.00625	0.0242424242424242
NA	1	0.70457520593098	0.00785296574770259	0.00666666666666667
NA	0.614715608465609	1	0.114285714285714	0.0691069483348895
NA	1	1	0.00784313725490196	NA
NA	0.757445054945055	1	0.232828282828283	0.0560049019607844
NA	0.608723290598291	0.528944805194805	0.05324354657688	0.118571428571429
NA	0.64297385620915	1	NA	0.0555555555555556
NA	0.802222222222222	1	NA	0.0133333333333333
NA	0.7125	0.531313131313132	0.00689890710382514	0.0416666666666667
NA	0.610754985754986	0.833333333333333	0.00606060606060606	0.0277777777777778
NA	0.634656084656085	1	0.0185185185185185	0.05625
NA	1	1	NA	0.0555555555555556
NA	0.819289272144533	0.505128205128205	0.00112044817927171	0.00416666666666667
NA	0.853301502419149	1	0.0168017330298032	0.105437710437711
NA	0.777777777777778	0.583333333333333	0.0146198830409357	NA
NA	0.915151515151515	1	0.0277777777777778	0.166666666666667
NA	0.516150832827303	0.602364243943191	0.00350877192982456	0.00763435003631082
NA	1	1	0.0107985562824273	0.00444444444444444
NA	0.823106060606061	0.538961038961039	NA	0.0277777777777778
NA	0.295583524318819	1	NA	0.0333333333333333
NA	0.630674603174603	0.957142857142857	0.0156862745098039	NA
NA	0.700635598968932	0.533251303220343	0.00102564102564103	0.00178571428571429
NA	0.757407407407407	1	0.0206349206349206	0.0767881241565452
NA	0.901587301587302	1	0.0473801560758083	0.0773843880986738
NA	0.6	1	0.0353260869565218	0.0277777777777778
NA	0.518518518518518	1	0.00490196078431373	NA
NA	0.584126984126984	1	0.0196078431372549	0.0498236331569665
NA	0.941666666666667	0.583333333333333	0.00980392156862745	0.0487654320987654
NA	0.430555555555556	0.6	NA	0.0138888888888889
NA	0.385762385762386	1	0.00416666666666667	0.12037037037037
NA	0.777857142857143	1	0.0107575757575758	0.025
NA	0.962962962962963	1	0.0825253178194354	NA
NA	1	1	0.00303030303030303	0.025
NA	0.522619047619048	1	NA	0.0416666666666667
NA	1	1	0.0684523809523809	0.0311111111111111
NA	0.653438656251156	0.541666666666667	0.00476190476190476	0.00952380952380952
NA	0.720707070707071	0.638888888888889	0.00952380952380952	NA
NA	0.628619064909915	1	0.00125786163522013	0.00116959064327485
NA	0.335183467326324	1	0.045045045045045	0.0420453884739599
NA	0.617311507936508	0.551587301587302	NA	0.0925925925925927
NA	0.704938271604938	1	0.101484555193382	0.0555555555555556
NA	0.247901234567901	0.872275132275132	NA	0.00888888888888887
NA	0.669135802469136	1	0.00123456790123457	0.00246913580246914
NA	0.734920634920635	1	NA	0.0208333333333333
NA	0.279757896424563	1	0.00070589018746046	0.00606060606060606
NA	0.489707739156269	0.522916666666667	0.166825396825397	0.0239583333333333
NA	1	1	0.0260604036043444	NA
NA	0.995	1	0.00544349719442964	NA
NA	0.627905982905983	0.512222222222222	0.00311020960108181	0.0133333333333333
NA	0.770833333333333	1	0.00666666666666667	NA
NA	1	1	0.0238095238095238	NA
NA	0.847679115756039	0.506666666666667	0.00416666666666667	0.0107059437954579
NA	0.0277777777777778	1	0.00980392156862745	NA
NA	0.901360544217687	1	NA	0.0462962962962963
NA	0.861111111111111	0.515625	0.0208019105077929	NA
NA	0.611177248677249	0.75	NA	0.00526315789473684
NA	0.676888888888889	1	0.0103114930182599	0.0111111111111111
NA	0.575502362561186	1	NA	0.0214857818631404
NA	0.640843628135424	0.50031746031746	0.00275689223057644	0.00512820512820513
NA	0.687812569554056	1	0.00400031387319523	0.00793650793650793
NA	0.41171802054155	1	0.0923310162557477	0.0992063492063493
NA	0.605902777777778	0.521604938271605	0.00833333333333333	NA
NA	0.820075757575758	1	0.141130210088754	0.0555555555555556
NA	1	1	0.00641025641025641	NA
NA	NA	1	0.00709219858156028	NA
NA	1	1	NA	0.0266666666666667
NA	0.614648526077097	0.51	0.0253071253071253	0.0824074074074074
NA	0.667215608465608	1	0.00609756097560976	0.00434782608695652
NA	0.556666666666667	1	0.00333333333333333	NA
NA	0.598290598290598	1	NA	0.0462962962962963
NA	0.7	1	NA	0.0138888888888889
NA	0.622690058479532	0.796666666666667	NA	0.0133333333333333
NA	NA	1	0.0936673477683976	NA
NA	0.994047619047619	1	0.00980392156862745	NA
NA	0.679166666666666	1	0.00323275862068966	0.0244444444444444
NA	0.538644657122918	0.994871794871795	0.00277777777777778	0.00606060606060606
NA	0.570576131687243	0.520833333333333	0.0216351380734942	0.0462962962962963
NA	0.569444444444445	1	NA	0.0555555555555556
NA	0.954920634920635	1	0.000813008130081301	0.00555555555555555
NA	0.763888888888889	1	NA	0.0555555555555556
NA	0.607556800497977	0.683597883597884	0.0410354589061859	0.00238095238095238
NA	0.760416666666667	1	NA	0.0486111111111111
NA	0.555555555555555	1	0.0250721500721501	NA
NA	0.83625	1	NA	0.0108333333333334
NA	0.703381737310309	0.666666666666667	0.0134680134680135	0.032010582010582
NA	0.751887125220459	1	NA	0.00833333333333331
NA	1	0.98	0.0148514851485149	0.0166666666666667
NA	0.771111111111111	1	NA	0.00909090909090909
NA	0.801084249084249	1	NA	0.00518518518518518
NA	0.735066945400279	0.503333333333333	0.0757840982941428	0.037037037037037
NA	0.708641975308642	1	0.00677966101694915	NA
NA	0.724619708994709	0.866666666666667	0.0045662100456621	0.0694444444444444
NA	0.860069444444445	1	0.16198275862069	0.0166666666666667
NA	0.898148148148148	0.553703703703704	0.0803921568627452	NA
NA	0.559259259259259	0.506666666666667	0.0168300653594771	0.00666666666666667
NA	0.429166666666667	0.705555555555555	NA	0.0694444444444444
NA	0.79457671957672	1	NA	0.0893452380952381
NA	0.707818930041152	0.527777777777778	0.018452380952381	0.0462962962962963
NA	0.367551750356028	0.607541931752458	0.00106382978723404	0.00244107744107744
NA	0.730555555555556	1	NA	0.00925925925925926
NA	0.805	1	0.0666666666666667	0.025
NA	0.364889227731333	0.656666666666667	0.00253164556962025	NA
NA	0.762560756237227	1	NA	0.00358024691358024
NA	0.511243386243386	1	0.0037037037037037	0.0277777777777778
NA	0.602591408591409	0.513656414534898	0.0132764990053993	0.00833333333333334
NA	0.600333333333333	0.606666666666667	0.00277777777777778	0.00333333333333333
NA	0.954545454545455	0.583333333333333	0.00353430353430353	0.166666666666667
NA	0.773735306088247	1	0.00289855072463768	0.00740740740740741
NA	1	1	NA	0.0158928571428571
NA	0.0555555555555556	0.638888888888889	0.00292397660818713	0.0416666666666667
NA	0.81986531986532	1	0.0282356532356532	0.0779220779220779
NA	1	0.506666666666667	0.0018018018018018	NA
NA	0.732304431679431	1	NA	0.00130718954248366
NA	0.793551587301587	1	NA	0.0270655270655271
NA	0.731859410430839	1	NA	0.0238095238095238
NA	0.899652777777778	1	0.00128205128205128	0.00666666666666667
NA	0.507539682539683	1	0.0138888888888889	0.0555555555555556
NA	0.685185185185185	1	0.0119047619047619	NA
NA	NA	1	NA	0.03
NA	0.581488095238095	0.669166666666666	0.0489851623740202	0.01875
NA	0.872435897435897	0.589583333333333	NA	0.025
NA	0.80973908846671	0.733755133755134	0.00185185185185185	0.00529411764705883
NA	0.850694444444444	0.888888888888889	0.00505050505050505	NA
NA	NA	1	0.0523260018309523	0.00833333333333333
NA	0.888888888888889	1	0.0453936506438983	NA
NA	0.585515873015873	0.708333333333333	NA	0.0248842592592593
NA	0.452601071767738	1	0.0045014245014245	0.00466988727858293
NA	0.517983240591936	1	0.00416666666666667	0.0137763347763348
NA	0.400673400673401	1	NA	0.0601851851851852
NA	0.585648148148148	1	0.00480769230769231	NA
NA	0.703703703703704	0.527777777777778	0.0192307692307692	0.0462962962962963
NA	0.759259259259259	1	0.0212197159565581	0.0555555555555556
NA	0.487847222222222	0.547519841269841	0.188235294117647	0.0208333333333333
NA	0.833333333333333	1	0.0138888888888889	NA
NA	0.718482905982906	0.511904761904762	NA	0.0486111111111111
NA	0.896759259259259	1	0.0371629705926724	0.0555555555555556
NA	0.862857142857143	1	0.00441176470588235	NA
NA	0.599801587301587	0.958333333333333	0.0263959630258442	0.0231481481481482
NA	0.413043973570289	0.513888888888889	NA	0.0486111111111111
NA	1	1	0.0053763440860215	NA
NA	0.613095238095238	0.638888888888889	0.00228310502283105	0.0555555555555556
NA	1	0.777083333333334	NA	0.0648148148148149
NA	0.497222222222222	1	NA	0.0333333333333333
NA	0.637460594960595	1	0.0654712770476318	0.0181666666666667
NA	NA	0.722222222222222	0.00713286713286713	NA
NA	0.882539682539683	1	0.0210084541062802	NA
NA	0.700403439153439	0.726402116402116	0.00114942528735632	0.003
NA	0.4123341094932	1	0.00217969165337586	NA
NA	0.858333333333333	1	0.107309941520468	0.0138888888888889
NA	0.83641975308642	1	NA	0.037037037037037
NA	1	1	0.00340136054421769	NA
NA	0.725694444444445	0.670833333333333	NA	0.0375
NA	0.887037037037037	1	0.0989289501590668	NA
NA	0.700956349206349	0.551306184012066	0.00188679245283019	0.01875
NA	0.40625	1	0.00925925925925926	0.0277777777777778
NA	0.559303350970018	1	0.00714285714285714	0.0111111111111111
NA	0.506363687752577	0.696824074074075	0.00229034531360113	0.00383771929824562
NA	0.667129814629815	0.730128205128205	NA	0.0404761904761905
NA	0.588888888888889	1	NA	0.0416666666666667
NA	1	1	0.0284848484848485	NA
NA	0.729938271604938	0.83125	0.00628930817610063	0.111111111111111
NA	0.66141975308642	0.753086419753086	0.109062980030722	0.0277777777777778
NA	0.352423097735598	1	0.0102040816326531	NA
NA	0.416300366300366	0.555555555555555	0.0222222222222222	0.0934343434343435
NA	0.525132275132275	1	0.00680272108843537	0.0555555555555556
NA	0.462378167641325	1	0.00476190476190476	0.0277777777777778
NA	0.667901234567901	0.694422244422244	0.0515451715466872	0.00317460317460317
NA	0.569444444444445	0.759259259259259	0.00617283950617284	NA
NA	0.481052401629315	0.848888888888889	NA	0.00611111111111111
NA	0.794430014430014	0.904761904761905	0.00465367965367965	0.00555555555555555
NA	0.736689814814815	0.520833333333333	NA	0.0833333333333333
NA	0.735817307692308	0.888888888888889	0.00131578947368421	0.0125
NA	0.409259259259259	0.530677655677656	NA	0.0476190476190476
NA	1	1	0.0451149425287357	0.111111111111111
NA	0.904761904761905	0.666666666666667	0.102106227106227	0.075
NA	0.753571428571429	1	0.00427350427350427	NA
NA	0.524642857142857	0.947857142857143	0.012280701754386	0.0564980158730159
NA	1	1	0.00378787878787879	NA
NA	0.54985754985755	0.8	0.0264259549973836	0.0555555555555556
NA	0.639815342021323	0.738095238095238	0.00289449112978524	0.0466256873119619
NA	0.387345679012346	0.75	NA	0.0115740740740741
NA	0.697222222222222	0.666666666666667	NA	0.027056277056277
NA	0.613817663817664	0.527777777777778	0.00317460317460317	0.0787037037037037
NA	0.805982905982906	0.666666666666667	0.00775193798449612	0.0462962962962963
NA	0.704545454545455	1	0.0183006535947712	0.0419753086419753
NA	0.443764172335601	0.533333333333333	0.0238095238095238	0.0694444444444444
NA	0.618534151034151	0.842296498405157	0.000900900900900901	0.00244754041967664
NA	0.66984126984127	1	0.104313725490196	0.00289855072463768
NA	0.809417742751076	1	0.00444444444444444	0.0166666666666667
NA	0.695987654320988	0.535714285714286	0.0179317121100466	0.133333333333333
NA	0.686507936507937	1	0.0158730158730159	NA
NA	0.449946008853793	0.829171847367336	NA	0.00148569622253832
NA	0.458847736625514	0.779100529100529	NA	0.0493827160493827
NA	0.648717948717949	1	0.064963768115942	NA
NA	0.384259259259259	1	0.0087719298245614	0.037763253449528
NA	0.622222222222222	0.712962962962963	0.00320512820512821	0.0277777777777778
NA	0.753968253968254	1	NA	0.0333333333333333
NA	0.588561167227834	1	0.00761904761904762	0.0181481481481481
NA	0.867655122655123	0.696031746031746	0.00740740740740741	0.0738492063492065
NA	0.138888888888889	1	0.0155820848938826	0.138888888888889
NA	0.9225	0.555555555555555	0.00980392156862745	NA
NA	0.689814814814815	0.541666666666667	NA	0.0555555555555556
NA	0.568333333333333	1	0.00192307692307692	0.0166666666666667
NA	1	1	NA	0.025
NA	0.952592592592593	0.554166666666666	0.00314465408805031	0.0277777777777778
NA	0.333333333333333	1	0.0912698412698412	0.0333333333333333
NA	0.698765432098765	0.546717171717171	0.00308641975308642	NA
NA	1	1	0.166666666666667	0.0195075757575758
NA	0.530952380952381	0.786111111111111	0.0183333333333333	0.0194444444444444
NA	0.616111111111111	1	0.0185185185185185	0.0709876543209878
NA	0.754320987654321	1	0.00116959064327485	NA
NA	0.561604938271605	0.666666666666667	NA	0.0416666666666667
NA	0.38116879517332	0.508333333333333	0.12294688045759	0.0611111111111112
NA	0.583333333333333	0.583333333333333	NA	0.0833333333333333
NA	0.800761904761905	1	NA	0.00392720306513409
NA	0.596821869488536	1	NA	0.0133333333333333
NA	0.708730158730159	1	0.0102040816326531	0.0441975308641975
NA	0.809259259259259	1	0.112291920135057	0.0416666666666667
NA	0.870346668438774	0.77928898798464	NA	0.00350877192982456
NA	0.677777777777778	0.528571428571429	0.00555555555555555	NA
NA	0.782491582491582	0.875	0.0341880341880342	0.0583333333333334
NA	1	0.519201228878648	0.0142857142857143	0.00833333333333333
NA	1	1	0.00117647058823529	NA
NA	0.726822916666667	1	0.00328042328042328	NA
NA	1	0.722222222222222	0.0317460317460317	NA
NA	0.566653361344538	0.638867542887375	NA	0.00740740740740741
NA	0.627855107855108	1	0.0019047619047619	NA
NA	0.627380952380952	1	0.12974025974026	0.0359848484848485
NA	0.534722222222222	0.583333333333333	0.0333333333333333	0.142857142857143
NA	0.773148148148148	0.527777777777778	0.00260416666666667	NA
NA	0.517361111111111	1	0.0053763440860215	0.0462962962962963
NA	1	1	0.0151515151515152	NA
NA	1	1	0.0661354089448974	NA
NA	0.861111111111111	1	0.0315775924209659	0.0541666666666667
NA	0.75	1	0.0989318885448916	NA
NA	0.760582010582011	1	0.00320512820512821	0.0555555555555556
NA	0.680555555555556	1	0.00333333333333333	NA
NA	0.650701058201058	0.836984126984127	NA	0.0226053639846743
NA	0.403444444444444	0.506666666666667	NA	0.00350877192982456
NA	0.782936507936508	0.666666666666667	NA	0.0416666666666667
NA	0.712525311662308	1	0.0277777777777778	0.00606060606060606
NA	0.703367928367928	0.554166666666667	NA	0.0422979797979798
NA	1	1	0.0773809523809524	NA
NA	0.620542022080484	0.50324171539961	0.00310077519379845	0.00555555555555555
NA	0.887654320987654	0.554861111111111	0.131629887727449	0.0444444444444445
NA	0.67037037037037	0.696527176527177	0.00246913580246914	0.0111111111111111
NA	0.756944444444444	1	0.00574712643678161	NA
NA	0.928571428571429	1	0.0238095238095238	NA
NA	0.72562358276644	1	NA	0.0555555555555556
NA	0.830593348450491	0.524897807506503	NA	0.0168350168350168
NA	0.57028638028638	1	0.00350877192982456	NA
NA	0.641975308641975	1	NA	0.0555555555555556
NA	1	1	0.0037037037037037	0.025
NA	0.629444444444444	1	NA	0.012
NA	0.56978354978355	1	0.00246913580246914	NA
NA	0.527263374485597	1	0.0616725768321514	NA
NA	0.551050061050061	0.98	0.0691295546558705	0.025
NA	1	0.958333333333333	NA	0.0555555555555556
NA	0.716049382716049	1	0.167029774872912	0.0571428571428571
NA	0.423936507936508	1	0.00508365508365508	NA
NA	0.793214285714286	0.977777777777778	NA	0.0945833333333335
NA	0.703333333333333	1	0.00138888888888889	NA
NA	0.285857388798565	0.642857142857143	0.00136986301369863	NA
NA	0.878888888888889	0.527777777777778	NA	0.0796296296296296
NA	NA	1	NA	0.0333333333333333
NA	0.632412358882947	0.502380952380952	0.00928848283499448	0.00952380952380952
NA	0.19683164983165	0.54	0.000680272108843537	NA
NA	0.474891774891775	1	0.168217418546366	0.0186363636363636
NA	0.612037037037037	1	NA	0.0138888888888889
NA	1	1	0.00529100529100529	NA
